[2026-06-10 23:25:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-09
正在获取论文...
[arXiv] 2026-06-09 | One-Step Self-Organized Multifunctional Micromotors via Evaporative Liquid-Liquid Phase Separation
[arXiv] 2026-06-09 | Surface Crevasse Evolution Observed Using Matched Field Processing and Source Relocation at Hansbreen, Svalbard
[arXiv] 2026-06-09 | Geometry still matters in quasi-one-dimensional single-file transport
[arXiv] 2026-06-09 | Null-Space Constrained Low-Rank Adaptation for Response-Specified Large Language Model Unlearning
[arXiv] 2026-06-09 | AnimaSpark: A Feed-Forward Method for Animating Arbitrary 3D Objects
[arXiv] 2026-06-09 | Bellman-Taylor Score Decoding for Markov Decision Processes with State-Dependent Feasible Action Sets
[arXiv] 2026-06-09 | Resilient Navigation for Autonomous Farm Robots by Leveraging Jerk-Augmented Models with IMU-Only Disturbance Rejection
[arXiv] 2026-06-09 | Population-Aware Physics-Informed Neural Particle Flow for Bayesian Update
[arXiv] 2026-06-09 | Routing-Aware Expert Calibration for Machine Unlearning in Mixture-of-Experts Language Models
[arXiv] 2026-06-09 | First-Order Trajectory Matching: Fast Ensemble Predictions of Chaotic, Turbulent, Stochastic Systems
[arXiv] 2026-06-09 | Ultra-high Q-factor superconducting tantalum resonators on 300 mm Si wafers
[arXiv] 2026-06-09 | STORM: Stepwise Token Optimization with Reward-Guided Beam Search
[arXiv] 2026-06-09 | NANOG assembles into self-limiting aging micelles that drive a sol-gel transition and modulate DNA dynamics
[arXiv] 2026-06-09 | Fractional Pareto-Optimality in Multiwinner Voting
[arXiv] 2026-06-09 | OpenRTLSet: A Fully Open-Source Dataset for Large Language Model-based Verilog Module Design
[arXiv] 2026-06-09 | Vehicle Prediction Model for Enhanced MPC Path Tracking in Formula Student Driverless
[arXiv] 2026-06-09 | Hilbert irreducibility for algebraic points
[arXiv] 2026-06-09 | Efficiently Learning Drifting Halfspaces with Massart Noise
[arXiv] 2026-06-09 | A Numerical Approach to Operator Filtering within the Adaptive Integral Method for Electromagnetic Integral Equations
[arXiv] 2026-06-09 | Spectral and computational aspects of a regularized fractional Laplacian for non-local diffusion on graphs
[arXiv] 2026-06-09 | Unifying Data, Memory, and Compute Efficiency in LLM training: A Survey
[arXiv] 2026-06-09 | Assessing Automated Prompt Injection Attacks in Agentic Environments
[arXiv] 2026-06-09 | Dimension lower bounds in random geometry via Lipschitz functions
[arXiv] 2026-06-09 | Which LoRA? An Empirical Study on the Effectiveness of LoRA Techniques During Multilingual Instruction Tuning
[arXiv] 2026-06-09 | Binomial Smoothing for Inventory and Information Control in Supply Chains
[arXiv] 2026-06-09 | On the Spectra of Digraph Laplacians
[arXiv] 2026-06-09 | Arithmetic Packing on Wide Integer Datapaths in DSP Primitives of Modern FPGA Devices
[arXiv] 2026-06-09 | On the representation for stochastic graph delay propagation
[arXiv] 2026-06-09 | A characterization of sheaves among six functor formalisms on $\mathrm{LCH}$
[arXiv] 2026-06-09 | Dmsh: A Multi-Agent Reinforcement Learning Framework for All-Quad Mesh Generation
[arXiv] 2026-06-09 | Spatially Selective Self-Training for Unsupervised Building Change Detection
[arXiv] 2026-06-09 | Colloquium: Nuclear clocks
[arXiv] 2026-06-09 | Predicting Future Behaviors in Reasoning Models Enables Better Steering
[arXiv] 2026-06-09 | The Fuel Optimizer: A Data-Driven Numerical Framework for Formulation of Aviation Turbine Fuel
[arXiv] 2026-06-09 | Making Software Meaningful
[arXiv] 2026-06-09 | Recalling Too Well: Sycophancy Evaluation and Mitigation in Memory-Augmented Models
[arXiv] 2026-06-09 | CLP: Collocation-Length Prediction for Zero-Loss Adaptive Multi-Token Inference
[arXiv] 2026-06-09 | WorldKernel: A World Model is the Coupling Kernel of Admissible Possible Worlds
[arXiv] 2026-06-09 | A Constrained Natural-Language Interface for Variational Multi-Physics Finite Element Simulations in FEniCS
[arXiv] 2026-06-09 | Spacetime from Operator Algebras
[arXiv] 2026-06-09 | A Divisor Parametrization for the Erdős--Straus Conjecture
[arXiv] 2026-06-09 | Convex foliations and trapped submanifolds
[arXiv] 2026-06-09 | A characterisation of $\infty$-harmonic maps in terms of $1$-currents
[arXiv] 2026-06-09 | Temperature-Aware Heat Pump Modeling for Large-Scale Energy System Optimization
[arXiv] 2026-06-09 | Large-scale semantic mapping of learner agency and autonomy reveals what measurement and generative AI research overlook
[arXiv] 2026-06-09 | Spontaneous polarization for protrusion-driven cell crawling
[arXiv] 2026-06-09 | Spatial Model Selection and Uncertainty Quantification: Comparing Continuous and Discrete Wound Healing Models
[arXiv] 2026-06-09 | Hidden Flavor Geometry and Yukawa Structure from Hidden Coordinates
[arXiv] 2026-06-09 | Magnetism and Topology from Circularly Polarized Phonon Floquet Engineering
[arXiv] 2026-06-09 | Modular2Simple: A Tool for Modular Scenario Creation Based on the OpenSCENARIO Format
[arXiv] 2026-06-09 | Iterative Elimination of Borda Losers: Axiomatizations of the Baldwin and Nanson Rules
[arXiv] 2026-06-09 | A Stochastic Maximum Principle for Partially Observed Jump-Diffusion Systems with Counting-Process Observations
[arXiv] 2026-06-09 | Gradient based Bilevel for Inverse Optimal Control, a Riemannian approach
[arXiv] 2026-06-09 | K-Forcing: Joint Next-K-Token Decoding via Push-Forward Language Modeling
[arXiv] 2026-06-09 | Deep learning for echo sounder data
[arXiv] 2026-06-09 | Bridging Semantics and Physical Execution: A Neuro-Symbolic Framework for Multi-Pair Robotic Assembly
[arXiv] 2026-06-09 | The Thousand-Pulsar-Array programme on MeerKAT XIX: Single-pulse data analysis, nulling and pulse energy distributions
[arXiv] 2026-06-09 | Moonshine: An Autonomous Mathematical Research Agent Centered on Conjecture Generation
[arXiv] 2026-06-09 | Asymmetric Nonlinear Return Extrapolation and Optimal Portfolio Choice under Stochastic Volatility
[arXiv] 2026-06-09 | Pair creation amplitudes for a real scalar field coupled to a time-dependent surface in d+1 dimensions
[arXiv] 2026-06-09 | Magnetic Moment of Octet Baryons in Isospin Asymmetric Magnetized Strange Matter
[arXiv] 2026-06-09 | Dep-LLM: Training-Free Depression Diagnosis via Evidence-Guided Structured Multi-factor with Reliable LLM Reasoning
[arXiv] 2026-06-09 | Interplay between Aharonov-Bohm and Altshuler-Aronov-Spivak oscillations in phase-pure GaAs/InAs core/shell nanowires of different lengths
[arXiv] 2026-06-09 | Index perturbation of signed graphs
[arXiv] 2026-06-09 | Gravitational superfluorescence from superradiant axion clouds
[arXiv] 2026-06-09 | Two-Sample Homogeneity Test via Entropic Optimal Transport
[arXiv] 2026-06-09 | Toward Secure LLM Agents: Threat Surfaces, Attacks, Defenses, and Evaluation
[arXiv] 2026-06-09 | The Arbiter Agent: Continually Monitoring Multi-Agent Conversations to Detect Emergent Misalignment
[arXiv] 2026-06-09 | Spatial-Omni: Spatial Audio Understanding Integration in Multimodal LLMs via FOA Encoding
[arXiv] 2026-06-09 | DeNovoSWE: Scaling Long-Horizon Environments for Generating Entire Repositories from Scratch
[arXiv] 2026-06-09 | Long-time Asymptotics of a Full Camassa-Holm Soliton Gas
[arXiv] 2026-06-09 | Vector Map as Language: Toward Unified Remote Sensing Vector Mapping
[arXiv] 2026-06-09 | Length-dependent SWIR upconversion spectral response of noncritically phase-matched KTP crystals
[arXiv] 2026-06-09 | Generalizing LCL Complexity Gaps to Unbounded Degree via Monadic Second-Order Properties
[arXiv] 2026-06-09 | ClusBench: The Clustering Benchmark Data Resource You've All Been Waiting For (?)
[arXiv] 2026-06-09 | Commitment and the dynamics of household labor supply: new tests and evidence from Europe
[arXiv] 2026-06-09 | Envision4D: Envisioning Visual Futures via Feed-forward 4D Gaussian Splatting for Autonomous Driving
[arXiv] 2026-06-09 | Optical-morphology-based assessment of astrometric quality in Gaia-CRF3 quasars
[arXiv] 2026-06-09 | How Does Reasoning Flow? Tracing Attention-Induced Information Flow for Targeted RL in LLMs
[arXiv] 2026-06-09 | CAMASA: A CAM-based Dataset from the MASA Living Lab
[arXiv] 2026-06-09 | From Transactions to Records: Reconceptualizing Blockchain Systems through a Lifecycle Lens
[arXiv] 2026-06-09 | On the semigroups of fence-decreasing and fence-preserving transformations on a finite fence
[arXiv] 2026-06-09 | Two-Way Confidential VMs (2cVM): Collaborative Confidential Computing for Mutually Distrustful Parties
[arXiv] 2026-06-09 | Geometry-Aware Reinforcement Learning for 2D Irregular Nesting
[arXiv] 2026-06-09 | Toward Proactive RF Charging Scheduling: Generative AI for Decision Support
[arXiv] 2026-06-09 | Exploring and Complementing End Users' Requirements in IoT enabled System
[arXiv] 2026-06-09 | Segment and Select: Vision-Language Segmentation in 3D Scenarios
[arXiv] 2026-06-09 | Anomalous mobility edges and extended-localized transition in a quasiperiodic emitter-cavity array
[arXiv] 2026-06-09 | ParaBridge: Bridging Paralinguistic Perception and Dialogue Behavior in Speech Language Models
[arXiv] 2026-06-09 | Convergence of Monte Carlo Optimistic Policy Iteration: Beyond Uniform State-Action Updates
[arXiv] 2026-06-09 | Two-stage imputation of longitudinal anthropometric data with cross-reference harmonisation: a simulation study
[arXiv] 2026-06-09 | VeriSpace: Spatially Grounded Action Verification for Vision-Language-Action Models
[arXiv] 2026-06-09 | Dichotomous electronic system in a bilayer Ni$^{1+}$ nickelate
[arXiv] 2026-06-09 | Hector Galaxy Survey: Linking the low- and high-mass ends of the initial mass function in star-forming galaxies
[arXiv] 2026-06-09 | Kernel theorems for rigidly-compactly generated $\infty$-categories
[arXiv] 2026-06-09 | Flexible Flows for Biological Sequence Design
[arXiv] 2026-06-09 | Backstepping Control of Multidimensional Coupled First-Order Hyperbolic PDEs with Collinear Velocities
[arXiv] 2026-06-09 | ActiveMem: Distributed Active Memory for Long-Horizon LLM Reasoning
[arXiv] 2026-06-09 | LC-QAT: Data-Efficient 2-Bit QAT for LLMs via Linear-Constrained Vector Quantization
[arXiv] 2026-06-09 | UniSVQ: 2-bit Unified Scalar-Vector Quantization
[arXiv] 2026-06-09 | SANS and magnetometry study of the magnetic phase diagram of the B20 helimagnet FeRhSi
[arXiv] 2026-06-09 | Moving backward to go faster: Diatom-inspired sliding reveals efficient modes of locomotion
[arXiv] 2026-06-09 | Narrow-Line Seyfert 1 Galaxies in the Dark Energy Spectroscopic Instrument Data Release 1
[arXiv] 2026-06-09 | Information-Preserving Continuous Occupancy Mapping with Variance-Weighted Submap Joining
[arXiv] 2026-06-09 | Effective Angular Asymptotics and the Sharp $D^{-3}$ Horoconvex Gap Scale
[arXiv] 2026-06-09 | A Comprehensive Inference-Time Augmentation Framework in Physiological Signals: Application to PPG-Based AF Detection
[arXiv] 2026-06-09 | Harnessing the Collective Intelligence of AI Agents in the Wild for New Discoveries
[arXiv] 2026-06-09 | Average-Case and Smoothed Near-Optimality for Color-Code Decoding
[arXiv] 2026-06-09 | Efficient RWKV-based Representation Learning for 3D Point Clouds
[arXiv] 2026-06-09 | Validation-Stage Combinatorial Fusion Analysis for Imbalanced Credit-Card Fraud Detection
[arXiv] 2026-06-09 | Baroclinic wave dynamics in the Ekman-free rotating rectangular annulus with localized forced plume
[arXiv] 2026-06-09 | UMI-Bench 1.0: An Open and Reproducible Real-World Benchmark for Tabletop Robotic Manipulation with UMI Data
[arXiv] 2026-06-09 | FSS-Net: Frequency-Spatial Synergy Network with Wavelet Attention for Carotid Artery Ultrasound Segmentation
[arXiv] 2026-06-09 | Speech Meets ELF: Audio Conditional Continuous-Target Diffusion for Speech Recognition and Translation
[arXiv] 2026-06-09 | Near-Exponential Convergence Rates for kNN Classification based on Boltzmann Margin
[arXiv] 2026-06-09 | ReflectiChain: Epistemic Grounding in LLM-Driven World Models for Supply Chain Resilience
[arXiv] 2026-06-09 | The Ozsváth-Szabó tau-invariant of braided satellites
[arXiv] 2026-06-09 | Magnetic HIP-NN for spin dynamics in disordered itinerant magnets
[arXiv] 2026-06-09 | Global polarization of $Λ$, $Ξ^{-}$, and $Ω^{-}$ hyperons in Au+Au collisions at RHIC BES-II energies
[arXiv] 2026-06-09 | Constructive Versions of Ekeland's Variational Principle
[arXiv] 2026-06-09 | Privacy-Preserving Credit Risk Prediction with Alternative Data
[arXiv] 2026-06-09 | Tuning A Rotating Black Hole Spectrum with Dark Matter Halo: Quasibound States, Scalar Cloud, Black Hole Bomb and Superradiant Scattering
[arXiv] 2026-06-09 | Design and Implementation of a Real-time Multi-site Immersive Learning System Using Photon Fusion
[arXiv] 2026-06-09 | Isolation-aware Scheduling Framework for DNN-based End-to-End Autonomous Driving System on Tile-based Accelerators
[arXiv] 2026-06-09 | MARCH: Model-Assisted Reinforcement Learning for the Perceptive Control of Humanoids over Sparse Footholds
[arXiv] 2026-06-09 | When Metrics Disagree: A Meta-Analysis of Knowledge-Graph-Completion Model Benchmarking
[arXiv] 2026-06-09 | Locomotion analysis of a quadruped interacting with the lunar granular surface
[arXiv] 2026-06-09 | What Matters in Orchestrating Robot Policies: A Systematic Study of Hierarchical VLA Agents
[arXiv] 2026-06-09 | A Recrossing-Free Dividing Surface in Quantum Mechanics
[arXiv] 2026-06-09 | Phase-drifting with emitting plasma temperature in the quasi-periodic pulsations of an X-class solar flare
[arXiv] 2026-06-09 | When VR Meets BCI: (Un)Observable Brainwave-aware Privacy Reconstruction in the Metaverse via Unrestricted Inbuilt Motion Sensors
[arXiv] 2026-06-09 | A Reliable Fault Diagnosis Method Based on Belief Rule Base Consider Robustness Analysis
[arXiv] 2026-06-09 | MoE Enhanced Federated Learning for Spatiotemporal Prediction
[arXiv] 2026-06-09 | Achieving Cloud-Grade SLOs for Local Mixture-of-Experts Inference through CPU-GPU Hybrid Design
[arXiv] 2026-06-09 | PathRelax: Parallel-Path Relaxed Speculative Jacobi Decoding for Accelerating Auto-Regressive Text-to-Image Generation
[arXiv] 2026-06-09 | 5% > 100%: Flatness Preference is All You Need for Multimodal Parameter-Efficient Fine-Tuning
[arXiv] 2026-06-09 | The dynamics of the Anglerfish cluster
[arXiv] 2026-06-09 | ComBench: A Benchmark for Rigorous Proof Reasoning and Constructive Realization in Olympiad-Level Combinatorics
[arXiv] 2026-06-09 | Decoupling Thought from Speech: Knowledge-Grounded Counterfactual Reasoning for Resilient Multi-Agent Argumentation
[arXiv] 2026-06-09 | MASTOR: A Multi-Agent Approach to Semantic Test Oracle Generation for RESTful APIs
[arXiv] 2026-06-09 | Trace2Policy: From Expert Behavior Traces to Self-Evolving Decision Agents
[arXiv] 2026-06-09 | The Extreme Quasar Main Sequence of Super-Eddington DESI-DR1 NLSy1 Galaxies
[arXiv] 2026-06-09 | Predicting Current Outcomes From Historical Survey Data With Weighted Conformal Prediction
[arXiv] 2026-06-09 | Dynamic E-unification
[arXiv] 2026-06-09 | Robust Regression of General ReLUs with Queries
[arXiv] 2026-06-09 | Local density of states distribution and multifractal eigenvectors of weighted random networks via the cavity approach
[arXiv] 2026-06-09 | Bounding the Null Space: Interval-Based Uncertainty Quantification for Non-Identifiable Groundwater Models
[arXiv] 2026-06-09 | Continuity of projected maps of heteroclinic networks in $\mathbb{R}^{4}$
[arXiv] 2026-06-09 | Exponential mixing and enhanced dissipation on the unit sphere with Rossby-Haurwitz flows
[arXiv] 2026-06-09 | Uncovering Vulnerability of Vision-Language-Action Models under Joint-Level Physical Faults
[arXiv] 2026-06-09 | Supersymmetry of the static Reissner-Nordström black hole in Bertotti-Robinson ($\mathrm{AdS}_2 \times \mathbb{S}^2$)
[arXiv] 2026-06-09 | The minimum genus of Galois covers of curves
[arXiv] 2026-06-09 | Sharp bounds on $k$-wise generalizations of oddtowns and eventowns
[arXiv] 2026-06-09 | Weighing Timed Regular Languages: The Final Step (long version)
[arXiv] 2026-06-09 | The social consequences of AI delegation
[arXiv] 2026-06-09 | Continuous Time Identification of Linear Systems: Extended Version
[arXiv] 2026-06-09 | Context-Based Adversarial Attacks on AI Code Generators: Vulnerability Analysis and Implications
