[2026-07-06 23:07:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-05
正在获取论文...
[ACM] 2026-7-5 | JunoBench: A Benchmark Dataset of Crashes in Python Machine Learning Jupyter Notebooks
[ACM] 2026-7-5 | Collaborator or Assistant? How AI Coding Agents Partition Work across Pull Request Lifecycles
[ACM] 2026-7-5 | AgentTelemetry: A Fault Detection Benchmark and Toolkit for LLM Agent Observability
[ACM] 2026-7-6 | Bridging Academia and Industry: A Structured Model for Running a Successful Computer Engineering Capstone Program
[ACM] 2026-7-6 | GenAI as a Learning Companion: Interactive Patterns for Supporting Higher-Order Thinking in Computer Science Education
[ACM] 2026-7-6 | Building Digital Credential Ecosystems for Computer Science Education: Digital Credentials, Employability, and Social Impact
[ACM] 2026-7-6 | Rust Web Programming in Laboratory Sessions: A Controlled Study of an IDE Plugin for Novice Programmers
[ACM] 2026-7-6 | Toward Automated Curriculum Design: Ensuring Alignment Among LLM-generated Course Components
[ACM] 2026-7-6 | Designing Responsible AI: a Pedagogical Blueprint for Interdisciplinary Reflection and Applied Ethics Competencies
[ACM] 2026-7-6 | Criminal Minds: A Plagiarism Study about Getting Away With It (for Science)
[ACM] 2026-7-6 | Authentic Assessment in Discrete Mathematics: Real-World Modelling Using Logic and Set Theory
[ACM] 2026-7-6 | Enhancing Engagement and Efficiency: A Co-authoring Thesis Writing Pilot in Undergraduate Education
[ACM] 2026-7-6 | ChomskyTrainer: An Interactive Learning Environment for Exercising Chomsky Normal Form Transformations
[ACM] 2026-7-6 | Instant Feedback for SQL Assignments using Clause-Driven Automated Grading
[ACM] 2026-7-6 | Visualizing Deterministic Finite-State Automata Minimization
[ACM] 2026-7-6 | Can We Have Both? Achieving ABET Compliance with Reduced Curricular Complexity in Computer Science Programs
[IEEE] 2026-7-6 | FLEAT: Energy-Accuracy Trade-off in Federated Learning over Heterogeneous Edge Devices
[IEEE] 2026-7-6 | Maritime Anomaly Detection in Baltic Sea AIS Trajectories via Ensemble Methods and Probabilistic Roadmaps
[IEEE] 2026-7-6 | Asynchronous Hierarchical Multi-view SleepNet
[IEEE] 2026-7-6 | Cost-benefit Analysis of Transmission Network Reliability Standards: An Inverse Optimal Power Flow Approach
[IEEE] 2026-7-6 | Robust Sea State Estimation via Hierarchical Selective Kernels and Cosine Prototypical Learning
[IEEE] 2026-7-6 | Fed-CEP: Federated Causal-Semantic Privacy via Calibrated Input Perturbation
[IEEE] 2026-7-6 | CREST-Former: A Hybrid Transformer with Dilated Attention for Multi-Scale Agricultural Pest Recognition
[IEEE] 2026-7-6 | AF-YOLO: An X-ray Prohibited Item Detection Network based on Attention Mechanism and Frequency-domain Screening
[IEEE] 2026-7-6 | EDS-GAT: Event-Driven Selective Graph Attention Network for Social Network Embedding
[IEEE] 2026-7-6 | A Multi-Scale Object Detection Method for Remote Sensing Images in Collaborative Infrastructure Management
[IEEE] 2026-7-6 | TIAFusion: Thermal-Infrared Aware Fusion Network with Low-Light Enhancement and Temperature Consistency
[IEEE] 2026-7-6 | MIMO VLC System with Aggregated Angular Diversity Photoresistor Receivers for Misalignment Compensation
[IEEE] 2026-7-6 | MITA-Net: A Multi-level Interpretable Temporal Attention Network for Depression Detection from Social Media
[IEEE] 2026-7-6 | Collaborative Distillation for Few-Shot Image Classification on Edge Devices
[IEEE] 2026-7-6 | Mitigating Degree Bias in Directed Graphs through Dual Embedding and Contrastive Learning
[IEEE] 2026-7-6 | OAM Beam Training for Dual-End Misaligned LoS Systems: Modeling and Hybrid Grey Wolf-Particle Swarm Optimization
[IEEE] 2026-7-6 | Fusing Filters and Multi-Interest Agent Attention for Sequential Recommendation
[IEEE] 2026-7-6 | HE-VAE: Hierarchical Expert Variational Autoencoder for Multimodel Recommendation
[IEEE] 2026-7-6 | Path-Retriever: Precise and Interpretable Large Language Model Reasoning with GNN-Assisted Retrieval Augmented Generation
[IEEE] 2026-7-6 | A Prompt-Enhanced Multimodal Dual-Branch Mapping Network for Person Re-Identification
[IEEE] 2026-7-6 | Efficient Radar-Camera Fusion via Spatial Refinement and Bidirectional Linear Attention for 3D Object Detection
[IEEE] 2026-7-6 | Accelerating Safety-Critical Automotive Software Development Through Reproducible AI-Assisted Requirements Engineering
[IEEE] 2026-7-6 | Multiple Coupled Circuit Model of Grid-Connected Salient Pole Synchronous Machine with Damper Winding
[IEEE] 2026-7-6 | POWER-SG: Privacy-Oriented Lightweight AKE for Smart Grids with ASCON and Reconfigurable PUF
[IEEE] 2026-7-6 | HAVOC:Hybrid Adversarial Visual Obfuscation and Confusion for Universal MLLM Jailbreak
[IEEE] 2026-7-6 | Full-Lifecycle Dynamic Measurement Framework for Virtual Machines Using Kernel Integrity and Process Behavior
[IEEE] 2026-7-6 | STGCTF: A Dual-Branch Graph Convolution Transformer For Traffic Forecasting
[IEEE] 2026-7-6 | Wavelet-Enhanced Expert Attention Network for Sequential Recommendation
[IEEE] 2026-7-6 | A Lightweight Semi-Supervised Pipeline for Millimeter-Wave Radar-Based Human Activity Recognition
[IEEE] 2026-7-6 | Towards Large Language Model–Enabled Cognitive Digital Twins for Urban Mobility Systems
[IEEE] 2026-7-6 | Dynamic Prototype Optimization for Generalized Few-Shot Semantic Segmentation
[IEEE] 2026-7-6 | Optimal Prefix Partition for Data-Driven Edge Collaboration in Resource-Constrained IoT
[IEEE] 2026-7-6 | HealthShare: Fine-Grained, Dynamic, and Secure Medical Data Management with Consortium Chain
[IEEE] 2026-7-6 | Managing IoT-Enabled Product Portfolios under Global Supply Chains: Balancing Sustainability and Consumer Privacy
[IEEE] 2026-7-6 | MPF-Net: Multi-Scale Progressive Segmentation Network for Diabetic Retinopathy with Foreground Boundary Enhancement
[IEEE] 2026-7-6 | Anchor-Free Polyp Detection in Colonoscopy via Multi-Scale Analysis
[IEEE] 2026-7-6 | Tri-Particle Group Collaborative PSO with Elite Reservation and Regenerative Selection
[IEEE] 2026-7-6 | A GA-RL Hybrid Framework for E-Paper Waveform Optimization
[IEEE] 2026-7-6 | Think Twice, Then Distill: Revision-Contrastive Learning for Large-Scale Cyber Asset Labeling
[IEEE] 2026-7-6 | SurakshaYatra: An IoT and Edge-AI Based Cyber-Physical System for Offline and Online Tourist Safety
[IEEE] 2026-7-6 | An Interpretable Graph Attention Network for Sleep Stage Classification Using Statistically Validated Phase Amplitude Coupling
[IEEE] 2026-7-6 | An IoT-based Voice-Controlled Home Automation System for Physically Disabled Individuals
[IEEE] 2026-7-6 | CSIP-Net: Cross-Stage Interaction and Part-based Attention Mechanism for Fine-Grained Bird Recognition
[IEEE] 2026-7-6 | Time Series Forecasting of Power Demand Using Temporal Convolutional Networks (TCN)
[IEEE] 2026-7-6 | NETRA - An IoT Based Smart Glass System for Visually Impaired Individuals
[IEEE] 2026-7-6 | A Machine Learning based Intrusion Detection Framework with Feature Engineering and Ensemble Learning
[IEEE] 2026-7-6 | I See What You Watch: Encrypted Short Video Traffic Identification Attack
[IEEE] 2026-7-6 | An Embedded Digital Twin for Buck-Boost: Model Decoupling and Hybrid-RLS based Real-Time Monitoring
[IEEE] 2026-7-6 | Hardware-Aware Training of Spiking Neural Networks: A Fixed-Point DFT-LMS Co-Design for FPGA Acceleration
[IEEE] 2026-7-6 | TriStream-TSF: Robust Seasonal–Trend–Residual Decomposition for Time-Series Forecasting
[IEEE] 2026-7-6 | ICBIR 2026 Cover Page
[IEEE] 2026-7-6 | GeoDiff: Geometry-Conditioned Diffusion Policy for Refined Robotic Trajectory Generation
[IEEE] 2026-7-6 | Composer: Learning to Orchestrate Generative Primitives for Controllable Speech Synthesis
[IEEE] 2026-7-6 | Urbanflow: A Smart AI Based Solution for Traffic Management on Routes with Heavy Traffic
[ACM] 2026-7-6 | Ideation Driven Teaching of Software Engineering in an Industry-Integrated Learning Environment
[ACM] 2026-7-6 | Exploring Satisfiability -- Bringing Theoretical Informatics to Schools
[ACM] 2026-7-6 | Collaborative Peer-Review Workshops with Paired Student Teams in Software Metrics Education
[ACM] 2026-7-6 | Board Games for Blockchain: The Right Time to Unplug
[ACM] 2026-7-6 | Accessible Keyboard Controls for Block Ordering Problems
[ACM] 2026-7-6 | Genius-Coin: A Deployable Crypto Reward System for Student Engagement
[ACM] 2026-7-6 | Ask, Code, Review: A Three-Module Framework for AI in Programming Labs
[ACM] 2026-7-6 | Accessible AI Literacy for Adult Learners: An Unplugged Collaborative Learning Experience to Teach Clustering
[ACM] 2026-7-6 | Exploring the Impact of Gen-AI on Team-Based Computing Capstone Projects
[ACM] 2026-7-6 | Improving Effectiveness of Automata Theory Teaching Using Computational Thinking
[ACM] 2026-7-6 | Mapping Research on Student Self-Efficacy in Computer Science
[ACM] 2026-7-6 | Behind the Scenes at The New York Times R&amp;D: Spatial Storytelling
[ACM] 2026-7-6 | Can We Measure What We Ignore? Rethinking the Individual Dimension of Software Sustainability in Digital Health
[IEEE] 2026-7-6 | EMISIS: Electromagnetic Interference based Manipulation of Safety Instrumented Systems
[IEEE] 2026-7-6 | A Robust Autoencoder-based Trust Model for Farmland Wireless Sensor Networks
[IEEE] 2026-7-6 | Flowlet is Powerful than You Think in Large Language Model Training
[IEEE] 2026-7-6 | A Gamified Approach to Teaching Behavior Tree Execution Semantics
[IEEE] 2026-7-6 | ELIRF: Enhanced Legal Information Representation and Fusion for Legal Judgment Prediction
[IEEE] 2026-7-6 | SecFort: An LLM-Driven Unified Framework for Enterprise-Level Traffic Attack Detection
[IEEE] 2026-7-6 | GFP-DWHML: An EEG microstate analysis method using GFP-based dynamic weighting for hybrid metric learning
[IEEE] 2026-7-6 | Decoding and list decoding algorithms for generalized Roth-Lempel codes
[IEEE] 2026-7-6 | CHASE: Contrastive Heterogeneous Alignment and Semantic Enhancement for Smart Contract Vulnerability Detection
[IEEE] 2026-7-6 | An Integrated Blockchain–IoT Architecture for Secure Supply Chain Finance and Predictive Inventory Analytics
[IEEE] 2026-7-6 | AI-Powered College Chatbot with Agentic Multi-Model RAG
[IEEE] 2026-7-6 | Resilience Curves and Metrics for Artificial Intelligence Enabled Prognostics and Health Management Systems
[IEEE] 2026-7-6 | Cloud Computing-Based Privacy-Preserving Multi-Subset Data Aggregation Scheme for Infectious Disease Monitoring
[IEEE] 2026-7-6 | A Spatio-Temporal Constrained Anti-Interference Correlation Filtering Target Tracking Algorithm
[IEEE] 2026-7-6 | Hybrid EA-DRL Optimisation Framework for Fast-Settling Multi-Stage PLL with Adaptive Locking Control
[IEEE] 2026-7-6 | Multi-Horizon Forecasting of Inbound Inventory Volume (CBM) for IT Products Using Machine Learning
[IEEE] 2026-7-6 | SDformer: Spiking Dilated Self-Attention for Efficient Spiking Transformers in Vision Tasks
[IEEE] 2026-7-6 | Purify and Refine: Graph Out-of-Distribution Detection via Test-Time Representation Purification and Label-Free Refinement
[IEEE] 2026-7-6 | Dynamic Constrained Multi-Objective Evolutionary Algorithm Based on Graph-Temporal Neural Network
[IEEE] 2026-7-6 | A Dynamic Multimodal Fusion Framework for Forest Fire Detection
[IEEE] 2026-7-6 | ML-Based Predictive Analysis for Diabetes Diagnosis Using an Adaptive Hybrid Feature-Discriminant Model
[IEEE] 2026-7-6 | Real-Time Multi-Parameter Cardiac Anomaly Detection System Using IoT and ESP32
[IEEE] 2026-7-6 | Utilize Cybersecurity Training in Virtual Reality (VR): Creating Defense Strategies Through Immersive Environments and Simulated Attacks
[IEEE] 2026-7-6 | Null-Space Peak Cancellation with Antennadependent Power Constraints for MIMO-OFDM Systems
[IEEE] 2026-7-6 | mmVID: Leveraging Multiple Biometric Traits for Cross-modal Person Retrieval and Identification
[IEEE] 2026-7-6 | Speech-Based Emotion Detection for Mental Health Monitoring: A Machine Learning Approach
[IEEE] 2026-7-6 | DeepInsight- A Feature Based Sentiment Analysis and Query System for Domain Specific Reviews Using Aspect Based Text Understanding
[IEEE] 2026-7-6 | MorphoFusion: A Short-Utterance Speech Emotion Recognition Framework via Speech–Semantic Fusion
[IEEE] 2026-7-6 | MEDC: Multi-dimensional Enhancement with Disentangled Causality for Document-level Biomedical Relation Extraction
[IEEE] 2026-7-6 | Crypto Trading Platform Using Probability for Scalping and Compounding
[IEEE] 2026-7-6 | Hybrid Swarm Intelligence Techniques for Dynamic Cluster Management in Ultra-Dense AI-Driven Networks
[IEEE] 2026-7-6 | SeqNetGuard: Transformer Models for Sequential Analysis of Botnet Communications
[IEEE] 2026-7-6 | Table of Contents
[IEEE] 2026-7-6 | ASTRA: Joint Latent Representation and Knowledge Transfer for Multimodal Anomaly Detection
[IEEE] 2026-7-6 | Synergistic Harmonic Impacts of Photovoltaic Generation and Electric Vehicle Charging in Decarbonized Distribution Networks
[IEEE] 2026-7-6 | Decoupled Edge Data Integrity Verification via Federated Adaptation and Cryptographic Validation
[IEEE] 2026-7-6 | Confidential Transfers for Multi-Purpose Tokens on the XRP Ledger
[IEEE] 2026-7-6 | A Unified Framework for Multi-class Unsupervised Anomaly Detection with State Space Model
[IEEE] 2026-7-6 | A Signal-driven Hierarchical Cross-Attention Portfolio Agent with Deep Reinforcement Learning
[IEEE] 2026-7-6 | ShadowPen: Synergizing Human Strategy with Proactive Shadow Agent for XSS Testing
[IEEE] 2026-7-6 | ReConTC: Efficient and Lightweight Encrypted Traffic Classification for Resource-Constrained Environments
[IEEE] 2026-7-6 | QSM-Trie: A Secure and Verifiable Index for Trajectory Similarity Search
[IEEE] 2026-7-6 | CRT-IFPD: Chinese Remainder Theorem-Based Interfrequency Phase Difference for Absolute Acoustic Ranging Without Time Synchronization
[IEEE] 2026-7-6 | Cover 2
[IEEE] 2026-7-6 | Why Orbital Data Centers are so Hard: The Idea Might Run Aground on the Second Law of Thermodynamics
[IEEE] 2026-7-6 | SE(2) Group Canonicalizer for SAR ATR under Partial Azimuth Angles
[IEEE] 2026-7-6 | LLM-Flex: Adaptive Heterogeneous Federated Learning Based on LLM in Uncertain Scenarios
[IEEE] 2026-7-6 | SMACFDI: SLM-Multi-Agent Collaborative Framework for Device Identification
[IEEE] 2026-7-6 | Multi-Gaussian Prototype-Based Background Modeling in Latent Space for Hyperspectral Anomaly Detection
[IEEE] 2026-7-6 | A Visibility-Aware Neural Gaussian Framework for SAR Image Generation and Data Augmentation
[IEEE] 2026-7-6 | Reinforcement Learning-Based Secrecy Capacity Maximization for RIS-Assisted Hybrid FSO/RF SAGIN
[IEEE] 2026-7-6 | Towards Practical Learning-Based Indoor Localization in the Real-World Wi-Fi ISAC System
[IEEE] 2026-7-6 | Joint 3D Trajectory and Power Allocation for HAPs–UAV Bistatic ISARAC in Low-Altitude Networks
[IEEE] 2026-7-6 | StateShield: Real-Time Defense against Adversarial Attacks on Edge-Deployed DRL Agents
[IEEE] 2026-7-6 | Sensing Muscle Deformation for Upper-Limb Prosthetic Control: a Narrative Review
[ACM] 2026-7-5 | SWE-Bench+: Enhanced LLM Coding Benchmark
[ACM] 2026-7-6 | Museum Game Jams as Community-Engaged Design and Computer Science Education
[ACM] 2026-7-6 | Integrating API Energy Profiling into Developer Workflows: The VerdeFlow Prototype
[ACM] 2026-7-6 | Learning to Be Green: A Reinforcement Learning Agent for Sustainable Microservice Allocation in Cloud Computing
[IEEE] 2026-7-6 | Improved method of switching energy measurements of SiC power transistors using SPICE simulations
[IEEE] 2026-7-6 | Are Bus-Mounted Edge Servers Feasible?
[IEEE] 2026-7-6 | Feature-Augmented Iterative Critique: Enhancing Low-Resource LLMs for Threat Intelligence Extraction
[IEEE] 2026-7-6 | Fed-GM: A Two-Stage Collaborative Decoupling Framework for Robust Federated Learning in Non-IID Scenarios
[IEEE] 2026-7-6 | Survivability-Driven Orchestration for QoS Preservation Under Single-GPU VRAM Pressure in Edge AI Workloads
[IEEE] 2026-7-6 | DaTSCN: A Distractor-aware Temporal-Spatial Capture Network for Visual Tracking
[IEEE] 2026-7-6 | TPGAN: Tor website fingerprint recognition defense based on adversarial sample generation
[IEEE] 2026-7-6 | Predictive Analytics for Cost Control and Compliance in Procurement
[IEEE] 2026-7-6 | IOT and Cloud Machine Learning for Predictive Maintenance in Factories
[IEEE] 2026-7-6 | IoT-enabled Smart Cloth Peg: A Novel approach to Laundry Management
[IEEE] 2026-7-6 | Cybersecurity Risk Assessment in Smart Grids Using Risk-Aware AI Models
[IEEE] 2026-7-6 | Generative Artificial Intelligence Vs. Transformer-Based Framework for Classification of Cardiovascular Disease Patients using Transcriptomic Gene Data
[IEEE] 2026-7-6 | Title Page
[IEEE] 2026-7-6 | Real-Time Vehicle Collision Avoidance Using MEMS and Computer Vision
[IEEE] 2026-7-6 | PCOD and PCOS Risk Detection Using Machine Learning Classification
[IEEE] 2026-7-6 | An Explainable Structural Entropy-Based Framework for Hierarchical Semi-Supervised Clustering
[IEEE] 2026-7-6 | NutriSense: An AI-Based Food Recognition and Nutritional Analysis System Using Transfer Learning
