[2026-07-22 23:03:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-21
正在获取论文...
[arXiv] 2026-07-21 | DBMol: Design of High-Affinity, Target-Specific Small Molecules through Structure Prediction Models
[IEEE] 2026-7-22 | Dual-Layer Hierarchical Authentication and Neighbor-Assisted Recovery for Image Tamper Detection (DL-HANA)
[IEEE] 2026-7-22 | EyePreserve: Identity-Preserving Iris Synthesis_supp1-3715403.pdf
[IEEE] 2026-7-21 | AUV-Assisted Task Offloading in Underwater Acoustic Sensor Networks with End-Edge-Cloud Collaboration: A Game-Theoretic Approach
[IEEE] 2026-7-22 | Corrections to “Optimal Layout Method for Roadside LiDAR and Camera”
[IEEE] 2026-7-22 | Digital Technology For Rehabilitation [Dt4r] Of Motor Function Recovery In Pediatric Physiotherapy: A Review Of Existing Challenges And Uses
[IEEE] 2026-7-22 | Performance Comparison of Machine Learning Algorithms for Crop Recommendation in an Internet of Things-Based Monitoring System
[IEEE] 2026-7-22 | Coordinated Dispatch Optimization of Stationary Battery and Electric Vehicles in a Park Microgrid Considering Differentiated Battery Degradation Costs
[IEEE] 2026-7-22 | Physics-augmented Multi-task Gaussian Process for Modeling Spatiotemporal Dynamics_supp1-3715061.pdf
[IEEE] 2026-7-21 | Performance Degradation Mechanisms in p-Type Nanosheet FETs: Role of Source/Drain Doping, Stress, and Inner Spacer Interface Traps
[IEEE] 2026-7-22 | SPACECHAIN: A Blockchain-Integrated Federated Learning Framework for Low-Earth Orbit Satellite Networks
[IEEE] 2026-7-22 | On the Optimized Use of Nonorthonormality Constraints for the Quasi-Static INS Alignment of Autonomous Underwater and Surface Vehicles
[IEEE] 2026-7-21 | Joint Beam Placement and Power Optimization for Broadcast and Multicast Services in Multi-Beam LEO Satellite Systems
[IEEE] 2026-7-21 | Time Resolution of a 4H-SiC PIN Detector Irradiated with 16 MeV/u Ta Ions
[IEEE] 2026-7-22 | Cost Estimation of Water Conservancy and Hydropower Engineering Based on SSA-DBO-BPNN Fusion Algorithm
[IEEE] 2026-7-22 | HMF-RTDETR: A UAV Small Object Detection Method Based on Hierarchical Multi-Feature Fusion
[IEEE] 2026-7-22 | Greedy Window-Based EV Charge Scheduling with Charger Allocation
[IEEE] 2026-7-22 | Natural and Synthetic Speech Detection
[IEEE] 2026-7-22 | Noninvasive Staging of Duchenne Muscular Dystrophy Using Urine Extracellular Vesicle Spectra: Supervised Models Benchmarked Against SVM and KNN Baselines for good health
[IEEE] 2026-7-22 | Medium and Long-Term Power Cost Prediction Method Based on Hybrid Gradient Boosting Under Multi-Factor Coupling
[IEEE] 2026-7-22 | Recognizing Multiple Emotions in Bangla Paragraphs Using Multi-Label Classification
[IEEE] 2026-7-22 | Efficient Cognitive Load Detection Through CiSSA and Binary Harris Hawks Optimization for Feature Selection
[IEEE] 2026-7-22 | ICIH 2025 Preface
[IEEE] 2026-7-22 | Evolution of FinTech Literature: A Bibliometric Exploration of Leading Journals
[IEEE] 2026-7-22 | RAG-Enhanced Explainable AI for Regulatory-Compliant Credit Risk Assessment
[IEEE] 2026-7-22 | Error Prediction Framework for Smart Meters Based on Multi-Source Feature Fusion
[IEEE] 2026-7-22 | MRI-AgentNet: A Vision Language Models-Based Multi-Agent AI System for Solving Inverse Problems in MRI
[IEEE] 2026-7-22 | Performance Analysis of BPSK Demodulation for RBDS – Based Early Warning Systems in Multipath Environments Using SDR
[IEEE] 2026-7-22 | Energy Balancing Scheme for Low-Voltage Distribution Networks Leveraging EV Flexibility to Manage PV Uncertainty
[IEEE] 2026-7-21 | pacSTL: PAC-Bounded Signal Temporal Logic from Data-Driven Reachability Analysis
[IEEE] 2026-7-22 | Long-Term Climate Change based Locust Infestation Prediction System
[IEEE] 2026-7-22 | Memory-Efficient Adapter Quantization for On-Device Language Models
[IEEE] 2026-7-22 | Ultrasound-Based Breast Cancer Detection Using a Segmentation-Guided Deep Learning Framework
[IEEE] 2026-7-22 | Effect of Wire-Mesh Wick Mesh Number on the Thermal-Hydraulic Performance of a Vapor Chamber: Numerical Analysis
[IEEE] 2026-7-22 | ICIH 2025 Cover Page
[IEEE] 2026-7-22 | Revolutionizing Healthcare: Multicast Medicine Engineering for Real-Time Patient Monitoring at Scale
[ACM] 2026-7-21 | Which Stock Price Directions Can Machine Learning Predict? Evidence from the Vietnamese Stock Market
[ACM] 2026-7-21 | "More Like a Person's Voice": Exploring the Design of Empathetic Virtual Agents for Older Adults
[ACM] 2026-7-21 | How Authoritative Can Synthetic Voices Sound? Prosodic Manipulation and Perceptual Evaluation Across Two Text-to-Speech Platforms
[ACM] 2026-7-21 | An Investigation of Trust and Overreliance on Conversational Instructions in Augmented Reality
[ACM] 2026-7-21 | SCOPE: Spatio-Temporal Collaborative Caching and Proactive Transfer in LEO Satellite Networks
[ACM] 2026-7-21 | WormGuard: Epidemic Modelling and Decentralized Containment of Prompt Worms in AI Agent Networks
[IEEE] 2026-7-21 | VEF-Net: A Multimodal Fake News Detection Method Based on Visual Enhancement Fusion
[IEEE] 2026-7-21 | Adaptive Task Scheduling in Edge-Cloud Systems Via Large Language Model-Based Policy Generation
[IEEE] 2026-7-21 | Research on Photoelectric Hybrid Sensing Monitoring Technology for Partial Discharge in Gas-Insulated Switchgear
[IEEE] 2026-7-21 | LA-SHEM: A Load-Aware and Signal-Assisted Handover Execution Mechanism for Energy-Efficient UAV Networks
[IEEE] 2026-7-21 | Decentralized Intelligence in IoV: A Federated Learning Approach for Behavior Prediction
[IEEE] 2026-7-21 | Cyber Threat Detection in Solar and Wind Energy Systems Using Machine Learning Techniques
[IEEE] 2026-7-21 | Authentication Mechanisms in ARM Architecture Devices
[IEEE] 2026-7-21 | Dynamic Optimization of Personalized English Learning Paths Using Big Data and Intelligent Recommendation Models
[IEEE] 2026-7-21 | An Improved Genetic Algorithm with Fuzzy Inference for Flexible Job Shop Scheduling
[IEEE] 2026-7-21 | Continuous Risk Stratification for Equipment Fault Analysis via Context-Aware Log Modeling
[IEEE] 2026-7-21 | Lightweight Image Classification Network with Dual-Branch ECA and Multi-Scale Fusion
[IEEE] 2026-7-21 | Transforming Towards Smart Villages in Indonesia: Information Systems Perspective
[IEEE] 2026-7-21 | Research on Health Condition Early Warning of Tobacco Redrying Motors Based on Deep Learning
[IEEE] 2026-7-21 | Explainable Artificial Intelligence for Advanced Medical Data Prediction: Methods and Applications
[IEEE] 2026-7-21 | Digital Twins for Smart Manufacturing: A structured Review, classification and Research Directions
[IEEE] 2026-7-21 | Gross Regional Domestic Product Forecasting Using a Hybrid SARIMAX-Support Vector Regression Model
[IEEE] 2026-7-21 | Study on Cybersecurity Implications of IoT Deployment in Quad Maritime Operations
[IEEE] 2026-7-21 | Edge Based Predictive Maintenance Using a TinyML Temporal Convolutional Transformer for NASA Turbofan Remaining Useful Life Estimation
[IEEE] 2026-7-21 | Artificial Intelligence Driven Text Analytics for Enhancing English Language Learning and Pedagogical Decision Making
[IEEE] 2026-7-21 | Toward Generative AI-Driven FinOps for Cost and Performance Optimization of Big Data Cloud Architectures
[IEEE] 2026-7-21 | Hybrid Machine Learning – Particle Swarm Optimization For SPI-Based Rainfall Prediction and Rice Field Management
[IEEE] 2026-7-21 | Architecture-Aware Multi-Agent Reinforcement Learning for Large-Scale Virtual Power Plant Dispatch: Convergence Optimization and Nash Bargaining Fairness
[IEEE] 2026-7-21 | Intelligent Fault Diagnosis of Diesel Engine Bearing Abnormal Noise Based on Fuzzy-RBF Fusion Neural Network
[IEEE] 2026-7-21 | Unsupervised Video Anomaly Detection via Simplex Diffusion Models
[IEEE] 2026-7-21 | Competition- and Timeliness-Aware Adaptive Asynchronous Aggregation for Federated Learning in Edge-Assisted Vehicular Networks
[IEEE] 2026-7-21 | EISNet: Lightweight Entropy-Guided Attention and Multi-Scale Group Convolution for Invasive Plant Segmentation
[IEEE] 2026-7-21 | DC-Link Energy-State Based Feedforward Power Shaping for Grid-Forming Photovoltaic Converters Under Sudden Irradiance Variation
[IEEE] 2026-7-21 | Inverse Design and Performance Enhancement of Linear Fresnel Mirror Fields Using Conditional Variational Autoencoder
[IEEE] 2026-7-21 | Design and Validation of a Four-Dimensional Security Detection Model for Software-Defined Networking
[IEEE] 2026-7-21 | Analysis and Implementation of Network Security with Router Server Forensics for Flooding Attack Detection Using Live Forensic Method
[IEEE] 2026-7-21 | Real Time Crowd Monitoring System For Stampede Risk Reduction
[IEEE] 2026-7-21 | Outlier Removal for 3D Point Clouds via Second Order ℓ
                    <sub>1</sub>
                    Optimization
[IEEE] 2026-7-21 | HieraPower: A Hierarchical SAC-TD3 Framework for Task Scheduling in Computing Power Networks
[IEEE] 2026-7-21 | A Spherical Flying-Rolling Robot With Triaxial Gimbal Mechanism: Gimbal Lock Analysis and Control_supp1-3715026.mp4
[IEEE] 2026-7-21 | ICC-CNS 2026 Cover Page
[IEEE] 2026-7-21 | Projection Packet Collaborative Denoising: A Vital Sign Signal Reconstruction Solution for UWB Health Monitoring_supp1-3708389.mp4
[IEEE] 2026-7-21 | Copyright and Reprint Permissions
[IEEE] 2026-7-22 | IoT-Driven Business Models for Smart Manufacturing
[IEEE] 2026-7-22 | A Hierarchical Inversion Method for Transformer Winding Hot Spot Temperature Based on Ultrasonic Field Perception and Chimpanzee-Optimized Support Vector Machine
[IEEE] 2026-7-22 | A Temporal Multimodal Knowledge Graph-Based AI Assistant for Interactive Research Exploration and Contradiction Detection
[IEEE] 2026-7-22 | The Science of Space: India-Led Experiments on Ax-4
[IEEE] 2026-7-22 | Research on Slot Scheduling Scheme for Ad Hoc Networks Based on SVC and FWA
[IEEE] 2026-7-22 | A Combined-Field Boundary Element Formulation for the Electromagnetic Modeling of Multiscale Interconnects and Integrated Passive Components from DC to Millimeter-Wave Frequencies
[IEEE] 2026-7-22 | An AI-Driven Facial Emotion Recognition Workflow as a Complementary Signal for Sentiment-Aware Intelligent Systems in Railway and Digital Learning Contexts
[IEEE] 2026-7-22 | 2026 2nd Asia Conference on Communications and 6G (ACC6G)
[IEEE] 2026-7-22 | A High-Gain DC-DC Converter with Switched Capacitors and Interleaved Parallel
[IEEE] 2026-7-22 | Orchestra: A Heterogeneous Ensemble Architecture for Interbank Financial Anomaly Detection
[IEEE] 2026-7-22 | Anomaly Detection in Network Traffic Using Advanced Machine Learning Techniques: A Self-Supervised Contrastive Learning Approach
[IEEE] 2026-7-22 | Research on Tiny Object Detection for Edge Devices Based on Zero-IG
[IEEE] 2026-7-22 | Interpretable Transfer Learning for Classifying Exoplanet Atmospheric Stability
[IEEE] 2026-7-22 | Automated Multi-Class Retinal Disease Diagnosis from OCT Images using Fusion Based Deep Learning Approach
[IEEE] 2026-7-22 | Vessel Trajectory Prediction Based on Multi-Scale Temporal Pyramid Encoding and Scale Attention Fusion
[IEEE] 2026-7-22 | Designing Energy-Conscious AI Models for Industrial IoT Ecosystems to Enable Real-Time Monitoring, Predictive Maintenance, and Intelligent Decision-Making
[IEEE] 2026-7-22 | Online Insulation Monitoring Using Unbalanced Bridge Branch Current Detection Method
[IEEE] 2026-7-22 | AI-Driven Auto-Scaling and Resource Optimization in Cloud Environments Using Reinforcement Learning
[IEEE] 2026-7-22 | Development of Flexible Piezoelectric Sensors by PVDF-HFP/BaTiO
                    <sub>3</sub>
                    Composition via Electrospinning Technique
[IEEE] 2026-7-22 | Emotion-Aware Conversational Agents for Psychological Support During Crisis Response
[IEEE] 2026-7-22 | SmartEdge Vision for Real-Time Threat Detection Using Deep Learning Architectures on Edge Computing Platforms
[IEEE] 2026-7-21 | High-Precision Low-Latency Method and Architecture for Softmax Acceleration in Training-Level AI Applications
[IEEE] 2026-7-21 | LMIRA: Load-balanced Multi-indicator Reputation and Authentication Security Blockchain Framework for Cross-domain Vehicular Data Sharing
[IEEE] 2026-7-22 | Visualization and Interpretation of Multivariate Distributions with QGANs
[IEEE] 2026-7-22 | An Agentic AI Framework for Severity-Driven Fire Risk Mitigation
[IEEE] 2026-7-22 | Neuro-diagnosis: A YOLO-Inspired Pipeline for Automated Tumor Boundary Extraction and MRI-Based Classification and Segmentation
[IEEE] 2026-7-22 | Author Index
[IEEE] 2026-7-22 | Deep Learning-Assisted Multicast Subgrouping in Massive MIMO
[IEEE] 2026-7-22 | SmartPneumo: Real-Time Pneumonia Detection Using MobileNetV2 on Medical Imaging
[IEEE] 2026-7-22 | Enhancing MOOC Platforms Through Learner Centric Insights Using Natural Language Processing and Machine Learning
[IEEE] 2026-7-21 | A Link Budget Approach for Shielding Effectiveness Measurements of Cables
[IEEE] 2026-7-22 | Electric Field Coupling-Based Disk Voltage Sensor: Design and Experimental Validation
[IEEE] 2026-7-22 | Automated Brain Tumour Detection and Classification from MRI Scans Using Deep Transfer Learning with VGG16 Architecture
[IEEE] 2026-7-22 | Multimodal Dental Lesion Characterization Using Clinical Dental Images and SEM-EDX Analysis with Deep
[IEEE] 2026-7-21 | The 2027 American Control Conference: An Exciting Conference in an Inspiring City [Conference Reports]
[IEEE] 2026-7-22 | Spectral Estimation Network for Phase-Distorted Multiple Sinusoidals with ISAR Applications
[IEEE] 2026-7-21 | Beyond the Scope: Security Testing of Permission Management in Team Workspaces
[IEEE] 2026-7-22 | Physics-Aware UAV Trajectory Design for Mission-Driven Fire Rescue Tasks
[IEEE] 2026-7-22 | QualityTopK: Balancing Communication Efficiency and Model Robustness in Non-IID Federated Learning
[IEEE] 2026-7-22 | Using AI Chatbots for Personalized Education in Rural India
[IEEE] 2026-7-21 | Invisible Barrier: Precise Matchmaking Encryption with Keyword Search from Lattices
[IEEE] 2026-7-22 | A Deep Learning Approach to Optimize Business Process Management in Dynamic Organizational Environments
[IEEE] 2026-7-22 | Optimal Capacity Design of DR-MMC Based Offshore Wind Power Transmission System with Wind Farm Reactive Power Support
[IEEE] 2026-7-22 | ViBuddy: A Query-Guided Neuro-Symbolic Framework for Dashcam Question Answering
[IEEE] 2026-7-22 | Design Methodology for Virtual Inertia-Based Frequency Regulation Under Persistent Disturbances with Governor Deadband and Saturation Constraints
[IEEE] 2026-7-21 | Surface-Dependent Responses of GNSS SNR Amplitude to Rainfall Events: Insights from Simulation and Field Validation
[IEEE] 2026-7-22 | New High Step-up Two-Stage DC-DC Converter with Two Coupled Inductors and Switch Capacitor
[IEEE] 2026-7-22 | Comparative Analysis of Deep Learning Architectures for Multi-Label Classification of Wolffia Globosa Conditions in Mobile Smart Farming
[IEEE] 2026-7-22 | Technology-Driven Determinants of Export Performance in the Context of E-Commerce: A Bibliometric Informed Review
[IEEE] 2026-7-22 | Inverse Optimal Control for Aircraft Intent and Parameter Identification in Storm-Avoidance Trajectories
[IEEE] 2026-7-21 | Decentralized Task Scheduling in Distributed Systems: A Lightweight Multi-Agent Deep Reinforcement Learning Approach with Gossip-Based Consensus
[IEEE] 2026-7-22 | Boosting Information Reconciliation for Decoy-State Quantum Key Distribution Over a Satellite Downlink Channel
[IEEE] 2026-7-22 | Learning Compliance in Qur’an Recitation: Anomaly Detection Using Autoencoder-Based Architectures
[IEEE] 2026-7-22 | Federated Deep Learning with Differential Privacy: A Flower-based Implementation for Image Classification
[IEEE] 2026-7-22 | An Empirical Study of Action and Observation Spaces for Imitation Learning in Contact-Rich Pushing
[IEEE] 2026-7-22 | Peer Group Model for Stock Manipulation Detection using Unsupervised Learning
[IEEE] 2026-7-22 | ADGNet: Attention Augmented Depthwise Separable Generative Adversarial Network for Image Dehazing
[IEEE] 2026-7-22 | Study on Phased Array Ultrasonic Testing Technology for Bottom Plate Welds of the PTR Refueling Water Tank in Nuclear Power Plants
[IEEE] 2026-7-22 | Decentralized Cryptographic Governance for Cloud-Based Medical Record Infrastructure: A Distributed Ledger Framework for Cyber-Resilient Healthcare Data Sovereignty
