[2026-08-03 23:00:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-02
正在获取论文...
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[IEEE] 2026-8-3 | Noisy Speech Recognition with Perceptual Features and Transformer Architecture
[IEEE] 2026-8-3 | A Survey of Intelligent Testing Technologies for Aerospace Applications
[IEEE] 2026-8-3 | Beam-Aware UAV Association for Aerial Highways in NTN-Enabled 5G Networks
[IEEE] 2026-8-3 | Cryogenic Test of First batches of Superconducting Gantry Magnet for Miniaturized Heavy-Ion Facility
[IEEE] 2026-8-3 | WTSEConv1d-Net: A Robust One-Dimensional Signal Recognition Framework for Distributed Acoustic Sensing
[IEEE] 2026-8-3 | Secure Load Frequency Control of Power Systems With Renewable Energy and Cyber Attacks Based on Resilient High-Order Control Barrier Functions
[IEEE] 2026-8-3 | A Two-Stage Economic Dispatch Model for Data Centers Participating in Demand Response and Frequency Regulation
[IEEE] 2026-8-3 | Modeling and Analysis of a Novel Cascaded Brushless Power-Fed PM Adjustable Speed Coupler
[IEEE] 2026-8-3 | RJADNet: A Structure-Aware Multi-Joint Network With Topology-Constrained Aggregation for Industrial Robot Anomaly Detection With Compositional Generalization Under Imperfect Sensing
[IEEE] 2026-8-3 | Preface
[IEEE] 2026-8-3 | A Practical Framework for Federated Fuzzy Clusterwise Regression, Preprocessing and Hyperparameter Tuning
[IEEE] 2026-8-3 | Machine Learning-Enhanced Detection and Mitigation of Adversarial Attacks in RIS-Assisted IoT-Satellite Communications
[IEEE] 2026-8-3 | Fully Distributed Event-Triggered Adaptive Leaderless Consensus for Heterogeneous MIMO MASs With Parametric Uncertainties Under Directed Topology
[IEEE] 2026-8-3 | A Stability-Regularized GSWOA-ELM with Structure-Parameter Co-Optimization for Lithium-Ion Battery Capacity Prediction
[IEEE] 2026-8-3 | The Multi-Modulation Orchestrator (MMO): Enabling Native Wi-Fi and IoT Convergence through Heterogeneous PHY Orchestration
[IEEE] 2026-8-3 | Minimum Voltage Error Overmodulation Scheme for Five-Leg Dual-Motor Drive System
[IEEE] 2026-8-3 | The Impact of Altruism in Symmetric Two-Strategy Population Games
[IEEE] 2026-8-3 | Assessment of Co-Firing Coal Power with Green Ammonia
[IEEE] 2026-8-3 | When Prompts Fail to Differentiate: Understanding Discriminative Power in LLM Agent Evaluation
[IEEE] 2026-8-3 | Coordinated Energy Storage Sizing and Power Quality Governance for Rural High-Penetration PV Systems Under Multi-Disturbances
[IEEE] 2026-8-3 | Operating Mode Analysis of a Two-Module Three-Level Boost Converter for Renewable Energy Applications Under Mismatched Input Powers
[ACM] 2026-8-3 | Cut Topology-Based FPGA Logic Architecture with Powerful Logic Capacity and Area Efficiency
[ACM] 2026-8-3 | Collab-REC: An LLM-based Agentic Framework for Balancing Recommendations in Tourism
[ACM] 2026-8-3 | Enhancing Myanmar Sign Language Translation Through Transfer Learning, Self-training, and Error Correction
[IEEE] 2026-8-3 | Improved Artificial Bee Colony Algorithm for Collaborative Car Sequencing in Consumer Electronics Manufacturing Under Mass Customization
[IEEE] 2026-8-3 | Context-Aware Embedding Masking Based on Reinforcement Learning for Semantic Multiplexing
[IEEE] 2026-8-3 | A Neural Network-Based Model Order Reduction Methodology with Harmonic Forecasting for Parametric Nonlinear Magnetodynamic Simulations
[IEEE] 2026-8-3 | Functional Photonic Materials for Next-Generation Waveguide Sensors: Nonlinear, Atomically Thin, and Piezoelectric Platforms: A Review
[IEEE] 2026-8-3 | SAR-ERA: An Efficient Rendering Architecture for Real-Time Synthetic Aperture Radar Synthesis
[IEEE] 2026-8-3 | Temporal Fuzzy Safety Margin Degradation for Early Warning in Cyber-Physical Systems
[IEEE] 2026-8-3 | Profile Hidden Markov Models for Modeling Pediatric Palliative Care Pathways
[IEEE] 2026-8-3 | Exploring Spatio-Temporal Periodic Patterns: A Multi-Period Bus Stop Flow Prediction Framework
[IEEE] 2026-8-3 | Multi-Task Arabic Speech Modeling for Secure Voice Commands
[IEEE] 2026-8-3 | Front Cover
[IEEE] 2026-8-3 | STAGE: Spatio-Temporal Aggregation via Graph Embedding for Multi-Agent Reinforcement Learning in Industrial Optimization
[IEEE] 2026-8-3 | A Two-Step Iterative Local Search for the Harvester Scheduling Problem with Splittable Workloads
[IEEE] 2026-8-3 | A Hybrid Lumped-Parameter and Analytical Thermal Model of MW-Class Water-Cooled Permanent Magnet Synchronous Machine
[IEEE] 2026-8-3 | Transformer based phoneme sequence prediction from SSL features for Arabic language
[IEEE] 2026-8-3 | Dynamic Risk Modelling of Musculoskeletal Disorders (MSDs)
[IEEE] 2026-8-3 | Fuzzy Reliability Redundancy Allocation Problem Using Immigrants-based Multifactorial Evolutionary Algorithm
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | 2026 12th International Symposium on System Security, Safety, and Reliability (ISSSR)
[IEEE] 2026-8-3 | Characterization of a Non-Bionic Heavy-Duty Bipedal Robot with Parallel Leg Mechanisms
[IEEE] 2026-8-3 | A new methodology for the classification of exons and introns by MLP based on multifractal features
[IEEE] 2026-8-3 | Certificate-Guided UAV Sensing for Executable Risk-Limiting OPF in PV-Rich Distribution Systems
[IEEE] 2026-8-3 | A 44.4% DC-to-RF Efficiency Harmonic-Controlled 60-GHz Frequency Tripler in GaAs pHEMT
[IEEE] 2026-8-3 | Research on Trading Strategies for Wind Power-Pumped Storage Joint Participation in Spot Market and Green Certificate Market Considering Market Risks
[IEEE] 2026-8-3 | Visual-Based Flower Counting: Techniques and Applications
[IEEE] 2026-8-3 | Back cover
[IEEE] 2026-8-3 | Fixed-Time Fault-Tolerant Control for Small UUV With Dual-Layer Evolving Performance Boundary Under Full-State Constraints
[IEEE] 2026-8-3 | Transport Capacity Planning for Shared Passenger–Freight Transportation in High-Speed Rail Systems With Uncertain Demand
[IEEE] 2026-8-3 | An Integrated Nine-Dimensional Framework for Pharmaceutical Digital Transformation : I9D-PDT
[IEEE] 2026-8-3 | Wideband (2:1) Phase Shifter for Reconfigurable Intelligent Surfaces With Linear Phase Control
[IEEE] 2026-8-3 | Collaborative Optimization Model for Defect Detection and Power Prediction in Distributed Photovoltaic Systems
[IEEE] 2026-8-3 | The architectural approach at the service of the Promotion of Public Health Services in Tunisia. Case of Manouba governorate
[IEEE] 2026-8-3 | Program Committee
[IEEE] 2026-8-3 | CSA-SHE: Channel and Spatial Attention with Selective Homomorphic Encryption for Privacy-Preserving Semantic Communication in Space-Air-Ground Integrated Networks
[IEEE] 2026-8-3 | TALB-MAPPO: A Time-Aware and Load-Balanced Multi-Agent Reinforcement Learning Framework for Collaborative Robotic Grinding_supp1-3719201.mp4
[IEEE] 2026-8-3 | AGMN: A Data-Driven Adaptive Gated Multimodal Model to Assist in the Analysis of Lung Cancer Subtype Classification
[IEEE] 2026-8-3 | Fatigue Damage Evolution and Reliability Assessment of Wind Turbine IGBT Modules in Humid and Hot Environments
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | Design and Implementation of a Microgrid Simulation System Based on STM32
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | PDC Output Feedback Control of T–S Fuzzy Systems with Premise Selection and Performance Constraints
                    <sup>*</sup>
[IEEE] 2026-8-3 | Developing a Mobile Application and Dashboard for Proactive Management of Patient No-Shows via Geolocation and Dynamic Scheduling
[IEEE] 2026-8-3 | A Privacy-Preserving Architecture Integrating Federated Learning and Digital Twins for Diabetes Care
[IEEE] 2026-8-3 | Synergistic regulation of radiation and scattering of patch antenna based on metasurfaces functional partitioning loading methodology
[IEEE] 2026-8-3 | AutoPSO: A Meta-Framework for Automated Particle Swarm Optimization
[IEEE] 2026-8-3 | An advanced detection method for assessing aging state of composite insulators under pollution cover
[IEEE] 2026-8-3 | Remote estimation of SpO
                    <sub>2</sub>
                    from facial video using iPPG and machine learning-based regression
[IEEE] 2026-8-3 | Intelligent Vehicle Fault Diagnosis and Maintenance Optimization Based on Transformer and Reinforcement Learning
[IEEE] 2026-8-3 | 2026 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)
[IEEE] 2026-8-3 | Behavioral and Mechanistic Analysis of Lightweight INT8 Multilayer Perceptrons on Rare Classes for IIoT Intrusion Detection_supp1-3719067.pdf
[IEEE] 2026-8-3 | Robust Transceiver Design for RIS-Aided mmWave Systems Under Hardware Impairments and CSI Uncertainty
[IEEE] 2026-8-3 | A Cost-Efficient Chaotic Neuron for Learning Enhancement in Spiking Neural Networks
[IEEE] 2026-8-3 | Design and Experimental Study of an Automated Tea Rolling Machine Based on PLC
[IEEE] 2026-8-3 | Automatic Cable Defect Detection Method Based on Improved YOLOv8
[IEEE] 2026-8-3 | Gamification in STEM Education: Interactive 3D Simulation of a Pumped-Storage Hydropower Plant
[IEEE] 2026-8-3 | Microwave Imaging Based on Scattered Field Diversity Using Randomly-Switched Dipole Reflectarray
[IEEE] 2026-8-3 | FSSM-ResNet: Hair-Aware Skin Lesion Segmentation with Embedded Fuzzy Structural Suppression
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | Fuzzy-Driven Weighting Policy for Adaptive Federated Learning on non-IID Data
[IEEE] 2026-8-3 | Lightweight 3D Object Detection via Mamba-Based Knowledge Distillation_supp1-3719203.mp4
[IEEE] 2026-8-3 | Energy-Efficient THz Sensing with Hybrid THz/VLC Communication Under Human Blockage Effects
[IEEE] 2026-8-3 | PGDNet: Prior Guided Dual-Domain Fusion Network for Infrared Small Target Detection
[IEEE] 2026-8-3 | RAPG: Relation-Aware Progressive Pseudo-label Generation for Cross-subject MI-EEG Recognition_supp1-3713522.pdf
[IEEE] 2026-8-3 | Temporal–Variable Transformer with Adaptive Cross-Stream Gated Fusion for Multivariate Time Series Classification
[IEEE] 2026-8-3 | An Entropy Weight and TOPSIS Based Assessment of Digital Economy Development and its Effects on Economic Growth and Employment Structure Optimization: A Case Study
[IEEE] 2026-8-3 | A Dual-Scale Decoupled Framework for Ionospheric Storm Anticipatory Prognosis
[IEEE] 2026-8-3 | Robust Switched Control with Guaranteed Cost of a Furuta Pendulum Prototype using T-S Fuzzy model*
[IEEE] 2026-8-3 | Toward Agentic-Integrated Low-Altitude Wireless Networks: From Large AI Models to Autonomous Agents
[IEEE] 2026-8-3 | Personalized Activity Profiling in Post-Stroke Care via Explainable Evidential Clustering
[IEEE] 2026-8-3 | Multi-Agent Swarm Optimization Method with Contribution-Based Cooperation for Distributed Multi-Target Localization and Data Association
[IEEE] 2026-8-3 | Research on Microgrid Optimization and Dispatch Technology Using Attention-based Multi-Agent RL for Electricity Spot Market
[IEEE] 2026-8-3 | Interval-Valued Epistemic Reasoning for Hallucination-Aware Language Models
[IEEE] 2026-8-3 | Measure derivatives induced by the Maximal chain-based integral
[IEEE] 2026-8-3 | Intelligent Bezier Curve Fitting Method in the Development and Design of Mechanical Structure
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | An Integrated Smart Coil Solution for Reflected Overvoltage Mitigation in SiC Motor-Drive Systems—Comparative Evaluation
[IEEE] 2026-8-3 | A Deep Temporal Framework for AI-Assisted Singing Vocal Coaching
[IEEE] 2026-8-3 | Automated Image-Based Measurement of Bridge Expansion Joint Gap Width Using SAM2 With a Prompt Model
[IEEE] 2026-8-3 | FedMSIS-BiDir: Federated Self-Training with Temporal Pseudo‑Label Refinement for Object Detection
[IEEE] 2026-8-3 | Agentic and Embodied UAV Relays for Satellite–Aerial Networking: End-to-End Latency-Aware Optimization
[IEEE] 2026-8-3 | Exploring Overlapping Fuzzy Partitions in Frequency-Based Fuzzy Time Series Forecasting
[IEEE] 2026-8-3 | A Quantitative and Qualitative Analysis of Data Selection Impact on Machine Learning Fairness and Utility
[IEEE] 2026-8-3 | A Study on the Dynamic Operating Characteristics of Vanadium Redox Flow Battery Under Variable Operating Conditions
[IEEE] 2026-8-3 | MAD-Based Update Filtering for Non-IID Federated Learning: Robustness Analysis under Poisoning Attacks
[IEEE] 2026-8-3 | Highly Stretchable Multiphase Composite Piezoelectret with Large Longitudinal and Transverse Piezoelectric Sensitivity for Self-powered Electromechanical Sensors_supp1-3716961.docx
[IEEE] 2026-8-3 | Residual-based attack detection in cyber-physical systems: an optimal transport viewpoint
[IEEE] 2026-8-3 | Deep Learning and Transformer-Based Models for Automatic Topic Classification: Impact of Dataset Size
[IEEE] 2026-8-3 | Learning from traditional houses in Nefta to enhance environmental quality and wellbeing in healthcare facilities
[IEEE] 2026-8-3 | Surgical Planning and Scheduling Under Uncertainty: A Comprehensive Survey
[IEEE] 2026-8-3 | Real-Time Detection of Intersection Queue Spillover Using License Plate Recognition Data: A Trajectory Reconstruction and Queue Fluctuation Analysis Approach
[IEEE] 2026-8-3 | A Protection and Fault Section Identification Scheme for MTDC Distribution System Based on Dual-Frequency Injection Signals
[IEEE] 2026-8-3 | Potassium measurement on The Atellica® Solution and The Architect® ci8200
[IEEE] 2026-8-3 | Capacity Maximization for Hybrid Beyond-Diagonal RIS-Assisted MIMO Links
[IEEE] 2026-8-3 | AI-Driven Detection of Fetal Alcohol Spectrum Disorders: A Review of Deep Learning Methods
[IEEE] 2026-8-3 | Discrete-Time Differentiator-Based Uncertainty-Compensating (DT-DBUC) Controllers for Uncertain Continuous-Time Nonlinear Systems: State- and Output-Feedback Designs
[IEEE] 2026-8-3 | Efficient fine Tuning of Whisper for Algerian Dialect Automatic Speech Recognition using Low Rank Adaptation
[IEEE] 2026-8-3 | Design and Validation of a Stationary Test Platform for Inductive Power Supply in EDS Maglev Trains via Harmonic Field Simulation
[IEEE] 2026-8-3 | System-Level Modeling and Experimental Validation of a Vanadium Flow Battery Energy Storage Unit
[IEEE] 2026-8-3 | Table of Contents
[IEEE] 2026-8-3 | Analysis and Performance Optimization of Piezoelectric Energy Harvesters in Cantilever Beams
[IEEE] 2026-8-3 | Adaptive Residual-Transformer Ensemble for Day-Ahead Net-Load Forecasting in PV-Integrated Microgrids
[IEEE] 2026-8-3 | Table of Contents
[IEEE] 2026-8-3 | Research on RFID Intelligent Maintenance System for Communication Channels in Power Grid Substations
[IEEE] 2026-8-3 | Behavioral and Mechanistic Analysis of Lightweight INT8 Multilayer Perceptrons on Rare Classes for IIoT Intrusion Detection_supp3-3719067.pdf
[IEEE] 2026-8-3 | Modified Phase-Zero-Forcing Hybrid Beamforming for mmWave Downlink Localization
[IEEE] 2026-8-3 | The Hidden Cost of Mosaic Augmentation: Electromagnetic Mismatch and Inshore False Alarms in SAR Detection_supp1-3718796.pdf
[IEEE] 2026-8-3 | A Track-Before-Detect Trajectory Multi-Bernoulli Filter for Nested Superpositional Measurements_supp1-3719138.pdf
[IEEE] 2026-8-3 | Dual Fuzzy Learning with Global-local Structure Fusion for Scalable Multi-view Subspace Clustering
[IEEE] 2026-8-3 | Analysis of Threshold Voltage Options on Single-Event Error Rates and TID Effects in 12-nm FinFET D Flip-Flops and Ring Oscillators
[IEEE] 2026-8-3 | Magnetic Properties of Soft Magnetic Materials Treated with Electrochemical Machining
[IEEE] 2026-8-3 | BP-rPPG: An Indian Face-Video Dataset and PPG-Guided Baseline for Remote Blood Pressure Estimation
[IEEE] 2026-8-3 | Secure Consensus for Multi-Agent Systems under False Data Injection Attacks: A Hybrid Reinforcement Learning Scheme
[IEEE] 2026-8-3 | RTRA: A Robust and Trustworthy Real-Time V2V Authentication Protocol Based on Geohash and Reputation Mechanisms
[IEEE] 2026-8-3 | A Joint Channel Estimation and Beamforming Separation Principle for Massive MIMO Systems
[IEEE] 2026-8-3 | Women in Engineering
[IEEE] 2026-8-3 | Knowledge-Enhanced Visual Question Answering Via Global Prompt Learning for Intelligent Consumer Electronics
[IEEE] 2026-8-3 | Formal Verification of Quantum Arithmetic Circuits in Maude
[IEEE] 2026-8-3 | Mamba-FSCIL: Dynamic Adaptation with Selective State Space Model for Few-Shot Class Incremental Learning
[IEEE] 2026-8-3 | Adaptive Level-Set Fuzzy Heterogeneous Autoregressive Model for Realized Volatility Forecasting
[IEEE] 2026-8-3 | Asynchronous Diagnosability Verification and Enforcement in Unbounded Petri Nets Using Supervisory Control
[IEEE] 2026-8-3 | Optical Metrology for VCSEL Epitaxial Growth and Processing
[IEEE] 2026-8-3 | Semantic Concept-guided Attention Distillation for Vision-Language Models
[IEEE] 2026-8-3 | Healthcare Sustainability: Eco-Friendly Methods for Integrating Artificial Intelligence in Healthcare
[IEEE] 2026-8-3 | Adaptive Point and Directional Constraint Sampling for Robust LiDAR Odometry in Narrow and Elongated Environments
[IEEE] 2026-8-3 | Isolating to Harness: Cross-Division Distillation for Fully Unsupervised Anomaly Detection
[IEEE] 2026-8-3 | Research on Applications of Green Display Technology Based on Low-Energy Consumption Luminescent Materials
