[2026-04-01 22:38:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-31
正在获取论文...
[arXiv] 2026-03-31 | Industrial Policy with Network Externalities: Race to the Bottom vs. Win-Win Outcome
[IEEE] 2026-3-31 | Transfer Learning for Early Diabetic Retinopathy Detection Using Efficientnet with Explainable AI
[IEEE] 2026-3-31 | Deep Learning-Based Multi-Class Road Surface Classification Using CNN and Random Forest
[IEEE] 2026-3-31 | A Low-Cost, SDR-Based Testbed for Multi-Domain Characterization of 5G NR Amplifier Chains
[IEEE] 2026-3-31 | Dual-Transformer-Based Zero-Voltage Switching of Dual Active Bridge Converter
[IEEE] 2026-3-31 | Research and Analysis of Intelligent Traffic Flow Prediction Based on Deep Learning and Multi-Source Data Fusion
[IEEE] 2026-3-31 | Smart Nutrient Management for Enhancing Sugarcane and Paddy Production
[IEEE] 2026-3-31 | Enhanced Age and Gender Classification in Dental Radiographs Through a Synergistic Deep Learning Framework Integrating Convolutional and Recurrent Neural Networks
[IEEE] 2026-3-31 | Implementation of YOLO-Based Deep Learning Models in the Development of Autonomous Traffic Accident Identification and Communication System
[IEEE] 2026-3-31 | Safe Vision: AI Surveillance and Alert System using YOLOv8 for Robbery Prevention
[IEEE] 2026-3-31 | Optimizing DistilBERT for Low-Resource Sentiment Analysis: A Study on Global Unstructured L1-Norm Pruning and Accuracy-Efficiency Trade-Offs
[IEEE] 2026-3-31 | DeepVerify: Advanced AI Framework for Deepfake Detection and Media Authenticity Validation
[IEEE] 2026-3-31 | A Review of Proximal Policy Optimization for Uplink Multi-User SIMO-RSMA Systems
[IEEE] 2026-3-31 | Federated Learning: State-of-the-art, Challenges and Research Opportunities
[IEEE] 2026-3-31 | FindMe.AI: A Multi-Modal Framework for Real-Time Missing Person Detection Using YOLOv5 and BERT
[IEEE] 2026-3-31 | Current Status and Prospects of Noise Reduction Materials for Power Transformers
[IEEE] 2026-3-31 | A Review of Multi-Resource Frequency Regulation Control Strategies in New Power Systems
[IEEE] 2026-3-31 | Deep Neural Networks-Powered Medical Image Classification Of X-Rays
[IEEE] 2026-3-31 | Conditional Implicit Neural Representations via Cross-Attention for Multivariate Time-Series Imputation
[IEEE] 2026-3-31 | Ceylonmate - Smart Tourism Companion for Foreign Travelers in Sri Lanka
[IEEE] 2026-3-31 | Design of a Multimodal Fusion Architecture for Anomaly Detection in Smart Greenhouse Environments
[IEEE] 2026-3-31 | CNN-BiLSTM Based Channel Estimation in RIS-NOMA System for 5G and Beyond
[IEEE] 2026-3-31 | Bell Slotted Circular Patch Antenna for 5G and Beyond
[IEEE] 2026-3-31 | Real-Time Traffic Sign Detection and Recognition for Smart Vehicles
[IEEE] 2026-3-31 | A Decentralized Cloud Computing Enhancement Framework Using Blockchain for Resource Allocation
[IEEE] 2026-3-31 | A SiC MOSFET Short-Circuit Protection And Fault Type Identification Circuit
[IEEE] 2026-3-31 | Emotion Detection from Facial Expressions Using Frame-Based Deep Networks
[IEEE] 2026-3-31 | Hybrid YOLOv8-VGG16-ResNet50 Architecture for Enhanced Multi-Class Rice Pest Detection on the IP102 Dataset
[IEEE] 2026-3-31 | Enhancing Pre-Eclampsia Screening Through Machine Learning and Multi-Source Data Integration
[IEEE] 2026-3-31 | Sugarcane Disease Detection Using Advanced Machine Learning and Image Processing Techniques
[IEEE] 2026-3-31 | Consensus for linear multi-agent systems with robustly handle uncertainties in dynamic event-driven framework
[IEEE] 2026-3-31 | Adaptive Split Federated Learning for Network-Driven Cut Selection in Vehicular Edge Intelligence
[IEEE] 2026-3-31 | Integrating Data Science and Meerkat Clan Optimization for Predictive Cloud Task Scheduling
[IEEE] 2026-3-31 | TMF-Net: A Transformer-Based Multi-Modal Fusion Framework Integrating MRI and Clinical Data for Robust Brain Tumor Detection
[IEEE] 2026-3-31 | Research on the Prediction Algorithm of Fusion Feature of Breast Cancer Mri Molecular Typing Based on Deep Learning
[IEEE] 2026-3-31 | Hate Speech Detection in Romanized Sinhala Text Using Multilingual Transformer Models
[IEEE] 2026-3-31 | Short-Horizon Load Forecasting for Peak-Shaving Opportunities
[IEEE] 2026-3-31 | Harnessing Technology for SME Expansion and Market Reach: Evidence from Bahrain
[IEEE] 2026-3-31 | Comparative Analysis of Benchmarks in Machine Learning and Deep Learning
[IEEE] 2026-3-31 | GNN-Based Multi-Agent RL for Dynamic AP-CPU Assignment in Cell-Free Massive MIMO
[IEEE] 2026-3-31 | Transformer-Based Single-Channel EEG Modeling for Mental State Classification in Wearable BCIs
[IEEE] 2026-3-31 | From PBFT to Blockchain: A Comprehensive Survey of Byzantine Fault-Tolerant Consensus
[IEEE] 2026-3-31 | Data-Level Parameter Sampling for Channel-Adaptive Semantic Communications
[IEEE] 2026-3-31 | An Algorithmic Approach to Optimizing Network Routing Using Dijkstra's Algorithm
[IEEE] 2026-3-31 | Empowering Women in the Digital Economy: Mobile Wallets, Digital Cards, and the Moderating Role of Digital Financial Literacy
[IEEE] 2026-3-31 | Enhancing Energy Efficiency in STAR-RIS-Assisted Massive MIMO-RSMA Networks
[ACM] 2026-3-31 | The Teammate Divide: How Humans Approach Teamwork Differently with Human and AI Teammates
[ACM] 2026-3-31 | Investigating the Process-Platform Gap: How a Patient Community's Efforts Teach us About the Limits of Social Platforms in Supporting Institutional Processes
[ACM] 2026-3-31 | PACMHCI V10, N1, March 2026 Editorial
[IEEE] 2026-3-31 | Towards Deploying VLA Without Fine-Tuning: Plug-and-Play Inference-Time VLA Policy Steering Via Embodied Evolutionary Diffusion_supp1-3678455.mp4
[IEEE] 2026-3-31 | Noncommutative Quantum Dynamics for Feature Representation Learning
[IEEE] 2026-3-31 | Improving the Restore Performance of Fine-Grained Deduplication on Docker Container Image Storage
[IEEE] 2026-3-31 | Miniaturized Wideband Filtering Antenna on Glass Substrate for mm-Wave AiP
[IEEE] 2026-3-31 | Event-based Facial Keypoint Alignment via Cross-Modal Fusion Attention and Self-Supervised Multi-Event Representation Learning
[IEEE] 2026-3-31 | Towards Generalized and Explainable Face Anti-Spoofing via Decomposition–Fusion Networks
[IEEE] 2026-3-31 | Proficient implementation of Resource Allocation in New Radio based Vertical Network Slicing
[IEEE] 2026-3-31 | Table of Contents
[IEEE] 2026-3-31 | ELA-FPM: An Energy-Efficient LUT-based Approximate Floating-Point Multiplier for Neural Network Acceleration
[IEEE] 2026-3-31 | Active Coupling Control-Based Transient Frequency–Voltage Coordinated Support for Grid-Following Inverters
[IEEE] 2026-3-31 | 2025 3rd International Conference on Artificial Intelligence and Power Engineering (AIPE)
[IEEE] 2026-3-31 | LISK: A High-Performance In-Memory Learned Index for Variable-Length String Keys
[IEEE] 2026-3-31 | Identification of Critical Frequencies in Wideband Near-Field Spatial Scans
[IEEE] 2026-3-31 | Author Index
[IEEE] 2026-3-31 | OSMSES 2026 Cover Page
[IEEE] 2026-3-31 | 2026 IEEE 17th Latin American Symposium on Circuits and Systems (LASCAS)
[IEEE] 2026-3-31 | Acknowledgements
[IEEE] 2026-3-31 | 2026 8th International Conference on Intelligent Sustainable Systems (ICISS)
[ACM] 2026-3-31 | ScaleGS: Scalable Distributed Framework for Large-Scale 3D Gaussian Splatting with Edge Communication
[ACM] 2026-3-31 | When Q-Learning fails: unstable behavior for infinite state spaces
[IEEE] 2026-3-31 | Title Page
[IEEE] 2026-3-31 | Copyright Page
[IEEE] 2026-3-31 | Section 2. Automation &amp; Control Systems
[IEEE] 2026-3-31 | Table of Contents
[IEEE] 2026-3-31 | Message from the Vice Chancellor
[IEEE] 2026-3-31 | Organizing Committee: ICRSS 2025
[IEEE] 2026-3-31 | Automatic Generation Method of Secondary Work Tickets for Substations Based on SDD Model and Self-learning Fuzzy Reasoning
[IEEE] 2026-3-31 | Explainable AI Models for Predicting Major Complications in Thalassemia Patients
[IEEE] 2026-3-31 | Adversarial Robustness Analysis of Deep Learning-Based Automatic Modulation Classification in Wireless Communication
[IEEE] 2026-3-31 | Design of RSSI-Only UAV Path Planning for Search and Rescue: Greedy, Prudent, and DRQN-Based Algorithms in GPS-Denied Mountains
[IEEE] 2026-3-31 | One-Shot Training for Reduction of Performance Variance in LLM Rotation Quantization
[IEEE] 2026-3-31 | Cyber-Resilient Load Frequency Control in PV-Thermal Hybrid System via 1+FD ADRC
[IEEE] 2026-3-31 | Semi-Supervised Learning and Blockchain Integration for Transparent Smart Contract Security
[IEEE] 2026-3-31 | Fuzzy-DRL: Cost and Energy Efficient Task Scheduling in Cloud-Fog Computing Environment
[IEEE] 2026-3-31 | Optimizing Quantum Decision Trees (QDT) Circuits Using Hybrid Golden Eagle Optimization with Adaptive Gradient Descent
[IEEE] 2026-3-31 | Design and Implementation of a Deep Learning Embedded Cryptosystem for IoT Applications
[IEEE] 2026-3-31 | A Conditional Variational Autoencoder-Enhanced Virtual IMU Contrastive Learning for Wearable Human Activity Recognition
[IEEE] 2026-3-31 | Static Code Vulnerability Detection Framework for Secure Compiler Assisted Software Development Pipelines
[IEEE] 2026-3-31 | Dual-Horizon Bandit Learning for UAV Path Planning with Trajectory Prediction
[IEEE] 2026-3-31 | Cross-Modal Consistent Augmentation Bridging 2D–3D Transformations
[IEEE] 2026-3-31 | Benchmarking the Symmetry of MOSFET Compact Models with Emphasis on ACM2
[IEEE] 2026-3-31 | AI-Enhanced Breast Cancer Screening with Deep Transfer Learning
[IEEE] 2026-3-31 | Design and Analysis of Natural Gas Pressure Energy Recovery System of Underground Gas Storage Coupled with Organic Rankine Cycle and Proton Exchange Membrane Electrolyzer
[IEEE] 2026-3-31 | Optimizing Real Estate Investment Allocation in the UAE Market: A Spatial Machine Learning Framework
[IEEE] 2026-3-31 | Improving the Classification Accuracy of Breast Cancer Through Ensemble Learning Methods
[IEEE] 2026-3-31 | Development of CAM-System for Laser Equipment
[IEEE] 2026-3-31 | Dynamic Response Analysis Based on Neural Network and Genetic Algorithm
[IEEE] 2026-3-31 | Capacity Analysis of Frequency Reuse Schemes for Steerable Beam in LEO Satellite Systems
[IEEE] 2026-3-31 | Digital Beamforming Method Based on Space-based Distributed Array
[IEEE] 2026-3-31 | Design, Control, and Experimental Validation of a Regulated Flyback Converter for Automotive Auxiliary Applications
[IEEE] 2026-3-31 | Evaluating GRAD-CAM Explainability Across Deep Learning Models
[IEEE] 2026-3-31 | Al-Driven Leaf Health Assessment, Damage Quantification, and Leaf Area Index Calculation
[IEEE] 2026-3-31 | Axial-iFormer: Robust and Efficient Wafer Map Defect Classification via Modulated Axial Attention
[IEEE] 2026-3-31 | Research on Numerical Recognition of Mine Gas Sensors Based on PP-OCRv5
[IEEE] 2026-3-31 | Intelligent Educational Robots Aided Integration of Design Fundamentals and Specialized Courses Path Optimization and Software Implementation
[IEEE] 2026-3-31 | A Novel Data-Driven State of Charge Estimation for Li-Ion Batteries
[IEEE] 2026-3-31 | BanINT: A Bengali Dataset for Multiclass Intent Classification with BanglaSeqNet
[IEEE] 2026-3-31 | Automatic Publication Summarization using a BERT-based Natural Language Processing Model
[ACM] 2026-4-1 | Application of Embodied Intelligence Based on Environmental Perception and Knowledge Graph in the Design of Marine Culture IP Toys
[ACM] 2026-4-1 | A Deep Prediction Model for University Students' Mental Health Using Multimodal Data and Attention Mechanisms
[ACM] 2026-4-1 | Path planning for Unmanned Surface Vehicles based on the improved Bi-RRT algorithm integrated with the DWA algorithm
[ACM] 2026-4-1 | Research Hotspots and Trends in the Application of Smart Healthcare in Chronic Disease Management: A Bibliometric Analysis Based on CiteSpace and VOSviewer
[ACM] 2026-4-1 | Data-Driven Feasibility Analysis of Tourmaline Industrialization Using Hybrid Intelligent Optimization Algorithm
[ACM] 2026-4-1 | A Review of Research Progress on Digital and Intelligent Management Platforms for Whole-Process Documentation at Construction Sites
[ACM] 2026-4-1 | A Study on Named Entity Recognition in Classical Chinese Medical Texts Using BERT-BiGRU-CRF
[ACM] 2026-4-1 | Understanding Education Practitioners' Attitudes toward Basic Education Integration in the Guangdong–Hong Kong–Macao Greater Bay Area: A K-means Clustering Study
[ACM] 2026-4-1 | Challenges of Precueing Instructions for Compound Task Procedures in Mixed Reality
[IEEE] 2026-4-1 | Fabrication of High-Resolution Digital Torque Wrenches With Quartz Crystal Force Sensors
[IEEE] 2026-4-1 | Security-Trust-Determinism Co-Design Using Hybrid Intrusion Detection With Temporal Modeling for Real-Time Publish-Subscribe Middleware
[IEEE] 2026-4-1 | Model Predictive Control of DAB Converters for RMS Inductor Current Minimization Under ZVS Constraints
[IEEE] 2026-4-1 | Connected Vehicular Network Ground-to-Air Target Tracking Based on Bearings Measurements: Pseudolinear Information-Guided Strategy
[IEEE] 2026-3-31 | Sparse SAR Separated Iterative Imaging for Stationary and Moving Targets
[IEEE] 2026-4-1 | Load Disaggregation in Residential Appliances with Multiple States: Comparative Techniques
[IEEE] 2026-4-1 | FedAligns: A Federated Learning-Based IoT Intrusion Detection Method with Direction-Aligned Updates
[IEEE] 2026-4-1 | Distributed Generalized Distributionally Robust Equilibrium Seeking for Dynamical Games Under Unknown Time-Varying Interference
[IEEE] 2026-4-1 | An EEG-Based Multi-Source Domain Knowledge Transfer Framework for Cross-Session and Cross-Subject Emotion Recognition
[IEEE] 2026-4-1 | Synchronization Control Based on Sequential Convergence
[IEEE] 2026-4-1 | IEEE Transactions on Evolutionary Computation Information for Authors
[IEEE] 2026-4-1 | Swin-ResU-Net: Hybrid Transformer CNN for Spatial Segmentation of Satellite Imagery
[IEEE] 2026-4-1 | Accuracy-Efficiency Trade-Off Analysis of Deep Learning Models for Breast Cancer Diagnosis Using Ultrasound Images
[IEEE] 2026-4-1 | Artificial Intelligence in Recruitment: Frameworks and Innovations
[IEEE] 2026-4-1 | Towards Trustworthy LLMs: A Hybrid RAG-Enhanced, Attention-Driven Multi-Metric Framework for Model Evaluation and Comparison
[IEEE] 2026-4-1 | Smart Pill Dispenser with Facial Recognition and Health Monitoring
[IEEE] 2026-4-1 | Context-Aware Explanation Drift Detection (CA-EDD): For Plant Disease Severity Estimation
[IEEE] 2026-3-31 | Bearing-Only Formation Control of Nonholonomic Unicycles: A Conditional Disturbance Utilization Method
[IEEE] 2026-4-1 | SP $^{2}$ Join: Secure and Practical Multi-Table Pairwise Equi-Join Queries over Encrypted Databases
[IEEE] 2026-4-1 | A Unified Modeling Framework for Cognitive Wildlife Monitoring
[IEEE] 2026-4-1 | Detection of Algorithmic Bias in AI-Based Recruitment Systems Using Explainable AI
[IEEE] 2026-4-1 | WirelessEV-OPT: Metaheuristic Optimization of Resonant Frequency and Power Transfer Using PSO and GWO
[IEEE] 2026-3-31 | The Virtue of Hallucination: When AI Mistakes Make Software Safer
[IEEE] 2026-3-31 | 50 &amp; 25 YEARS AGO
[IEEE] 2026-4-1 | From Structure to Semantics: Hypergraph-Based AR Assembly Guidance with LLM-Mediated Narration
[IEEE] 2026-3-31 | Finite-Time Disturbance Observer-Based Adaptive Second-Order Sliding Mode Control for Parallel Connected DC–DC Buck Converters With Nonideal Switches
[IEEE] 2026-3-31 | Virtual Reality Laboratory for Teaching Power Systems in Electrical Engineering Undergraduate Courses
[IEEE] 2026-4-1 | Congratulations IEEE Fellows
[IEEE] 2026-3-31 | AI-Powered Community Elderly Care: An Intelligent Companion System Integrating Emotional-Computing and Health Monitoring
[IEEE] 2026-3-31 | Low-Frequency First: Eliminating Floating Artifacts in 3D Gaussian Splatting
[IEEE] 2026-3-31 | A Wideband Single Stage LNA Using a 200-nm GaN HEMT Process
[IEEE] 2026-3-31 | MT-MO: Efficient and Robust Non-Profiled Side-Channel Analysis Using Multitask Learning
[IEEE] 2026-3-31 | AI-Powered Reasoning Framework for Multilingual Fake News Detection
[IEEE] 2026-3-31 | Mitigating Bias and Hallucinations in LLMs Through Prompt Engineering and Knowledge-Grounded Approaches in Healthcare Domain
