[2026-02-24 09:38:54] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-23
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202602230000+TO+202602232359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-2-23 | WiFi-Based Assessment of Scoliosis-Related Spinal Postures
[IEEE] 2026-2-23 | Digital Precognition: Teaching Transformers to Map Cyber Threats Before Analysts Can
[IEEE] 2026-2-23 | Sparse Hyperbolic Convolutional Networks with Enhanced Object Localization via GradCAM Analysis
[IEEE] 2026-2-23 | Two-Stage Fine-Tuning for Retrieval-Augmented Large Language Models via Retriever and Prompt Optimization
[IEEE] 2026-2-23 | Locally Controlled Face Aging with Latent Diffusion Models
[IEEE] 2026-2-23 | Leveraging AI for Fraud Detection in the Insurance Industry: A Customer-Centric Research Study
[IEEE] 2026-2-23 | Design and Analysis of a Compliant Underactuated Gripper
[IEEE] 2026-2-23 | WP-CLIP: Leveraging CLIP to Predict Wölfflin's Principles in Visual Art
[IEEE] 2026-2-23 | Generative AI for Cel-Animation: A Survey
[IEEE] 2026-2-23 | Robust Deepfake Detection Against Adversarial Attacks Using Feature Fusion and FGSM Defense
[IEEE] 2026-2-23 | A Low-Leakage 11T SRAM Cell with Sleep Transistors for Low Leakage and Improved Stability
[IEEE] 2026-2-23 | Adaptive ML-Driven Threat Prediction and Authentication Scheme for Fog Environments
[IEEE] 2026-2-23 | Toward Low-SWaP Cognitive Agents: Neuromorphic Intelligence and FPGA-Based Deployments of Event Neural Networks
[IEEE] 2026-2-23 | RCENet: Recursive Concatenation and Enhancement Network for Real-Time Super-Resolution
[IEEE] 2026-2-23 | Improved A* Algorithm Based on Dynamic Heuristics and Safety Penalty
[IEEE] 2026-2-23 | Design of Robot Compliance Control Algorithm with Inner and Outer Loops Fusion Based on External Force Observer
[IEEE] 2026-2-23 | Breast Cancer Detection with Topological Deep Learning
[IEEE] 2026-2-23 | Back Home: A Computer Vision Solution to Seashell Identification for Ecological Restoration
[IEEE] 2026-2-23 | A Dual Linearly Polarized Programmable Metasurface Based on PIN Diodes
[IEEE] 2026-2-23 | ELDNet: An Eulerian-Lagrangian Decomposed Network for Solving Multiscale PDEs
[IEEE] 2026-2-23 | Comparative Analysis of Machine Learning Algorithms for Cervical Cancer Detection with SMOTE and ANOVA Statistical Validation
[IEEE] 2026-2-23 | A Backend Optimization Module for Robust Loop Closure Detection in Multi-Agent Neural SLAM
[IEEE] 2026-2-23 | Modular Lower-Limb Exoskeleton with Soft Pneumatic Actuators and Deep Reinforcement Learning Control for Personalized Gait Rehabilitation
[IEEE] 2026-2-23 | CoT-Pose: Chain-of-Thought Reasoning for 3D Pose Generation from Abstract Prompts
[IEEE] 2026-2-23 | AI-Powered Parking Spot Recognition Based on Multimodal Large Models
[IEEE] 2026-2-23 | Low-Voltage 9T SRAM in 22 nm CMOS with Optimized Read Path for Reduced Access Time and Enhanced Stability
[IEEE] 2026-2-23 | IRLTrees3D: A 3D Reconstruction Dataset of Trees
[IEEE] 2026-2-23 | The Future of Precision Medicine and Artificial Intelligence in Drug Discovery: A Comprehensive Analysis of Instruments and Methods
[IEEE] 2026-2-23 | Posture Control of a Dual Hemisphere Capsule Robot*
[IEEE] 2026-2-23 | Privacy-Preserving Federated Learning for Multi-Tenant CRM Systems
[IEEE] 2026-2-23 | Noninvasive Near-Field Sensing for Assessment of Cerebral Blood Flow Variability in Populations with Acute and Adapted High-Altitude Exposure
[IEEE] 2026-2-23 | Design and Development of a Lightweight Vivaldi FOPEN Antenna for VHF,UHF and L-Band Defense Applications
[IEEE] 2026-2-23 | Modality-Specific Benchmarks and Radar Range-Doppler Envelope Classification for Multimodal Isolated Sign Language Recognition
[IEEE] 2026-2-23 | Design of High-Rejection Suspended Microstrip Duplexer with Loaded Non-Resonant Nodes
[IEEE] 2026-2-23 | Trajectory Error Prediction of Manipulator Using Seq2Seq Gated and Adaptive Continuous-Time Recurrent Neural Network (S2S-GACTRNN)
[IEEE] 2026-2-23 | Robust Anomaly Detection in Industrial Environments via Meta-Learning
[IEEE] 2026-2-23 | Research on the Product Carbon Footprint Accounting Method Based on Identification and Resolution System and Blockchain
[IEEE] 2026-2-23 | Generative AI for IoT Security: A Review of Attack Detection, Prevention, and Secure Data Transmission Mechanisms
[IEEE] 2026-2-23 | Conformal Field Injection for Accurate FDTD Simulation of Off-Grid Planar Transmission Line Structures : (Invited Paper)
[IEEE] 2026-2-23 | Multi-Frame RGB-Based Category-Level Object Pose Estimation
[IEEE] 2026-2-23 | Multi-Channel Impedance Measurement Method Based on Data Acquisition Card
[IEEE] 2026-2-23 | Few-Shot Vision-Language Reasoning for Satellite Imagery via Verifiable Rewards
[IEEE] 2026-2-23 | Attitudes of Jordanian journalists towards the Cybercrime Law and its Impact on Freedom of Opinion and Expression
[IEEE] 2026-2-23 | Evaluating Variance in Visual Question Answering Benchmarks
[IEEE] 2026-2-23 | WLIP-WT Model Based MPC-VMC Hierarchical Control for Wheeled Biped Robots
[IEEE] 2026-2-23 | Aerial Target Tracking: Benchmarking Algorithms on an Air-to-Air UAV Dataset
[IEEE] 2026-2-23 | Generative AI for Creating Interactive and Adaptive Educational Videos: A Pedagogical Framework
[IEEE] 2026-2-23 | Survey of Deep Learning in Melanoma Detection
[IEEE] 2026-2-23 | Customized CNN for Detecting Abnormalities in X-Ray and CT Scan Images
[IEEE] 2026-2-23 | Adaptive Honeypots using Reinforcement Learning Algorithms DQN and DDQN in Ensemble Framework: A Systematic Literature Review
[IEEE] 2026-2-23 | AAO-Grasp: Diffusion-Enhanced Object-Level Grasp All at Once
[IEEE] 2026-2-23 | Metaheuristic Optimization for Feature Reduction in Cerebrovascular Disease Detection: A Butterfly Algorithm Approach
[IEEE] 2026-2-23 | Privacy-Driven Cloud AI: Federated Learning and Zero-Trust for Secure Multi-Domain Collaboration
[IEEE] 2026-2-23 | A 16-Element Broadband High-Gain Linearly-Polarized Array Antenna
[IEEE] 2026-2-23 | Synthesizing Specialized Sparse Tensor Accelerators for FPGAs via High-Level Functional Abstractions
[IEEE] 2026-2-23 | Modeling and Simulation of Battery Modules and Study of Thermal Runaway Characteristics Based on ANSYS Fluent
[IEEE] 2026-2-23 | Cracking the Code of Spotify Hits: The Impact of Data Preprocessing and Machine Learning Models
[IEEE] 2026-2-23 | TrafficInternVL: Understanding Traffic Scenarios with Vision-Language Models
[IEEE] 2026-2-23 | RG-Attn: Radian Glue Attention for Multi-Modal Multi-Agent Cooperative Perception
[IEEE] 2026-2-23 | A Research on Depthwise Separable Convolution Accelerator Based on Tensor Permutation
[IEEE] 2026-2-23 | Performance Benchmarking of Multiple Ensemble Classifiers for Predictive Modelling of Chronic Kidney Disease
[IEEE] 2026-2-23 | Anomaly Detection for Rare Breast Cancer Subtypes
[IEEE] 2026-2-23 | Prediction of Electromagnetic Scattering with a Small Dataset Based on Active Learning
[IEEE] 2026-2-23 | Sizing of Feedforward Compensated Operational Amplifiers with TF
[IEEE] 2026-2-23 | A Wideband Millimeter-Wave Eight-Way Power Divider Using Substrate Integrated Coaxial Line
[IEEE] 2026-2-23 | A Multi-domain Image Translative Diffusion StyleGAN for Iris Presentation Attack Detection
[IEEE] 2026-2-23 | An optimal allocation method for reactive power compensation considering both steady-state and transient voltage support
[IEEE] 2026-2-23 | Next-Generation Digital Twin Analytics in Smart Manufacturing using Cross-Layered Edge Cloud Deep Learning
[IEEE] 2026-2-23 | Optimizing Power System Operation: A Comparative Study of Integrated Power Flow Controller with PI and Fuzzy Logic-Based Controllers During Fault Scenarios
[IEEE] 2026-2-23 | A Multi-Directional Dynamic 3D Scanning System for Underwater Pipelines
[IEEE] 2026-2-23 | Machine Learning and Deep Learning for Crop Recommendation and Yield Estimation: A Study on Wardha Agricultural Data
[IEEE] 2026-2-23 | Differential Privacy-Based Protection Against Web Traffic Analysis Attacks
[IEEE] 2026-2-23 | Concentric Circle Modeling and SKC Index for Quantitative Analysis of Water-Induced Ballast Degradation in Heavy-Haul Railways
[IEEE] 2026-2-23 | Domain-Aware Enhancements to Vision-Language Models for Urban Traffic Safety Question Answering
[IEEE] 2026-2-23 | Graphene: Leveraging Transformers with Control Flow Modalities for Malware Detection
[IEEE] 2026-2-23 | Nonlinear Admittance Control Enhanced by Sliding Mode for Collaborative Manipulators
[IEEE] 2026-2-23 | A BioCM-Based Multi-Exposure Multi-Focused Target Recognition Approach for LDI Machines
[IEEE] 2026-2-23 | Design of Wideband High-Gain Millimeter-Wave Antenna-in-Package Based on LTCC Technology
[IEEE] 2026-2-23 | A Robotic Arm Control Method Integrating Hierarchical Reinforcement Learning and Fuzzy Control
[IEEE] 2026-2-23 | Leveraging T5 and Recurrent Gans for Improved Sarcasm Generation in Natural Language Processing
[IEEE] 2026-2-23 | Design Phase-Locked Loop with ADC and DAC for Gyro Sensing Applications
[IEEE] 2026-2-23 | Application of a ResNet50 Model Incorporating Attention Mechanism for Dangerous Driving Behavior Recognition
[IEEE] 2026-2-23 | An Efficient Transients Simulation Model of Grid-Connected Battery Energy Storage System
[IEEE] 2026-2-23 | Generalizable Sign Language Recognition via Local Temporal Convolutions and Region-Aware Pose Encoding
[IEEE] 2026-2-23 | Cybersecurity Architecture for Cloud Database Infrastructure- A Case Study of Oracle Autonomous Database on Microsoft Azure
[IEEE] 2026-2-23 | A Fast Simulation Method for Large-Scale Phased Array Antennas
[IEEE] 2026-2-23 | A Method for Detecting the Outer Diameter of High-Voltage Cable Joints Based on 3D Point Clouds
[IEEE] 2026-2-23 | Research on the Division Method and Optimization Control Strategy of Large Scale Distributed Photovoltaic Clusters
[IEEE] 2026-2-23 | A K/Ka-Band Shared-Aperture Antenna for Satellite Communication
[IEEE] 2026-2-23 | Design and Visual Attention Assessment of a Decision Support System for Safe Ship Navigation
[IEEE] 2026-2-23 | Research Progress of Wearable Electronics and Soft Robots with Self-Healing Capabilities
[IEEE] 2026-2-23 | CapTrack: An Affordable Smart Inhaler System for Monitoring and Reminding Asthma Patients
[IEEE] 2026-2-23 | Tracking and Grasping Strategy for Dynamic Targets by Arm-Hand System
[IEEE] 2026-2-23 | G2L-KGC: A GNN-to-LLM Reasoning Framework for Coarse-to-Fine Knowledge Graph Completion
[IEEE] 2026-2-23 | Patient Emergency Service Management Application With Android &amp; Python Integration
[IEEE] 2026-2-23 | SAM-SPJunc: Self-Prompting for Junction Detection in Retinal Images via Radius-Based Representations
[IEEE] 2026-2-23 | Understanding Perceptual Quality in CCTV Images: A Benchmark Dataset and Entropy-Based Insights
[IEEE] 2026-2-23 | Human Activity Recognition Algorithm Based on Triaxial Accelerometer and Hybrid Deep Learning
[IEEE] 2026-2-23 | Multiphysics Modeling on Photoconductive Antennas for Terahertz Applications
[IEEE] 2026-2-23 | Establishing a Black-Box Benchmarking Framework for Commercial AI Object Detection Systems in Heavy Industries
[IEEE] 2026-2-23 | Efficient Load Balancing Architecture for the Upstream Oil &amp; Gas Applications
[IEEE] 2026-2-23 | A Grid-Interactive Solar PV-Battery Charging Framework for Sustainable Urban Electric Mobility
[IEEE] 2026-2-23 | Research and Preparation of Low Leakage Quartz Optical Windows for Ultra High Vacuum Systems
[IEEE] 2026-2-23 | Sarcasm Detection in News Headlines Using DistilBERT: A Lightweight Transformer-Based Approach
[IEEE] 2026-2-23 | Ultra-Wideband Filter with Dual Notch Bands Based on Hybrid-Impedance Resonator
[IEEE] 2026-2-23 | AI-Driven DDoS Detection for Network Security: A Performance Analysis of Machine-Deep Learning Methods on Network Traffic Data
[IEEE] 2026-2-23 | OceanNeRF—Deep Learning for Physics-Aware, True-Color Underwater 3D Reconstruction
[IEEE] 2026-2-23 | A User-Centric Approach to Land Transactions: Development of the Smart Plot Assistant System
[ACM] 2026-2-23 | Recognizing Early Signs and Symptoms of Alzheimer's Disease for Improved Digital Diagnostics: Semi-structured Interviews and Observational Metrics
[ACM] 2026-2-23 | Propensity Score Estimation for Causal Inference in Observational Healthcare Studies
[IEEE] 2026-2-23 | TeenChat: A Human-Calibrated Mental Health LLM With Intention-Aware Dialogue and Contrastive Counseling Regularization
[IEEE] 2026-2-23 | FUMESNet: Exploring Frequency-based Transformer and Improving Skip Connection for Hyperspectral Methane Plume Segmentation
[IEEE] 2026-2-23 | Bias-Polarity-Dependent Electrical Characteristics of 1x nm DRAM Capacitors for Robust Cryogenic Memory Applications
[IEEE] 2026-2-23 | Under Irregular Sampling: Si-Enhanced Dynamic Relation GNN for Silicon Content Prediction in Blast Furnace
[IEEE] 2026-2-23 | Architecting a Full-Stack Superconducting Fault-Tolerant Quantum Computer
[IEEE] 2026-2-23 | A Long-Range Inductive Displacement Sensor With Nanometer Resolution and Ultra-Low Lateral Effects
[IEEE] 2026-2-23 | Biomechanics-informed Non-rigid Medical Image Registration with Elasticity Theories
[IEEE] 2026-2-23 | Innovative Probabilistic Optimization of Resonance Compensation in Dynamic Wireless Power Transfer
[IEEE] 2026-2-23 | Fusion of Visual-Inertial Odometry with LiDAR Relative Localization for Cooperative Guidance of a Micro-Scale Aerial Vehicle
[IEEE] 2026-2-23 | Sparseness-optimized feature importance for time series classification
[IEEE] 2026-2-23 | An Unsupervised entropy-complexity Framework for Real-Time Concept Drift Detection
[IEEE] 2026-2-23 | Real-time Kinematic Orbit Determination for LEO by Integrating Broadcast Ephemerides, Galileo HAS, and BDS-3 PPP-B2b
[IEEE] 2026-2-23 | Deep Learning-Enabled Generative Antenna Design: Review and Prospects
[IEEE] 2026-2-23 | Detecting Out-of-Order Control Messages in O-RAN: Dataset, Benchmarks, and Early-Warning Models
[IEEE] 2026-2-23 | Attribute-Based Weight Exchange With Direct Revocation Mechanism for Fine-Grained Data Sharing
[IEEE] 2026-2-23 | Synchronized Coupled Iterative Learning Control Addressing the Nonlinear Disturbances in Gantry Platforms
[IEEE] 2026-2-23 | Copyright
[IEEE] 2026-2-23 | Prediction of traffic accidents in the province of Manabí-Ecuador using machine learning algorithms
[IEEE] 2026-2-23 | CGO 2026 Opinion
[ACM] 2026-2-23 | Directed Acyclic Graphs Structure Learning with the Absorbing Markov Chain
[ACM] 2026-2-23 | Reproducibility Report for ACM SIGMOD 2025 Paper: 'A Structured Study of Multivariate Time-Series Distance Measures'
[IEEE] 2026-2-23 | Training of Multi-Sensor Data Detection Model Based on GAN Enhancement
[IEEE] 2026-2-23 | Research on Trajectory Tracking Control of Robotic Manipulators Based on the RBF-FSMC Algorithm
[IEEE] 2026-2-23 | A Review on AI-Driven Predictive Analytics for Smart Healthcare
[IEEE] 2026-2-23 | Mechanism-Aligned Modeling and Reliability Optimization of Sensing-Based Semi-Persistent Scheduling in Cellular Vehicle-to-Everything Mode 4
[IEEE] 2026-2-23 | EKI-GAN: Context-Aware Vehicle Trajectory Forecasting with Vehicle Factors and Environmental Information at Signalized Intersections
[IEEE] 2026-2-23 | D3FNet: A Differential Attention Fusion Network for Fine-Grained Road Structure Extraction in Remote Perception Systems
[IEEE] 2026-2-23 | Artificial Hummingbird Algorithm with Multi-Strategy Improvementand Its Application
[IEEE] 2026-2-23 | LEGNet: A Lightweight Edge-Gaussian Network for Low-Quality Remote Sensing Image Object Detection
[IEEE] 2026-2-23 | Graph Rewiring Using Explicit Rating and Bidirectional Trust
[IEEE] 2026-2-23 | Coupling Simulation Analysis of Electricity-Certificate-Carbon Markets Based on the System Dynamics Model
[IEEE] 2026-2-23 | Enhancing Cloud Cybersecurity with AI-Driven Big Data for DDoS Attacks Threat Prediction
[IEEE] 2026-2-23 | Enhanced Adaptive Probabilistic Roadmap Path Planning for Complex Environments
[IEEE] 2026-2-23 | Evaluating Performance of Reinforcement Learning Agents to Control Buildings Efficiently
[IEEE] 2026-2-23 | Adaptive Fractional-Order Control of AVR Systems Using $P I^{\lambda}-\left(1+P D^{\mu}\right)-F$ Controller
[IEEE] 2026-2-23 | CDMIRRT*: Multi-Strategy Motion Planning with Conditional Diffusion Models
[IEEE] 2026-2-23 | Gas Sensor Drift Compensation and Concentration Quantification
[IEEE] 2026-2-23 | AI-Driven Digital Twins and Data-Driven Smart Manufacturing in the Textile Industry: Integrating Domain Expertise with Intelligent Systems
[IEEE] 2026-2-23 | An Experimental Evaluation of Prompt Injection Attacks on LLM-Based Content Moderation Systems
[IEEE] 2026-2-23 | Neuralink: Transforming Brain–Computer Interfaces for Medical Applications and Human—AI Collaboration
[IEEE] 2026-2-23 | Soft Helical Structure Design and Experimental Validation for Capsule Robots
[IEEE] 2026-2-23 | Adaptive Reconstruction for Collaborative Prediction of Multi-Channel EEGs
