[2026-08-20 22:26:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-19
正在获取论文...
[arXiv] 2026-08-19 | The Equality Cases of the Weak Simplex Conjecture
[IEEE] 2026-8-19 | API Security with JWT Authentication and Reputation Based Monitoring System
[IEEE] 2026-8-19 | Evaluating Post-Quantum TLS Performance for the Internet of Things Using Raspberry Pi Devices
[IEEE] 2026-8-19 | An Accelerated Neural Network Framework for Facial Emotion Recognition
[IEEE] 2026-8-19 | Empirical Investigation of Adaptive Machine Learning Pipelines for Resource-Constrained Applications
[IEEE] 2026-8-19 | AdaptFlow: A Self-Optimizing AI-Driven Data Pipeline Architecture for Real-Time Inference at Scale
[IEEE] 2026-8-19 | High-Fidelity Modeling and Curriculum Learning for Dexterous in-Hand Manipulation
[IEEE] 2026-8-19 | Adaptive Q-Learning-Based Energy Management of Grid-Connected Solar Battery Systems Under Dynamic Tariff Conditions
[IEEE] 2026-8-19 | Generalizing Scaling Laws for Dense and Sparse Large Language Models
[IEEE] 2026-8-19 | A Robust Blind Color Image Watermarking Using CNN and Lifting Wavelet Transform
[IEEE] 2026-8-19 | Automated Generation of Microservice Authorization Tests Using Large Language Models
[IEEE] 2026-8-19 | Language-Dependent and Language-Independent Acoustic Cues in Speech Emotion Recognition
[IEEE] 2026-8-19 | Emergency Assistance System to Improve Access to Nearby Hospitals Using Symptom Analysis and Geolocation
[IEEE] 2026-8-19 | A Hybrid Memory Framework for Mitigating Contextual Amnesia in Conversational AI
[IEEE] 2026-8-19 | Transforming Emission Prediction into Compliance Intelligence: A Governance-Focused Machine Learning Strategy
[IEEE] 2026-8-19 | Exploring C++ Standard Parallelism for GPU Programming in a Particle-In-Cell Application
[IEEE] 2026-8-19 | 2026 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)
[IEEE] 2026-8-19 | Table of Content
[IEEE] 2026-8-19 | Cover
[IEEE] 2026-8-19 | Introduction to iWAPT 2026
[ACM] 2026-8-20 | HeLEx: A Heterogeneous Layout Explorer for Spatial Elastic Coarse-Grained Reconfigurable Arrays
[ACM] 2026-8-20 | Exploring Teacher Beliefs and Motivational Orientations Across Qualification Pathways in CS Education
[ACM] 2026-8-20 | Investigating Socially Shared Regulation in Pair Programming: Collaborative Experiences and Programming Skill Development among Female-Only Secondary Students
[ACM] 2026-8-20 | Enhancing K-12 Computer Science Learning with AI: Pedagogical Prompt-Guided Pair Programming in Student Exercises
[IEEE] 2026-8-20 | Single Verifier vs. Decentralized Oracle Networks for Verifiable Credential Verification: An Empirical Comparison
[IEEE] 2026-8-20 | An Empirical Study of Code Obfuscation Practices in the Google Play Store_supp1-3723593.pdf
[IEEE] 2026-8-20 | Semi-Supervised Text Classification for Public Expenditure Analysis
[IEEE] 2026-8-20 | Optimized Ionization Coefficient Ratio for InGaAs/InAlAs Avalance Photodiodes with Dual-Multiplication-Layer
[IEEE] 2026-8-20 | A Local Power Adjustment Scheme for In-Service Secret-Key Rate Degradation in Hybrid Quantum-Classical Optical Networks
[IEEE] 2026-8-20 | Data-Driven Online Reinforcement Learning Predictive Control of Quadratic Buck Converter for Electrolyzer Application
[IEEE] 2026-8-19 | Multi-Scale Spatio-Temporal Transformers with Prompt Learning for Traffic Prediction
[IEEE] 2026-8-19 | Power Pattern Evaluation and Array Synthesis with Element Position Error using Successive Convex Approximation
[IEEE] 2026-8-20 | A Combined Dual-Protection-Mode Energy-Selective Surface With Broadband High Shielding Effectiveness
[IEEE] 2026-8-20 | Equivalent-Frequency-Based Inverse Estimation of Specimen Thickness and Conductivity in Motion-Induced Eddy Current Testing
[IEEE] 2026-8-20 | IEEE Transactions on Information Theory Information for Authors
[IEEE] 2026-8-20 | Multi-Agent Perception-Action Causal Transformer for Offline Cooperative Pursuit-Evasion of USV Swarms
[IEEE] 2026-8-20 | Design Study of a Magnetic Fluid Rotary Seal for High-Temperature Superconducting Electric Machines
[IEEE] 2026-8-20 | Evo-AA: Evolution-Aware Adaptation of Protein Language Models
[IEEE] 2026-8-20 | Real-Time Human Detection for Heritage Monitoring Using YOLOv11n with Lightweight Attention Mechanisms
[IEEE] 2026-8-19 | A Blind Recovery Algorithm for Multicoset Sampling via Graph Spectral Support Identification
[IEEE] 2026-8-20 | Novel Simplified Configuration for a Multi-Turn Variable Reluctance Resolver
[IEEE] 2026-8-19 | Extremely Isolated Magnetic Suspension Thermogravimetric Analytical Balance Based on Differential Hall Arrays
[IEEE] 2026-8-19 | Delay-Tolerant Beam Hopping With Contrastive Service Representation in Low Earth Orbit Satellites
[IEEE] 2026-8-20 | E/H Plane Measurement System for On-Chip Antenna Radiation Patterns at mmWave/Sub-THz Frequencies: Application to a 100 GHz 1×2 Array
[IEEE] 2026-8-20 | RTT NTN-Based Positioning With a Single Satellite in 6 G: A Geometric Framework
[IEEE] 2026-8-19 | A Hybrid Robust Zero-Watermarking Scheme Based on Reparameterized Efficient Attention Network for Internet of Medical Things
[IEEE] 2026-8-20 | Agentic AI in Healthcare: Current Applications, Challenges, and Future Directions
[IEEE] 2026-8-20 | Optical Intelligent Reflecting Surface-Aided VLP: Light Spot Coverage Scheduling and Geometry-Aware Localization
[IEEE] 2026-8-20 | Temperature Forecasting of Practical Operating HTS Cable Based on LSTM Network
[IEEE] 2026-8-20 | From One Victory Party to Another Victory Party: Reflections on Decades of Engagement with IEEE COMPSAC and the Evolution of Computing
[IEEE] 2026-8-19 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Information for Authors
[IEEE] 2026-8-20 | Magnetic Microrobot Swarms for Navigating Intestinal Environments
[IEEE] 2026-8-20 | Gradient-based adaptive twisting-like algorithm with asymptotic convergence
[IEEE] 2026-8-20 | A Physics-Informed Deep Denoising Method for DAS Vehicle Trajectories
[IEEE] 2026-8-20 | Focus Measure Evaluation and Optimization for Robotic Embryo Biopsy in Bright-Field Microscopy
[IEEE] 2026-8-20 | Multi-Ring Geometric Shaping Method For OFDM-FSO System
[IEEE] 2026-8-20 | Menstrual Cycle Prediction with Wearable and Personal Historical Information: Heterogeneous Effects Across Irregularity Profiles
[IEEE] 2026-8-20 | Adversarial Generation of Multi-Turn Debates for Hate Speech Mitigation via Retrieval-Augmented Generation
[IEEE] 2026-8-19 | Transcending Memory Constraints in Federated Learning Via Sequential Block-Wise Training
[IEEE] 2026-8-20 | Comprehensive Energy Management for Rural Microgrids: Integrating LSTM Forecasting and Kalman-Filtered MPC for Stochastic EV Loads
[IEEE] 2026-8-20 | A Multi-Language Parser Pipeline for Software Analysis and Verification
[ACM] 2026-8-20 | The Co-Evolution of AI and Cybersecurity: Attacks, Defenses, and Future Directions
[IEEE] 2026-8-19 | Deep Reinforcement Learning for Communication-Free Distributed Control of Autonomous Vehicles in Unstructured Intersection
[IEEE] 2026-8-20 | Operational Optimization Strategy for Steam Turbine Deep Peak Regulation Considering Dynamic Thermal Stress Constraints
[IEEE] 2026-8-20 | Discrimination-Improved Olfactory Robot Facilitating Real-Time and Robust Inspection for Chemical Leakage
[IEEE] 2026-8-20 | Semantic Governance Paradigm of Heterogeneous World Models for Agentic AI Systems
[IEEE] 2026-8-20 | Plenary Panels
[IEEE] 2026-8-20 | CriticIDS: LLM-Augmented Intrusion Detection with AutoML and Explainability for IoT Networks
[IEEE] 2026-8-20 | Fourier Ptychographic Microscopy Reconstruction via Structure Tensor Total Variation Regularization
[IEEE] 2026-8-19 | A Bio-Inspired Hierarchical Federated Learning Framework with Joint Computing Communication Control Optimization for Green UAV Inspection
[IEEE] 2026-8-20 | Power Minimization for Pinching-Antenna Systems: Flexible Hybrid NOMA Perspective
[IEEE] 2026-8-20 | From Bedside to Population Health: A Federated Governance Framework for Clinical Information Models in the Spanish National Health System
[IEEE] 2026-8-20 | Deep Prototype-Calibrated Learning for Multi-Class Assessment of Osteoporotic Status Using Knee Radiographs
[IEEE] 2026-8-20 | Exploring Lower-Limb PPG Signals for Biometric Identification
[IEEE] 2026-8-20 | Efficient Multivariate LSTM Forecasting of HVAC Energy Consumption in IoT-Enabled Smart Buildings
[IEEE] 2026-8-19 | Learning-Based LLM-Enhanced UAV Routing Against Jamming and Gray-Hole Attacks
[IEEE] 2026-8-20 | Prior-Informed Normative EEG Scoring for Alzheimer's Detection: Framework and Cross-Paradigm Boundary Analysis
[ACM] 2026-8-19 | The Application of the Improved YOLOV11 in Insulator Detection
[ACM] 2026-8-19 | Integration of School-Based Red Resources into Ideological and Political Education Practice of Engineering Cost Course Based on BERT Model
[ACM] 2026-8-19 | A Multi-omics Framework Integrating GLIMS Prediction and Bidirectional Mendelian Randomization for Causal Driver Gene Identification
[ACM] 2026-8-19 | Harmony-UMAP-Leiden Integrated Single-Cell and Spatial Transcriptomics Analysis Reveals Treg Heterogeneity and Spatial Remodeling in ESCC
[IEEE] 2026-8-19 | IEEE Transactions on Cybernetics Information for Authors
[IEEE] 2026-8-19 | DKP: Semantic Consistency Distillation via Key-layer Pre-alignment with Large Vision-language Models for Cross-Modal Retrieval_supp1-3724739.pdf
[IEEE] 2026-8-19 | IEEE Member Discounts
[IEEE] 2026-8-19 | SSCS Chapter Inspires Future Engineers Through Community Science, Technology, Engineering, and Mathematics Outreach [Chapters]
[ACM] 2026-8-19 | Study on an Intelligent Analytical System for Prognosis Assessment of Respiratory Infectious Diseases Based on Multi-Source Information Fusion
[ACM] 2026-8-19 | Computer Vision-Based Recognition of Physical Fitness Training Movements and Teaching Evaluation in Sports Education
[IEEE] 2026-8-19 | HHO-SVM-Based Hip Wearable Exoskeleton Intent Recognition
[IEEE] 2026-8-19 | Predicting Firm-Specific Risk in Emerging Markets via Localized Sentiment and Industrial ‘Activity Gaps’: A Hybrid ML Approach
[IEEE] 2026-8-19 | Research on Vision-Based Predictive Methods for Robotic Target Manipulation
[IEEE] 2026-8-19 | Minimal IMU Configuration for Hip Moment Estimation: A Feasibility Study Using Temporal Convolutional Networks
[IEEE] 2026-8-19 | Teleoperated and Height-Adaptive Shared Control strategies for a Supernumerary Robotic Arm in Physically Interactive Trimanual Tasks
[IEEE] 2026-8-19 | Stable Approximants for Wind Turbine Generator Systems
[IEEE] 2026-8-19 | Author Index
[IEEE] 2026-8-19 | Copyright Page
[IEEE] 2026-8-19 | Title Page i
[IEEE] 2026-8-19 | Effect of High-Stiffness TPU Encapsulation on the Metrological Performance of a Wearable Fiber Bragg Grating Cardiorespiratory Sensor
[IEEE] 2026-8-19 | SmartSpend: A Hybrid OCR-LLM Framework for Automated Expense Analysis and Semantic Categorization
[IEEE] 2026-8-19 | Dynamic Event-Triggered Adaptive Backstepping Control for a 2-DOF Robot Manipulator
[IEEE] 2026-8-19 | Be My Sight – Blind Assistance App
[IEEE] 2026-8-19 | Impact of E-Commerce Business on the Growth of Country's Economy
[IEEE] 2026-8-19 | PlatePlanner: A Service-Oriented Architecture for Hybrid Recipe Retrieval and Pantry-Aware Meal Planning
[IEEE] 2026-8-19 | Research Status of Multi-Source Data Fusion in Digital Twin for Robotic Processing
[IEEE] 2026-8-19 | UncertainNet: Monte Carlo Dropout Bayesian Deep Learning for Calibrated Liver Fibrosis Staging from Ultrasound Images in Data-Scarce Settings
[IEEE] 2026-8-19 | Point Cloud Weld Seam Recognition and Trajectory Generation Based on Multi-Scale Edge-Aware Channel Attention and Self-Attention Collaboration
[IEEE] 2026-8-19 | Preliminary Assessment of Manufacturing Process Variability of Composite Materials for Arterial Surrogates
[IEEE] 2026-8-19 | Dynamic Envelope Protection in Extreme Evasion: A Friction-Coupled PR-CBF for Safe Reinforcement Learning
[IEEE] 2026-8-19 | Optimizing Stock Market Predictions: A Comparative Analysis of Gradient Boosting &amp; Random Forest Regression
[ACM] 2026-8-20 | What Makes Usability Smells Detectable? On the Role of Representation in Interaction Log Analysis
[IEEE] 2026-8-19 | An Ensemble Machine Learning Framework for Anomaly-Based Vulnerability Detection and Assessment
[ACM] 2026-8-20 | From Explanations to Reflective Questions in Human-AI Decision-Making
[IEEE] 2026-8-19 | AI-Driven Cyber Threats and the Force Majeure Clause: A Quantitative Study of Professional Perspectives
[IEEE] 2026-8-19 | Are We Still Searching Manually? Automatic TMS Motor Hotspot Localization via Tabu Search
[IEEE] 2026-8-19 | Multi-Agent Based Time Critical FaaS Scheduling in Edge-Cloud Continuum
[IEEE] 2026-8-19 | Implementation Of An Engine Start Monitor Using Classic AUTOSAR Platform
[IEEE] 2026-8-19 | Preliminary Validation of a 3D-Printed Skin-Attached Flexible Strain Sensor for Respiratory Monitoring
[IEEE] 2026-8-19 | A Modified Carrier-Based PWM Technique for 3-Phase 3-Level NPC Fed Induction Motor Drives
[IEEE] 2026-8-19 | Influence of Raster Angle on the Electromechanical Performance of Single-Layer FDM-Printed Flexible Strain Sensors
[IEEE] 2026-8-19 | Low Cost and Efficient IoT Trap System for Remote Monitoring of Olive Fruit Fly Attacks
[ACM] 2026-8-20 | Extending DiGaBo with Visual Interactions for Computing Education
[IEEE] 2026-8-20 | Enhanced Stability and Lithographic Patterning of CsPbBr
                    <sub>3</sub>
                    /ZnS Core-Shell Nanocrystals
[IEEE] 2026-8-20 | 2026 IEEE Conference on Serious Games and Applications for Health (SeGAH)
[IEEE] 2026-8-20 | Robust CNN-Based Channel Equalization for LEO Satellite OFDM Systems
[IEEE] 2026-8-20 | Regulate Crystallization of CsPbI
                    <sub>2</sub>
                    Br Films via Doping Acetylene Black
[IEEE] 2026-8-20 | PI Controller Design for Interleaved Boost Converter with Direct Coupled Inductors
[IEEE] 2026-8-20 | Generation of Dual-Frequency Pulse Signals Based on Self-Mode-Locking Optoelectronic Oscillator
[IEEE] 2026-8-20 | Data-Driven Inference of Passivity Properties via Gradient Flows and Finite-Time Stabilization
[IEEE] 2026-8-19 | A Self-Calibrated NPN-Based Temperature Sensor With ±0.05 °C (3
                    <i>σ</i>
                    ) Inaccuracy From −70 °C to 125 °C and 100fJ ${\cdot}$ K
                    <sup>2</sup>
                    Resolution FoM
[IEEE] 2026-8-19 | A 31.5–36-GHz Low-Spur Digitally Assisted Gain-Boosting Charge-Sharing Locking PLL Achieving 54-fs RMS Jitter
[IEEE] 2026-8-20 | Proceedings of the IEEE: Stay Informed. Become Inspired.
[IEEE] 2026-8-20 | Robust Trajectory Tracking for Autonomous Vehicles under Extreme Crosswind: A PSO-GA-Optimized Dual-Loop Control Approach
[IEEE] 2026-8-19 | Fast-Recovery X-Band High-Power GaN SBD Limiter MMIC Using a Short-Circuited-Stub Resonator
[IEEE] 2026-8-20 | Hybrid JIT-CUDA Graph Optimization for Low-Latency Large Language Model Inference
[IEEE] 2026-8-20 | Comprehensive Modeling for Nomadic Human-Centric Lighting (HCL)
[IEEE] 2026-8-19 | Crossing Obstacles during Walking through Self-adaptive Volitional Control of a Powered Knee Prosthesis_supp3-3724857.mp4
[IEEE] 2026-8-20 | Dataflow-Oriented Classification and Performance Analysis of GPU-Accelerated Homomorphic Encryption
[IEEE] 2026-8-20 | Internal Temperature Monitoring of Lithium-Ion Batteries Based on Deep Learning With Ultrasonic Multifeature Decoupling
[IEEE] 2026-8-20 | Toward Reliable LLM Code Generation: Adaptive Routing Framework for Ambiguous Requirements
[IEEE] 2026-8-20 | Insecure Operating Scenario Synthesis for RES-Integrated Power System: A Physics-Pattern Constrained Generative Learning Approach
[IEEE] 2026-8-20 | Scheduling Over Untrusted 6G Networks: An HGNN-Augmented Reinforcement Learning Approach for Joint Delay-Security Guarantees
[IEEE] 2026-8-20 | SVCNet: Generative Semi-Supervised Learning for Robust NILM Appliance Identification
[IEEE] 2026-8-19 | Radial Gray-Level Attenuation Model for Binary Secretion Detection in Pulmonary OCT Imaging
[IEEE] 2026-8-20 | Dual-Channel Event-Triggered Scaled Consensus for Multiagent Systems on Time Scales Under DoS Attacks
[IEEE] 2026-8-20 | Perceived Stress and Quality of Sleep in Relation to Internet Addiction Among Female Undergraduate Health Sciences Students in the Uae
