[2026-09-03 23:48:17] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-02
正在获取论文...
[arXiv] 2026-09-02 | A Survey of Decentralized Physical Infrastructure Network,Research Directions, and Open Challenges
[arXiv] 2026-09-02 | Exact Limits of Random Projections for Preserving Geometry: Distance Recovery, Nearest-Neighbor Rankings, and Covariance Shape in Gaussian Models
[arXiv] 2026-09-02 | A Power Law in Logarithm's Clothing: On the Scalability of Graph-Based Vector Search
[arXiv] 2026-09-02 | SoK: Where Do Flow Labels Come From? Auditing Label Provenance in Encrypted Traffic Benchmarks
[arXiv] 2026-09-02 | Existential Opacity for Discrete-Event Systems with State Observations
[arXiv] 2026-09-02 | Extension of the non-pole technique to the twist-3 gluon distribution contribution in $pp$ collisions
[arXiv] 2026-09-02 | Beyond Context Windows: Persistent Discovery Context for Data-Centric Agents
[arXiv] 2026-09-02 | Stored Is Not Supported: Typed Provenance and Assertion Guardrails for Persistent AI Agents
[arXiv] 2026-09-02 | Search for dark matter particle interactions in an extended nuclear recoil energy window with the LUX-ZEPLIN (LZ) experiment
[arXiv] 2026-09-02 | A Dry-Contact Ear-EEG System With Continuous Electrode-Skin Impedance Mismatch Monitoring for Motion Artifact Cancellation Using DRL Stimulus
[arXiv] 2026-09-02 | How LLMs Build Fictional Worlds: Setting and Narrative Space in AI-Generated Creative Storytelling
[arXiv] 2026-09-02 | Quantum Landau Damping with Coulomb Repulsion in the Whole Space
[arXiv] 2026-09-02 | Two Adjoint Perspectives on Fokker-Planck Optimization: A Microscopic-Macroscopic Correspondence
[arXiv] 2026-09-02 | A meshfree solver for coupled bulk-surface problems with self-organizing surface geometry
[arXiv] 2026-09-02 | MASkills: Continual Skills Optimization for Multi-Agent LLM Systems
[arXiv] 2026-09-02 | Optimal girth-dependent bounds for the Bethe approximation of the permanent
[arXiv] 2026-09-02 | Testing for trends in online experiments
[arXiv] 2026-09-02 | Ferroelastic domain switching by ultrafast photoinduced strain
[arXiv] 2026-09-02 | Asymptotic long-range order for the XY-model on random geometric graphs
[arXiv] 2026-09-02 | POSEIDON III: The Aligned Orbit of the Hot Neptune Around the Hot Star WASP-195
[arXiv] 2026-09-02 | Transversal Gates and Magic State Distillation in an Optimally Synthesized Spin-Qubit Shuttling Bus
[arXiv] 2026-09-02 | The Borovik-Cherlin conjecture holds in ACF
[ACM] 2026-9-2 | Graph Attention Learning for Risk Early Warning in Grassroots Governance Using Multi Source Heterogeneous Data
[ACM] 2026-9-2 | Evaluation of the Quality of Environmental Accounting Information Disclosure Based on Deep Learning Theory: A Case Study of China Shenhua Enterprise
[ACM] 2026-9-2 | PLM-Driven Teaching Resource Lifecycle Management Platform: Construction and Empirical Efficacy Study
[ACM] 2026-9-2 | DA-CTransNet: A Transformer-CNN Hybrid Framework for Dermoscopy ImageSegmentation via Domain Adaptation and Cascaded Boundary Refinement
[ACM] 2026-9-2 | Public Acceptance Prediction of Vehicle-Battery Separation Insurance for Battery-Swapping New Energy Vehicles Using Random Forest Under the Background of Carbon Neutrality
[IEEE] 2026-9-2 | Title Page
[IEEE] 2026-9-2 | Cryptic Binding Site Prediction Using Equivariant Graph Neural Networks with Kolmogorov-Arnold Networks_supp1-3729577.docx
[IEEE] 2026-9-2 | Application of Artificial Intelligence in the Processing of Hydrographic Data from a Single-Beam Echo Sounder to Optimise Depth Point Reduction and Generate a Digital Bathymetric Model_supp1-3729269.docx
[IEEE] 2026-9-2 | Modeling and Quantifying the Influence of Personal Personality on Multi-platform Information Propagation Dynamics_supp1-3729866.docx
[IEEE] 2026-9-2 | Highly Selective Frequency-Selective Surface For High-Power Applications
[IEEE] 2026-9-2 | Evolutionary Algorithms for Feature Selection in Dysarthric Speech Recognition
[IEEE] 2026-9-2 | Design of Circularly Polarized Frequency-Scanning Antenna Based on SIW Series-Fed Network
[IEEE] 2026-9-2 | A Compact Four-Port Dual-Polarized MIMO Antenna Using a Multifunctional Orthogonal Polarization Backplane
[IEEE] 2026-9-2 | An SISL Fed Circularly Polarized Antenna Based on M-MAM Technology for Terahertz Applications
[IEEE] 2026-9-2 | Role-Based Conflict Negotiation for Multi-Agent Cooperative Autonomous Driving via E-CARGO
[IEEE] 2026-9-2 | A Hybrid XGBoost–Random Forest Model for Fault Prediction in Semiconductor Manufacturing
[IEEE] 2026-9-2 | HC-DDA: Horizon Conditioned Dual Domain Adaptation for Few Shot Forecasting with SEMPO
[IEEE] 2026-9-2 | Anomaly Analysis for ILS Final Approach Using Clustering and LSTM-VAE
[IEEE] 2026-9-2 | A Spatial Attention Enhanced Underwater Coral Reef Bleaching Detection Method Based on YOLOv8
[IEEE] 2026-9-2 | FloKi: Efficient Network-Wide Flooding
[IEEE] 2026-9-2 | Design of a Ka-Band Mechanically Tunable Bandpass Filter based on Gap Waveguide
[IEEE] 2026-9-2 | Fake News Detection Based on Semantic Disentanglement and Cross-Layer Contrastive Learning
[IEEE] 2026-9-2 | Performance Evaluation for Flying Vehicle on Mars
[IEEE] 2026-9-2 | What is a Digital Twead? Multi-Modal Multi-Models for Holistic Engineering Governance
[IEEE] 2026-9-2 | Robust Safety-Critical Control of Planar Robotic Manipulators Under Disturbances
[IEEE] 2026-9-2 | Dimension-Reduced MLAO for Tri-State Irregular-Geometry Antenna Design
[IEEE] 2026-9-2 | Robustness Evaluation of Camera–4D Radar Fusion under Sensor Corruptions
[IEEE] 2026-9-2 | Proof-of-Concept of a Load-Sensitive Steering Caster Using a Human-Ridden Platform Cart
[IEEE] 2026-9-2 | A Hierarchical Multi-Agent System for Automated RF Circuit Design: A 2.4-GHz Chebyshev Filter Case Study
[IEEE] 2026-9-2 | Autonomous Mobile Robot Navigation Using Adaptive Particle Filter
[IEEE] 2026-9-2 | Random-Access Preamble Detection in MIMO-OTFS Systems
[IEEE] 2026-9-2 | A Co-Design Framework for Clinician-Driven VR Psychosis Awareness Training: Scenario Modelling, Authoring, and Evaluation
[IEEE] 2026-9-2 | Latent Geometric Backbones for Resilient Greedy Routing in Hyperbolic Networks
[IEEE] 2026-9-2 | A Dual-Layer Low-Pass Frequency Selective Surface With Wideband Suppression
[IEEE] 2026-9-2 | A Low-Sidelobe Dual-Polarized Endfire Antenna Array
[IEEE] 2026-9-2 | A Set-Based Predictive Control Procedure Under Consideration of Functional and Extra-Functional Constraints
[IEEE] 2026-9-2 | Deep Learning-Based Multimodal UGV and UAV Secure Command Relay System: An Active and Reinforcement Learning Approach
[IEEE] 2026-9-2 | O-RAN SMO Extension: Addressing the Challenges of Heterogeneity with UM-L
[IEEE] 2026-9-2 | A 60 GHz Millimeter-Wave Radar System for Human Respiration Sensing Toward Phased-Array Applications
[IEEE] 2026-9-2 | Adaptive Continuous Wavelet Transform Optimized by Bayesian Algorithm for Rolling Bearing Fault Diagnosis
[IEEE] 2026-9-2 | Impact of Ionospheric Scintillation Parameters on the Performance and Integrity of SoL GPS/SBAS Receivers in GBAS CAT-I Operations
[IEEE] 2026-9-2 | The Dual-Channel Interaction Network with Adaptive Loss for Underwater Image Denoising
[IEEE] 2026-9-2 | Fast Shielding-Effectiveness Prediction of Square Ventilation Aperture Arrays Using a ResMLP
[IEEE] 2026-9-2 | A C/Ku Dual-Band Frequency-Reconfigurable Switchless Class-G Power Amplifier
[IEEE] 2026-9-2 | Off-Track Reduction for Non-Standard N-Trailers Along Backward-Followed Paths
[IEEE] 2026-9-3 | Physics-Guided Invariant Causal Representation Learning for Blind Domain Generalization in Bearing Fault Diagnosis
[IEEE] 2026-9-2 | Aluminum air bridges for integrated superconducting quantum circuits
[IEEE] 2026-9-2 | A Confidence-Aware Semi-Supervised Learning Framework for Automatic Modulation Recognition
[IEEE] 2026-9-2 | Enhancing Image Deblurring through Diffusion in Low-Frequency Latent Space
[IEEE] 2026-9-2 | High-Performance P-Channel FDSOI MOSFETs via Modified Silicide-as-Diffusion-Source-Induced Dopant Segregation (M-SADS)
[IEEE] 2026-9-3 | Block-Copolymer Compatibilizer-Assisted COC/PP Blending for Enhancing the Dielectric Performance of Polypropylene
[IEEE] 2026-9-3 | Development of Soft Embedded Electrode Systems for Electrical Treeing Experiments
[IEEE] 2026-9-2 | Limitations of Layer 2 Blockchain Solutions in Constrained Environments: Bridging the Physical Efficiency Gap
[IEEE] 2026-9-2 | Establishing Confidence in Average Metrics
[IEEE] 2026-9-2 | A Modular All-Solid-State Impedance-Matched Pulsed Power Generator Utilizing GaN Transistors
[IEEE] 2026-9-3 | Less Is More: Minimal Components for Contrastive Learning Delivering Superior Accuracy and Efficiency
[IEEE] 2026-9-3 | A New Way to Benchmark Low-Dimensional Optoelectronic Synapses
[IEEE] 2026-9-3 | Secure-Oriented Gain-Scheduling for IT-2 Fuzzy Active Vehicle Suspension Systems Under Malicious Attacks: Polynomial-Driven Relaxation and Experimental Validation
[IEEE] 2026-9-2 | Low-Sidelobe Beamforming for Cylindrical Conformal Arrays With IMM-Kalman Tracking and IRQM Dual-Ascent Optimization
[IEEE] 2026-9-3 | Automated Robotic Vascular Cannulation With Bi-Rotational Insertion and Multimodal Monitoring and Feedback_supp1-3730293.mp4
[IEEE] 2026-9-3 | Thickness-Dependent Radiation Response of PTFE Films under Gamma Irradiation: Structural and Mechanical Analysis
[IEEE] 2026-9-3 | Transmitter Noise Propagation in Millimeter-Wave and Sub-Terahertz: From Limits to Design Guidelines
[IEEE] 2026-9-3 | Design and Control Methods of TSAW Acoustic Tweezers System for Cellular Sorting
[IEEE] 2026-9-3 | Generalizable Multi-Agent Planning From Signal Temporal Logic Specifications Via Diffusion_supp1-3730215.mp4
[IEEE] 2026-9-3 | Member Get-a-Member (MGM) Program
[IEEE] 2026-9-3 | Condition Assessment of Discharge Space Based on Transfer Function Estimated from Partial Discharge Waveform
[IEEE] 2026-9-2 | AER-Bench: A Benchmark for Emotion Perception and Reasoning in Fine Art
[IEEE] 2026-9-3 | Study of Polypropylene with Ethylene Propylene Diene Terpolymer for Recyclable Cable Insulation
[IEEE] 2026-9-2 | A Synonymous Variational Perspective on the Rate-Distortion-Perception Tradeoff
[IEEE] 2026-9-3 | Energy Storage in Epoxy Composites Filled with Modified Carbon Nanotubes
[IEEE] 2026-9-3 | Lifetime Evaluation of SiN
                    <sub>x</sub>
                    Films Under Electrical Aging
[IEEE] 2026-9-3 | Low Frequency Resistance Measurement on HVDC Aeronautical Components for Space Charge Characterization
[IEEE] 2026-9-3 | Interface Tracking Characteristics between Epoxy Resin Modified by ZrW
                    <sub>2</sub>
                    O
                    <sub>8</sub>
                    and Silicone Rubber at Low Interface Pressure
[IEEE] 2026-9-3 | Generator Bearing Condition Interpretation Through Vibration and Temperature Forecasting Using LSTM Priok Power Plants
[IEEE] 2026-9-3 | Emotion Induction through AffectMachine: Testing Subjective and Physiological Responses to Generative Music
[IEEE] 2026-9-3 | Technical Program Calender
[IEEE] 2026-9-3 | Ester-Based Impregnates Molecular Gas Absorption and Fluidity Structure-Activity Relationship Models Established Through DFT and Molecular Dynamics
[IEEE] 2026-9-3 | Inception Model for Dielectric Breakdown of Gases
[IEEE] 2026-9-2 | DIFedXGB: A Lightweight Privacy-Preserving XGB Framework for Vertical Federated Learning
[IEEE] 2026-9-3 | Study of the Behavior of Motor Winding Wire Insulation in the Presence of Electrical Discharges and Organic Vapors
[IEEE] 2026-9-3 | Bayesian Risk-Based Sequential Detection for Fast Color-Sequence Identification in Optical Camera Communication
[IEEE] 2026-9-2 | A Sarcomere-Inspired Magnetic Recruitment Array Actuator for Load-Adaptive Robotic Arm Actuation
[IEEE] 2026-9-3 | Enhanced Power Decoupling and Independent MPPT in a Cascaded Boost Three-Leg Inverter PV System: Validation under Resistive and Inductive Loads
[IEEE] 2026-9-3 | Characterization of Gaseous Helium Discharge in a Non-Uniform Electric Field
[IEEE] 2026-9-2 | San Francisco Bay Area Council Chapter Making an Impact [Society News]
[IEEE] 2026-9-3 | Mechanism and Optimization Study of Pulse Voltage Parameters on Acoustic Wave Propagation in the Pulsed Electroacoustic Method
[ACM] 2026-9-2 | Lightweight Dual-Modal Feature Fusion and Matching Algorithm for UAV Target Detection
[IEEE] 2026-9-2 | RAST 2026 Blank Page
[IEEE] 2026-9-2 | ICCCAS 2026 Author Index
[IEEE] 2026-9-2 | Nonlinear Arbitration for AI-Powered Human–Machine Systems: A Fused Distributional Approach_supp1-3722354.pdf
[IEEE] 2026-9-2 | Empower Yourself! IEEE PELS
[IEEE] 2026-9-2 | Table of Contents
[ACM] 2026-9-2 | Human-AI Co-Creation in Visual Communication Design: A Framework and Empirical Study
[ACM] 2026-9-2 | Application Analysis of Modern Computer Technology in Agricultural Economic Management
[ACM] 2026-9-2 | Detecting High-Potential SMEs with Heterogeneous Graph Neural Networks
[ACM] 2026-9-2 | Optimization of Interactive Models in Ideological and Political Education Classrooms Based on Big Data Analysis
[ACM] 2026-9-2 | Research on Collaborative Education Support System for Industry-Education Integration in Higher Vocational Colleges under the New “Double High” Plan
[ACM] 2026-9-2 | Dynamic Weight Fusion Mechanism in Neural Machine Translation via Multilingual Context Modeling
[ACM] 2026-9-2 | Multimodal Transformer-Based Automated Metadata Generation and Cataloging Framework for Digital Libraries
[ACM] 2026-9-2 | Hybrid Financial Time Series Model Integrating VMD-STFT Analysis and Attention Mechanisms
[IEEE] 2026-9-2 | Low-Power Gesture Recognition and Airborne Object Sensing Using A Sparse Convex PMUT Array_supp1-3727994.pdf
[IEEE] 2026-9-2 | Uni-PrevPredMap: Extending PrevPredMap to a Unified Framework of Prior-Informed Modeling for Online Vectorized HD Map Construction_supp1-3729481.mp4
[IEEE] 2026-9-2 | Reproducing CORRECT for Scientific Claim Verification on Check-COVID: Stability and Sensitivity Analysis
[IEEE] 2026-9-2 | Design of Transceiver Integrated Amplifier Antenna Based on Single Vivaldi Antenna
[IEEE] 2026-9-2 | Design of High-Efficiency Power Amplifier Using Surrogate-Model-Based Optimization
[IEEE] 2026-9-2 | NeuroVox-CP: Self-Supervised EMG–Speech Fusion for Motor Function Prediction
[IEEE] 2026-9-2 | Numerical Investigation of Secondary Injection Effects on Multiple Dual Bell Nozzle Configurations
[IEEE] 2026-9-2 | Research on a ResNet34-Based Fundus Image Classification Method and System Application for Eye Diseases
[IEEE] 2026-9-2 | Performance Evaluation of LLMs for Generating and Enriching Application Behavioural Automata
[IEEE] 2026-9-2 | Comparative Performance Analysis of SDN/OpenFlow POX Versus OSPF Traditional Networking
[ACM] 2026-9-3 | Games of Diplomacy: Eliciting Spite Against Automated Opponents Through Structured Game Environments
[IEEE] 2026-9-2 | Development of a Digital Twin for Automated Production of Ayran and Sary Irimshik Based on SCADA and IoT Technologies
[IEEE] 2026-9-2 | GyroStep: A Portable IMU-Based System for Knee Flexion Measurement and Real-Time Analysis
[IEEE] 2026-9-2 | A Compact IPD-Based Tri-Band Filtering Power Divider Chip
[IEEE] 2026-9-2 | Underwater 3D Scene Reconstruction Using Neural Rendering: A Survey with Emphasis on 3D Gaussian Splatting Framework
[IEEE] 2026-9-2 | Modeling and Analysis of Bursty Delay Attacks in Cooperative Multi-Robot Systems
[IEEE] 2026-9-2 | A Scalable Intrusion Detection Framework Using Hierarchical Binary SOM Clustering and Distributed Classification
[IEEE] 2026-9-2 | Nonlinear Modeling and PSO-Based LQR Control of a 6-DOF Helicopter Under Wind Gust Disturbances
[IEEE] 2026-9-2 | Development and Characterization of a High-Flux p-Be Neutron Source for In-Situ Neutron Radiation Effects Testing of Avionics
[IEEE] 2026-9-2 | Orbit Determination Software of TUBITAK UZAY for Earth and Lunar Orbiting Spacecraft
[IEEE] 2026-9-2 | Virtual Noise Model Based on Allan Variance and Power Spectral Density Matching for MEMS Gyros
[IEEE] 2026-9-2 | An Origami-Based Monopole Antenna with Full-Angle Mechanically Reconfigurable Beam
