[2026-04-08 22:39:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-07
正在获取论文...
[arXiv] 2026-04-07 | The final version of a recent approach towards quantum foundation
[IEEE] 2026-4-7 | Ensuring Multi-Microgrids Emergency Resilience and User-Side Demand via Vehicle-to-X: A Transfer Hierarchical Safe Reinforcement Learning
[IEEE] 2026-4-7 | Joint Radio-Computing Resource Allocation Modeling for Next-Generation Networks
[IEEE] 2026-4-7 | Multi-Regional Neighborhood Spatio-Temporal Dynamics for Crop Yield Prediction
[IEEE] 2026-4-7 | Federated Learning for Early Detection of Diabetic Retinopathy in Distributed Healthcare Systems
[IEEE] 2026-4-7 | Relai — AI for Disaster Response and Relief Using Random Forest Regression for Faster Response and Alerting
[IEEE] 2026-4-7 | High Performance Convolutional Neural Network for Brain Tumour Detection from MRI Images
[IEEE] 2026-4-7 | Comparing Neural Architectures for English-Spanish Machine Translation: From LSTM to Transformer
[IEEE] 2026-4-7 | Hierarchical Feature Integration Framework for Software Defect Prediction: Combining Syntactic Structure Mining with Neural Code Representations
[IEEE] 2026-4-7 | Full-Wave Simulation and Experimental Validation of Antennas Using Complex RF Components
[IEEE] 2026-4-7 | Software Reliability Growth Across Multiple Releases Considering Fault Removal Efficiency, and Error Generation
[IEEE] 2026-4-7 | On the Problem of Interpretability of Neural Algorithms for Predicting Microscopic Traffic Flow Data
[IEEE] 2026-4-7 | A Survey on Privacy-Preserving Clustering Techniques: From K-Anonymity to Federated Learning
[IEEE] 2026-4-7 | DualFusion SwinConv-UNet++: A Hybrid CNN–Transformer Framework for Thyroid Ultrasound Image Segmentation
[IEEE] 2026-4-7 | Machine Learning Approaches for EMG Signal Classification to Predict Hand Gesture
[IEEE] 2026-4-7 | Wideband Metamaterial Absorber Based on Polylactic Acid for Stealth Technology
[IEEE] 2026-4-7 | Passive Fingerprinting of ICS Devices Using Aggregates of Modbus Packets
[IEEE] 2026-4-7 | Quantum-Inspired Sparse Bayesian Learning Framework for Ultra-Reliable Spectrum Sensing in Low-SNR Cognitive Radio Networks
[IEEE] 2026-4-7 | H-OTFS: An Anti-Jamming Transmission Scheme for OTFS via Hadamard Spreading
[IEEE] 2026-4-7 | Hello-Id: Honeypot Enabled Deep Learning Framework for Intrusion Detection
[IEEE] 2026-4-7 | Suicide Prediction Using Machine Learning on Assamese Language
[IEEE] 2026-4-7 | Athercare: Unified AI System for Health Intelligence in Real Time
[IEEE] 2026-4-7 | Universal Onboard Complex of an Unmanned Ground Vehicle
[IEEE] 2026-4-7 | Mitigation of Crosstalk of On-Chip Antenna in RFIC Using Dual Guard Band Method
[IEEE] 2026-4-7 | Design and Analysis of a Stack-Enhanced LECTOR-Based Power Gating Scheme with PMOS Sleep Transistors
[IEEE] 2026-4-7 | A Deep Reinforcement Learning-Based Dynamic Queue Management Approach for Network Traffic Scheduling
[IEEE] 2026-4-7 | A Fused Ensemble Learning Approach for Early Heart Disease Prediction
[IEEE] 2026-4-7 | MediVault - Your Medical Wallet
[IEEE] 2026-4-7 | SnapClean: Garbage Violation Reporting and Monitoring System
[IEEE] 2026-4-7 | Multi-Resolution Fall Transformer: A Dual-Branch Transformer for Wrist-IMU Fall Detection Using WEDA-FALL and FallAllD Datasets
[IEEE] 2026-4-7 | Electricity Rate Analysis for Remote Alaskan Microgrid Communities: Impact of Renewable Energy Integration and Electrification
[IEEE] 2026-4-7 | Interleaved Luo Converter-Fed Electric Vehicle Battery Charger Integrated with Renewable Energy
[IEEE] 2026-4-7 | Intelligent Air Quality Forecasting and Pollution Prediction using Hybrid Machine Learning Algorithm
[IEEE] 2026-4-7 | YOLOv8 with Integrated Attention Mechanism and ASFF for Brain Tumor Detection and Classification in MRI Images
[IEEE] 2026-4-7 | Comparative Analysis of Sample-and-Hold Circuits for Low-Voltage and Low-Frequency Biomedical Applications
[IEEE] 2026-4-7 | Comparative Numerical Analysis of Lead-Free Perovskite Solar Cells Using SCAPS-1D
[IEEE] 2026-4-7 | A Wide Depletion Region Single Photon Avalanche Diode
[IEEE] 2026-4-7 | Deep Reinforcement and Federated Learning-Based Joint Spectrum and Power Allocation in D2D-Enabled Cellular Networks
[IEEE] 2026-4-7 | Design and Validation of a YOLOv8 Synthetic Data Generation Pipeline for Surface Defect Detection in Manufacturing
[IEEE] 2026-4-7 | An Efficient Technique to Implement Individual Temperature Control of Dynamic Burn-in Tests for High Power Integrated Circuits
[IEEE] 2026-4-7 | Real-Time Plastic Waste Detection and Region Density Mapping using Optimized YOLOv5 and Heatmaps Overlays
[IEEE] 2026-4-7 | Hybrid Clinical–Fundus Model for Diabetes Classification
[IEEE] 2026-4-7 | Wireless Electric Vehicle Charging Powered by Solar Monitoring
[IEEE] 2026-4-7 | SkewFuse: Unsupervised Confidence-Guided Rank Fusion for Multi-View Image Retrieval
[IEEE] 2026-4-7 | Deep Learning-Based Sentiment Analysis in English Literature
[IEEE] 2026-4-7 | Duck Swarm Optimization-Enhanced Contextual Graph Attention Networks for Power-Optimized 10T2C Capacitive SRAM Near-Memory Computing Macros
[IEEE] 2026-4-7 | Deep Learning-Driven Framework for Robust Cybersecurity Threat Detection and Classification
[IEEE] 2026-4-7 | Intelligent Control Strategies for EV Motor Drives: A Comparative Study of BLDC and PMSM Systems
[IEEE] 2026-4-7 | A Hybrid Machine Learning Approach for Fraud Prevention and Health Insurance Claim Verification
[IEEE] 2026-4-7 | Robot Learning Framework using Behavioral Cloning and Gaussian Mixture Model (BC-GMM) for Sorting Tasks
[IEEE] 2026-4-7 | Fusing Camera and Electromyography Data for Enhanced Range of Motion Assessment
[ACM] 2026-4-7 | Reducing Tail Latency in Storage-Disaggregated Database Systems
[IEEE] 2026-4-7 | Enhancing Earthquake Prediction with Ensemble Learning: A Hybrid XGBoost and LightGBM Approach
[ACM] 2026-4-8 | Using Learning with Rounding to Instantiate Post-Quantum Cryptographic Algorithms
[ACM] 2026-4-8 | Reuse, Patch, or Refresh? 6DoF Interaction-Triggered Progressive Updates for Volumetric Streaming
[IEEE] 2026-4-8 | A Handgrip-Responsive mmWave Phased Array Antenna-PA Module With Antenna-Based Capacitive Sensor for EIRP Recovery via Adaptive Current Redistribution
[IEEE] 2026-4-8 | UoI-Minimization RSMA Scheme for Multi-Type Services Multicast in Satellite-Integrated Internet
[IEEE] 2026-4-8 | Table of Contents
[IEEE] 2026-4-7 | Wideband Low-RCS Phased Array Antenna Based on Hybrid Reduction Mechanism
[IEEE] 2026-4-8 | A Multi-band Ultra-low-power Transceiver with Two-step Wake-up Reception
[IEEE] 2026-4-7 | A Two-Stage RF-SVM Model Against SSDF Attack in Cooperative Spectrum Sensing
[IEEE] 2026-4-8 | Multiscale Reparameterized Deep Architecture for Efficient and Interpretable Livestock Verification
[IEEE] 2026-4-7 | SIRE-ST: A Swin Transformer-Based Cascaded Model for Urban Rainfall Estimation in Complex Environments
[IEEE] 2026-4-8 | Refining Time–Space Traffic Diagrams: A Neighborhood-Adaptive Linear Regression Method
[IEEE] 2026-4-7 | Real-Time Emulator of Robust Speed Controller for PMSM Wind Energy Conversion via a FATA Morgana Algorithm using OPAL-RT
[IEEE] 2026-4-8 | Neural Architecture Search With Spatial–Spectral Attention for Higher-Order Nonlinear Hyperspectral Unmixing
[IEEE] 2026-4-7 | A Simulation-Based Framework for Fatigue-Aware Task Reallocation in Human-Robot Collaboration: Software Verification with 1000-Episode Digital Twin
[IEEE] 2026-4-8 | Front Cover
[IEEE] 2026-4-8 | Emulation of Ternary Pumped Storage Hydro Plants on a Laboratory Micro-Alternator
[IEEE] 2026-4-7 | Comparing Patent Network Approaches for Extracting Technology Intelligence
[IEEE] 2026-4-7 | Tailoring the Sensitivity-Range Tradeoff in Monolithic InGaN/GaN Temperature Sensing Devices via Indium Content Engineering
[IEEE] 2026-4-8 | LTPS TFT-Based Optical Sensor Detecting Degradation of OLED to Improve Image Sticking for AMOLED Displays
[IEEE] 2026-4-8 | Rein++: Efficient Generalization and Adaptation for Semantic Segmentation with Vision Foundation Models
[IEEE] 2026-4-8 | E SL: Efficient Depth Sensing from Event-based Structured Light_supp1-3679900.pdf
[IEEE] 2026-4-8 | Adaptive Visual Servoing Prescribed Performance Control of Closed-Architecture Wheeled Mobile Robots With Limited Field of View Constraints
[IEEE] 2026-4-8 | A PET/CT Cross-Modal Wavelet Fusion and Pseudo-Mask Guided Network With Frozen SAM Decoder for Multiple Myeloma Segmentation
[IEEE] 2026-4-7 | U-NEXT: A User-Centered New Prototype for Walking Excavator Simulator
[IEEE] 2026-4-8 | Data-Driven Adaptive Dispatchable Virtual Oscillator Control for Grid-Forming Inverters
[IEEE] 2026-4-8 | Construction of an Intelligent Commodity Allocation Decision Model Based on ARIMA and Simulated Annealing
[IEEE] 2026-4-8 | Tracing and Quantitative Analysis of Cost Fluctuations in Transmission and Transformation Projects in Fujian Region Based on Cross-Contribution Decoupling
[IEEE] 2026-4-8 | Artificial Intelligence in Content Marketing Strategies for Effective Customer Prospective: Systematic Literature Review
[IEEE] 2026-4-8 | Research Study on AI-Driven Weapon and Violence Detection in Smart Cities
[IEEE] 2026-4-8 | Towards a sustainable and culturally rooted supply chain: A comparative analysis of the barriers to the adoption of 4.0 technologies in Morocco
[IEEE] 2026-4-8 | Stack Buffer Overflow Risk Analysis for PX4-Controlled Commercial UAVs
[IEEE] 2026-4-8 | A Comparison of On-Wafer Microstrip and Grounded Coplanar Waveguide Multiline-TRL Calibration for Millimeter-Wave GaN HEMT Characterization
[IEEE] 2026-4-8 | ICMTS 2026 TOC
[IEEE] 2026-4-8 | Video Streaming Over Vehicular Ad Hoc Networks: A Review
[IEEE] 2026-4-8 | ICMTS 2026 Author Index
[IEEE] 2026-4-8 | ICMTS 2026 Cover Page
[IEEE] 2026-4-8 | MorphoNet-Mugil: A Deep Learning-Based Application for Automated Morphometric Measurement of Mugil Cephalus
[IEEE] 2026-4-8 | Strategic Challenges for Morocco in Hosting the 2030 FIFA World Cup: Public Health, Technological Innovation, and Sustainable Infrastructure
[IEEE] 2026-4-7 | Recovering Sewing Patterns from 3D Garment Surfaces via BoxMesh Bridging_supp1-3680930.mp4
[IEEE] 2026-4-7 | A New Federated Learning Approach for Imbalanced Medical Image Datasets
[IEEE] 2026-4-7 | Comparative Analysis using Power-Aware Design of Traditional and Low-Power ALUs
[IEEE] 2026-4-7 | Progressive Information Flow Non-Linear Dark Image Restoration Method
[IEEE] 2026-4-7 | Dynamic Sign Language Identification Using Mediapipe Landmarks and Random Forest Classifier
[IEEE] 2026-4-7 | A Compact Frequency-Reconfigurable Monopole Antenna Using PIN-Diode-Controlled Parasitic Stubs for IoT Applications
[IEEE] 2026-4-7 | Spatio-Temporal Registration Method for Sea Surface Infrared and X-Band Radar Image
[IEEE] 2026-4-7 | PLER: A Novel Full-Reference Metric for Evaluating the Geometric Fidelity of 3D Assets
[IEEE] 2026-4-7 | Energy-Efficient Machine Learning Models for Real-Time Anomaly Detection in IoT Sensor Networks
[IEEE] 2026-4-7 | Evaluation of Deformable Medical Image Registration Techniques for Improved Analysis
[IEEE] 2026-4-7 | Three-Dimensional UAV Path Planning Using Whale Optimization Algorithm with Lévy Flight and Elite Preservation Strategy
[IEEE] 2026-4-7 | Real-Time Game Streaming Enhancement using Deep Learning
[IEEE] 2026-4-7 | SCD-YOLO: An Improved YOLOv11-Based Detection Algorithm for Rapeseed Sclerotinia Disease in Smart Agriculture
[IEEE] 2026-4-7 | PEPS: Quantum-Inspired Reinforcement Learning for Coherent Reasoning Traces in LLMs
[IEEE] 2026-4-7 | A Generalizable Energy Management System for Quantified Thermal Virtual Energy Storage Control
[IEEE] 2026-4-7 | Digital Twin-Based Vehicle to Grid Coordination for Voltage Regulation and Peak Shaving in Unbalanced Distribution Networks
[IEEE] 2026-4-7 | Proposal of Modular Multi-Active Bridge Converter Analysis as an Interconnected System
[IEEE] 2026-4-7 | Performance Analysis of a Race Reduced Data Flip Flop Under Wide Thermal Variations for Future High-Speed Counters and Prescalers
[ACM] 2026-4-7 | Corrigendum: Attribute Filtering in Approximate Nearest Neighbor Search: An In-depth Experimental Study: [Experiments &amp; Analysis]
[ACM] 2026-4-7 | On Efficient Approximate Aggregate Nearest Neighbor Queries over Learned Representations
[IEEE] 2026-4-7 | Design and Performance Evaluation of a Low-Power Highly Sensitive Double-Gate Junctionless FET UV Photodetector
[IEEE] 2026-4-7 | Ways to Increase the Energy and Ecological Efficiency of Intelligent Transport Systems of the Region’s Support Road Network
[IEEE] 2026-4-7 | Intrusion Detection and Anomaly Identification in Edge Smart Grid Scenarios
[IEEE] 2026-4-7 | Performance Improvement of Printed Monopole Antenna using Frequency Selective Surface
[IEEE] 2026-4-7 | End-to-End Behavioral Cloning with Throttle and Speed Fusion: A Multi-Modal Approach Using Udacity Jungle and Lake Tracks
[IEEE] 2026-4-7 | Implementation of Smart Doorbell for Hearing Impaired Using FPGA, ModelSim and MATLAB
[IEEE] 2026-4-7 | Impact of AI Integration on Downsizing Intentions in Entrepreneurial Enterprises
[IEEE] 2026-4-7 | Design Study of a Fault-Tolerant Fiber-Optic Access Network Based on the Heat Supply Infrastructure
[IEEE] 2026-4-7 | LIREX-CAD: A Hybrid Explainable AI Framework with Tree-Based Residual Learning for the Early Prediction of Coronary Artery Disease (CAD)
[IEEE] 2026-4-7 | Research on an Improved Global Correlation-Track Association Algorithm
[IEEE] 2026-4-7 | SmartEduNotes: A Retrieval-Augmented Platform for Personalized Note-Taking, Revision, and Career Guidance
[IEEE] 2026-4-7 | A Machine Learning-Based Traffic Prediction Framework for Smart Cities
[IEEE] 2026-4-7 | Improving Dysarthria Severity Classification Through Feature Fusion and Ensemble Learning
[IEEE] 2026-4-7 | Graph Neural Networks for Predicting Urban Traffic Congestion in Smart Cities
[IEEE] 2026-4-7 | A Dual-Purpose Interpretable Ensemble Framework of Fraud Stratification and Credit Risk
[IEEE] 2026-4-7 | Generation of Programmatic Rules for Document Forgery Detection Using Large Language Models
[IEEE] 2026-4-7 | Explainable Artificial Intelligence in Robotics: A Review of Applications and Methods
[IEEE] 2026-4-7 | Joint Power and Subcarrier Allocation for SCMA-Assisted ISAC Systems
[IEEE] 2026-4-7 | Intelligent Vehicle Damage Inspection: Detection, Multi-View Reasoning, and VLM-Based Report Generation
[IEEE] 2026-4-7 | Multimodal Visible - Infrared Fusion for Robust Human Action Recognition
[IEEE] 2026-4-7 | Enhancing Decision-Making Strategies in Autonomous Vehicles Under Challenging Conditions
[IEEE] 2026-4-7 | Physics-Informed Smart Maintenance for Offshore Wind Power: Prospects and Research Directions*
[IEEE] 2026-4-7 | Research for Garbage Classification and Detection Based on HWM-YOLO
[IEEE] 2026-4-7 | A Novel Transformer-CNN Hybrid Framework for Early Alzheimer’s Diagnosis using Multimodal MRI and PET
[IEEE] 2026-4-7 | Interpretable Transfer Learning System for Multi-Class Lung Cancer Identification Using Enhanced CT Imaging
[IEEE] 2026-4-7 | DefenSys: An Integrated Platform for Malware Detection and Containerized Attack Simulation using Deep Learning
[IEEE] 2026-4-7 | Classification and Detection of Lung Cancer Using VGG-DeepCNN with GRAD-CAM Interpretability
[IEEE] 2026-4-7 | Temperature Dynamic Analysis of PEMFC Characteristics and Its Implications for MPPT
[IEEE] 2026-4-7 | Active Authentication via Korean Keystrokes Under Varying LLM Assistance and Cognitive Contexts
[IEEE] 2026-4-7 | EEG Signal Analysis for Epileptic Seizure Detection using Principal Component Analysis and Gradient Boosting
[IEEE] 2026-4-7 | Intelligent Medical Decision Support System Using IoT and CNN-LSTM-Based Predictive Modeling
[IEEE] 2026-4-7 | Intelligent Hybrid Deep Learning System for Automated Retinal Disease Diagnosis
