[2026-06-17 23:24:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-16
正在获取论文...
[arXiv] 2026-06-16 | OmniDroneX: An LLM-Assisted Holistic Drone-as-a-Service Ecosystem
[IEEE] 2026-6-16 | Channel Charting in Smart Radio Environments
[IEEE] 2026-6-16 | IQ Imbalance Compensation for Receivers With 1-Bit Quantization and Oversampling
[IEEE] 2026-6-16 | Regularization Compatibility of Enhanced WGAN-GP Critics for Vehicular Channel Attenuation Generation
[IEEE] 2026-6-16 | Hierarchical Deep Learning for Joint Turbulence and PE Estimation in Multi-Aperture FSO Systems
[IEEE] 2026-6-16 | Predictive Analytics in HR: Using AI For Future Workforce Trend Analysis
[IEEE] 2026-6-16 | Comparative Analysis of Brain Tumor Detection and Classification using Deep Learning
[IEEE] 2026-6-16 | Engineering Application of an Adaptive PSO-Based Fault Diagnosis Method for Grounding Grids in a Pumped-Storage Power Station
[IEEE] 2026-6-16 | Scaling Up Occupancy-centric Driving Scene Generation: Dataset and Method_supp1-3696126.pdf
[IEEE] 2026-6-16 | MEAE 2025 TOC
[ACM] 2026-6-16 | Interoperability constraints on data analytics in city governments: Insights from two U.S. municipalities
[IEEE] 2026-6-16 | Enhancing Agricultural Productivity Through The Application of Wireless Sensor Network Technologies
[IEEE] 2026-6-16 | Correction of the Angular Gain Through in-Operation Compensation of Nonlinearity in MEMS Rate-Integrating Gyroscopes
[IEEE] 2026-6-16 | COOL CHIPS 2026 Final Program
[IEEE] 2026-6-16 | Title Page iii
[IEEE] 2026-6-16 | Technical Program Committee
[IEEE] 2026-6-16 | On-the-Fly NLoS Detection for Wireless Positioning: Combinatorial Data Augmentation Approach
[IEEE] 2026-6-16 | Active Power Reserve-Based PV-VSG Control Strategy Using Model Predictive Control
[IEEE] 2026-6-16 | Visual-Aided Identification of RIS-Based Jammer via Angle-Aware Neural Modeling
[IEEE] 2026-6-16 | DynSUP: Dynamic Gaussian Splatting from An Unposed Image Pair
[IEEE] 2026-6-16 | Underwater Image Enhancement Via Intelligent Optimized Multi-exposure Image Fusion
[IEEE] 2026-6-16 | An Indicator-based Sliding Window Detection Evolutionary Algorithm for Dynamic Multiobjective Optimization With Elusive Changes
[IEEE] 2026-6-16 | LHRS-LTW: A Load-Aware Hybrid-Cloud Resource Scheduling Framework for Large-Scale Training Workloads
[IEEE] 2026-6-16 | DiCriTest: Testing Scenario Generation for Decision-Making Agents Considering Diversity and Criticality
[IEEE] 2026-6-17 | Subsystem Interaction-Driven Distributed Adaptive Clustering and Estimation Over Multi-Task Networks
[IEEE] 2026-6-17 | Hierarchical Sparse Graph for Multi-dimensional Assignment in Event-based Tracking
[IEEE] 2026-6-16 | Hybrid Beamforming Optimization for Near-field Wideband SWIPT Network
[IEEE] 2026-6-17 | High-Power Foreign-Object-Tolerant Wireless Power Transfer Using Symmetric Active Demagnetization Coils
[IEEE] 2026-6-17 | SFIENet: Spatio-Frequency Interaction Enhancement Network for Object Detection in Sonar Sensors
[IEEE] 2026-6-17 | SCRIBE Design and Validation: Simultaneous Cardiac and Respiratory Impedance Biomarkers with Electromechanics
[IEEE] 2026-6-17 | OEO-Based Frequency Conversion with LO Leakage Suppression and RF Self-Interference Cancellation
[IEEE] 2026-6-17 | Utility Scale PV Grounding Systems &amp; Interaction with Utility Substations
[IEEE] 2026-6-17 | Transmission Protocols for Uplink Pinching Antenna Systems (PASS)-Enhanced Sensing
[IEEE] 2026-6-17 | Die-level Via-last TSV formation and Heterogeneous 3D Integration with Multi-Project Wafers Using Photosensitive Temporary Adhesives for Agile Prototyping
[IEEE] 2026-6-17 | Climate Policy Stringency and Electricity Retail Prices: A Utility-Level Analysis in California
[IEEE] 2026-6-17 | Committee Members
[IEEE] 2026-6-17 | Scaling Interconnect Density with Silicon-Core-Substrate Nano-Integrated VIA Technology
[IEEE] 2026-6-17 | ReMiX-MAE: Learning Missing-Channel Cross-Modal Representations from RGB-Only Clinical Facial Videos for Sympathetic-Mediated Pain Assessment
[IEEE] 2026-6-17 | Understanding Regional Inertia Dynamics in CAISO from Real Grid Disturbances
[IEEE] 2026-6-17 | Real-world Data-Driven Upgrade Cost Prediction for Distribution Grids with Smart EV Charging
[IEEE] 2026-6-17 | Game-Changing Nanosolder Technology: Self-Assembling Adhesives for Sub-10 µm Ultra-Fine Interconnects
[IEEE] 2026-6-17 | Drift-Aware Updating: An Edge-Device Cooperative RL Framework for Robust and Low-Overhead BCI Adaptation
[IEEE] 2026-6-17 | Real-Time Closed-Loop Cloud Architecture for Operation and Control of Aggregated DERs
[IEEE] 2026-6-17 | FaceReclaim: Deep Traceability of Face-Swapped Images Through Feature Decoupling_supp1-3694648.pdf
[IEEE] 2026-6-17 | Simulation-Based Corrective Strategies for Warpage Behavior in Automotive Electronic Assemblies
[IEEE] 2026-6-17 | Repurposing Gait Recognition Priors for Generalizable Fine-Grained Parkinson’s Disease Assessment
[IEEE] 2026-6-17 | A Parametric Reduced-Order Model for Inverter Short-Circuit Response in Protection Studies
[IEEE] 2026-6-17 | Copyright Page
[IEEE] 2026-6-17 | Design of an Integrated Sensing and Communication System Based on IM-OCDM
[IEEE] 2026-6-17 | Systematic Reliability Study of a Large Size 2.5D Package with RDL Interposer for AI Processor
[IEEE] 2026-6-17 | Reliability Evaluation of Intense Pulsed Light Flip-Chip Bonding with Various Surface Finishes
[IEEE] 2026-6-17 | Real Time Bushing Monitoring: The Key to Effective Transformer Surveillance
[IEEE] 2026-6-17 | Progressive Curriculum Learning and Ghost-Aware Supervision for Real-World Face Detection
[IEEE] 2026-6-17 | LBOR: Laplace–Beltrami Operator Regularization for Robust Skeleton-based Isolated Sign Language Recognition
[IEEE] 2026-6-17 | Effect of Structured Collaborative Learning on Computational Thinking in Secondary Education: An Experimental Study Using Scratch-Based Geometry Tasks
[IEEE] 2026-6-17 | Quasi-Coordinated Model Predictive Control: A Cluster-Level Power Quality Optimization Solution at Low Switching Frequency
[IEEE] 2026-6-17 | Pelvic Floor Muscle Electromyography in Natural Delivery: A Scoping Review_supp1-3704395.pdf
[IEEE] 2026-6-17 | IEEE Electrical Insulation Magazine July/August 2026 Front Cover
[IEEE] 2026-6-17 | FedSNN-WTR: An Energy-Efficient and Channel-Robust Wireless Technology Recognition Framework for Vehicular Communications
[IEEE] 2026-6-16 | MAD-FORCE: Targeting High-Breakdown Streaming Robust Correlation with Optional Drift Handling
[IEEE] 2026-6-16 | Energy Selective Reconfigurable Intelligent Surface: A Power-Adaptive Paradigm for Secure 6G Communications
[IEEE] 2026-6-17 | Predicting urban tree falls: a machine learning-based approach using low-cost MEMS
[IEEE] 2026-6-16 | Hypergraph-Enhanced Semisupervised Graph Reconstruction Learning for Overlapping Community Detection
[IEEE] 2026-6-16 | Compliant Magnetic Sensor Arrays Enable Real-Time Force Myogram Pattern Recognition for Dexterous Hand Control by Amputees_supp5-3702598.mp4
[IEEE] 2026-6-17 | A 106-Gb/s × 8-Channel 1060-nm Single-Mode VCSEL-Based Ultra-Compact CPO Transceiver enabling 2-km Parallel-Optical Links
[IEEE] 2026-6-17 | Advanced Metrology for Heterogeneous Chiplet Integration with High-Speed 100% Bond Overlay Measurement
[IEEE] 2026-6-17 | LandSAR: Visceralizing Landslide Data for Enhanced Situational Awareness in Immersive Analytics
[IEEE] 2026-6-17 | InfoCIR: Multimedia Analysis for Composed Image Retrieval
[IEEE] 2026-6-17 | 800 kV Dead Tank Circuit Breaker Free of SF
                    <sub>6</sub>
                    Gas
[IEEE] 2026-6-17 | Title Page iii
[IEEE] 2026-6-16 | Efficient Data Collection for Underwater Wireless Sensor Networks
[IEEE] 2026-6-17 | An EME-Reduced FlexRay Transmitter Architecture Employing a Common-Mode Feedback Control
[IEEE] 2026-6-16 | Joint Estimation of State of Charge and Expansion Force in Lithium-Ion Batteries Using Ultrasonic features with Physics-Guided Regularization
[IEEE] 2026-6-16 | Resiliency of Liquid-to-Liquid Cooling Systems in Data Centers Under Failure Scenarios
[IEEE] 2026-6-17 | Enabling 12+Gb/s HBM4E with EMIB-T Advanced Packaging Technology
[IEEE] 2026-6-17 | Task-Preserving EEG Anonymization Using Latent Feature Masking
[ACM] 2026-6-17 | LLMsafe-Spectre: Efficient Spectre Attack Detection in LLM Environments using An Intelligent HPC events Selection Methodology
[ACM] 2026-6-16 | EnergyFM: Pretrained Models for Energy Meter Data Analytics
[ACM] 2026-6-16 | Data Center Voltage Ride-Through: Emerging Challenges and Opportunities
[ACM] 2026-6-16 | Assessing the Sustainability of LLM Inference through Energy–Accuracy Analysis
[ACM] 2026-6-16 | Deep Semi-Supervised Multi-Task Learning of Building Features for District Energy Demand Estimation
[ACM] 2026-6-16 | Tackle CSM in JPEG Steganalysis with Data Adaptation
[ACM] 2026-6-16 | Anomaly-Guided Test-time Adaptation for Linguistic Steganalysis
[IEEE] 2026-6-16 | Lightweight LLM Intent Understanding in Data-Scarce Scenarios: An Architecture-Aware Classification Paradigm
[IEEE] 2026-6-16 | EventTracer: Fast Path Tracing-based Event Stream Rendering_supp1-3701141.mp4
[IEEE] 2026-6-16 | Securing BD-RIS-Aided Communications via a Friendly Jammer
[IEEE] 2026-6-16 | Author Index
[IEEE] 2026-6-16 | COOL CHIPS 2026 Cover Page
[IEEE] 2026-6-16 | MEAE 2025 Cover Page
[IEEE] 2026-6-16 | Intelligent Trajectory Design for Free-Space Optical Assisted UAVs Relay Communications in Low-Altitude Airspace
[IEEE] 2026-6-16 | Enhanced Peak-Shaving and Voltage Regulation Capability Multi-Level Planning Method in AC-DC hybrid sending-end power system
[IEEE] 2026-6-16 | Operational Safety Risk Assessment of Distribution Networks Considering Health and Importance Indices under Multi-Uncertainty Probabilistic Power Flow
[IEEE] 2026-6-16 | Dual-Transmitter Phase Modulation For Eddy Current Control And Power Boosting In DWPT For Embedded Sensors
[IEEE] 2026-6-16 | A Lightweight and Secure Extended Authentication and Key Agreement Protocol for Direct-to-Cell LEO Satellite Constellations
[IEEE] 2026-6-16 | Assessing the Economic Feasibility of Industrial Energy Flexibility under Electricity Price Volatility
[IEEE] 2026-6-16 | QTCAJOSA: Low-Complexity Joint Offloading and Subchannel Allocation for NTN-Enabled IoT
[IEEE] 2026-6-16 | Cross-Splitting-Based Information Geometry Approach for Xl-Mimo Uplink Detection
[IEEE] 2026-6-16 | Assessing the Reliability of Deep Learning-Based Voice Comparison Models for Critical Decisions
[IEEE] 2026-6-16 | Reduced-Order Modeling and Pole-Zero Controller Design of a Three-Phase LLC Resonant Converter
[IEEE] 2026-6-16 | Robust Image Segmentation via Asymmetric Entropy
[IEEE] 2026-6-16 | Sensing Rotational Direction Using Paramagnetic Nanoparticles
[IEEE] 2026-6-16 | Layout-Constrained Screening and Matching for Passive Current Sharing of Paralleled SiC MOSFETs Validated on a 30-kW Three-Phase Motor Drive
[IEEE] 2026-6-16 | Research on High-Risk Insect Target Detection Algorithm Based on Improved YOLOv10 Model
[IEEE] 2026-6-16 | Enhancing Ultrasound Image Classification with Contrastive Learning on Easily Accessible Data from Healthy Controls
[IEEE] 2026-6-16 | Optimal Hybrid Power Filter for Harmonic Mitigation in a 25 kV AC Railway System
[IEEE] 2026-6-16 | NeuroMouse-CodeNet: Cross-Modal Attention Fusion for Programming Intent Recognition
[IEEE] 2026-6-16 | Neural Beam Field for Spatial Beam RSRP Prediction
[IEEE] 2026-6-16 | Transient Voltage Stability Assessment Framework for New Type Power Systems Based on the Active Synthesis Load Model
[IEEE] 2026-6-16 | Generalizing the Outage Minimization Problem in Wireless Random Caching: An Alpha Utility Perspective for Managing Content Popularity-QoS Disparity
[IEEE] 2026-6-16 | MML-Based 3D Channel Fingerprints Construction for Low-Altitude Communications
[IEEE] 2026-6-16 | Extracting Squeeze-Film Damping in MEMS Accelerometers: A Kinematic Analysis of Applied Damping Forces in State Space
[IEEE] 2026-6-16 | Impedance Modeling of MMC Considering NLM Control and Parasitic Parameters
[IEEE] 2026-6-16 | Balance-Coordinated Control for Enhancing Small-Signal Stability and Voltage Support Capability of Distributed Wind and Solar Grid-Connected Systems
[IEEE] 2026-6-16 | Designing Modulation for Approximate Digital Over-the-Air Computation
[IEEE] 2026-6-16 | A Two-Stage Joint Decision Framework for Low-Latency XR Service Delivery Under Cloud-Edge-End Collaboration
[IEEE] 2026-6-16 | Design of an Online System for Automatic Control of Degree of Opening for Personal Airflow Outlets in Aircraft Cabins
[IEEE] 2026-6-16 | Framework-Agnostic Model Inference for Intra-Thread Real-Time Tasks
[IEEE] 2026-6-16 | Spikceiver: Compact Audio-Visual Spiking Transformer with Depthwise Splitting and Bottleneck Attention
[IEEE] 2026-6-16 | MSTG-Net: Multi-Stage Structure-Texture Guided Image Inpainting for Digital Heritage
[IEEE] 2026-6-16 | Cooperative Task Offloading in Multi-UAV Covert Communication Networks
[IEEE] 2026-6-16 | Auto-Scaling and Load-Aware SDNFV Architecture for 5G User Plane Functions
[IEEE] 2026-6-16 | Optimization on the Distributed Propulsion UAV’s Leap Take-off Trajectory
[IEEE] 2026-6-16 | WVSC: Wireless Video Semantic Communication with Multi-Frame Compensation
[IEEE] 2026-6-16 | A Semantic Segmentation Method Based on DeepLabV3+
[IEEE] 2026-6-16 | Research on Modal Parameters Identification of a Fixed - Simply Supported Beam Based on CNN Network Mode
[IEEE] 2026-6-16 | AI Approach For Classification And Recommendation of Education Data Mining Using Hybrid Deep Learning
[IEEE] 2026-6-16 | Research on Security Enhancement Methods for Adversarial Robust Large Language Model Intelligent Agents for Medical Decision-Making Tasks
[IEEE] 2026-6-16 | HBTNet: Hierarchical Boundary-Texture Aggregation Network for Polyp Segmentation
[IEEE] 2026-6-16 | Towards Energy-Efficient and Freshness-Sensitive WBANs Through Joint Scheduling and Power Control Via Multi-Objective Reinforcement Learning
[IEEE] 2026-6-16 | Compressed Multiband Sensing in FR3 Using Alternating Direction Method of Multipliers
[IEEE] 2026-6-16 | Atomic Diffusion Bonding of Wafers in Air Using Single-Sided Au Film Deposition with Zr Underlayer
[ACM] 2026-6-17 | Classification with Uncertainty-Aware Multimodal Deep Learning: A Survey
[IEEE] 2026-6-17 | Layer Transfer of Epitaxial Ru by Metal-Metal Bonding: Towards Single-Crystal Interconnects
[IEEE] 2026-6-17 | A Hybrid Architecture for Efficient Saliency Detection and Power-Constrained Image Enhancement based on SE-ResNeXt
[IEEE] 2026-6-16 | Coexisting QKD and Real-Time Encrypted High-Speed Fiber-Optic Communication in Field-Deployed Multi-Core Fibers
[IEEE] 2026-6-17 | FM-Based Agentic Slicing for 6G: A Hierarchical Provider-Consumer Framework for QoS Optimization at the AI-Native Edge
[IEEE] 2026-6-16 | Master of Disguise: Toward Reversible and Universal Facial Privacy Protection Service with Natural and Original Visual Semantics
[IEEE] 2026-6-16 | IEBench: Benchmarking Unlearning Identity-Event Entangled Concepts for MLLM-Based Systems in Agentic Edge Networks_supp1-3692182.pdf
[IEEE] 2026-6-17 | Optical Fiber–Waveguide Hybrid Architecture for Mid-Infrared Ring Lasers
[IEEE] 2026-6-16 | Unified Single/Dual-Frequency PolSAR Land Cover Segmentation via Single Model with Masked Frequency Training
[IEEE] 2026-6-16 | S
                    <sup>3</sup>
                    DL: Sample-Aggregated Structured Supervised Dictionary Learning
[IEEE] 2026-6-17 | Human–Robot Shared Control Strategy for Ultrasound Scanning Based on Lesion Position Prediction
[IEEE] 2026-6-16 | A Robotic Somatic Cell Microinjection Force Microscopy System with A Micropipette-integrated MEMS Capacitive Nano-force Sensor
[IEEE] 2026-6-17 | Novel Metrology For Experimentally Visualizing Cu-Cu Bonding Induced Thermal Stress
[IEEE] 2026-6-17 | A Margin based Decomposition Framework via Intensity Flow Matching for Precipitation Nowcasting
[IEEE] 2026-6-17 | Steeply-dipping targeted joint primary-prismatic wave imaging in real and imaginary dual-domain
[IEEE] 2026-6-17 | Author Index
[IEEE] 2026-6-17 | Software in the Loop Simulation for Evaluating Distribution Grid Performance Under Advanced Optimal Control Strategies
[IEEE] 2026-6-17 | Weak-to-Gold Label Training of Spatio-Temporal Deep Learning Models for Cross-Region Coffee and Forest Segmentation
[IEEE] 2026-6-17 | Generative Data Augmentation for Skeleton Action Recognition
[IEEE] 2026-6-16 | Object Re-Identification under Severe Bandwidth Constraints Using Learned Quantized Latents
[IEEE] 2026-6-17 | Analysis of Spatial and Temporal Characterization of GNSS Tropospheric Parameters During the Extreme Rainfall on ‘’ in Hong Kong_supp1-3703923.pdf
[IEEE] 2026-6-17 | FedHCG: A Byzantine Robust Federated Learning Framework with Hierarchical Confidence Estimation and Geometric Consistency
[IEEE] 2026-6-16 | Singular Perturbation Theory–Based Barrier-Adaptive Sliding-Mode Voltage Control and MPCC for Totem-Pole PFC Converters
