[2026-01-01 09:14:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-31
正在获取论文...
[arXiv] 2025-12-31 | GaMO: Geometry-aware Multi-view Diffusion Outpainting for Sparse-View 3D Reconstruction
[IEEE] 2025-12-31 | Analysis of Regression and Bayesian Regularisation Models for Enhancing Load Forecasting Towards Affordable and Clean Energy
[IEEE] 2025-12-31 | Investigation on the Influence of Interface Traps Type, Energy Level and Location on I-V and C-V Characteristics in SiC MOSFET
[IEEE] 2025-12-31 | A Study on Differences in Visual Function Between Black and East Asian Populations
[IEEE] 2025-12-31 | Low Cost AIN/GaN HEMTs on Sapphire for Low Voltage Terminal Application
[IEEE] 2025-12-31 | ESP32-Based IoT Aquatic Cleaning Robot with YOLO Edge AI for Plastic Waste Removal
[IEEE] 2025-12-31 | Routing in Multi-Chip Platforms with Hybrid Interconnects
[IEEE] 2025-12-31 | Developing Smart City Applications Employing the Vertex Fixed Vertex-to-Edge Geodetic Number of Graphs
[IEEE] 2025-12-31 | Design, Performance Evaluation, and Hydrogen Recovery Potential of a Mobile Solar E-Waste Incinerator Using Scheffler Dish Concentrator
[IEEE] 2025-12-31 | Recent Advances in Ohmic Contact with β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    : A Review
[IEEE] 2025-12-31 | SiC Film Growth on Sapphire via Pyrolysis of Polycarbosilane
[IEEE] 2025-12-31 | Medical Device Failure Prediction Framework
[IEEE] 2025-12-31 | Deep Integrated Denoising and Super Resolution Framework for Panchromatic and Multispectral Image Fusion
[IEEE] 2025-12-31 | Loop Planning for UAV Monitoring the Cultivated Land
[IEEE] 2025-12-31 | Systematic Review of Swin Transformer Architectures for Medical Image Classification
[IEEE] 2025-12-31 | Performance and Security in AI-Driven mHealth: A Comparative Evaluation of PostgreSQL, MongoDB, and Firebase for Endometriosis Management
[IEEE] 2025-12-31 | Watwaos: A Framework for Worst-Case-Aware Tailoring and Whole-System Analysis of Energy-Constrained Real-Time Systems
[IEEE] 2025-12-31 | A Large Language Model-Based Framework for Generating Simulation Models of Power Systems
[IEEE] 2025-12-31 | A Synergistic Approach to PID Control in Buck Converters with Red Panda and Lyrebird Optimization Algorithms
[IEEE] 2025-12-31 | Optimized Real-Time Control for Soldering Station
[IEEE] 2025-12-31 | EHKEA: A Lightweight and Secure Authentication Protocol for Healthcare Iot Systems in 5G Networks with Enhanced Resistance to Emerging Threats
[IEEE] 2025-12-31 | Energy Management Optimization in Residential Microgrids Using Blood Sucking Leech Optimizer
[IEEE] 2025-12-31 | Optimizing Agricultural Decision-Making: Leveraging SMOTE and Machine Learning for Balanced Data Insight
[IEEE] 2025-12-31 | IoT-Based Wearable Device for Fetal Health Monitoring
[IEEE] 2025-12-31 | Behavior-Preserving Top-Down Construction of Cross-Organization Emergency Response Processes
[IEEE] 2025-12-31 | Wellness Monitoring of Industrial Operators Using Sparse Autoencoder Analysis of Wearable Data
[IEEE] 2025-12-31 | Graphics-Based Data Center Information Room Scenario Simulation System
[IEEE] 2025-12-31 | Study of Brain Image Segmentation Techniques: Bridging Classical Methods and Quantum Innovations
[IEEE] 2025-12-31 | Toward Dynamic Risk Assessment: Machine Learning and LLMs in Software Vulnerability Prioritization
[IEEE] 2025-12-31 | A Framework for Generation Expansion Planning Under Transmission Constraints: A Case Study of the Western Cape
[IEEE] 2025-12-31 | Failure Analysis of SiC Gate Turn-off Thyristor Under Repetitive Discharge Conditions
[IEEE] 2025-12-31 | Neural Network-Based Mapping of Deep Neural Networks Onto Network-on-Chip Architectures
[IEEE] 2025-12-31 | Work-in-Progress: A First Practical Look at Arm's MPAM for Real-Time Systems
[IEEE] 2025-12-31 | Optimization of 254 nm Deep Ultraviolet Light-Emitting Diodes with Convex-Shaped Electron Blocking Layer
[IEEE] 2025-12-31 | Photovoltaic Fault Detection with Deep Learning: Trends, Challenges, and Gaps
[IEEE] 2025-12-31 | Real- Time Gas Leak Prediction using LSTM on MQ-6 Sensor with ESP32
[IEEE] 2025-12-31 | Mitigating Mismatch and Wiring Losses Through Static PV Array Reconfiguration
[IEEE] 2025-12-31 | Fuzzy Constraint Dominance Strategy for Constrainted Multiobjective Optimization Problems with Multiple Constraints
[IEEE] 2025-12-31 | Analytical Modeling of Task Allocation for Distributed Anthropomorphic Robots in Mission-Critical Environments
[ACM] 2025-12-31 | Hierarchical Subgroup Routing for High-Speed Data Sharing in Large-Scale Satellite Formation Flying
[ACM] 2025-12-31 | Knowledge Graphs-Driven Intelligence for Distributed Decision Systems
[ACM] 2025-12-31 | Exploring and Optimizing Moving Target Defense Strategies Using Reinforcement Learning
[IEEE] 2025-12-31 | Non-Communicative Decentralized Cooperative Navigation: Reinforcement Learning From Point Clouds
[IEEE] 2025-12-31 | MLSTP: A Mamba-Based Long-Short Term Fusion Network for Improved Trajectory Prediction in Autonomous Driving
[IEEE] 2025-12-31 | Efficient and Fault Tolerant Data Stream Processing With Uncertain Data Rates in Serverless Edge Computing_supp1-3647054.pdf
[IEEE] 2025-12-31 | Limited-on-Site-Data-Driven Fast and Accurate Online Parameter Identification for UWPT Systems
[IEEE] 2025-12-31 | DeTrAck: UAV Detection and Tracking using Neural Networks Ensemble on Surveillance Systems
[IEEE] 2025-12-31 | Integrated Optical Camera Communication and Scene Sensing Based on Generative Adversarial Networks
[IEEE] 2025-12-31 | Guest Editorial: Special Issue on 6G Local Area Networks
[IEEE] 2025-12-31 | Effects of edge geometry and interface characteristics on delamination strength of REBCO tapes under transverse tension using anvil method
[IEEE] 2025-12-31 | A Novel Diagonal-Laminated Fe-Based Nanocrystalline Ribbon Shielding Structure in Wireless Power Transfer Systems
[IEEE] 2025-12-31 | Comparative Study of Electromagnetic Forces in External Rotor SPMSMs With Different Slot/Pole Combinations Considering Force Modulation Effect
[IEEE] 2025-12-31 | Message from the Program and General Chairs
[IEEE] 2025-12-31 | 2025 6th International Conference on Computer Engineering and Intelligent Control (ICCEIC)
[IEEE] 2025-12-31 | Multimodal Hypergraph Representation Learning for Drug Synergy Prediction_supp1-3648991.docx
[IEEE] 2025-12-31 | SSLCHINA: IFWS 2025 Cover Page
[IEEE] 2025-12-31 | ICCIS 2025 Copyright Page
[IEEE] 2025-12-31 | Preface
[ACM] 2026-1-1 | LTSM-Bundle: A Toolbox and Benchmark on Large Language Models for Time Series Forecasting
[IEEE] 2025-12-31 | Automated Detection of Nonhelmeted Motor Cyclists and License Plate Recognition - YOLOv8 With Paddle OCR
[IEEE] 2025-12-31 | IoT Based Multi-Parameter Environmental Monitoring System using ESP32 for Real-Time Safety and Air Quality Assessment
[IEEE] 2025-12-31 | Improved A* algorithm for amphibious robot based on energy consumption and path length
[IEEE] 2025-12-31 | Evaluation of Peak Shaving Demand Charge and Greenhouse Gas Reduction with Photovoltaic Systems in Medium General Service
[IEEE] 2025-12-31 | Design of a Solar-Powered Automated Dip Spray System for Small Stock Farmers in Remote Areas in Developing Countries
[IEEE] 2025-12-31 | TEB Pretreatment for Mg doped p-type h-BN
[IEEE] 2025-12-31 | Multi-Class Building Change Detection in Urban Areas Using High-Resolution Aerial Images with Class Imbalance Mitigation and VSSM-Based Model
[IEEE] 2025-12-31 | Generative AI is Breathing New Life Into the Dead Internet Theory
[IEEE] 2025-12-31 | JIIT Campus Navigator
[IEEE] 2025-12-31 | Research on Power Purchase and Sale Strategy of Electricity Retailers Based on Renewable Portfolio Standard
[IEEE] 2025-12-31 | Computer in 2026
[IEEE] 2025-12-31 | Thermally Stable Quantum Dots Converted High-Power Light-Emitting Diodes
[IEEE] 2025-12-31 | Revisiting Community Detection and Centrality: Integrating Label Propagation, and the LACM-Score for Enhanced Network Insights
[IEEE] 2025-12-31 | Multiplier-Free In-Memory Vector-Matrix Multiplication Using Distributed Arithmetic
[IEEE] 2025-12-31 | Depth-Assisted Intelligent Automatic Landing Site Estimation for UAVs
[IEEE] 2025-12-31 | Permanent Magnet DC Motor Parameters Estimation Using Artificial Bee Colony Algorithm
[IEEE] 2025-12-31 | A Computational Framework for Early Dysgraphia Screening via Handwriting Analysis
[IEEE] 2025-12-31 | Research on Automatic Connection Technology for Substation Grounding Wires Based on Intelligent Sensors
[IEEE] 2025-12-31 | Zero-Knowledge Proofs for Privacy-Preserving Agricultural Yield Verification: A Blockchain-Based Incentive System for Sustainable Farming Methods
[IEEE] 2025-12-31 | High-Performance β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    SBD and SiC MOSFET for High-Efficiency DC-DC Converter
[IEEE] 2025-12-31 | Early Detection of Bone Cancer Using Hybrid Image Processing and Deep Learning
[IEEE] 2025-12-31 | Mathematical Modeling and Metaheuristic Optimization of IoT Task Scheduling in Distributed Flow Shop Edge Networks
[IEEE] 2025-12-31 | A Strategy of Guaranteed Information Freshness for Several Receivers Under Jamming
[IEEE] 2025-12-31 | Multiple Harmonics Joint Elimination Method for Multilevel Power Amplifier
[IEEE] 2025-12-31 | Research on Valve Leakage Location Detection of Shot Blasting Equipment Pipeline System
[IEEE] 2025-12-31 | Solar-Based Load-Side Self-Healing DC Microgrid System
[IEEE] 2025-12-31 | Micro Expression Spotting Method Based on Three Branch Fusion Network
[IEEE] 2025-12-31 | AI-Assisted Model Predictive Control for Real-Time Operation of Modular Multilevel Converters Under Dynamic Load Conditions
[IEEE] 2025-12-31 | Credit Card Fraud Detection Model Based on Explainable Tabnet-Based Feature Selection
[IEEE] 2025-12-31 | Low-Cost Image Processing-Based Teleoperated Robotic Arm for Remote Surgical Assistance and Digital Health Integration
[IEEE] 2025-12-31 | Next-Generation Smart Waste Bins: Iot-Based Waste Monitoring and Collection Optimization
[IEEE] 2025-12-31 | Research on Bidirectional TCM Control Strategy for Totem-Pole AC/DC Converters
[IEEE] 2025-12-31 | Design of Dual-Loop Model Predictive Control for Grid-Forming Inverters
[IEEE] 2025-12-31 | Design and Power-Efficiency Analysis of FPGA-Based Dot and Outer Product Units
[IEEE] 2025-12-31 | A Multi-Scale Wavelet-Based Algorithm for Gas Chromatographic Peak Identification
[IEEE] 2025-12-31 | A Comprehensive Study on Execution Right Delegation Scheduling Algorithm for Multiprocessors
[IEEE] 2025-12-31 | Feature Enhancement and Selective Attention Detection Transformer for UAV Small Object Detection
[IEEE] 2025-12-31 | Analysis of Feature Extraction Techniques on Various Signal and Image Attacks
[IEEE] 2025-12-31 | Secure and Robust Medical Report Verification Using DCT-Based Steganography with Patient ID
[IEEE] 2025-12-31 | Towards Transparent Plant Disease Detection: Applying XAI to Deep Learning Models in Precision Agriculture
[IEEE] 2025-12-31 | Sparse Iterative Solvers Using High-Precision Arithmetic with Quasi Multi-Word Algorithms
[IEEE] 2025-12-31 | The MediaPot Platform for News Analytics
[IEEE] 2025-12-31 | Weather-Aware Solar Energy Forecasting Using Hybrid ARIMA-LSTM Model
[IEEE] 2025-12-31 | EYE-DEX: Eye Disease Detection and EXplanation System
[ACM] 2025-12-31 | Towards Verification of Spiking Neural Networks for Next-Generation AI Systems
[ACM] 2025-12-31 | Adaptive Strategies For Reducing The Carbon Footprint of Deep Neural Networks
[ACM] 2025-12-31 | Neural Surrogate Model for Autonomous Driving Communications Based on Strategic Sampling
[ACM] 2025-12-31 | Graphpilot: A Temporal Graph Actor-Critic Autoscaler Reducing Degradation of Resource Oscillation in Microservice
[ACM] 2025-12-31 | Cell-specific network-based cell type prediction via graph convolutional network using transcriptomics profiles
[IEEE] 2025-12-31 | Copyright and Reprint Permission
[IEEE] 2025-12-31 | Glint: Localization of Gray Violations in Untrusted and Unreliable SRv6 Networks
[IEEE] 2025-12-31 | The Interplay Between Strategic Information Sharing and Quality Decision: Pre-quality Versus Post-quality
[IEEE] 2025-12-31 | Visual Interference Suppression for Physical Object Detection in Projector-based AR System_supp2-3649703.mp4
[IEEE] 2025-12-31 | A Unified Framework for Joint Optimization of Fluid Antenna Systems and Low-Resolution RIS/STAR-RIS in MU-MISO Downlink
[IEEE] 2025-12-31 | GrowSphere: Intelligent Hydroponic System for Effortless Cultivation of Leafy Vegetables
[IEEE] 2025-12-31 | Demonstration of a MgB
                    <sub>2</sub>
                    DC-DC boost converter for ultra-fast battery charge up to 200 A - 200 V output power
[IEEE] 2025-12-31 | IE-TV: Structural Information Enhanced 3D Weighted Correlated Total Variation for Hyperspectral Image Denoising
[IEEE] 2025-12-31 | Global Entity Relationship Enhancement Network for Multimodal Sarcasm Detection
[ACM] 2026-1-1 | Uncertain Boundaries: Multidisciplinary Approaches to Copyright Issues in Generative AI
[IEEE] 2025-12-31 | iAKA: A Regional Authentication Protocol for Satellite Internet
[IEEE] 2025-12-31 | Quantum-Resilient Proxy-Re-encryption-Based Homomorphic Encryption Using Nth Order Binary Encoding (NOBE) for NextG networks
[IEEE] 2025-12-31 | Neural Machine Translation for Cross-Language Robotics Programming Education
[IEEE] 2025-12-31 | Hybrid CNN-Transformer and YOLOv8-Based Robust Real-Time Object Detection for Autonomous Vehicles
[IEEE] 2025-12-31 | A Continuous Integration Framework for Machine Learning-Based Mobile Behaviour Analysis
[IEEE] 2025-12-31 | Performance Analysis of Decoder Architectures Based on Reconstruction Error in Video Surveillance
[IEEE] 2025-12-31 | Small Language Models in Healthcare: Capabilities, Challenges, and Future Directions
[IEEE] 2025-12-31 | Book Automatic Procurement Based on Knowledge Graph and Graph Neural Network
[IEEE] 2025-12-31 | Lightweight Facial Expression Recognition for Online Classrooms Based on MobileViT-P_CBAM
[IEEE] 2025-12-31 | Current Sharing Design of Multi-Chip SiC Power Module Based on 3D-Laminated Cu-Clip Architecture
[IEEE] 2025-12-31 | CoEdge-RAG: Optimizing Hierarchical Scheduling for Retrieval-Augmented LLMs in Collaborative Edge Computing
[IEEE] 2025-12-31 | Sustainable Smart Lock for Vehicle Rentals in Controlled Environment
[IEEE] 2025-12-31 | Review on Hardware Accelerator Hardware Software Co-Design for Machine Learning
[IEEE] 2025-12-31 | A Hybrid CNN-LSTM Architecture for Multiclass Intrusion Detection in IoT Networks
[IEEE] 2025-12-31 | Application of Multi Pulse Millimeter Wave Radar Combined with Remote Robot Vision Monitoring System in Flood Control
[IEEE] 2025-12-31 | Traffic Analysis and Optimization Strategies for IP Backbone Network
[IEEE] 2025-12-31 | Weakly Supervised Food Image Segmentation using Vision Transformers and Segment Anything Model
[IEEE] 2025-12-31 | Model-Based and Model-Free Control for Active Suspension System
[IEEE] 2025-12-31 | Design and Implementation of a Platform for Managing Stress and Anxiety in Higher Education Based on Wearable Devices
                    <sup>*</sup>
[IEEE] 2025-12-31 | Adaptive Voting Ensemble-Based Machine Learning Algorithm for Breast Cancer Diagnosis
[IEEE] 2025-12-31 | Adaptive Reliability Optimisation of New Energy Vehicle Gear Transmission Systems Based on Reinforcement Learning
[IEEE] 2025-12-31 | Intelligent Cyber Threat Analytics and Prediction Model for Secure Cloud Communication Systems
[IEEE] 2025-12-31 | System-Based Protection Testing with IBRs and Negative-Sequence Injection
[IEEE] 2025-12-31 | Real-Time Cognitive Emotion Mapping for Human- Avatar Interaction in VR
[IEEE] 2025-12-31 | Analysis of Mechanical Properties of High-Voltage Transmission Towers Under Wind Load
[IEEE] 2025-12-31 | Scalable and Robust AI Forecasting of University KPIs Using LSTM and Random Forest within the Lamar Data Lakehouse
