[2026-01-23 09:18:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-22
正在获取论文...
[arXiv] 2026-01-22 | JADES: Evolution of nitrogen abundances in star-forming galaxies from z ~ 1.5-7
[NO] 716/745 | Adaptive Approximation-Aware Scheduling for Heterogeneous Computing Using Reinforcement Learning
[NO] 717/745 | Efficient Data Elasticity for HPC: A Malleable Ad-hoc In-memory File System for Ephemeral Data
[NO] 718/745 | Design of Intelligent Platform for Home-based Elderly Care Services Based on Artificial Intelligence
[NO] 719/745 | On modeling knowledge graphs for representing and explaining wide-area distributed storage system
[NO] 720/745 | Q-IRIS: The Evolution of the IRIS Task-Based Runtime to Enable Classical-Quantum Workflows
[NO] 721/745 | On the Challenges of Energy-Efficiency Analysis in HPC Systems: Evaluating Synthetic Benchmarks and Gromacs
[NO] 722/745 | NIMA-STEP: A Hardware-Software Co-Design Approach for Accelerating Cellular Automata Computation
[YES] 723/745 | Evaluating Claude Code’s Coding and Test Automation for GPU Acceleration ofa Legacy Fortran Application: A GeoFEM Case Study
[NO] 724/745 | Distributed Runtime Support for Portable and Scalable Execution of Heterogeneous Applications
[NO] 725/745 | How to Promote the Win-Win Coordination of Manufacturing Enterprises’ Evolution towards Digital and Intelligent Low-carbon Transformation?
[NO] 726/745 | Orchid: Towards Heterogeneous Batched Eigenvalue Solvers
[NO] 727/745 | A Study of Scientific Research User Switching Intention for AIGC application Platforms Under Human-AI Interaction: A Push-Pull-Mooring Perspective
[NO] 728/745 | New Measurement Indicators for Market Reactions to Related Party Transaction Announcements: The Role of Budget Completion Ratio and XGBoost-Based Prediction with SHAP Interpretation (Evidence from Hong Kong)
[NO] 729/745 | Exploring I/O Performance and Power Consumption Trade-offs in Production Environments
[NO] 730/745 | Understanding LLM Checkpoint/Restore I/O Strategies and Patterns
[NO] 731/745 | Migration of Ginkgo's Jacobi-Preconditioned CG Solver to Vector RISC-V
[NO] 732/745 | A Co-Simulation Framework for Building Energy Management as a Testbed for Energy-Aware Data Movement Analysis
[NO] 733/745 | Combining System- and User-Level Approaches to Improving Energy Efficiency in GPU-Based Supercomputers
[NO] 734/745 | Fine-Tuned Sentence-BERT for HPC Job Outcome Prediction via Textual Feature Embedding
[NO] 735/745 | Identifying Technology-Driven Innovation Stages to Support Corporate Competitiveness at TV Broadcasting Industry in Indonesia Using Fuzzy Delphi Method
[NO] 736/745 | CityScaleCast: Spatiotemporal GNN for City-Scale Weather Prediction with GraphCast-Guided Parallel Modeling and Multi-Step Forecasting in Sendai
[NO] 737/745 | Real-Time Risk Control Effects of Digital Compliance Dashboards: An Empirical Study Across Multiple Enterprises Using Process Mining, Anomaly Detection, and Interrupt Time Series
[NO] 738/745 | Micro-Benchmarking Communications Libraries on the MI300A Compute Partitioning Modes
[NO] 739/745 | Intelligent retrieval and integration method of cross-source evidence for transaction disputes
[NO] 740/745 | SMOTE-Enhanced Heterogeneous Stacking Ensemble for Telecommunication Churn Prediction
[NO] 741/745 | Harvesting energy consumption on European HPC systems: Sharing Experience from the CEEC project
[NO] 742/745 | An improved PBFT consensus mechanism for traceability of medical device supply chain
[NO] 743/745 | Solving large-scale eigen problem in quantum few-body system on massive parallel computer
[YES] 744/745 | Semantic Equivalence Verification of HPC Codes Using LLMs
[NO] 745/745 | Parallelising Stream-Based Lossless Data Compression on GPUs and CPUs
筛选完成：共 745 篇；Yes = 28 篇；已保存到 papers/select_paper2026-01-22.json。
邮件发送成功！
[2026-01-23 09:31:57] 任务执行成功！
