[2026-04-28 22:57:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-27
正在获取论文...
[arXiv] 2026-04-27 | The Last Human-Written Paper: Agent-Native Research Artifacts
[IEEE] 2026-4-27 | Identification of Anomalies in the Chernoff Faces Data Using Neural Networks
[IEEE] 2026-4-27 | Differentially Fed Low-Profile and Compact Patch Antenna for Millimeter-Wave Applications
[IEEE] 2026-4-27 | Cooperative Edge Caching with Large Language Model in Wireless Networks
[IEEE] 2026-4-27 | Greedy Heuristics for Team Formation in Social Networks: Optimizing Diversity and Collaboration
[IEEE] 2026-4-27 | Large-Scale Model Enabled Semantic Communication via Robust Knowledge Distillation and Lightweight Architecture Search
[IEEE] 2026-4-27 | Decentralized Pliable Index Coding for Federated Learning in Intelligent Transportation Systems
[IEEE] 2026-4-27 | Table of Contents June 2026
[IEEE] 2026-4-27 | Hierarchical Neural Skill-Based Meta-Reinforcement Learning for Efficient Adaptability in Robotic Manipulation Tasks
[IEEE] 2026-4-27 | Adaptive Spiral Scanning for Confocal Non-Line-of-Sight Imaging
[ACM] 2026-4-28 | Establishment and Application of Enterprise Financial Shared Service Centers in Cloud Computing Environments
[IEEE] 2026-4-27 | EcoRoute: Optimized Parcel Transport via Shared Truck Space
[IEEE] 2026-4-27 | A Progressive Low-Fidelity Enhancement Framework for Physics-Guided Digital Twins
[IEEE] 2026-4-27 | Integration of Machine Learning Methods into Digital Twin Systems and Intelligent Support Systems for Nuclear Power Plant Operators
[ACM] 2026-4-27 | ARuleCon: Agentic Security Rule Conversion
[ACM] 2026-4-27 | Harnessing LLM for Noise-Robust Cognitive Diagnosis in Web-Based Intelligent Education Systems
[ACM] 2026-4-27 | Off-Policy Learning with Limited Supply
[ACM] 2026-4-27 | Position Auctions in AI-Generated Content
[ACM] 2026-4-27 | DA-RAG: Dynamic Attributed Community Search for Retrieval-Augmented Generation
[ACM] 2026-4-27 | Field Matters: A Lightweight LLM-enhanced Method for CTR Prediction
[ACM] 2026-4-27 | Unveiling the Resilience of LLM-Enhanced Search Engines against Black-Hat SEO Manipulation
[ACM] 2026-4-27 | Diffusion Generative Recommendation with Continuous Tokens
[IEEE] 2026-4-27 | TAQM: Guaranteeing Fairness and Minimizing SLA Violations for Self-Managing Datacenters
[IEEE] 2026-4-27 | A Hardware-Software Augmented Reality Complex for Ultrasound-Guided Biopsy Navigation in the Maxillofacial Region
[IEEE] 2026-4-27 | Digital Twin of a Nuclear Power Plant Unit Based on a Flexible Modeling System with Integration of Machine Learning Methods
[ACM] 2026-4-27 | Understanding Hallucinations in Large Visual and Language Models
[ACM] 2026-4-27 | Personalized Federated Fine-Tuning for LLMs via Data-Driven Heterogeneous Model Architectures
[ACM] 2026-4-27 | STG-DGR: Fraud Detection on Streaming Transaction Graphs with Diffusion-based Generative Replay
[ACM] 2026-4-27 | TraceLLM: Evaluating and Exploring Large Language Models on Trace Analysis in Microservice-based Web Applications
[ACM] 2026-4-27 | FedSRD: Sparsify-Reconstruct-Decompose for Communication-Efficient Federated Large Language Models Fine-Tuning
[ACM] 2026-4-27 | Complete, Sound, and Scalable Identification of Minimal Failure-Causing Schema
[ACM] 2026-4-27 | VisionST: Coordinating Cross-modal Traffic Prediction with Interactive Geo-image Encoding
[ACM] 2026-4-27 | Alzo: Auto-Tuning with Reinforcement Learning for DAG-based Blockchains
[ACM] 2026-4-27 | DeepUL: Deep Unlearning via Model Sparsity
[ACM] 2026-4-27 | Towards Rare Social Event Prediction via Mediator Learning
[ACM] 2026-4-27 | Grasp: Refining Semantic Graphs into Purified Knowledge for Cross-Modal Communication
[IEEE] 2026-4-27 | Development of a Comprehensive System for Modeling Digital Twins of Functional Components in Radio-Electronic Equipment
[IEEE] 2026-4-27 | Fully Distributed Control With Performance Guarantees for Swarm Robotics in Noncooperative Monotone Games
[IEEE] 2026-4-27 | Enhancing Adversarial Robustness in Transformer-Based UAV Tracking
[IEEE] 2026-4-27 | Feasibility and Validation of the HISTARFM Gap Filling Algorithm for Sentinel-2 Data
[IEEE] 2026-4-27 | Digital VariableFrequency Control Enabling Sensorless FlyingCapacitor Voltage Balancing in Multilevel Buck Converters
[IEEE] 2026-4-27 | Unified Framework and Comparative Analysis of Delay-Doppler Communication Systems
[IEEE] 2026-4-27 | Adaptive Slip Ratio Limiter Based Hierarchical Decentralized Yaw-Moment Control for IWM-EVs
[IEEE] 2026-4-27 | IEEE Tech RXIV: Share Your Preprint Research with the World!
[IEEE] 2026-4-27 | IEEE Dataport
[IEEE] 2026-4-27 | TuneS: Patient-specific model-based optimization of contact configuration in deep brain stimulation_supp1-3686927.pdf
[IEEE] 2026-4-27 | MS2ANet: A Multi-Scale Spatial-Spectrum Agent Attention Network for Crop Hyperspectral Image Unmixing
[IEEE] 2026-4-27 | Spatial-jitter model for magnetoencephalography sensor arrays
[IEEE] 2026-4-27 | U-FaceBP: Uncertainty-aware Bayesian Ensemble Deep Learning for Face Video-based Blood Pressure Estimation
[IEEE] 2026-4-27 | Intelligent Explicit Model Predictive Control of Planar Motors for High-Precision Position Tracking Applications_supp1-3670253.docx
[IEEE] 2026-4-27 | Dual-Path Conditional Diffusion Model With Attribute Consistency for Zero-Shot Fault Diagnosis
[IEEE] 2026-4-27 | Artificial Intelligence-Driven Signal Distortion Compensation Method for Fiber-Optic Microphones
[IEEE] 2026-4-27 | Structured Sparse mmWave 3-D SAR Imaging via Truncated-DCT and Toeplitz Matrix Methods_supp1-3686779.pdf
[IEEE] 2026-4-27 | Directed Acyclic Graph Convolutional Networks
[IEEE] 2026-4-27 | DC-Ada: Reward-Only Decentralized Sensor Adaptation for Heterogeneous Multi-Robot Teams_supp1-3687163.mp4
[IEEE] 2026-4-27 | AI-Driven Penetration Testing for ARM Systems: Experimental Evaluation and Deployment Framework Across Four Paradigms
[IEEE] 2026-4-27 | Abstract Sim2Real Through Approximate Information States
[ACM] 2026-4-27 | Unmasking Bots in Higher Dimensions: Message Passing over Simplexes for Bot Detection
[ACM] 2026-4-27 | Unicoon: Hypergraph-based Multi-Agent Simulation of Information Cocoons
[IEEE] 2026-4-27 | Swarm-based Optimization Method for Boundary Detection in Digital Images
[IEEE] 2026-4-27 | Dynamic Condition Modeling for Electric Drives of Rolling Mill during Angular Play Closure in Mechanical Transmissions
[IEEE] 2026-4-27 | Domain Adaptation of the Segment Anything Model for Monococci Segmentation in Microscopy Images
[ACM] 2026-4-27 | TGSBM: Transformer-Guided Stochastic Block Model for Link Prediction
[ACM] 2026-4-27 | Beyond Participation: Building a Black Community Advisory Board for Computing Research Collaborations
[ACM] 2026-4-27 | Mixture of Sequence: Theme-Aware Mixture-of-Experts for Long-Sequence Recommendation
[ACM] 2026-4-27 | LongRanker: Efficient One-Pass Document Reranking with Long-Context Large Language Models
[ACM] 2026-4-27 | Auction-Driven Utility Maximization for Multiple Federated Learning in Smart Healthcare
[IEEE] 2026-4-27 | Infrared and Visible Ship Image Fusion Based on Adaptive Cross-modal Feature Interaction and Multi-scale Frequency-domain Transformation
[IEEE] 2026-4-27 | Attention-Based Reinforcement Learning for Multi-Arm Coordination at the Edge Nodes in Industrial Internet of Things
[IEEE] 2026-4-27 | Through-Wall Human Presence Detection Using Chip-Scale Ultra-Wideband Radar and Edge-Deployed VGG16: A Feasibility Study for Rescue Applications
[IEEE] 2026-4-27 | MyoDEA: A Self-Sensing Dielectric Elastomer Actuator for Real-Time Muscle Stiffness Monitoring
[IEEE] 2026-4-27 | An Efficient LiDAR-Camera Fusion Network for Multi-Class 3D Dynamic Object Detection and Trajectory Prediction
[IEEE] 2026-4-27 | Fundamental Rate-CRB Tradeoff in MIMO Downlink Systems for Integrated Sensing and Communication
[IEEE] 2026-4-27 | Designing a UWB Printed Flag-Shaped Antenna with Circular Polarization Using Characteristic Mode Analysis
[IEEE] 2026-4-27 | Toward the Use of a Block of Two Planar Spiral Solenoids in High-temperature Magnetostrictive Sensors Based on Torsional Waves
[ACM] 2026-4-28 | Proceedings of the 2025 International Conference on Digital Transformation and Management
[ACM] 2026-4-28 | An Intelligent Hybrid PLS-SEM and ANN of Smart Device Dependency among Migrant Children
[IEEE] 2026-4-27 | Decomposition of Critical Information Infrastructure Objects for Creating a Digital Twin in Information Security Threat Modeling
[IEEE] 2026-4-27 | Development of a Client-Server Module for Processing Data from Various Transmission Protocols to Demonstrate Work in VR
[IEEE] 2026-4-27 | Dispatcher-Oriented Digitalization of Maintenance Processes for Railway Signalling and Telecommunication Systems
[IEEE] 2026-4-27 | Multi-Pass UAV LiDAR Point Cloud Densification Using MLS/RBF Interpolation
[IEEE] 2026-4-27 | The Use of Artificial Intelligence as an Expert
[IEEE] 2026-4-27 | Improving the Use of Sedative Medications in Dental Treatment of Children with Autism Spectrum Disorders Based on AI Technologies
[IEEE] 2026-4-27 | Inertial Crosswalk-Crossing Detection for Visually Impaired Navigation Using Deep Learning
[IEEE] 2026-4-27 | Investigation of Charging Mechanisms in PEO With SPIS Simulation Tool
[IEEE] 2026-4-27 | Deep Radar Perception Network with RTK Supervision for Slow-Moving UAV Detection
[IEEE] 2026-4-27 | Salient Object Detection via Cross-Model Interaction and Wavelet-guided Edge Refinement
[IEEE] 2026-4-27 | Call for Nominations 2026 IEEE Chenming Hu Early Career Award Announcement
[IEEE] 2026-4-27 | Instantaneous Complex Phase and Frequency: Conceptual Clarification and Equivalence between Formulations
[IEEE] 2026-4-27 | CoMAEA: A Collision-Avoiding Multi-Agent Evolutionary Algorithm for Coverage Path Planning_supp4-3665409.mp4
[IEEE] 2026-4-27 | Near-Optimal MDS Codes with Configurable Sub-Packetization_supp1-3687086.pdf
[IEEE] 2026-4-27 | Power Modules Lifetime Estimation Under Compound Tests
[IEEE] 2026-4-27 | Power-Superimposed SC-FDE for Underwater Integrated Sensing and Communication over Doubly Selective Channels
[IEEE] 2026-4-27 | Multivariate Sensitivity Analysis of Electric Machine Efficiency Maps and Profiles Under Design Uncertainty
[IEEE] 2026-4-27 | A Novel Gradual Inference Approach for Handling Perturbations in Sparse CrowdSensing
[IEEE] 2026-4-27 | Enhancing Positioning Accuracy of Wrist-Worn Instrumentation: A Factor Graph-Based Fusion of GNSS and Inertial Measurements
[IEEE] 2026-4-27 | General Type-2 Hierarchical Fuzzy Model-Agnostic Explanation of Image Classification for XAI_supp1-3686974.pdf
[IEEE] 2026-4-27 | Output Feedback Stabilization of Reaction-Diffusion Equations in $H^{2}$-norm
[IEEE] 2026-4-27 | Agentic AI for UAV Trajectory Optimization and Fair Computation Offloading in Complex Low-Altitude Environments
[IEEE] 2026-4-27 | A Distributed Scheduling Algorithm for TDMA in Diffusion-Based Molecular Communications: Concept and Practical Consideration
[IEEE] 2026-4-27 | DQN-based Fair Resource Unit Allocation for Multi-AP Coordinated OFDMA Wi-Fi Networks
[IEEE] 2026-4-27 | Integrated Energy-Efficient Scheduling of Distributed Flow Shop and Distribution Using a Q-Learning-Based Multi-Objective Cooperation Evolutionary Algorithm_supp1-3684022.docx
[IEEE] 2026-4-27 | Towards robust quantitative photoacoustic tomography via learned iterative methods_supp1-3687027.pdf
[IEEE] 2026-4-27 | Evaluation of Classical and Ensemble Machine Learning Algorithms in KNN-Based Missing Data Imputation
[IEEE] 2026-4-27 | Learning of a Spiking Neural Network with Feedback from the External Environment on Bio Realistic Patterns
[IEEE] 2026-4-27 | The Impact of Normalization on Regression-Based Crop Yield Prediction: Accuracy and Efficiency Analysis
[IEEE] 2026-4-27 | Formation of a Digital Twin of an Object's Geometry for Electrical Impedance Tomography Tasks
[IEEE] 2026-4-27 | Context-Driven Automation of Cyber Incident Response in SOC
[IEEE] 2026-4-27 | Binary Classification of Single-Lead Electrocardiogram Using Machine and Deep Learning Methods
[IEEE] 2026-4-27 | Improving the Reliability of Monitoring Methods for Railway Automation and Telemechanics Wayside Equipment through the Use of a Hybrid Network Based on GSM and CDMA
[IEEE] 2026-4-27 | Architecture of a Social Engineering Security System Using Artificial Intelligence
[ACM] 2026-4-27 | MoE-LC: General-Purpose Lossless Compression for Multi-modal Data via Entropy-Aware Multi-Experts
[ACM] 2026-4-27 | What Are You Reading?
[ACM] 2026-4-27 | Anchor Drift No More: Hierarchical Consistency-Guided Prompt Distillation for Incomplete Multimodal Learning
[ACM] 2026-4-27 | S
                    <sup>2</sup>
                    CDR: Smoothing-Sharpening Process Model for Cross-Domain Recommendation
[ACM] 2026-4-27 | Expectation-Maximization Driven Contrastive Disentanglement for Generalized Category Discovery
[ACM] 2026-4-27 | Additively Competitive Secretaries
[ACM] 2026-4-27 | Evolving Proxy Kills Drift: Data-Efficient Streaming Time Series Anomaly Detection
[ACM] 2026-4-27 | <scp>Forge:</scp>
                    A Robust Multi-tab Website Fingerprinting Attack via Blind Source Separation
[ACM] 2026-4-27 | Generalizable Graph-level Anomaly Detection via Prompted Anomaly Expansion and Normality Extraction
[ACM] 2026-4-27 | Simple-Sampling and Hard-Mixup with Prototypes to Rebalance Contrastive Learning for Text Classification
[ACM] 2026-4-28 | Research on a Digital Risk Scoring Model for Cross-Border Transactions Integrating Buyer Behavior and Logistics Data
[IEEE] 2026-4-27 | PHFNet: A Parallel Hybrid Fusion Network with Linear Attention for Infrared Small Target Detection
[ACM] 2026-4-27 | Explainable Rice Disease Detection Via Swin Transformer and Large Language Model Powered Visual-Textual Interpretation
[IEEE] 2026-4-27 | Greenland Ice Mass Change: Identifying the Drivers Behind the Recent Deceleration in Ice Mass Loss_supp1-3686790.docx
[IEEE] 2026-4-27 | Efficient L1-TV1 inversion of the vertical gravity gradient with application to the Vinton salt dome
[IEEE] 2026-4-27 | Impulsive Observer-Based Fault-Tolerant Control for Singular PDE Systems: Application to Input–Output Control System
[IEEE] 2026-4-27 | Data-Driven Privacy-Preserving Modeling and Frequency Regulation with Aggregated Electric Vehicles via Bilinear Hidden Markov Model
[IEEE] 2026-4-27 | A Lightweight Multi-articular Passive Exoskeleton Using a Single Elastic Band to Improve Crouch Gait Pattern: A Pilot Study
[IEEE] 2026-4-27 | Table of Contents
[IEEE] 2026-4-27 | An IoT-Driven Redundant Clustering Framework for Reliable E-Health Communication in Emergencies
[IEEE] 2026-4-27 | An Intrusion Feature Selection Method Based on Feature Distribution and Gini Impurity
[IEEE] 2026-4-27 | A Deep Reinforcement Learning-Based Fast Scheduling Approach for Dynamic Incremental Flows in Time Sensitive Networking
[IEEE] 2026-4-27 | Risk-Assessment and Visual Perception of Autonomous Microrobots using Model-free Reinforcement Learning to Cope with Multi-challenging Environments_supp1-3686841.mp4
[IEEE] 2026-4-27 | An Intelligent Optimization-Driven Clustering Routing Protocol for Industrial IoT Performance Boosting
[IEEE] 2026-4-27 | RADRON: Cooperative Localization of Ionizing Radiation Sources by MAVs With Compton Cameras
[IEEE] 2026-4-27 | Dual-Offset Trajectory Recovery on Roads With Dynamic Transition Probability
[IEEE] 2026-4-27 | Temporal Source Recovery for Time-Series Source-Free Unsupervised Domain Adaptation_supp1-3681762.pdf
[IEEE] 2026-4-27 | A Novel Type-1 FLL Based on Adaptive Time-Delayed Signal Cancellation Pre-Filter for Fast Grid Frequency Detection
[IEEE] 2026-4-27 | Adversary-Resilient Deep RL for Joint Opportunistic Channel Aggregation and Packet-Size Adaptation Under Proactive Jamming Attacks
[IEEE] 2026-4-27 | Improving Driver Emotion Recognition Using Structure-Detail-Aware Blind Super-Resolution_supp1-3681915.pdf
