[2026-08-08 22:28:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-07
正在获取论文...
[IEEE] 2026-8-7 | Resolving Cognitive Dissonance for Agentic AI via Self-Distilled Collaborative Perception
[IEEE] 2026-8-7 | A Study on Multi-Dimensional Evaluation of Product Design Based on AI Agent and Multi-Criteria Decision-Making - A Case Study of Red Dot and If Design Award Winners
[IEEE] 2026-8-7 | Research on Integrating Renewable Energy Sources into Smart Grids for Enhanced Power System Stability
[IEEE] 2026-8-7 | Advantages, Disadvantages, and Prospects of Online Painting Learning Platforms
[IEEE] 2026-8-7 | Integer Linear models for efficient optical fiber sourcing on a wholesale market
[IEEE] 2026-8-7 | AI-Driven Enhancement of Intrusion Detection Systems with Generative Adversarial Networks
[IEEE] 2026-8-7 | Quantitative Study on the Factors Influencing the Visual Attraction of Historical Commercial Streets: A Case Study of Jimo Ancient City
[IEEE] 2026-8-7 | From Digital Reproduction to Cultural Symbiosis: A Pathway of Integration and Co-Creation in the Digitization of Cultural Artifacts
[IEEE] 2026-8-7 | Geoacoustic Inversion in Shallow Water via Differentiable Modeling
[IEEE] 2026-8-7 | Machine Learning-Based Delivery Time Prediction for Low-Carbon Food Delivery
[IEEE] 2026-8-7 | AI-Driven Decision Support Systems for Lifestyle Modification in Cancer Prevention: Personalisation, Technologies and Ethical Challenges*
[IEEE] 2026-8-7 | Cloud-Based Online Learning Platform
[IEEE] 2026-8-7 | Study on the Revitalization Path of Heritage Musical Instruments Driven by Multisensory Technology—Bronze Drum Interaction Device Design Demonstration
[IEEE] 2026-8-7 | A Stacking Classifier Approach for Company Performance Classification
[IEEE] 2026-8-7 | A Denoising Diffusion Probabilistic Model-Based Reconstruction System for Underwater Ship Radiated Noise Signal
[IEEE] 2026-8-7 | CSI Prediction Using Diffusion Models
[IEEE] 2026-8-7 | Research on the Impact of Color Attributes on Product's Cuteness Perception and Optimization Design Strategies
[IEEE] 2026-8-7 | HABFusion: A Multimodal Fusion Framework for Multi-Step Harmful Algae Bloom Prediction with Longer-Term Lead Time
[IEEE] 2026-8-7 | Adaptive Multi-Subspace Tracking for Robust Small Target Detection in Non-Stationary Shallow Water Reverberation
[IEEE] 2026-8-7 | Development of Single-sided Frequency Mixing Ultrasonic Transducers for Detecting Micro-defects in Pipeline Welds
[IEEE] 2026-8-7 | A Study on the Interference Suppression of CMOS MEMS Monolithic Integrated Infrared Detectors Under Environmental Temperature Variations and Electromagnetic Radiation
[IEEE] 2026-8-7 | A Method for Monitoring Tool Wear Based on the Coupling of Digital Twin and Tribological Mechanism
[IEEE] 2026-8-7 | Inventory Control with a Fixed Ordering Cost and Demand Learning
                    <sup>*</sup>
[IEEE] 2026-8-7 | Digital Preservation of Intangible Cultural Heritage Under Multimodal Data Fusion: A Case Study of the Jinjia Street Exhibition Hall in Dalian
[IEEE] 2026-8-7 | Exploring the Limits of AI Cryptanalysis with Semantic Discrimination Evaluation: From Enigma to RSA
[IEEE] 2026-8-7 | Invisible FaceMask: Active Defense Technologies Against Deepfake
[IEEE] 2026-8-7 | Reduced-Order Dynamics Modeling of Deep-Sea Mining Vehicles Considering Slip-Sinkage Coupling
[IEEE] 2026-8-7 | A Ship Target Modulation Feature Extraction Method Based on Vmd-Cycbd
[IEEE] 2026-8-7 | Smart Deep Learning System for Real-Time Driver Drowsiness and Yawn Detection to Enhance Road Safety
[IEEE] 2026-8-7 | Photovoltaic Power Forecasting: Benchmarking Deep Learning Architectures for Scenario-Based Production Scheduling
[IEEE] 2026-8-7 | Gate-Optimized Borrow-Select Subtractor Architectures for Energy-Efficient CMOS Arithmetic Units
[IEEE] 2026-8-7 | A Unet++ Model That Employs Automated Ai for the Analysis of Facial Recognition, Detection, and Segmentation, Which Also Encompasses the Examination of Wrinkles
[IEEE] 2026-8-7 | Velocity Tracking for Underactuated Unmanned Surface Vehicles via Deep Koopman Model Predictive Control
[IEEE] 2026-8-7 | GenEdu: Personalized Learning with Retrieval-Augmented Generative AI and Dual-Layer Evaluation
[IEEE] 2026-8-7 | Few-Layer MoSe
                    <sub>2</sub>
                    Nanomechanical Resonator with High Laser-Power-to-Frequency Responsivity at Room Temperature
[IEEE] 2026-8-7 | Localization of Conveyor Line for Unmanned Forklift Based on Improved YOLOv10
[IEEE] 2026-8-7 | Coordinated Optimization of Hybrid Energy Storage System Sizing and Energy Management for Wave Energy Converter Applications
[IEEE] 2026-8-7 | H2K-Former: A Deep Learning-Based Hierarchy-Aware Transformer Reranker for Traditional Chinese Medicine Retrieval
[IEEE] 2026-8-7 | Sound-Speed-Ratio Inversion for Seabed Sediments Using Multi-Angle Sub-Bottom Profiler Data from a Parametric Array
[IEEE] 2026-8-7 | EY-Lite: A Computation-Efficient and Robust Framework for Real-Time Student Behavior Detection
[IEEE] 2026-8-7 | Analysis of the Site Characteristics of Traditional Villages Based on AI Image Recognition Technology: A Case Study of Traditional Villages in Northern Fujian
[IEEE] 2026-8-7 | Reassessing the Promises of AI in Commercial Arbitration: Do the Advantages Really Hold Up?
[IEEE] 2026-8-7 | Experimental Verification of Vibration-Based Unbalance Detection in a PMSM Drive Using a CNN-Based Classification Framework
[IEEE] 2026-8-7 | Seeds of Tomorrow: Pioneering a Transparent Future in Indian Agriculture
[IEEE] 2026-8-7 | Development of a Soft Start for DC Circuit Breakers in Seafloor Network Power Systems
[IEEE] 2026-8-7 | Engineering Readiness Assessment for IFRS 17 Claims Processing: A Data Integrity and Auditability Framework
[IEEE] 2026-8-7 | Analysis of Motor &amp; Wheel Steering Model Based on ADAS
[IEEE] 2026-8-7 | Depth Control of an AUV Using Bow and Stern Horizontal Rudders: Methodology and Experimental Validation
[IEEE] 2026-8-7 | Analyzing Student Sentiment in Literature Discussions Using Machine Learning Techniques
[IEEE] 2026-8-7 | Attention-Based Deep Learning for Early Cancer Detection from Circulating Tumor DNA
[ACM] 2026-8-8 | Large Language Models and Social Media Information Integrity: Opportunities, Challenges, and Research Directions
[IEEE] 2026-8-7 | Design Thinking for Fostering Innovation in Logistics
[IEEE] 2026-8-7 | Design of control laws for partially observable timed event graphs with disturbances inputs under hybrid constraints
[IEEE] 2026-8-7 | From Legal Advice to Legal Automation: the Scope of AI in Providing Accessible Legal Services
[IEEE] 2026-8-7 | Research on User Behavioral Characteristics of AI Video Tools Based on Online Text Data and Questionnaire Data
[IEEE] 2026-8-7 | AI-Assisted Analysis of Guzheng Performance Body Movements: Innovation Through Motion Recognition Technology
[IEEE] 2026-8-7 | A Study on Parent-Child Product Design Focusing on Father's Participation Based on the Analytic Hierarchy Process Methodology
[IEEE] 2026-8-7 | The Impact of Increasing Foreign Direct Investment in the Fashion Industry on Export Prices
[IEEE] 2026-8-7 | An Attention-Driven Autoencoder with Dual- Domain Modulation for High-Fidelity Ultrasound Speckle Suppression
[IEEE] 2026-8-7 | Identification of the Control Object Dynamics by Symbolic Regression
[IEEE] 2026-8-7 | Theoretical and Computational Analysis of Airflow-Induced Leaf Collection Mechanism in a Selective Tea Harvesting End-Effector
[IEEE] 2026-8-7 | Research on Optimization Strategies for Homestay Space Based on Visual Hotspots and Integration Degree: A Case Study of the Characteristic Homestays in Bali, Wafangdian
[IEEE] 2026-8-7 | Trajectory Tracking Control of AUV-Towed Array Systems: A Transverse Function and HOCBF Approach
[IEEE] 2026-8-7 | Research on the Optimization of Macau's Urban Cultural Light Environment Based on Tourist Satisfaction
[IEEE] 2026-8-7 | An Improved YOLOv8n Algorithm for Crack Detection
[IEEE] 2026-8-7 | Sample-Efficent ASV Trajectory Tracking: A Model-Based Reinforcement Learning Approach Using Encoder-Decoder Predictors
[ACM] 2026-8-7 | Decoding Intent from Fragments: Structure-Aware Late Interaction for Concept-Level EEG-to-Text Retrieval
[ACM] 2026-8-7 | Beyond Linear Dynamics: Neural Bilinear Dynamical Models for Time Series Forecasting
[ACM] 2026-8-7 | APEX-SQL: Talking to the data via Agentic Exploration for Text-to-SQL
[ACM] 2026-8-7 | Towards Sustainable Growth: A Multi-Value-Aware Retrieval Framework for E-Commerce Search
[ACM] 2026-8-7 | Generative Recommendation for Large-Scale Advertising
[ACM] 2026-8-7 | NSR-Boost: A Neuro-Symbolic Residual Boosting Framework for Industrial Legacy Models
[ACM] 2026-8-7 | Attention Heads Hold the Key to Understanding Safety Mechanisms in Large Language Models
[IEEE] 2026-8-7 | The Role of NTNs in Integrating Ground and Aerial Users for 3-D Intelligent Transportation Systems
[IEEE] 2026-8-7 | Advertisement
[IEEE] 2026-8-7 | A Medium-term Daily Electricity Consumption Forecasting Method with Dynamic Response Law Constraints and Meteorologically Similar Days
[IEEE] 2026-8-7 | Descriptor: (UW-TransStereo)_supp1-3721416.pdf
[IEEE] 2026-8-7 | AIC 2026 Copyright Page
[IEEE] 2026-8-7 | Title Page iii
[IEEE] 2026-8-7 | A Freshness-Aware Architecture for C-V2X: Integrating Fully Decoupled RAN with MEC
[IEEE] 2026-8-7 | A DVS-Enabled SIMO Converter Using Adaptive Dual-Window Synthetic Current Control for 0.02 mV/mA Cross Regulation and 90.8% Peak Efficiency
[ACM] 2026-8-8 | QCutSim: Accelerating Quantum Circuit Cutting Simulation on Consumer-Grade Classical Systems
[IEEE] 2026-8-7 | MNF-YOLOv11: Multi-Node Fusion for Broadband Detection and Recognition of Underwater Acoustic Communication Signals
[IEEE] 2026-8-7 | Construction of CIDOC CRM Knowledge Ontology for the Digitalization of Southern Lion Dance Culture
[IEEE] 2026-8-7 | Explainable Multimodal Deepfake Detection Framework Using Hybrid Models
[IEEE] 2026-8-7 | Asymmetric Van der Waals Contact Engineering for Tunable Carrier Transport in MoS₂ Transistors
[IEEE] 2026-8-7 | Underwater Acoustic Reflection Mechanism of Honeycomb Panels
[IEEE] 2026-8-7 | Research on Enterprise Financial Risk Early Warning and Dynamic Assessment Model Based on Deep Learning
[IEEE] 2026-8-7 | Supervised Underwater Stereo Matching with Adaptive Color Correction: A Simplified Crossdomain Approach
[IEEE] 2026-8-7 | Enterprise Digital Invoice Data Processing Model and Tax Analysis Application Based on Data Pipeline Technology
[IEEE] 2026-8-7 | A Wafer-Level Thin-Film Vacuum Encapsulation Process for High-Sensitivity Silicon MEMS Resonant Differential Pressure Sensors
[IEEE] 2026-8-7 | Encounters with the Sculptural in the Digital Age - Navigating Materiality and Narrative of Post-Human Art
[IEEE] 2026-8-7 | Research on the Protection and Inheritance of the Appearance Morphology of Historical Buildings Based on Digital Twin Technology
[IEEE] 2026-8-7 | Statistical Transmit Beamforming for Underwater Acoustic Communications
[IEEE] 2026-8-7 | HyperspectralCNN: An Efficient Deep Architecture for Hyperspectral Image Classification
[IEEE] 2026-8-7 | Performance Evaluation of SINS/USBL Cooperative Positioning for UUVs Under Intermittent Working Modes
[IEEE] 2026-8-7 | A Kano Model-Based Study of Modular Smart Homes in Small Family Dwellings for Youth Groups
[IEEE] 2026-8-7 | Design, Optimization, and Experimental Validation of a 3-DOF Parallel Robotic Ankle Based on a 2SPU-1RU Architecture
[IEEE] 2026-8-7 | A Framework for Fairness Evaluation in Academic Recommender Systems: Evidence from Scholarly Data
[IEEE] 2026-8-7 | Depth-Diversity Optimization of Distributed Buoy Deployment in Complex Island-Reef Environments
[IEEE] 2026-8-7 | Dream-X: Aromatherapy Product Design for Sleep Disorder Relief Under Digital Therapy Theory
[IEEE] 2026-8-7 | A Multimodal Emotion-Aware Chatbot for Mental Well-Being Using Text and Facial Expression Analysis
[IEEE] 2026-8-7 | Schema-Constrained Quadruple Extraction from Emergency Plansvia Domain-Specific Supervised Fine-Tuning
[IEEE] 2026-8-7 | Lightweight Semantic 3D Mapping in Sewer Pipes Leveraging Cylindrical Geometry
[IEEE] 2026-8-7 | Research on the Spatial Distribution of Building Entrances Along Streets Based on Self-Collected Street View Images and Deep Learning Models
[IEEE] 2026-8-7 | Research on Multi Modal Interactive Design Model for Cultural Relic Exhibition: Integration of MDA Framework and Flow Theory
[IEEE] 2026-8-7 | M-GRAD: Fusing Heterogeneous Logs into AI-Driven Graphs for Anomaly Detection and IP Risk Analysis
[IEEE] 2026-8-7 | Intelligent Prediction and Optimization of Acoustic Absorption Characteristics of Underwater Robot Hulls Based on Deep Neural Networks
[IEEE] 2026-8-7 | On the Regeneration Path of Industrial Heritage Protection and Cultural Tourism Integration Development--Taking the Construction of Taoxichuan Cultural and Creative Neighborhood in Jingdezhen as an Example
[IEEE] 2026-8-7 | Experimental Realization of Ta
                    <sub>2</sub>
                    O
                    <sub>5</sub>
                    -Based All-Solid-State Lithium-Ion Battery with High-Temperature Stability
[IEEE] 2026-8-7 | Evaluation of NAP-based approaches for monitoring Neural Network classifiers
[IEEE] 2026-8-7 | LungNet-CT: A Unified Deep Learning Framework for Efficient Lung Cancer Classification from CT Images
[IEEE] 2026-8-7 | Driver Safety System for Drowsiness Detection and Cabin Environment Monitoring
[IEEE] 2026-8-7 | A lazy control strategy layer in validating daily-plan of multi-energy systems
                    <sup>*</sup>
[IEEE] 2026-8-7 | A Dynamic Evaluation Model for Intelligent Design Creativity Based on Complexity Systems and Spherical Fuzzy Sets
[IEEE] 2026-8-7 | Design and Implementation of a Digital Interactive System for Fuzhou Shadow Puppetry Based on Unity3D
[IEEE] 2026-8-7 | Modelling Nonlinear Coefficients in Frequency Combs Based on Coupled Resonators and Parametric Excitation
[IEEE] 2026-8-7 | A Hybrid Surface-Deep Flexible Array for Simultaneous Cross-Scale Neural Recordings in Freely Moving Mice
[IEEE] 2026-8-7 | Learning to Smooth: Mitigating Energy Waste in High-Maneuverability Turns for Hovering AUVs Formation
[IEEE] 2026-8-7 | Communication-Decision-Aware $\beta$-Divergence Convolutive Nonnegative Matrix Factorization for Underwater Acoustic Dolphin Whistle Signal Enhancement
[IEEE] 2026-8-7 | Minimizing Dwell-Time Conservatism in Supervisory Fault-Tolerant Control: An LMI-Based Approach
[IEEE] 2026-8-7 | A Joint Framework for Video Deepfake Detection and Frame-Level Provenance Protection
[IEEE] 2026-8-7 | Broadband Topological SAW Energy Localization via PnC Heterostructures
[IEEE] 2026-8-7 | Exploring Scene Design in Interactive Narrative Digital Games
[IEEE] 2026-8-7 | Privacy-Preserving VPKI Using Federated Learning for Cross-Domain Vehicle Authentication
[IEEE] 2026-8-7 | Semi-supervised Dual Siamese Networks Mutual Correction Framework for 3D Medical Image Segmentation
[IEEE] 2026-8-7 | Analysis of Land Use Change and Its Ecological and Environmental Effects in Zhuanghe, Liaoning Province
[IEEE] 2026-8-7 | Tightly-Coupled Fusion of DVL in Graph-based Visual-Inertial Odometry
[IEEE] 2026-8-7 | Research on the Evaluation of Sustainable Rural Revitalization Under Digital Technology
[IEEE] 2026-8-7 | Design-Based Carbon Reduction Strategies for Green Infrastructure Under Dual-Carbon Background: A Case Study of the Cycling Station
[IEEE] 2026-8-7 | A Self-Organizing Encirclement Method for Swarm Robots Based on Encirclement Strategy
[IEEE] 2026-8-7 | Implementation of Recurrent Neural Networks to Predict the Price of Blue Chip Stocks in the Indonesian Capital Market
[IEEE] 2026-8-7 | Internal Wave Detection Based on HF Radar Measured Surface Current Map
[IEEE] 2026-8-7 | An Optimal Control Framework for Personalized Chemotherapy: EKF State Estimation and DDPG Optimization
[IEEE] 2026-8-7 | A Simultaneous Current Profiling and Bottom Tracking Algorithm for LADCP Based on Clipped Echo Restoration
[IEEE] 2026-8-7 | Portable Device for Angular Measurement and Muscle Activation of the Knee in the Sagittal Plane
[IEEE] 2026-8-7 | Research on the Innovative Design and Evaluation of Dunhuang Patterns in Ceramic Art Based on AIGC
[IEEE] 2026-8-7 | Reconstruction of City Cultural Experience Service Systems Under the Background of Digital Intelligence
[IEEE] 2026-8-7 | Real-Time Measurement of Single-Cell Rotation Speed With OET System
