[2026-08-28 02:37:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-27
正在获取论文...
[arXiv] 2026-08-27 | Bochner Stability for B-stable DIRK Schemes
[arXiv] 2026-08-27 | Tether the Subject, Release the Scene: Query-Aware Memory Routing for Long-Horizon Autoregressive Video Generation
[arXiv] 2026-08-27 | When Memory Takes Gradients: Collaborative Vector Memory for Agentic Recommender Systems
[arXiv] 2026-08-27 | Repeated Growth and Hot Delamination of Single-Crystal Graphene: A Two-Kilometer Process-Design Assessment with hBN as a Separate Case
[arXiv] 2026-08-27 | When Is the Sharp Covariance Envelope Tight? Feature-Only Geometry for Volume-Sampled Least Squares
[arXiv] 2026-08-27 | Switchable giant room-temperature nonlinear Hall effect in Bilayer Graphene
[arXiv] 2026-08-27 | BekchiAI: Measuring, Observing, and Controlling LLM Agents in One Click
[arXiv] 2026-08-27 | Order Matters: A Chinese Multi-Panel Meme Benchmark for Vision-Language Reasoning
[arXiv] 2026-08-27 | Coupled-channel scattering from artificial confinement
[arXiv] 2026-08-27 | Simulations and flavour-scheme studies for Higgs-boson production in association with charm quarks
[arXiv] 2026-08-27 | A Geometry-Driven, Framework-Agnostic Optimization for Object Pose Estimation
[arXiv] 2026-08-27 | From Reasoning to Pixels: Grounded Medical Multimodal LLMs for VQA and Segmentation
[arXiv] 2026-08-27 | Self-selective growth of GaAs1-xBix on GaAs zinc blende/wurtzite nanowire heterostructures
[arXiv] 2026-08-27 | Energy-dependent slow collective flavor conversion of supernova neutrinos
[arXiv] 2026-08-27 | When Relationships Break: Interpreting Network Traffic Anomalies via Dependency Violations
[arXiv] 2026-08-27 | Joint Spectrum and Airspace Resource Optimization for Low-altitude Wireless Network
[arXiv] 2026-08-27 | SAGE: Variate-Wise Semantic Augmentation for Vision-Language Time Series Forecasting
[arXiv] 2026-08-27 | Lower order term for the fractional Laplacian with a Hardy potential
[arXiv] 2026-08-27 | Machine Learning Based ROI Segmentation for Beam Imaging Diagnostics at Accelerators
[arXiv] 2026-08-27 | Quantum Chaos and Spread of States in Krylov Subspace: A Topical Review
[arXiv] 2026-08-27 | Evolutes, involutes and parallels of Legendre curves in hyperbolic and de Sitter 2-spaces via rotational transformations
[arXiv] 2026-08-27 | The Saito determinant for extended affine Weyl discriminant strata
[arXiv] 2026-08-27 | On the existence of maximal foliations in general relativity
[arXiv] 2026-08-27 | Behavior2Trip: Towards Personalized Travel Planning via User Behavior Trajectory
[arXiv] 2026-08-27 | On bubbling of Fueter maps
[arXiv] 2026-08-27 | Rapid On-Robot Learning for Dynamic Manipulation Skills: Robot Juggling
[arXiv] 2026-08-27 | On the Indistinguishability of Human v/s AI Generated Text
[arXiv] 2026-08-27 | Online Joint Calibration of Steering Offset and Planar LiDAR Extrinsics for Wheeled Mobile Robots
[arXiv] 2026-08-27 | Self-Reflective Multi-modal Reasoning for Short-Video Fake News Detection
[arXiv] 2026-08-27 | Emotion Understanding in Streaming Video with Trajectory-Aware Reliability
[arXiv] 2026-08-27 | Linear and Nonlinear Latent-Space Reduced-Order Models for the Rayleigh--Taylor Instability
[arXiv] 2026-08-27 | AI Control Scientist: LLM-driven Agentic System for Automated Control Design
[arXiv] 2026-08-27 | Dual-Symmetrized Construction of Electromagnetic Beams Beyond the Paraxial Approximation with an Explicit Separation of Scalar and Vectorial Corrections
[arXiv] 2026-08-27 | Cross-Architecture Knowledge Distillation from a Vision Foundation Model to a Lightweight Visual State Space Model for Tea Leaf Disease Classification
[arXiv] 2026-08-27 | Categorizer Automata for Discounted-Sum Payoffs
[arXiv] 2026-08-27 | Equal Ranking Quality, Different Decisions: Training Order-Consistent LLM Scorers
[arXiv] 2026-08-27 | Compactness and the essential norm on Bergman spaces of the Siegel upper half-space
[arXiv] 2026-08-27 | Decay estimates for the Schrödinger operators with electro-magnetic potentials in dimension two with obstructions at zero energy
[arXiv] 2026-08-27 | STREAM: An Objective-Driven and Uncertainty-Aware Framework for Industrial Energy Data Acquisition
[arXiv] 2026-08-27 | Graph-Guided Selective Unlearning for Language Models: Controlling Support Routes Beyond Forget Seeds
[arXiv] 2026-08-27 | Deriving subdiffusion equations from general Renewal--Jump dynamics
[arXiv] 2026-08-27 | Rethinking Message Passing as Retrieval for Text-Attributed Graph Learning
[arXiv] 2026-08-27 | UniGeo: A Multi-modal Large Language Model for Text-Guided Cross-View Geo-Localization
[arXiv] 2026-08-27 | Circular Dichroism Spectroscopy of Single Objects: Problems, Artifacts, and Corrections
[arXiv] 2026-08-27 | Beyond Atomic Layouts: Compositional Design Understanding with Vision-Language Models
[arXiv] 2026-08-27 | The Find Rows and Columns and Decode algorithm for quantum expander codes
[arXiv] 2026-08-27 | Common Geodesics Do Not Guarantee Fisher Consistency of the Structured SVM: Minimal Counterexamples and a Tree-Metric Classification
[arXiv] 2026-08-27 | Scale Invariance and Compact Star Matter
[arXiv] 2026-08-27 | You may implement this later: Cofunctors as partial implementations
[arXiv] 2026-08-27 | When Text Misleads: Inconsistent-Aware Reasoning for Audio-Grounded Dialogue
[arXiv] 2026-08-27 | Temporal Sensitivity Analysis of Tessera Embeddings
[arXiv] 2026-08-27 | Conditional contraction coefficients and their applications to quantum networks
[arXiv] 2026-08-27 | NGTS clusters survey - VI: Stellar rotation in seven young open clusters within the PLATO LOPS2 field
[arXiv] 2026-08-27 | Ancient-Bench: A Comprehensive Multi-millennial, Multi-medium, and Multi-script Benchmark for Ancient Chinese Artifact Text Recognition
[arXiv] 2026-08-27 | Well-posedness and regularity of stochastic heat equations on moving domains
[arXiv] 2026-08-27 | Physical-Layer Fingerprint-Space Capacity Analysis for 100BASE-TX Devices in IIoT
[arXiv] 2026-08-27 | Diffusion Policies for Short-Horizon Planning in Robot Crowd Navigation
[arXiv] 2026-08-27 | Ultra Low-Power, Lightweight, Probabilistic RSS-Based Path Reconstruction: A System for Landscape-Scale Bee Tracking
[arXiv] 2026-08-27 | Planning a Shared Modular Fixture Layout Across Robotic Disassembly Stages
[arXiv] 2026-08-27 | Quantifying the effects of nickel on Earth's inner-core nucleation
[arXiv] 2026-08-27 | The Wasserstein Distance for Mortality Comparisons: Absolute versus Net Differences in Survival
[arXiv] 2026-08-27 | Lunar Generalizations of the Euclidean Minimum Spanning Tree in the Plane and their Expected Costs
[arXiv] 2026-08-27 | Kramers pseudospin and the quantum number proposed for the many-electron Dirac?Coulomb Hamiltonian
[arXiv] 2026-08-27 | SecureDrive-FL: Joint Differential Privacy and Gradient-Aware Selective Homomorphic Encryption for Federated Driver Monitoring
[arXiv] 2026-08-27 | Emergent Skyrmion Hall Effect in $d$-wave Altermagnets at Finite Temperature
[arXiv] 2026-08-27 | Stochastic Transport and Wave Interactions for Multiscale Surface Gravity Waves: Part II: Kinetic Theory and Ocean-Wave Applications
[arXiv] 2026-08-27 | The Framing Gap: Indirect Prompt-Injection Exfiltration Defeats Surface-Level Defenses in Tool-Using Agents
[arXiv] 2026-08-27 | Bug Localization from Bug Reports: A Multi-Objective Approach
[arXiv] 2026-08-27 | Challenging Benchmarks for Diagrammatic Equivalence of Circuits in TPTP and SMT-LIB
[arXiv] 2026-08-27 | A Contract-Centered Architecture for Scalable and Manageable Agentic Runtimes
[arXiv] 2026-08-27 | Sequential and distributive dual futile cycle: Hopf bifurcation can occur under parameter-rich kinetics but cannot occur under mass action kinetics
[arXiv] 2026-08-27 | An Accurate and Single-Communication Federated Inference Algorithm
[arXiv] 2026-08-27 | On the Real Spectum of the One-Dimensional Dirac Operator with PT-Symmetric Coefficients
[arXiv] 2026-08-27 | Fast On-Chip Thermometry with TiN Kinetic Inductance Resonators in 22 nm Process Technology
[arXiv] 2026-08-27 | Exact low-dimensional reformulations for regularized spectral approximation
[arXiv] 2026-08-27 | Smale's Mean Value Conjecture and its Dual Conjecture for Complex Polynomials
[arXiv] 2026-08-27 | Performance Foundations of Parallel & Distributed Reasoning Language Models
[arXiv] 2026-08-27 | A Superconducting Phase Transition Single-Electron Transistor
[arXiv] 2026-08-27 | Omni-Interactive Universal Embedder
[arXiv] 2026-08-27 | Multi-Person Human Motion Forecasting in Complex Scenes
[arXiv] 2026-08-27 | Reasoning about In-Context Samples for Machine-Translation
[arXiv] 2026-08-27 | Representing and Parsing Korean Constituency Structure at Different Levels of Granularity
[arXiv] 2026-08-27 | FoldPipe: Bounded Remote Streaming of Native Molecular Shards with Asynchronous Prefetch
[arXiv] 2026-08-27 | A quantum-assisted framework for PDE-based Bayesian inverse problems
[arXiv] 2026-08-27 | On LCK Geometry of Gauduchon Connections
[arXiv] 2026-08-27 | Representation Measurements Under Function-Preserving Reparameterizations
[arXiv] 2026-08-27 | Resultants of dynatomic polynomials of $x^d$
[arXiv] 2026-08-27 | Surf_2_Volume: a workflow for converting CIFTI parcellations to NIfTI volume space
[arXiv] 2026-08-27 | The Guard That Cried Wolf: How Scary Words Make Agent Guardrails Refuse Legitimate Actions
[arXiv] 2026-08-27 | Topology-Controlled Phonon Dielectric Response Beyond Density Scaling in Metal-Organic Frameworks
[arXiv] 2026-08-27 | On orientability, Poincaré duality, and connectivity of GKM graphs
[arXiv] 2026-08-27 | GraphMemix: Query-Aware Evidence Forests for Long-Term Multimodal Agent Memory
[arXiv] 2026-08-27 | Exploring Normativity in Stable Diffusion: Insights for XAI in the Arts
[arXiv] 2026-08-27 | Electronic Structure and Band-Edge Character of Ga-Substituted $α$-Al$_2$O$_3$: A First-Principles Study
[arXiv] 2026-08-27 | Mitigating Forced Oscillations in Power Systems via Data-Enabled Predictive Control
[arXiv] 2026-08-27 | Quantum-enhanced ghost imaging recognition via joint optimization of speckle patterns and quantum network parameters
[arXiv] 2026-08-27 | Metallogenic quantum criticality: Fermi surface nucleation at transitions between gapped phases
[arXiv] 2026-08-27 | TTPO: Test-Time Policy Optimization
[arXiv] 2026-08-27 | Exact Stiffness and Dynamical Responses from Fock-Space Fragmentation
[arXiv] 2026-08-27 | Band's Geometry Origin of Quantum Spin Transport Phenomena
[arXiv] 2026-08-27 | The JWST/NIRCam Scattered Light Disks GTO 2780 program: panchromatic coronagraphic imaging of the HD 10647, HD 32297, HD 61005, HD 107146, and HD 181327 debris disk systems
[arXiv] 2026-08-27 | Low-Dimensional Reduction Theory for Populations of Phase Oscillators with a Gaussian Frequency Distribution
[arXiv] 2026-08-27 | Learning a Continuous Sepsis Severity Score Without Hour-by-Hour Supervision: A Two-Site Retrospective Study
[arXiv] 2026-08-27 | Boosting LLM Exploration via Weak-Model Guidance in RLVR
[arXiv] 2026-08-27 | Very good gradings on structural matrix rings
[arXiv] 2026-08-27 | Doubly-scaled planar ${\cal N} = 4$ SYM \& Carroll Holography
[arXiv] 2026-08-27 | CLAP: Cross-Embodiment Video World Models are Zero-Shot Physical Simulators
[arXiv] 2026-08-27 | An Equation of State for Supercritical Silicate-Hydrogen Mixtures at Sub-Neptune Interior Conditions
[arXiv] 2026-08-27 | Property-Specific Recoverability from Contact PPG to Camera rPPG under Heterogeneous Observation Conditions
[arXiv] 2026-08-27 | LightCube: A Parsec-Resolution 3D Model of the Local Far-Ultraviolet Interstellar Radiation Field
[arXiv] 2026-08-27 | Boxicity and Threshold Dimension of Zero Divisor Graphs
[arXiv] 2026-08-27 | D2C-Routing: Dimension-to-Composition Evidence Routing for Mixed-Origin AI-Generated Text Detection
[arXiv] 2026-08-27 | Mobility Enhancement in Si/SiGe Quantum Well Enabled by a Buried Si Layer Trapping Oxygen Impurities
[arXiv] 2026-08-27 | Embodied Scene Rearrangement Planning
[arXiv] 2026-08-27 | KnockGS:interaction-Grounded Calibrationof Physical Gaussian Representations
[arXiv] 2026-08-27 | On supporting affine functionals for Entanglement of Formation
[arXiv] 2026-08-27 | Your Voice Cloning System is Secretly a Voice Anonymizer
[arXiv] 2026-08-27 | Randomness can be certified in energy-constrained semi-device-independent scenarios
[arXiv] 2026-08-27 | Dynamical slowdown, bottlenecks, and multiscaling in Voigt-regularised turbulence
[arXiv] 2026-08-27 | Super-Resolution of Range-Doppler Maps: A Case Study with Chirp-Sequence Radar and Transformer
[arXiv] 2026-08-27 | Dust torques for realistic dust size distributions
[arXiv] 2026-08-27 | Sign-preserving solutions to the Tzitzéica equation on lattice graphs
[arXiv] 2026-08-27 | Consensus with Stochastic Broadcast
[arXiv] 2026-08-27 | Sharp partial regularity of Hamiltonian stationary and special Lagrangian graphs
[arXiv] 2026-08-27 | Chiral soliton lattice in inhomogeneous magnetic fields
[arXiv] 2026-08-27 | Verify Smarter, Evolve Further: Efficient Harness Evolution through Behavior-Aware Verification
[arXiv] 2026-08-27 | Conformal Prediction Through the Lens of Hypothesis Testing: Universality, Impossibility, and Optimality
[arXiv] 2026-08-27 | QuantumBoostNet: A Hybrid Classical-Quantum Architecture for Enhanced Accuracy in Cardiac Ultrasound View Identification
[arXiv] 2026-08-27 | Comparative Evaluation of 3D Reconstruction Methods for Immersive Visualization of Laboratory Objects
[arXiv] 2026-08-27 | Electric and magnetic Penrose processes, charged-particle collisions and superradiance around a Lorentz-violating dyonic black hole
[arXiv] 2026-08-27 | Low-ASR Backdoors: Exploiting Attack Success Rate Reduction and Attacker-Defender Asymmetry
[arXiv] 2026-08-27 | Efficient formation and identification of single emitters in 4H-SiC following maskless heavy ion implantation
[arXiv] 2026-08-27 | Sidecar: Training-Free Semantic Reuse for Character-Consistent Free-form Visual Storytelling
[arXiv] 2026-08-27 | Naive Prompt Optimization: Rethinking the Need for Complex Prompt Search
[arXiv] 2026-08-27 | Crystal Structure Prototype Identification via Element-Mapped Rotation-Invariant Descriptors
[arXiv] 2026-08-27 | Finite group schemes as fundamental group schemes of smooth projective varieties
[arXiv] 2026-08-27 | Asymmetric Ions in Solution are Similar to Active Brownian Particles
[arXiv] 2026-08-27 | A proof of the Arnold-Givental conjecture
[arXiv] 2026-08-27 | An Extremal Spectral Problem for Triangle-Free Graphs Arising from Quantum Transport
[arXiv] 2026-08-27 | Large Magnet Structures for Fusion Technology: Lessons from ITER
[arXiv] 2026-08-27 | Rank-Three Projections and Minimal Multiplicity Bipartitions of Path Complements
[arXiv] 2026-08-27 | DINOcular: Self-Supervised Visuospatial Representations
[arXiv] 2026-08-27 | STEP: State-Aware Task Estimation and Planning with Multi-Modal LLMs for Human-Robot Collaboration
[arXiv] 2026-08-27 | BALMS: Benchmarking Agentic LLMs for Longitudinal Mental Health Sensing
[arXiv] 2026-08-27 | Mapping class groups have a unique Polish group structure
[arXiv] 2026-08-27 | Linear Stability and Inviscid Damping of Monotone Shear Flows for 2D Compressible Euler Equations
[arXiv] 2026-08-27 | Fermi gas of domain-wall Skyrmions in QCD in a strong magnetic field
[IEEE] 2026-8-27 | MOF-Enhanced Triboelectric Nanogenerators as Advanced Self-Powered Sensors: Physics-Informed Cross-Modal Fusion for Rotating Machinery Fault Diagnosis
[IEEE] 2026-8-27 | NetCAS: Dynamic Cache and Backend Device Management in Networked Environments
[IEEE] 2026-8-27 | IoT-Based Smart Gas Leakage Detection and Emergency Response System for Residential Safety
[IEEE] 2026-8-27 | ERD-ResNet: A Multi-Scale Deep Learning Framework for Wrist Fracture Classification from X-Ray Images
[IEEE] 2026-8-27 | Ontology as Distributed Coordination Infrastructure for the Circular Economy
[IEEE] 2026-8-27 | Towards Self-Adaptive Embryonic Systems
[ACM] 2026-8-27 | A Multi-Study Evaluation into Generative Artificial Intelligence for Test-Driven Development
