[2025-12-06 09:09:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-05
正在获取论文...
[IEEE] 2025-12-5 | Energy Harvesting in Solar-Powered UAV Communication With Rate Splitting Multiple Access
[IEEE] 2025-12-5 | A voltage correlation correction based robust detection and location method for internal short-circuit faults of lithium-ion batteries
[IEEE] 2025-12-5 | Rationale-Guided Retrieval: Fusing Multimodal Chain-of-Thought and Retrieval-Augmented Generation for Grounded Reasoning
[IEEE] 2025-12-5 | Artificial Intelligence for Risk Prediction of Anemia Disease: Bioinformatics Scoping Review
[IEEE] 2025-12-5 | Enhanced Model Predictive Control for Hybrid Energy Storage Systems in Microgrids Using ESO for Real-Time Disturbance Compensation
[IEEE] 2025-12-5 | Outlier-Aware Road Traffic Speed Estimation: A Comparative Framework for Detection and Modeling Techniques
[IEEE] 2025-12-5 | An Enhanced Hybrid Deep Learning Architecture for Android Malware Detection Using CFG and DeepWalk Embeddings
[IEEE] 2025-12-5 | 112.5 Gbps PAM4 and 150 Gbps PAM8 Signals for 3.2 Tbps DCI Utilising Off-the-Shelf High Power Fabry-PéRot Laser
[IEEE] 2025-12-5 | Vendor Neutrality Drivers and Hindrances - Optical Spectrum as a Service in Disaggregated and Open Networks
[IEEE] 2025-12-5 | Development of Machine Learning-based Revenue Forecasting Models for Electronic Payment and Money Institutions
[IEEE] 2025-12-5 | An Implantable RFID-Controlled Reconfigurable FSS for Securing Cardiac Devices
[IEEE] 2025-12-5 | Polarization-Multiplexed Optoacoustic Information Storage in Chiral Photonic Crystal Fiber
[IEEE] 2025-12-5 | Traffic-Interleaved Connectivity Provisioning for Cross-datacenter LLM Training over Optical Transport Networks
[IEEE] 2025-12-5 | A Weather-Aware Risk Stratification Framework for RLF Prediction Using Contrastive Autoencoders and Survival Analysis
[IEEE] 2025-12-5 | Application of Deep Learning in Helicopter Fault Diagnosis and Prognostic
[IEEE] 2025-12-5 | QML Algorithm for Market Pattern Detection in High-Frequency Trading for Banking
[IEEE] 2025-12-5 | A Multimodal Framework for Real-Time Disaster Event Classification and Prioritization Using Social Media
[IEEE] 2025-12-5 | A Hybrid FXC-WXC Network Architecture with Low-Cost Pluggable Transceivers for Metro-Scale Optical Networks
[IEEE] 2025-12-5 | Experimental Quantification of Stimulated Raman Scattering Penalties Induced by VHSP in PON Coexistence Scenario
[IEEE] 2025-12-5 | Early Termination of Low-Density Parity-Check Codes for Continuous-Variable Quantum Key Distribution
[IEEE] 2025-12-5 | Multi-Attribute Clothing Classification Using Modular Deep Learning Models: A ResNet-Centric Architecture
[IEEE] 2025-12-5 | A Review of Approaches and Challenges in Recommender Systems: From Classical Algorithms to Deep Learning Hybrids
[IEEE] 2025-12-5 | Predictive Modelling of Heart Disease Risk Using Hybrid Ensemble Learning Techniques
[IEEE] 2025-12-5 | Hybrid Photonic Integrated Circuit for Tunable, Narrow-Line-Width mmWave to Sub-THz Signal Generation
[IEEE] 2025-12-5 | Leveraging Digital Twins for All-Photonics Networks-as-a-Service: Enabling Innovation and Efficiency (Tutorial)
[IEEE] 2025-12-5 | Comparison of Channel Equalization Methods for an OTFS-Based Underwater Acoustic Communication System
[IEEE] 2025-12-5 | A Compact Design of MIMO Antenna Using Quarter-Wavelength Patch and Defected Ground Structure for IoT Applications
[IEEE] 2025-12-5 | Satellite Link Status Prediction: LSTM Approach Using RSSI and Doppler Data
[IEEE] 2025-12-5 | Design and Performance of a 5.8 GHz RFID System for Item Level Surgical Instrument Tracking
[IEEE] 2025-12-5 | AI for Chipless RFID Tag Detection: Generalization and Deployability on Embedded Digital Signal Processors
[IEEE] 2025-12-5 | Methodology for developing software projects at high school stage
[IEEE] 2025-12-5 | Dyna-Q Learning Algorithm for Temperature Control in Exothermic Process
[IEEE] 2025-12-5 | Spectrally Efficient FDM with Sector Antennas for Rayleigh Fading Channel
[IEEE] 2025-12-5 | EDFA-BDFA Cascaded S-Band Amplification from 1452nm to 1526nm with Flat-Gain and Low Noise Figure by Placing 980nm Pumped EDFA First with Very High Population Inversion
[IEEE] 2025-12-5 | Advance Fake News Detection
[IEEE] 2025-12-5 | Trajectory Tracking Guidance for Mars Atmospheric Entry Phase Based on LESO-MPC
[IEEE] 2025-12-5 | Real-Time All-Optical Signal Equalisation with Silicon Photonic Recurrent Neural Networks
[IEEE] 2025-12-5 | Weighted Mixture of Probabilistic PCA with Shared-Private Subspaces for Process Monitoring under New Operating Conditions
[IEEE] 2025-12-5 | Optical Wireless Access with Phased- / Focal-Plane Array Beamformers and Multi-Core Coupled APD Diversity Receiver
[IEEE] 2025-12-5 | A Tri-Port Wearable Tag for Indoor Communication with Power Delivery Through Near-Field and Far-Field Energy Harvesting
[IEEE] 2025-12-5 | Imbalanced fault diagnosis based on spatial and temporal features of knowledge association
[IEEE] 2025-12-5 | Demonstration of a 270 Gb/s 300 GHz Entropy-Loaded IM/DD $2 \times 2$ MIMO THz Wireless Transmission System
[ACM] 2025-12-6 | How Much To Guide: Revisiting Adaptive Guidance in Classifier-Free Guidance Text-to-Vision Diffusion Models
[ACM] 2025-12-6 | Learning Content-enhanced Tokens for Domain Generalized Semantic Segmentation
[ACM] 2025-12-6 | MS²G-Net: A Multi-Scale and Multi-Structural Guided Network for Information-Preserving Restoration of Ancient Murals
[ACM] 2025-12-6 | Time Step Generating: A Universal Synthesized Deepfake Image Detector
[ACM] 2025-12-6 | Learn Concepts from Multi-Scale Visual Information for Compositional Zero-Shot Learning
[ACM] 2025-12-5 | Not Just Who You Are, but Where and How: Modeling XR Authentication Scenarios
[ACM] 2025-12-5 | Accessible VR for Older Adults: Mounting without Straps
[ACM] 2025-12-5 | A Silent Negotiator? Cross-cultural VR Evaluation of Smart Pole Interaction Units in Dynamic Shared Spaces
[ACM] 2025-12-5 | An Experiment on a High-Speed Image Projection Perceived Only During Smooth Pursuit using Striped Patterns
[ACM] 2025-12-5 | Manipulating Stiffness Perception of Compliant Objects While Pinching in Virtual Reality
[ACM] 2025-12-5 | VRD: A multi-lingual translation and Ai-Assisted Navigation experience for VR Conference Application
[ACM] 2025-12-5 | Synthesizing Evidence-Based AR Design Recommendations and Identifying Gaps in Practice
[ACM] 2025-12-5 | Head Movement Biometrics for Continuous Authentication in Virtual Reality
[ACM] 2025-12-5 | Varying Ecological Validity of the Virtual Environment Influences Soccer Pass Reaction Times
[ACM] 2025-12-6 | Triangle Counting in Hypergraph Streams: A Complete and Practical Approach
[IEEE] 2025-12-5 | Deep Learning Framework for Multi-Class Segmentation of Photovoltaic Systems_supp1-3640268.pdf
[IEEE] 2025-12-5 | A Clustering Individual Changes-driven Transfer Learning and Interpolation Strategy for Dynamic Multiobjective Optimization
[IEEE] 2025-12-5 | QIIS: Quaternion Inter- and Intra-Task Interaction Strategy for Multi-Task Dense Prediction
[IEEE] 2025-12-5 | Resiliency Integrated Distributed Secondary Control for Islanded AC Microgrids
[IEEE] 2025-12-5 | Spectral Features of PyroCbs from Hyperspectral Infrared Sounders and their Potential Use for PyroCb Remote Sensing
[IEEE] 2025-12-5 | A Flyback-Integrated Phase-Shift Full-Bridge Converter for High Efficiency
[IEEE] 2025-12-5 | VNF-FG Placement and Admission Control in SDN and NFV-Enabled IoT Networks: A Hierarchical Deep Reinforcement Learning Method
[IEEE] 2025-12-5 | DP4C: A SoC Architecture for NN-driven Network Functions with the Intelligent Plane
[IEEE] 2025-12-5 | The impact of blockchain implementation on received and provided trade credit
[IEEE] 2025-12-5 | Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM
[IEEE] 2025-12-5 | 2025 IEEE International Conference on Signals and Systems (ICSigSys)
[IEEE] 2025-12-5 | Table of Contents
[IEEE] 2025-12-5 | IEEE Journal on Flexible Electronics Publication Information
[IEEE] 2025-12-5 | A Unified fNIRS Classification Framework Informed by Local Brain Activation Patterns
[IEEE] 2025-12-5 | Deceptive Jamming Algorithm for Moving Targets Against Highly Squint SAR Based on Keystone Transform and Extended Nonlinear Chirp Scaling
[IEEE] 2025-12-5 | Practical WiFi Indoor Localization: Unleashing the Potential of GNNs for Accuracy and Robustness
[ACM] 2025-12-5 | Frequency Automata: A novel formal model of hybrid systems in combined time and frequency domains
[IEEE] 2025-12-5 | An Evidence-Based Paradigm for Financial GNNs: The Case for Principled Simplicity in Volatility Spillover Modeling
[IEEE] 2025-12-5 | LPP-CNN: A Lightweight Privacy-Preserving Object Classification Framework for Military Vehicle Images
[IEEE] 2025-12-5 | Safe reinforcement learning based eco-driving control of autonomous HEV in off-road scenarios
[IEEE] 2025-12-5 | Universal Set of Observables for Forecasting Physical Systems Through Causal Embedding_supp1-3632965.pdf
[IEEE] 2025-12-5 | QIPPO/CA: A Quantized Communication-Efficient MARL Framework for Fully Distributed Channel Access in Next-Generation Wireless Networks
[ACM] 2025-12-6 | NeuSO: Neural Optimizer for Subgraph Queries
[ACM] 2025-12-5 | DRL-Based Joint Optimization of Resource Leasing and Computation Offloading in MEC
[ACM] 2025-12-5 | 14th Workshop on Parallel and AI-based Bioinformatics and Biomedicine (ParBio): Editorial
[IEEE] 2025-12-5 | Testability Verification Integration Technology of Diesel Engine Electronic Control System under Complex Stress Conditions
[IEEE] 2025-12-5 | Asymmetrical Filtering Impairments Mitigation for Digital-Subcarrier-Multiplexing Transmissions Enabled by Multiplication-Free K-State Reserved Complex MLSE
[IEEE] 2025-12-5 | First Field-Trial Demonstration of L4 Autonomous Optical Network for Distributed AI Training Communication: An Llm-Powered Multi-AI-Agent Solution
[IEEE] 2025-12-5 | Joint Localization and Computing Resource Optimization for Integrated Sensing and Communication Enabled UAV Networks
[IEEE] 2025-12-5 | $\text{CO}_{2}$ Elimination in Hollow-Core Fibre via Post-Processing
[IEEE] 2025-12-5 | Algorithm and Architecture for Short-Reach Coherent-Lite Optics
[IEEE] 2025-12-5 | Predictive Modeling of Drug Addiction Using Socio-Psychological and Behavioral Data
[IEEE] 2025-12-5 | Evaluation of 50G-PON FEC Tolerance to Receiver Impairments
[IEEE] 2025-12-5 | First Net $800 \text{Gbps} / \lambda 120 \text{Gbaud}$ DP-16 QAM C-Band Coherent Transmission System Enabled by a BTO IQM with Linear DSP Under the SD-20 FEC Threshold
[IEEE] 2025-12-5 | A PINN-Based Safe Model Predictive Control Framework for Nonlinear System with State Constraint
[IEEE] 2025-12-5 | Development of a Sensor Driven Autonomous Vehicle for Real-Time Obstacle Avoidance on a Microcontroller Based Platform
[IEEE] 2025-12-5 | TrashVLM: Lightweight and Efficiently Fine-Tuned Vision-Language Models for Waste Classification
[IEEE] 2025-12-5 | Demonstration of Nanoseconds Reconfigurable All-Optical Switching Network for Distributed Deep Learning
[IEEE] 2025-12-5 | Design and Performance Evaluation of a Touchless IR-Based IoT Smart Lock for Hygienic Access Control
[IEEE] 2025-12-5 | Reset Observer with Gaussian-Type Adaptation for Entropy-Based Fault Detection
[IEEE] 2025-12-5 | Predicting Plant Diseases with Deep Learning
[IEEE] 2025-12-5 | Transformer Models for Smishing Detection: Benchmarking BERT and ELECTRA
[IEEE] 2025-12-5 | Performance Analysis of Coded MIMO Systems Using Superposition 64-Ary Constellation with Protograph LDPC and Low-Resolution ADCs
[IEEE] 2025-12-5 | Ultra-high Linearity Silicon Dual-microring Modulator with High Extinction Ratio and High Bandwidth Based on DC Kerr Effect
[IEEE] 2025-12-5 | Augmented-GPT: Leveraging Generative AI Agent for Synthesizing Biomechanical Features for Transformer Model
[IEEE] 2025-12-5 | Common-mode Voltage Suppression Strategy for Odd-Phase Motor Based on Pulse Shifting and Dead-Time Compensation
[IEEE] 2025-12-5 | AI as a Surrogate for Social and Spatial Connectedness in Isolated and Confined Environments
[IEEE] 2025-12-5 | Mask2Former for AV driving - A lightweight framework
[IEEE] 2025-12-5 | Extreme PPE Capability and its Application for End-to-End Performance Diagnosis of Millisecond-Level Transients
[IEEE] 2025-12-5 | Analysis of Deep Learning and Machine Learning for Brain Tumor Classification
[IEEE] 2025-12-5 | Force-Triggered Reward Delivery System for Rodent Behavioral Experiments Using Arduino
[IEEE] 2025-12-5 | Filipino Sign Language Recognizer Using Hand Pose Estimation and SqueezeNet
[IEEE] 2025-12-5 | Wafer Defect Image Classification Optimization Using CNN with Cyclical Learning Rate
[IEEE] 2025-12-5 | Sentiment Analysis In Social Media: A Comprehensive Review
[IEEE] 2025-12-5 | Fault Detection and Isolation for Vehicle Lateral Dynamic Systems with Unknown Disturbances
[IEEE] 2025-12-5 | UHF RFID Chip Parameter Optimization
[IEEE] 2025-12-5 | Exploring Chaotic Image Characteristics for Age Classification Enhancement
[IEEE] 2025-12-5 | Wideband Direction Finding of UAVs/Drones using Log-periodic Antenna Array
[IEEE] 2025-12-5 | An Improved Random Forest Based Fault Diagnosis Method for Traction Motor under Multiple Working Conditions
[IEEE] 2025-12-5 | Adaptive SNR-Based Higher-Order MOCZ for Short-Packet Communications
[IEEE] 2025-12-5 | Multi-Contour Intellectual Cyber Protection System Methodology
[IEEE] 2025-12-5 | Cardiovascular Disease Detection using Embedded Software for Signal Processing: Technical Review
[IEEE] 2025-12-5 | Reconfigurable Silicon Photonic Integrated Circuit-Based Mode Repeater for Multi-Dimensional Free-Space Optical Communications
[IEEE] 2025-12-5 | Comparative Analysis of BFS, Dijkstra, and A* Pathfinding Algorithms in 2D Maze: A Time-Based Approach
[IEEE] 2025-12-5 | Research on the Application of Digital Twin Technology in Intelligent Maintenance of Steel Equipment
[IEEE] 2025-12-5 | A comparative study of anomaly detection approaches in time-series environmental sensor data
[IEEE] 2025-12-5 | Design and Analysis of Planar Surface and Perfect Quantum Error Correction Codes
[IEEE] 2025-12-5 | Interpretable Classification of Laminar and Turbulent Flow Using Gated Deep Learning Models with SHAP-Based Explainability
[IEEE] 2025-12-5 | Magnetic Resonance Image Segmentation for Myocardial Scar Detection using Multi-stage DeepLabV3+ Framework with Comparative Backbone Analysis
[IEEE] 2025-12-5 | Coupling in Optical Fibers: A Review
[IEEE] 2025-12-5 | High Power Fiber Amplifiers for Free-Space Communications
[IEEE] 2025-12-5 | Evolution of Optical Networking in Support of 6G
[ACM] 2025-12-6 | Proceedings of the 2025 International Conference on AI-enabled Education
[ACM] 2025-12-6 | Polarization Distribution: The Phased Regional Distribution Pattern of Artificial Intelligence Innovation Resources in Universities
[ACM] 2025-12-6 | Frequency-Enhanced Multi-Modal Consistency Learning for Audio-Visual Deepfake Detection
[ACM] 2025-12-6 | Test-time Filtering Boosts Training-free Zero-shot Composed Image Retrieval
[ACM] 2025-12-6 | A Visual Speech Language Model for Visual Text-to-Speech Task
[ACM] 2025-12-6 | Enhancing Low-Light Object Detection with Zero-Shot Dual-Branch Illumination-Invariant Network
[ACM] 2025-12-6 | You Can Generate It Again: Data-to-Text Generation with Verification and Correction Prompting
[ACM] 2025-12-6 | UniStream: Unifying In-Network Video Processing and Caching for Cost-Optimal Edge-Cloud Video Streaming
[ACM] 2025-12-6 | MM-HRIViT: Early Behavior Prediction for HRI using mmWave Radar and a Vision Transformer
[ACM] 2025-12-5 | Rethinking Gesture Recognition: Toward Fatigue-Aware sEMG Gesture Recognition for VR Interaction
[ACM] 2025-12-5 | Impact of passive haptics on task performance: of the effect of technological evolution
[ACM] 2025-12-5 | Guiding Attention in VR: Comparing the Effect of Peripheral and Central Cues on Presence and Workload
[ACM] 2025-12-5 | Beyond Similarity: Personalized Federated Recommendation with Composite Aggregation
[IEEE] 2025-12-5 | Vibration Analysis of Multilayer Ceramic Capacitor under Pulsed Electric Field and Research in Mechanism of Frequency-sensitive Transient Breakdown
[IEEE] 2025-12-5 | Low-Loss Flexible Filter Based on Compact Double Interdigital Coupling SIR With TPV Technology for Bendable Wireless Communications
[IEEE] 2025-12-5 | Optimization of Robotaxi Dispatch With Pick-Up/Drop-Off-Point and Boarding-Time Recommendation_supp1-3620487.pdf
[IEEE] 2025-12-5 | MOSAIC: Mobility-Oriented Scheduling and Intelligent Resource Allocation for IoT
