[2026-03-20 09:28:40] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-19
正在获取论文...
[arXiv] 2026-03-19 | Matryoshka Gaussian Splatting
[IEEE] 2026-3-19 | Virtual Multiview Fusion for mmWave Imaging Assisted by Multiple Metasurfaces
[IEEE] 2026-3-19 | UAV-enabled Computing Power Networks: Task Completion Probability Analysis
[IEEE] 2026-3-19 | Self-Supervised Learning Informed Radio Environment Map Estimation with Few Samples
[IEEE] 2026-3-19 | Optimization of Aerial Relay Placement and Antenna Selection in Untrusted UAV-Assisted Networks via PSO and Deep Learning
[IEEE] 2026-3-19 | Study on Flexible Load Optimization Scheduling of Virtual Power Plant for the Distribution Network Voltage Overrun Problem
[IEEE] 2026-3-19 | Calculation of Attachment and Ionization Collision Cross-Section of a Novel Environmentally Friendly Gas
[IEEE] 2026-3-19 | Research on On-Site Intelligent Detection Technology of Voltage Transformers Based on HarmonyOS Architecture
[IEEE] 2026-3-19 | Optimization of Electrical Operation and Arc Flash Risk Mitigation in Medium- and Low-Voltage Systems for Underground Mining
[IEEE] 2026-3-19 | A Dual Function Image System for Multimodal Interface
[IEEE] 2026-3-19 | Statistical Security-QoS Guaranteed mURLLC Over Cell-Free Massive-MIMO Mobile Networks
[IEEE] 2026-3-19 | Analysis of Semantic Communication for Logic-based Hypothesis Deduction
[IEEE] 2026-3-19 | eBPF-Driven ATS Scheduler: An Advanced Stream Processing Approach for Industry 5.0
[IEEE] 2026-3-19 | Paddy Leaf Disease Detection and Pesticide Recommender System Using Machine Learning
[IEEE] 2026-3-19 | FlowMeterLite: Real-time General Purpose Flow Metering as a Module for SDN Applications
[IEEE] 2026-3-19 | Channel Characteristics for Multi-RIS-Assisted mmWave MIMO Systems: Theories and Field Trials
[IEEE] 2026-3-19 | An Analytical Frequency Response Model for Combined Heat and Power Units
[IEEE] 2026-3-19 | Exploring the Role of Artificial Intelligence and Machine Learning in Stimulating Innovative Work Behaviour
[IEEE] 2026-3-19 | DMSF: A Dynamic Model Splitting Framework for Edge-Cloud Collaborative Inference
[IEEE] 2026-3-19 | Research on the Neutral Line Coupling Characteristics Based on Low-Voltage Power Line Carrier
[IEEE] 2026-3-19 | Comparative Analysis of Machine Learning Algorithms for Lung Sound Analysis for Disease Prediction
[IEEE] 2026-3-19 | A Study on Grinding Condition Evaluation Using a Three-Axis Accelerometer Toward the Development of a Data Collection System for the Automation of Non-Routine Grinding Tasks
[IEEE] 2026-3-19 | A Federated Fine-Tuning Paradigm of Foundation Models in Heterogenous Wireless Networks
[ACM] 2026-3-19 | Proceedings of the 2025 International Conference on Information Economy, Data Modeling and Cloud Computing
[ACM] 2026-3-19 | Research on the Guarantee Mechanism of Transparency Rights in Artificial Intelligence Decision-making Oriented to Algorithm Interpretability: A Comparison of Technical Governance Based on GDPR and Beijing Consensus
[ACM] 2026-3-19 | Impact of Digital Financial Development on Residents' Consumption Behavior: An Empirical Test Based on Provincial Panel Data
[IEEE] 2026-3-19 | Harnessing Deep Learning for Network Intrusion Detection: Advancement and Obstacles
[IEEE] 2026-3-19 | World-Model-Based Adaptive Network Slicing
[IEEE] 2026-3-19 | Message from the Program Chairs EUC 2025
[IEEE] 2026-3-19 | Low Complexity Tunable MMSE Precoder for Interference Regulation in a Multi-User Massive MIMO Communication System
[IEEE] 2026-3-19 | Research on Electric Field Optimization Design of the Vacuum Interrupter
[IEEE] 2026-3-19 | Research on the Influence of Pore Defects in Small Micro Wind Turbine Blades Manufactured by Additive Manufacturing on Crack Propagation
[IEEE] 2026-3-19 | Impact of Locations on Coverage Probability in 3D Indoor Terahertz Communication Systems
[IEEE] 2026-3-19 | The Role of Ratings in OTT Content Success: A Machine Learning Approach
[IEEE] 2026-3-19 | Alleviating Contextual Misguidance: Response-Aware Prompt Compression for Long-Context Question Answering
[IEEE] 2026-3-19 | On the Extension of Differential Beamforming Theory to Arbitrary Planar Arrays of First-Order Elements
[IEEE] 2026-3-19 | Learned Superposition Precoding For PAPR Reduction of OFDMA System
[IEEE] 2026-3-19 | Effective Recovery Operation in FeFETs via Suppression of Hole Injection
[IEEE] 2026-3-19 | Constrained Multimodal Sensing-Aided Communications: A Dynamic Beamforming Design
[IEEE] 2026-3-19 | Universal Beam Prediction without Beam-Codebook Variation Information at User-Equipment
[IEEE] 2026-3-19 | Dynamic Routing Strategies in LEO Inter-Satellite Networks: A Comprehensive Review
[IEEE] 2026-3-19 | A New Design of Interleaved DFT-s-OFDM against Power Amplifier Non-Linearity
[IEEE] 2026-3-19 | XA-CLIP: Towards Zero-Shot Threat Classification via Cross-Modal Alignment in X-ray Security Imaging
[IEEE] 2026-3-19 | BlockAnLF: Blockchain based AnLF Consensus over UPF for 6G Social Metaverse Traffic
[IEEE] 2026-3-19 | Hallucination-Aware Generative Pretrained Transformer for Cooperative Aerial Mobility Control
[IEEE] 2026-3-19 | Joint Observation and Transmission Scheduling for Satellite Networks with Heterogeneous Missions
[IEEE] 2026-3-19 | VCA: Tile Visual Contribution-Aware Streaming Adaptation for Volumetric Video
[IEEE] 2026-3-19 | Distributed Active-Constrained Consensus for High-Order Multiagent Systems With Nonuniform Position Constraints
[IEEE] 2026-3-19 | Bottleneck-Based Deep Learning-Driven Resource Allocation in O-RAN
[IEEE] 2026-3-19 | Analysis of Broad Beam Beamforming for Collocated and Distributed MIMO
[IEEE] 2026-3-19 | DaV$^\text{3}$is: Data Flow-Based Vulnerability Verification Through Visualization
[IEEE] 2026-3-19 | PhishParrot: LLM-Driven Adaptive Crawling to Unveil Cloaked Phishing Sites
[IEEE] 2026-3-19 | Table of Contents
[IEEE] 2026-3-19 | Hashing and DQN Enabled Semi-Contention-Free Small Data Transmission in NOMA IoT Networks
[IEEE] 2026-3-19 | Interacted Planes Reveal 3D Line Mapping_supp1-3675287.pdf
[IEEE] 2026-3-19 | A Machine Learning Approach for Chlorophyll-a Estimation in Coastal Waters from Top-of-Atmosphere VIIRS Satellite Data
[IEEE] 2026-3-19 | Closed-Loop Self-Assembly and Navigation of Magnetic Modular Millibots in Confined Environments_supp3-3675474.mp4
[IEEE] 2026-3-19 | Coordinated Multi-Task Learning for Efficient Radio Resource Management
[IEEE] 2026-3-19 | Latency-Minimal Decentralized LAM Training with Looped Transformers in Heterogeneous LEO Satellite Constellations
[IEEE] 2026-3-19 | Multi-Band Channel Sensing in the Upper Mid-Band (FR3)
[IEEE] 2026-3-19 | Influence of Pipeline Vibration on Heavy Gas Action Characteristics of Gas Relay in Oil-immersed Transformer
[IEEE] 2026-3-19 | 2026 Call for Final Action: Move to Native IPv6-Only
[IEEE] 2026-3-19 | Towards Adaptive User Interface Design Strategies for Older Adults: A Thematic Analysis
[IEEE] 2026-3-19 | HBQS: Lightweight Post-Quantum Secure Authentication for Satellite Networks Leveraging Hardware TRNG and PUFs
[IEEE] 2026-3-19 | A Current Source Inverter Motor Drive with DC-Link Inductance Integrated into a Wound Field Synchronous Machine
[IEEE] 2026-3-19 | Research on Fatigue Life of Crack Propagation in High-Pressure Manifold Throttle Valves
[IEEE] 2026-3-19 | Realizing Fully-Connected Layers Over the Air via Reconfigurable Intelligent Surfaces
[IEEE] 2026-3-19 | Multi-agent DRL-based Resource Allocation for Terahertz Cell-free Ultra-massive MIMO Network
[IEEE] 2026-3-19 | Self-Attention-Based Multi-Model Technique for Maneuvering Target Tracking
[IEEE] 2026-3-19 | FMCW-Enabled Integrated Sensing, Identification, and Backscatter Communication Systems with Multiple Antennas
[IEEE] 2026-3-19 | Flexibility Characterization Model and Technical Economic Analysis of Electric Heating Equipment
[IEEE] 2026-3-19 | Joint Pilot and Phase Shift Design for Downlink Channel Estimation in RIS-Assisted Communications
[IEEE] 2026-3-19 | Contextual-Temporal Language Structures for Conversation Group Detection in Proximal Spaces
[IEEE] 2026-3-19 | Error Analysis for Over-the-Air Federated Learning under Misaligned and Time-Varying Channels
[IEEE] 2026-3-19 | ETM: Enhanced Trust Model for IoT Wireless Networks
[IEEE] 2026-3-19 | AI-Enhanced Distributed Channel Access for Collision Avoidance in Future Wi-Fi 8
[IEEE] 2026-3-19 | Defense Against Adversarial Attacks for Channel Estimation Models in RIS-assisted Communication
[IEEE] 2026-3-19 | Communication-Efficient Federated Learning with Doubly-Adaptive Model Quantization in Unreliable Wireless Networks
[IEEE] 2026-3-19 | Exploiting Movable Antennas in Multicast Communications
[IEEE] 2026-3-19 | Disaster-Resilient Provisioning Leveraging Shared Adaptive Unequal Multi-Path Protection in DCONs
[IEEE] 2026-3-19 | Detection of Fine-grained Driver Cognitive Responses for Cross-subject Deep Learning Framework
[IEEE] 2026-3-19 | Adaptive Federated Learning Architecture for Privacy and Scalability in Smart Cities
[IEEE] 2026-3-19 | In-Vehicle Point-Cloud based Ray-Tracing Channel Simulation and Wireless Planning in the Terahertz Band
[IEEE] 2026-3-19 | A Computationally Efficient 2D-root MUSIC Parameter Estimation for OCDM-based RadCom
[IEEE] 2026-3-19 | Customer Adoption of AI-Based Chatbots in Retail Banking Using Hybrid SEM-ANN Modeling Approach
[IEEE] 2026-3-19 | Detection of Epileptic Seizures Using Machine Learning Techniques
[IEEE] 2026-3-19 | Fairness-Aware IRS-Assisted Uplink Communications via α-Fair Optimization and Deep Learning
[IEEE] 2026-3-19 | Enhancing 5G-based Localization in Dynamic Environments through Network Digital Twins
[IEEE] 2026-3-19 | A New Framework for the Sum of Squared κ–μ RVs with Application to Sub-THz Systems
[IEEE] 2026-3-19 | Double-Auction-Based Task Offloading in VEC via Multi-Agent Reinforcement Learning
[IEEE] 2026-3-19 | AI-assisted Spatially-subsampled Extreme MIMO for Energy-efficient 6G System
[IEEE] 2026-3-19 | Facial Recognition-Based Automated Attendance System
[IEEE] 2026-3-19 | Distributed Client Selection for Over-the-Air Federated Learning with Energy-Harvesting Devices
[IEEE] 2026-3-19 | Frequency Hopping Assisted LoRa Localization under Imperfect Timing-frequency Synchronization
[IEEE] 2026-3-19 | Integration of Generative AI with SAP S/4HANA for Enhanced Drug Discovery and Clinical Trial Management in Life Sciences Organizations
[IEEE] 2026-3-19 | cmWave/FR3 Large-Scale Channel Characterization for Urban Macro/Micro and Suburban Environments
[IEEE] 2026-3-19 | DNA-Based Molecular Communication: A Markov Approach to Channel Modeling and Detection
[IEEE] 2026-3-19 | D2D-Assisted Split Learning Approach for Model-Heterogeneous Federated Learning
[IEEE] 2026-3-19 | Adaptive SWIPT Algorithm in Two-Way Cooperative Cognitive Radio Networks
[IEEE] 2026-3-19 | Construction of PAC Codes Based on the Impulse Response of the Convolutional Encoder
[IEEE] 2026-3-19 | Comparing Pilot-Aided and Data-Driven Sensing with OTFS
[IEEE] 2026-3-19 | Effective Dual-Layer Poison Attacks Detection in Privacy-preserving Federated Learning
[IEEE] 2026-3-19 | Next-Gen NLP: Leveraging Large Language Models for Domain-Specific Knowledge Extraction
[IEEE] 2026-3-19 | Underwater Detection and Communication Integrated Waveform Design Based on P4 Encoding
[IEEE] 2026-3-19 | Minimizing Inference Outage Probability for Edge Intelligent Systems
[IEEE] 2026-3-19 | A Spatio-Temporal Graph Neural Network-Based Framework for SLA Compliance in 6G Networks
[IEEE] 2026-3-19 | Sum Rate Maximization in Downlink HAP-RSMA-based THz Systems: A Generative Diffusion Model enabled RL Approach
[IEEE] 2026-3-19 | A Reinforcement Learning-Based Adaptive Lifestyle Coaching System for Early Cardiovascular Risk Management in Youth
[IEEE] 2026-3-19 | Deep Learning Models for Mining Knowledge from Vehicle Trajectories for Traffic Accident Prediction: A Comprehensive Review
[ACM] 2026-3-19 | Research on technology market matching mechanism based on deep model
[IEEE] 2026-3-19 | Detecting Trojan-Horse Attacks in Practical QKD via Gaussian Mixture Modeling-Assisted QBER Goodness-of-Fit Analysis
[IEEE] 2026-3-19 | Unveil Multi-Picture Descriptions for Multilingual Mild Cognitive Impairment Detection via Contrastive Learning
[IEEE] 2026-3-19 | A Lightweight Transformer-based Early-Stage Fault Identification Method for Tunnel Boring Machine Main Bearings with Limited Data
[IEEE] 2026-3-19 | MoER: Momentary Experience Replay for Robust Incremental Gesture Learning in Assistive Robotics
[IEEE] 2026-3-19 | Meta-GLoc: GNN for Adaptive and Robust WiFi Localization with Meta-Learning
[IEEE] 2026-3-19 | Jamming-Resilient Maritime UAV Routing Against Gray-Hole Attacks
[IEEE] 2026-3-19 | MixBAS: A Transformer-Based End-to-End Mixed Mono to Binaural Audio Synthesis Method
[IEEE] 2026-3-19 | An Ultrasound-Guided Tumor Puncture Framework with Vascular Avoidance for Human-Machine Collaborative Biopsy
[IEEE] 2026-3-19 | Performance Analysis of IEEE 802.11bn with Coordinated TDMA on Real-Time Applications
[IEEE] 2026-3-19 | RIS-Aided Multi-Satellite Cooperative Reception for Energy-Efficient Multi-User Uplink System
[IEEE] 2026-3-19 | ISAC-Enabled Deep RL-Based UAV 3D Trajectory Design for Urban Relaying with User Tracking
[IEEE] 2026-3-19 | Dynamic Full-Duplex and Subband Full-Duplex Interference Coordination: Algorithm Designs and Prototype Validations
[IEEE] 2026-3-19 | Fine-Detail Compensation and Cross-Level Energy Filtering for Lightweight Infrared Target Detection
[IEEE] 2026-3-19 | Secure and Energy-Efficient UAV-Based Networks with Aerial Jamming Against Aerial Eavesdropping
[IEEE] 2026-3-19 | BCI 2026 TOC
[IEEE] 2026-3-19 | Utilization of Mahalanobis Distance on Motor Imagery EEG Channel Selection
[IEEE] 2026-3-19 | Hedging Behaviour of Industrial Operators: Power Market Analysis and Impact on European Carbon Markets
[IEEE] 2026-3-19 | Force-symmetric Type Two-channel Bilateral Control Based on Higher-order Disturbance Observer For Velocity Controlled Robot
[IEEE] 2026-3-19 | Enabling Training-Free Semantic Communication Systems with Generative Diffusion Models
[IEEE] 2026-3-19 | Distinct Theta Synchrony across Speech Modes: Perceived, Spoken, Whispered, and Imagined
[IEEE] 2026-3-19 | Meta-Fusion Ensemble of Transformer Models for Robust Multilingual and Cross-Domain Sentiment Classification
[IEEE] 2026-3-19 | Spatio-Temporal Features-Based Deep Learning for Indoor MIMO Fingerprint Positioning
[IEEE] 2026-3-19 | Resonant Suppression of Inverter Based on Low Voltage Control Device of Rural Power Grid
[IEEE] 2026-3-19 | Design and Experimental Study of a 100W Portable Hydrogen Fuel Cell Power System
[IEEE] 2026-3-19 | Multi-fingerprint localization in complex dynamic indoor environments based on Gaussian mixture model clustering
[IEEE] 2026-3-19 | Digital $\text{V}^{2}$ Control of 3-Level Flying Capacitor Buck Converters
[IEEE] 2026-3-19 | Data Augmentation by Time-Frequency Feature Reconstruction for Few-Shot Multifault Diagnosis of PMSM
[IEEE] 2026-3-19 | SRED: Secure and Robust Emotion Detection for Advanced Driver Assistance Systems
[IEEE] 2026-3-19 | Verifiable AI Training Data Audits on a Django-Integrated Blockchain for Bias Detection
[IEEE] 2026-3-19 | Table of Contents
[IEEE] 2026-3-19 | “RoWaMag”: Design and test of the HTS magnet and the cryogenic system of the robust and low maintenance magnetic billet heater
[IEEE] 2026-3-19 | Closed-Loop Self-Assembly and Navigation of Magnetic Modular Millibots in Confined Environments_supp2-3675474.mp4
[IEEE] 2026-3-19 | Benefits of a ComSoc Membership
[IEEE] 2026-3-19 | Multi-Truck Multi-Drone Collaborative Delivery via EG-GAT Embedding Multi-Agent DRL in Rural Areas
[IEEE] 2026-3-19 | DeepMapping++: Balancing Efficiency and Storage for Lossless Lookup and Approximate Range Aggregation_supp1-3674684.pdf
[IEEE] 2026-3-19 | Self-Knowledge Distillation and Its Application: A Survey
[IEEE] 2026-3-19 | Heterogeneous Graph Random Neural Networks
[IEEE] 2026-3-19 | Spectral Clustering for Community Detection of Multi-layer Networks
[IEEE] 2026-3-19 | GDA-YOLO11: Amodal Instance Segmentation for Occlusion-Robust Robotic Fruit Harvesting_supp1-3670352.mp4
[IEEE] 2026-3-19 | GDA-YOLO11: Amodal Instance Segmentation for Occlusion-Robust Robotic Fruit Harvesting_supp2-3670352.docx
[IEEE] 2026-3-19 | Carrier Phase-Based Positioning Method with Unknown OFDM Signal Sequence
[IEEE] 2026-3-19 | PPO-based Agent Training for Adaptive Decoy Deployment in Cyber Defense
[IEEE] 2026-3-19 | Achieving Throughput Fairness Among Solar-powered IoT Sensors in UAV-aided MEC Networks
