[2026-04-11 22:33:18] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-10
正在获取论文...
[IEEE] 2026-4-10 | Bandwidth-Efficient Robust Threshold ECDSA in Three Rounds_supp1-3682606.pdf
[NO] 676/700 | Enhancing Surface Insulation Performance of Epoxy Resin by Composite Treatment of APPJ and Coating Film
[NO] 677/700 | Symmetric T-Shape Attenuator [enigmas, etc]
[NO] 678/700 | French Ham Radio Academic Symposium in Bordeaux, France [Young Professionals]
[NO] 679/700 | RFTT2026: The Inaugural RF Technology and Techniques Symposium
[NO] 680/700 | RFSA2026: The Inaugural RF Systems and Applications Symposium
[NO] 681/700 | Streaming Hierarchical Clustering Based on Point-Set Kernel
[NO] 682/700 | Loops2Roofs: Diffusion-based 3D Roof Generation using a Loop Representation
[NO] 683/700 | Semantic Segmentation and Multimodal Fusion for Defect Detection in Hot-Rolled Steel Strips
[NO] 684/700 | Applied Mathematical Modeling for Financial Forecasting: A Machine Learning Approach to Stock Prediction and Optimization
[NO] 685/700 | Research on DAT-UPFT-SFT Algorithm for Validation of Declaration Materials in Fixed Domains
[NO] 686/700 | Surface Defect Detection Algorithm of Crane Steel Structure Based on Improved YOLOv8
[NO] 687/700 | Front Cover
[NO] 688/700 | Front Cover
[NO] 689/700 | Front Cover
[YES] 690/700 | From Scenario to Code: Structured Prompting for LLM-Based Unit Test Generation
[NO] 691/700 | Bakr: A 3D-Interactive App for Homemade Pastry Baking Step-by-Step Guides and Techniq
[NO] 692/700 | Model-based Deep Learning for Joint RIS Phase Shift Compression and WMMSE Beamforming
[NO] 693/700 | Descriptor:
                    <i>A Lightweight Movie Genre Classification Dataset (MovieLite)</i>
[NO] 694/700 | Human–Machine Fitness While Driving: Evaluating Human Acceptance of Autonomous Driving Styles Through EEG Signal Analysis
[NO] 695/700 | Continuous-Time Distributed Seeking for Variational Generalized Nash Equilibrium of Online Game
[NO] 696/700 | RWW 2027 Call for Papers SHaRC
[NO] 697/700 | Ombuds Officer [MTT-S Ombuds Officer]
[NO] 698/700 | Temperature Sensing via NV Center Photoluminescence Spectrum Powered by Deep Learning
[NO] 699/700 | IMS2026 Startup Pavilion: Showcasing Innovation and Revolutionizing RF
[NO] 700/700 | HESO Based Motor-Level Traction Torque Balancing Strategy for Dual PMSMs in Distributed Rear-Wheel-Drive EV Under Single-Wheel Slip
筛选完成：共 700 篇；Yes = 33 篇；已保存到 papers/select_paper2026-04-10.json。
邮件发送成功！
[2026-04-11 23:18:48] 任务执行成功！
