[2026-02-04 09:31:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-03
正在获取论文...
[arXiv] 2026-02-03 | Mići Princ -- A Little Boy Teaching Speech Technologies the Chakavian Dialect
[arXiv] 2026-02-03 | Formal Evidence Generation for Assurance Cases for Robotic Software Models
[arXiv] 2026-02-03 | SEAD: Self-Evolving Agent for Multi-Turn Service Dialogue
[arXiv] 2026-02-03 | AffordanceGrasp-R1:Leveraging Reasoning-Based Affordance Segmentation with Reinforcement Learning for Robotic Grasping
[arXiv] 2026-02-03 | Interpretable Logical Anomaly Classification via Constraint Decomposition and Instruction Fine-Tuning
[arXiv] 2026-02-03 | Channel-Aware Conditional Diffusion Model for Secure MU-MISO Communications
[arXiv] 2026-02-03 | Open modular functors from non-finite tensor categories
[arXiv] 2026-02-03 | Rank-Learner: Orthogonal Ranking of Treatment Effects
[arXiv] 2026-02-03 | Not All Negative Samples Are Equal: LLMs Learn Better from Plausible Reasoning
[arXiv] 2026-02-03 | Mitigating Staleness in Asynchronous Pipeline Parallelism via Basis Rotation
[arXiv] 2026-02-03 | A Function-Space Stability Boundary for Generalization in Interpolating Learning Systems
[arXiv] 2026-02-03 | CMR: Contractive Mapping Embeddings for Robust Humanoid Locomotion on Unstructured Terrains
[arXiv] 2026-02-03 | A necessary and sufficient condition for discrete-time consensus on star boundaries
[arXiv] 2026-02-03 | Rethinking Benign Relearning: Syntax as the Hidden Driver of Unlearning Failures
[arXiv] 2026-02-03 | Generalizable and Interpretable RF Fingerprinting with Shapelet-Enhanced Large Language Models
[arXiv] 2026-02-03 | UAT-LITE: Inference-Time Uncertainty-Aware Attention for Pretrained Transformers
[arXiv] 2026-02-03 | Liouvillian Gap in Dissipative Haar-Doped Clifford Circuits
[arXiv] 2026-02-03 | A Unified Categorical Description of Quantum Hall Hierarchy and Anyon Superconductivity
[arXiv] 2026-02-03 | Excluding an apex-forest or a fan as quickly as possible
[arXiv] 2026-02-03 | On a conjecture of Peter Neumann on fixed points in permutation groups
[arXiv] 2026-02-03 | Generation of Iterated Wreath Products Constructed from Almost Simple Groups
[arXiv] 2026-02-03 | They Said Memes Were Harmless-We Found the Ones That Hurt: Decoding Jokes, Symbols, and Cultural References
[arXiv] 2026-02-03 | Global Testing in Multivariate Regression Discontinuity Designs
[arXiv] 2026-02-03 | Deep-Learning Denoising of Radio Observations for Ultra-High-Energy Cosmic-Ray Detection
[arXiv] 2026-02-03 | Highly symmetric unstable maniplexes
[arXiv] 2026-02-03 | Structures and proximity effects of inhomogeneous population-imbalanced Fermi gases with pairing interactions
[arXiv] 2026-02-03 | From Separate Compilation to Sound Language Composition
[arXiv] 2026-02-03 | An Empirical Study of Collective Behaviors and Social Dynamics in Large Language Model Agents
[arXiv] 2026-02-03 | A concept of largeness of monochromatic sums and products in large ideal domain
[arXiv] 2026-02-03 | Mitigating Timing-Based Attacks in Real-Time Cyber-Physical Systems
[arXiv] 2026-02-03 | Bayesian variable and hazard structure selection in the General Hazard model
[arXiv] 2026-02-03 | A numerical study on plasma acceleration processes with ion dynamics at the sub-nanosecond timescale
[arXiv] 2026-02-03 | Tracing the Genetic Footprints of the UK National Health Service
[arXiv] 2026-02-03 | Transformation front kinetics in deformable ferromagnets
[arXiv] 2026-02-03 | Temporal variations of solar inertial mode parameters from GONG (2002--2024) and HMI (2010--2024): Rossby modes ($3 \leq m \leq 16 $) and $m=1$ high-latitude mode
[arXiv] 2026-02-03 | Soft Sensor for Bottom-Hole Pressure Estimation in Petroleum Wells Using Long Short-Term Memory and Transfer Learning
[arXiv] 2026-02-03 | Observational imprints of tidal internal gravity wave dissipation in star-planet systems
[arXiv] 2026-02-03 | Timelike curves: homotopies and domain of determinacy
[arXiv] 2026-02-03 | Role of magnon-magnon interaction in optical excitation of coherent two-magnon modes
[arXiv] 2026-02-03 | Agent Primitives: Reusable Latent Building Blocks for Multi-Agent Systems
[arXiv] 2026-02-03 | Improved Analysis of the Accelerated Noisy Power Method with Applications to Decentralized PCA
[arXiv] 2026-02-03 | When Should Agents Coordinate in Differentiable Sequential Decision Problems?
[arXiv] 2026-02-03 | Referring Industrial Anomaly Segmentation
[arXiv] 2026-02-03 | JWST imaging of the Pleiades: anisotropy of turbulence in the cold neutral medium
[arXiv] 2026-02-03 | Equilibrium Propagation for Non-Conservative Systems
[arXiv] 2026-02-03 | Orbital-selective Mottness Driven by Geometric Frustration of Interorbital Hybridization in Pr4Ni3O10
[arXiv] 2026-02-03 | Can Developers rely on LLMs for Secure IaC Development?
[arXiv] 2026-02-03 | Can LLMs Do Rocket Science? Exploring the Limits of Complex Reasoning with GTOC 12
[arXiv] 2026-02-03 | A Multi-decoder Neural Tracking Method for Accurately Predicting Speech Intelligibility
[arXiv] 2026-02-03 | Self-supervised Physics-Informed Manipulation of Deformable Linear Objects with Non-negligible Dynamics
[arXiv] 2026-02-03 | A Method for Thermal Radiation Transport Using Backward Characteristic Tracing
[arXiv] 2026-02-03 | Quantization-Aware Regularizers for Deep Neural Networks Compression
[arXiv] 2026-02-03 | Length spectrum of periodic rays for billard flow
[arXiv] 2026-02-03 | Controlling Output Rankings in Generative Engines for LLM-based Search
[arXiv] 2026-02-03 | Lee-Yang tensors and Hamiltonian complexity
[arXiv] 2026-02-03 | Human-in-the-Loop Failure Recovery with Adaptive Task Allocation
[arXiv] 2026-02-03 | On enumeration of spanning trees of complete multipartite graphs containing a fixed spanning forest
[arXiv] 2026-02-03 | Efficient Estimation of Kernel Surrogate Models for Task Attribution
[arXiv] 2026-02-03 | ProAct: A Benchmark and Multimodal Framework for Structure-Aware Proactive Response
[arXiv] 2026-02-03 | Precision in Practice: Knowledge Guided Code Summarizing Grounded in Industrial Expectations
[arXiv] 2026-02-03 | Efficient Training of Boltzmann Generators Using Off-Policy Log-Dispersion Regularization
[arXiv] 2026-02-03 | Angles Between Intermediate Operator Subalgebras
[arXiv] 2026-02-03 | Double integrals and transformation formulas for Appell--Lauricella hypergeometric functions $F_D$
[arXiv] 2026-02-03 | MIRROR: A Multi-Agent Framework with Iterative Adaptive Revision and Hierarchical Retrieval for Optimization Modeling in Operations Research
[arXiv] 2026-02-03 | Extraction of the pion-nucleon coupling constant using the effective-range expansion with the left-hand cut
[arXiv] 2026-02-03 | Non-perturbative renormalization for lattice massive QED$_2$: the ultraviolet problem
[arXiv] 2026-02-03 | Cholesky factorisation, and intrinsically sparse linear quadratic regulation
[ACM] 2026-2-3 | A Predictive Analytics Approach for Real Estate Portfolio
[IEEE] 2026-2-3 | Electrical Bioimpedance Sensing-based Proximity Distance Estimation for Needle Interventions: Two-Layer Model and Validation
[IEEE] 2026-2-3 | Self-Error Correcting Method for Magnetic-Array-Type Current Sensors in Multi-Core Cable Applications
[IEEE] 2026-2-3 | Proactive Handover Management in 6G Low-Altitude Economy Networks for Aerial Vehicles Using Artificial General Intelligence
[IEEE] 2026-2-3 | Neuron Membership Inference Attack in Federated Learning for bit Scenarios
[IEEE] 2026-2-3 | A Novel Wideband X-band Amplifying Metasurface
[IEEE] 2026-2-3 | IEEE COMPUTER SOCIETY Call for Papers
[IEEE] 2026-2-3 | Table of Contents
[IEEE] 2026-2-3 | Electromechanical Simulation and 3D Visualization of a Solenoid-Powered V8 Engine
[IEEE] 2026-2-3 | Development of a High-Gain Ceramic Mimo Antenna for Mm Wave Communication Supporting Smart City and Rural Broadband Infrastructure
[IEEE] 2026-2-3 | DWT Domain Precinct-Wise Scrambling for Encryption-then-Compression with JPEG XS
[IEEE] 2026-2-3 | Energy Efficiency Maximization for RIS-Aided Integrated Sensing and Communication
[IEEE] 2026-2-3 | Research on Anomaly Data Preprocessing Technology for Deep Learning Soft Sensor Models Facing Missing Data and Fault Data
[IEEE] 2026-2-3 | SCED in India: The Duals Behind Dispatch
[IEEE] 2026-2-3 | Design and Implementation of Intelligent Traction Device for Aircraft Maintenance Ladder
[IEEE] 2026-2-3 | Interpolation Techniques for Cost-effective Channel Data Capturing and Restoration in Ultrasound Imaging
[IEEE] 2026-2-3 | A Review and Comparative Analysis of Predictive Models for Supply Chain Demand Forecasting
[IEEE] 2026-2-3 | On-Route Passenger Weight Estimation in Electric Buses via Air Suspension and Tire Pressure
[IEEE] 2026-2-3 | Fast Multi-Tau Correlators on FPGA with Context Switching From and to High- Bandwidth Memory
[IEEE] 2026-2-3 | A Method for Reducing Learning Time in ARVTDNN for NN-DPD Applications
[IEEE] 2026-2-3 | EdgeFlame: A Physics-Inspired Framework for Zero-Shot Fire and Smoke Recognition
[IEEE] 2026-2-3 | Integrated Decision Making and Planning for Autonomous Driving Based on the Prediction of Ego Vehicle
[IEEE] 2026-2-3 | Design and Fabrication of Low-cost Force Sensing Resistor for Prevention of Bedsores
[IEEE] 2026-2-3 | Passivity-based adaptive controller with the thrust direction control for quadrotor trajectory tracking
[IEEE] 2026-2-3 | Synthetic Inertia in Small Inverters: A New Strategy Based on DC Link Current Control*
[IEEE] 2026-2-3 | Dynamic Model of Rolling Bearings Considering Edge Softening Effects
[IEEE] 2026-2-3 | A 66-82 GHz VCO with Dual-Tuning and Phase Noise Reduction Techniques in 40 nm CMOS
[IEEE] 2026-2-3 | The Effect of Rain Attenuation on the Efficiency of Wireless Communication Systems in Millimeter Wave Frequencies
[IEEE] 2026-2-3 | Deep Learning-Based Emotion Recognition Using Electroencephalogram Signals
[IEEE] 2026-2-3 | Smart Dynamic Wireless Charging Lane for Electric Vehicles Powered by Hybrid Renewable Systems
[IEEE] 2026-2-3 | Design of High-Resolution Inverse Photoemission Spectroscopy System
[IEEE] 2026-2-3 | Automated Grading of Scratch Card Based Immediate Feedback Assessment Technique (IFAT)
[IEEE] 2026-2-3 | From Discriminative Regions to Complete Masks: CAM-SAM Fusion for Weakly Supervised Semantic Segmentation
[IEEE] 2026-2-3 | Multivariate Time Series Anomaly Detection Based on Time-Frequency Combination
[IEEE] 2026-2-3 | Artificial Intelligence in HRM: Linking Ethical Design, Digital Well-being, and Green HRM for Sustainable Performance
[IEEE] 2026-2-3 | A Unified Framework for Swarm Intelligence to Enhance Convergence and Reliability
[IEEE] 2026-2-3 | A Study on Dispersion Characteristics of a Gyrator-Loaded CRLH-TL with an Even Number of Unit Cells
[IEEE] 2026-2-3 | Design of Multi-Beam Intelligent Reflecting Surface for 6G Wireless Communications
[IEEE] 2026-2-3 | Research on the Unbalanced Response Characteristics of Turbocharger Rotor System Under Transient Conditions
[IEEE] 2026-2-3 | Integrating Multi-Spectral Image Fusion and Path Planning Strategies for Effective Drone-Based Search and Rescue
[IEEE] 2026-2-3 | Conversational Smart Assistant on a Microcontroller with Cloud-Based LLM Function Offloading
[IEEE] 2026-2-3 | Interpretable and Reliable Soft Sensor Development in Industry 5.0
[IEEE] 2026-2-3 | Federated Learning with Controlled Descent under Fading: Convergence and Energy Implications
[IEEE] 2026-2-3 | IEEE Transactions on Components, Packaging and Manufacturing Technology Society Information
[IEEE] 2026-2-3 | A Category-driven Depth-Scalable Inversion Framework for 3D GPR Data Inversion
[IEEE] 2026-2-3 | Multimodel Comparative Assessment and Optimal Geodetector-Driven Analysis of Aeolian Desertification in the Horqin Sandy Land
[IEEE] 2026-2-3 | Experimental Characterization of Commercial Reduced Graphene Oxide Nanoplatelets for RF and Microwave Device Applications
[IEEE] 2026-2-3 | Leveraging Artificial Intelligence to Decode Brand Awareness and Buying Behaviour
[IEEE] 2026-2-3 | A Deep Learning-Based Approach for Plant Disease Detection
[IEEE] 2026-2-3 | Opt360: QoE Optimization for 360° Video Streaming
[IEEE] 2026-2-3 | Technical Program Committee
[IEEE] 2026-2-3 | Convolutional Autoencoder Framework for Anomaly Detection in Cloud Data Centers
[IEEE] 2026-2-3 | Characterization of Graphene Films Deposited on Glass and Their Application in Patch Antennas
[IEEE] 2026-2-3 | High-Performance Circular Phased Array Microstrip Antenna for WiFi, Bluetooth, and Ultra-Wideband Applications
[IEEE] 2026-2-3 | Adaptive Model Predictive Current Control Using EKF-Based Online Inductance Estimation for Totem-Pole PFC Converters
[IEEE] 2026-2-3 | Health Monitoring System Development for Shielding Pumps in CSNS Target Station Cooling System
[IEEE] 2026-2-3 | ASDMD-GMM-UT Transfer-Driven RUL Probabilistic Prediction for Lithium-Ion Battery Packs
[IEEE] 2026-2-3 | Exploring Privacy and Security Risks in LLMs: Data Leakage, Prompt Injection, and Membership Inference
[IEEE] 2026-2-3 | Performance Evaluation of Inverter-Fed Autonomous Microgrids under Uniform and Non-Uniform Delays Using Internal Model Control
[IEEE] 2026-2-3 | Development of YOLO-Based Fall Detection with Real-Time Monitoring System on Raspberry Pi 5
[IEEE] 2026-2-3 | AgroFog+: Integrated IoT and AI System for Smart Greenhouse Management
[IEEE] 2026-2-3 | Technology-Based Ergonomic Interventions for Preventing Musculoskeletal Disorders
[ACM] 2026-2-3 | The 2nd Edition of International Summer School on Extended Reality Technology and Experience (XRTX)
[IEEE] 2026-2-3 | A Conversation Between the Founding and the Current EICs on 30 Years of Multimedia Computing
[IEEE] 2026-2-3 | Joint Unicast and Multicast Transmission in RSMA-Aided Clustered Cell-Free Systems: Clustering and Power Allocation
[IEEE] 2026-2-3 | Transforming Crop Disease Classification with Hybrid Quantum Deep Learning
[IEEE] 2026-2-3 | Contrastive Semantic Reinforced Summarization: A Hybrid Framework for Arabic Abstractive Text Summarization
[IEEE] 2026-2-3 | Localization of OFDM Sources Using a Single Hydrophone in Rician Fading Channels
[IEEE] 2026-2-3 | Bridging Service Quality and Architecture in Digital Banking: A Usability Framework Based on TOGAF ADM and E-Servqual
[IEEE] 2026-2-3 | Fuzzy Neural Dynamics for Kinematic Learning and Simultaneous Control of Redundant Robots
[IEEE] 2026-2-3 | Suppressing the Capacitive Coupling by Adjusting the Precharge Biasing Scheme in a Two-Transistor Dynamic Random-Access Memory Operation
[IEEE] 2026-2-3 | IEEE Transactions on Cybernetics Publication Information
[IEEE] 2026-2-3 | Design of the First Optimal Sliding Mode Control of Uncertain Linear Systems Based on Metaheuristics
[IEEE] 2026-2-3 | YOLOv5-Powered Smart Parking System with IoT-Based Real-Time Slot Monitoring
[IEEE] 2026-2-3 | Beyond Appearance: Dual-Graph Object Encoding with Learnable Graph Structure
[IEEE] 2026-2-3 | An AC Charging Pile Current Regulation System Based on LoRa-Modbus
[IEEE] 2026-2-3 | A Dual-Band Circularly Polarized Slot Antenna with EBG Structure for Wi-Fi Applications
[IEEE] 2026-2-3 | Proceedings
[IEEE] 2026-2-3 | Exploratory Analysis and Temporal Dynamics of Air pollution in Bengaluru
[ACM] 2026-2-3 | Evoked Potential-Evidenced Visual Impairment Categorization using Vision Mamba on ERG Correspondence Features
[ACM] 2026-2-3 | The Shift to Gig Economy: How Traditional Employment Stacks Up Against Platform-Based Independent Workers
[IEEE] 2026-2-3 | Study of Energy Flow in a Standalone Hybrid PV/Fuel Cell System
[IEEE] 2026-2-3 | Second-Order Filtering for Internal Model Control Tuned PID Controllers
[IEEE] 2026-2-3 | Long-Range Active Acoustic Sensing Based on Microwave Vibration Measurement
[IEEE] 2026-2-3 | KUL-BPS: A Bearing Testing Platform in Addressing Data Scarcity in Condition Monitoring
[IEEE] 2026-2-3 | Reflective Photoplethysmography Sensing Interface Designs on Chest for Improved Signal Quality*
[IEEE] 2026-2-3 | Next-Gen Offshore Wind Year Ahead Forecasting Aided Modelling for Techno-Economic Feasibility
[IEEE] 2026-2-3 | Advancing Transmission Use of System (TUoS) Pricing in Saudi Arabia: A Technical Exploration
[IEEE] 2026-2-3 | Vaku: Web Application for the Management of Child Vaccination at the Emiro Quintero CañIzares Hospital in Ocaña
