[2026-07-15 22:58:11] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-14
正在获取论文...
[arXiv] 2026-07-14 | Unknotting number, ribbon concordance, and singular instantons
[IEEE] 2026-7-15 | D-Band Variable-Gain Balanced Power Amplifier with 36% FBW, 18.2 dBm PSAT and Reconfigurable Adaptive Bias in 22-nm FD-SOI
[IEEE] 2026-7-15 | G
                    <sup>2</sup>
                    FL: Robust Federated Learning for GNSS Spoofing Detection
[IEEE] 2026-7-14 | Ka-Band Rectangular Micro-Coaxial-Line Bandpass Filters With CT Coupling Topologies for Satcom Application
[IEEE] 2026-7-15 | Design Method of Broad Flat-Top Fan-Beam Complementary Antenna for Radar Applications
[IEEE] 2026-7-14 | A series pulse multiplication circuit to reduce the autotransformer rectifier input current THD of electric-powered aircraft
[IEEE] 2026-7-15 | Equivalent Circuit Models for Waveguide-Fed, Resonant, Metamaterial Elements
[IEEE] 2026-7-14 | A Coupling Matrix Assisted Multi-Objective Optimization Scheme for Filters With Arbitrary Topology
[IEEE] 2026-7-15 | Wireless Power Transfer Preliminary Validation of a Quasioptical Lunar Solar Power Satellite
[IEEE] 2026-7-15 | Bifurcation Analysis Framework of Spiking Neuron Models_supp1-3710811.pdf
[IEEE] 2026-7-14 | Interference in Spectrum-Sharing Integrated Terrestrial and Satellite Networks: Modeling, Approximation, and Robust Transmit Beamforming
[IEEE] 2026-7-15 | Captivity-Escape Games as a Means for Safety in Online Motion Generation
[IEEE] 2026-7-15 | LWL-RT-DETR: A Lightweight Collaborative Model for Wildlife Detection
[IEEE] 2026-7-14 | Beyond Carving: Deterministic Deleted File Recovery in Btrfs
[IEEE] 2026-7-15 | A Contemporary Ontology-Based Approach to Geotechnical Knowledge Formalization and Regulatory Compliance_supp2-3713229.xlsx
[IEEE] 2026-7-15 | Intelligent Hydrocarbon Flame Detection Method Based on ECANet Attention Mechanism and Multi-modal Decision Fusion
[IEEE] 2026-7-15 | Domain-Adaptive Self-Supervised Contrastive Hashing for Scalable Chest Radiograph Retrieval
[IEEE] 2026-7-15 | A 300-GHz 2-D Scalable 4 × 4 Phased-Array Receiver With Half-Wavelength Element Spacing in 65-nm CMOS
[IEEE] 2026-7-14 | From Virtual Live Entertainment to Real-Time Telepresence: Interoperable and Latency-Aware End-to-End Avatar Pipelines
[IEEE] 2026-7-14 | Physically Informed Generalized Graph Signal Reconstruction for DoA Estimation in Switch-Based Hybrid Arrays
[IEEE] 2026-7-14 | Optimal Techno-Economic Assessment of Battery–Hydrogen Hybrid Energy Systems Using Genetic Algorithms and LSTM-Based Solar Forecasting
[IEEE] 2026-7-15 | Intelligent Fractional Graph Signal Framework for Multi-Grade Brain Tumor Classification in IoT-Healthcare
[IEEE] 2026-7-15 | Retraction Notice: Colorization of Black &amp; White Videos &amp; Photographs
[IEEE] 2026-7-14 | Crystal-Face-Dependent Electron Mobility Due to Distinct Interface Trap Distributions in SiC n-Channel MOSFETs
[IEEE] 2026-7-14 | Modulation of Carbon-Doped Buffer on the DC and Small-Signal Characteristics of AlGaN/GaN HEMTs on Si
[IEEE] 2026-7-14 | Finite Element Analysis of Core Loss Under High-Low Frequency Composite Wave Excitation
[IEEE] 2026-7-15 | Confidence-Aware Hard-Soft Fused Tree Search for MIMO Detection_supp1-3713356.pdf
[IEEE] 2026-7-15 | The Multivariate Inverse Gamma Distribution and its Application to Wireless Communication Systems
[IEEE] 2026-7-14 | Generalized Udwadia–Kalaba-Based Robust Control for Humanoid Robot Lower Limbs Under Comprehensive Constraints
[IEEE] 2026-7-14 | SMP-RCR: A Sparse Multipoint Moment Matching Method for RC Reduction
[ACM] 2026-7-14 | From Spark to Inferno: Scalable Stylized Fire in Disney and Pixar’s Hoppers
[ACM] 2026-7-14 | Development and Validation of the Perceived Personal Algorithmic Harms Scale: Algorithmic Stigma, Algorithmic Privacy Harms, Tangible Algorithmic Harms, and Race, Gender, and Disability Differences
[ACM] 2026-7-14 | LLM-Driven Usefulness Judgment for Web Search Evaluation
[IEEE] 2026-7-14 | Privacy-Preserving Verification of Secure Aggregation for Hierarchical Peer-to-Peer Federated Learning
[IEEE] 2026-7-14 | Diffusion Posterior Sampling with Channel Feedback for Adaptive Semantic Communication
[ACM] 2026-7-14 | Automated Contract Negotiation in Data Spaces: Practitioner Needs Assessment and Negotiation Framework
[IEEE] 2026-7-14 | A Novel Transcranial Magnetic Stimulation Coil with Bistable Compliant Mechanism Windings for Field Focality Reconfiguration
[IEEE] 2026-7-14 | Hybrid Precoding for Multi-User MIMO-OFDM Systems with Phase Shifter Impairments
[IEEE] 2026-7-14 | Machine Learning-Driven UEBA for Behavioral Access Control in Zero Trust Client Ecosystems
[IEEE] 2026-7-14 | Hybrid Quantum-Classical Coverage Optimization for User-Centric 6G Movable Antenna Systems
[IEEE] 2026-7-14 | AI-Assisted Next-Gen Outdoor Optical Networks: Camera Sensing for Monitoring and User Localization
[IEEE] 2026-7-14 | Improvements in CEM's Primary Magnetics Laboratory
[IEEE] 2026-7-14 | Edge-Cloud Pulse Diagnosis Platform: Automated Diagnosis through Mechanized Sampling and Deep Time Series Modelling
[IEEE] 2026-7-14 | A Review of the Impact of Environmental Factors on the Performance of Power Cables
[IEEE] 2026-7-14 | TTD3-Enhanced Reliable Downlink Communication in Multi-UAV Networks Supported by 6DMA-Assisted Symbiotic Radio
[IEEE] 2026-7-14 | Mechanism of Mortarless ISSB Technology for Sustainable Housing in Lagos State
[IEEE] 2026-7-14 | Comparative Study of Textile Based Wearable Antenna Designs for IoT Applications
[IEEE] 2026-7-14 | A Data-Driven Magnetic Field Model for Halbach Arrays of the Magnetically Levitated Planar Motor with Variable Harmonic Coefficients
[IEEE] 2026-7-14 | UPS-Powered Wi-Fi System with Authentication and Payment Integration for Campus Networks
[IEEE] 2026-7-14 | Evaluating AFDM-Based Integrated Sensing and Communication in Vehicular Scenarios
[IEEE] 2026-7-14 | Multiphysics Design Optimization of a Motor-Planetary Gear Integrated Transmission System
[IEEE] 2026-7-14 | Strategic Decoy Deployment for Mitigating Poisoning Attacks in Federated Learning
[IEEE] 2026-7-14 | A Multi-Phase Deep Learning Framework for Skin Lesion Classification Via Transfer Learning
[IEEE] 2026-7-14 | Robust $\mathcal{H}_{\infty}$ Controller Design for INDI-Controlled Quadrotor Using Online Parameter Identification
[IEEE] 2026-7-14 | Few-Shot Transfer Learning for Pneumonia Detection From Chest X-Ray Images
[IEEE] 2026-7-14 | SiLine: An Intelligent Telemetry-Driven Endurance Line-Following Robot
[IEEE] 2026-7-14 | Onboard Power Conversion for Smart Sustainable Propulsion Systems: Architecture, applications, and trends
[IEEE] 2026-7-14 | Impact of Hardware Impairments in Multi-Cell Massive MIMO for 5G Networks
[IEEE] 2026-7-14 | Low-Latency Federated Learning via Adaptive Batch-Size Control under Device Heterogeneity
[IEEE] 2026-7-14 | Physics-Informed AI-driven Cross-Frequency Channel Knowledge Map Construction
[IEEE] 2026-7-14 | Phonon-Driven Ultrafast Spin Dynamics in Rare-Earth Orthoferrites Across Spin Reorientation Temperatures
[IEEE] 2026-7-14 | Evaluating Physics-Informed and Data-Driven Recurrent Networks for Heatwave Prediction
[IEEE] 2026-7-14 | Intra-Particle Eddy Current Losses in Powder Cores: Comparison Between Analytical Models and Experimental Data
[IEEE] 2026-7-14 | Energy-Constrained Rescue Planning for Electric Vehicle and Mobile Charging Station in Charging-Desert Regions
[ACM] 2026-7-15 | Ghost ReSTIR: Volumetric Resampling with Ghost Vertices in Null-Scattering Space
[IEEE] 2026-7-14 | SENTRY: Saving Energy through Neural Network-based Receiver Systems
[IEEE] 2026-7-14 | Attribute-Based Bilateral Access Control With Privacy Preservation for IIoT
[IEEE] 2026-7-14 | DRAD-AIM: Dynamic Region Anomaly Detection Based on Intersection-Level Anomaly Mining
[IEEE] 2026-7-14 | Experimental Evaluation of Blockchain-Based Collaborative Intrusion Detection on a Virtual 5G Testbed
[IEEE] 2026-7-14 | Direct Measurement of Geometry-Dependent Stress Sensitivity in Near-Zero-Magnetostriction Glass-Coated Microwires
[IEEE] 2026-7-14 | A Distributed V2X Communication Architecture for Delay-Resilient Route Guidance Systems
[IEEE] 2026-7-14 | Learning-Based Joint Channel Acquisition and Communication Optimization for Movable Antennas
[IEEE] 2026-7-14 | Unlocking Bistatic Target Detection for ISAC: Synergizing Deterministic Pilots and Unknown Random Data Payloads
[IEEE] 2026-7-14 | Data-Driven State-of-Charge Prediction Using GPS and Environmental Parameters for Personal Mobility Devices
[IEEE] 2026-7-14 | Magnetic and Structural Tuning in Nanocrystalline Ni-Zn Ferrites with Potential Biomedical Applications
[IEEE] 2026-7-14 | Non-Contact Broadband Microwave Sensing of Temperature Variations in Biological Tissues Using PCA-Based Feature Analysis
[IEEE] 2026-7-14 | Arena: A Kubernetes-based Testbed for Evaluating Application Deployment across the Computing Continuum
[IEEE] 2026-7-14 | Dual-Tier IRS-Assisted Mid-Band 6G Mobile Networks: Robust Beamforming and User Association
[IEEE] 2026-7-14 | Towed Movable Antenna Array for Airborne Secure Communications
[IEEE] 2026-7-14 | Oblivious Transfer over Discrete Memoryless Broadcast Channels
[IEEE] 2026-7-14 | Intercepting an Agile Target with Net-Carrying Drones Using Competitive Multi-Agent Reinforcement Learning
[IEEE] 2026-7-14 | Randomized Scheduling for PAoI Violation Guarantees in Periodic Multi-Source Systems
[IEEE] 2026-7-14 | A Causal-Interventional and Physics-Disentangled Graph Neural Network Surrogate Model for Dynamic Optimization of Variable Gear Ratio Magnetic Gears
[IEEE] 2026-7-14 | SCALER: Self-Consistent Assessment for SLA Explanation and Resolution in 6G Networks
[IEEE] 2026-7-14 | Doppler-Aware Dynamic Spectral-Correlation Framework for Passive Radio Emitter Tracking
[IEEE] 2026-7-14 | Design of an Electromagnetic Tracking System Using Tunnel Magnetoresistive Sensors
[IEEE] 2026-7-14 | Joint Random Access and MIMO Downlink Optimization via Threshold-Based User Detection
[IEEE] 2026-7-14 | A Practical AI-Driven Strategy for Cell On/Off Switching under Adaptable QoS Constraints
[IEEE] 2026-7-14 | Impact of Rotor Saliency on Air-Gap Flux Density Distribution and Subsequent Electromagnetic Stress of Permanent Magnet Motors
[IEEE] 2026-7-14 | High Torque-Density Axial-Flux Machine Using Inclined Permanent Magnet Design
[IEEE] 2026-7-14 | Serial Magnetic Force Microscopy of Skyrmion Nucleation in Multilayers
[IEEE] 2026-7-14 | Gesture-Based Natural User Interface for Formation Control of Multi-UAV Systems
[IEEE] 2026-7-14 | Prototype Implementation and Adaptive PID-Based Precision Position Control of a High-Torque Density Limited Angle Torque Motor
[IEEE] 2026-7-14 | FedAR: Adaptive Client Selection Strategy for Heterogeneous Federated Learning
[IEEE] 2026-7-14 | Methods to Reduce AC Loss of ReBCO HTS Coils in Linear Motors for High-Dynamic Motion Applications
[IEEE] 2026-7-14 | In low altitude range, the study of the de-rated DC link and power for SiC MOSFET-based propulsion inverter in electrical unmanned aerial vehicles
[IEEE] 2026-7-14 | Energy-Efficient Power Control in Single-User M-MIMO-OFDM System with PA Nonlinearity
[IEEE] 2026-7-14 | Unsupervised Out-of-Distribution Sample Selection for Reliable ML in Wireless Systems
[IEEE] 2026-7-14 | Wi-Fi-based Detection of GNSS Spoofing Attacks
[IEEE] 2026-7-14 | DualSense: WiFi Sensing and Segmentation of Signal Scatterers For Object Reconstruction
[IEEE] 2026-7-14 | Reinforcement Learning-based User Association in Sustainable Terrestrial Non-Terrestrial 6G Networks
[IEEE] 2026-7-14 | Evaluating Class Imbalance Handling Methods for Multi-Class IoT Intrusion Detection: A Comparative Study on the CIC-IoT 2023 Dataset
[IEEE] 2026-7-14 | Hardware-Aware $S E(3)$ Control Barrier Functions for Counter-UAS Interceptors with Directed Energy Payloads
[IEEE] 2026-7-14 | Cryogenically Cooled Stator Design for NASA-CHEETA Motor
[IEEE] 2026-7-14 | Digital Analytical Model for Management of Comprehensive Utilization of Limestone Screenings in Road Construction
[IEEE] 2026-7-14 | Electrical Impact of Winding Material Selection on Transformer Design: A Comparison of TEDAŞ and Tier 2 Specifications
[IEEE] 2026-7-14 | Trajectory and Latency-Aware DNN Task Offloading in Vehicular Edge Computing: A Deep Reinforcement Learning Approach
[IEEE] 2026-7-14 | Deep Q-Learning-Based Gain Scheduling for Nonlinear Quadcopter Dynamics
[IEEE] 2026-7-14 | Visual Analysis of Dynamic Multi-objective Optimisation Problems and Algorithms_supp1-3712491.pdf
[ACM] 2026-7-15 | A Sensitivity-Aware Test Collection for Search Among Personal Information
[ACM] 2026-7-15 | Improving Ad-hoc Search Effectiveness for Conversational Information Retrieval via Model Merging
[ACM] 2026-7-15 | Can QPP Choose the Right Query variant? Evaluating Query Variant Selection for RAG Pipelines
[ACM] 2026-7-15 | From Single- to Cross-Document: Benchmarking Multi-Granularity Event Analysis of Large Language Models
[ACM] 2026-7-15 | From Top-1 to Top-K: A Reproducibility Study and Benchmarking of Counterfactual Explanations for Recommender Systems
[ACM] 2026-7-15 | Beyond Static Diffusion: Explicitly Modeling Temporal Patterns in Sequential Recommendation
[ACM] 2026-7-15 | Uncertainty Quantification for Retrieval-Augmented Reasoning
[ACM] 2026-7-15 | Load-sensitive Selective Pruning in Dense Retrieval
[ACM] 2026-7-15 | Attention Grounded Enhancement for Visual Document Retrieval
[IEEE] 2026-7-14 | Electrical Parameter Estimation of Electrically Excited Synchronous Machine With a Physics Informed Neural Network
[ACM] 2026-7-15 | Confused Deputy Attack Against Model Context Protocol
[IEEE] 2026-7-15 | Intelligent Greenhouse With Control Of Microclimate And Artificial Lighting Parameters
[IEEE] 2026-7-15 | Sleep Disorders Prediction Using Machine Learning and Deep Learning
[IEEE] 2026-7-15 | State of Charge Estimation in Li-Ion Batteries Using Data-Driven Techniques for EVs
[IEEE] 2026-7-15 | A Novel Compact 200 MHz GaN DC/DC Converter Module for Highly-Efficient PoL Supply
[IEEE] 2026-7-15 | Planar Ferrite Isolator Combining Edge-Guided Mode and Gyro-Resonance Absorption
[IEEE] 2026-7-15 | A 16 – 50 GHz Cryogenic LNA MMIC with 11.2 K Average Noise Temperature for Radio Astronomy
[IEEE] 2026-7-15 | Detecting Image Splicing Forgery Using a CNN with LIME-Based Explainability
[IEEE] 2026-7-15 | Bistatic Passive Tracking via CSI Power
[IEEE] 2026-7-15 | A Hybrid Electromagnetic Induction and Machine Learning Framework for Digital Transformation
[IEEE] 2026-7-15 | Optimized AI - Driven Autonomous Delivery Robot for Smart Cities
[IEEE] 2026-7-14 | AI-Driven Turbulence Compensation in Free-Space Optical Links for Sustainable Digital Infrastructure
[IEEE] 2026-7-15 | Load Balancing MPTCP Traffic in Reactive SDN with Multi-Agent Reinforcement Learning
[IEEE] 2026-7-15 | A 10-15 GHz BiCMOS Power Amplifier for 6G NR FR3 Band with 27.3 dBm $\mathrm{P}_{\text {SAT }}$ and 33% PAE
[IEEE] 2026-7-15 | Copyright Page
[IEEE] 2026-7-15 | Smart Object Detection with Audible Navigation for the Visually Impaired
[IEEE] 2026-7-15 | Adaptive Strategies for Transparent Risk Mitigation in Stock Markets
[IEEE] 2026-7-14 | Fuzzy Logic Simulation of Temporary Retail Structures: Modeling Economic Resilience in Urban Systems
[IEEE] 2026-7-15 | WS27: International Workshop on Sustainable and Sustainability-Enabling 6G
[IEEE] 2026-7-14 | IEEE Potentials Reviewer Appreciation
[IEEE] 2026-7-14 | Adaptive Coded Modulation Assisted ISAC Based AFDM Communication In SAGIN Networks
[IEEE] 2026-7-14 | Language Model-Enhanced Geometric Learning for Metalloprotein Pathogenic Mutations
[IEEE] 2026-7-15 | Retraction Notice: FPGA Implementation of FBMC Transceiver for 5G Technologies
[IEEE] 2026-7-14 | How innovativeness of supply chain ecosystem members affects firm standard-setting performance: The moderating role of market competition
[IEEE] 2026-7-15 | Rigidity-Based Multi-UAV Trajectory Optimization for Rapid Cooperative Emergency Target Localization_supp1-3713188.pdf
[IEEE] 2026-7-15 | Deep Imbalanced Multi-Target Regression: 3D Point Cloud Voxel Content Estimation in Simulated Forests
[IEEE] 2026-7-14 | Analyzing Performance Limits on Polarization-Specific Gain for UAV Conformal Antennas Using Polarization Decomposition
[IEEE] 2026-7-15 | Real-Time Blowing-Snow Visibility Detection and Variable Message Sign Coordination for Highway Operations
[IEEE] 2026-7-15 | Constructive Safety-Critical Control of Nonlinear Cascaded Systems with Multiple Constraints and Perturbations
[IEEE] 2026-7-15 | Waveform Design for DCO-OFDM with Null-space Sensing Signal in Optical Wireless ISAC
