[2026-07-14 22:56:35] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-13
正在获取论文...
[arXiv] 2026-07-13 | Fundamental Limitations of Fixed-Budget Best-Arm Identification
[IEEE] 2026-7-13 | Design and Implementation of a Low-Cost Signal Conditioning Unit for LM35 Temperature Sensor
[IEEE] 2026-7-13 | Dynamic Placement and Service Provisioning of AI/ML Inference Models in O-RAN Infrastructure
[IEEE] 2026-7-13 | Quantum-Inspired Feature Fusion for Multi-Disease Medical Image Classification
[IEEE] 2026-7-13 | Energy-Efficient TinyML Framework for Real-Time Anomaly Detection in Embedded Electronic Devices
[IEEE] 2026-7-13 | Explainable Multi-Class Industrial IoT Intrusion Detection on the TON-IoT Network Dataset Using Multiple Machine Learning Models
[IEEE] 2026-7-13 | Transfer Learning-Based Beamforming for MIMO Antenna Arrays Using Pre-Trained Neural Network Model
[IEEE] 2026-7-13 | AXI-Based DMA Architecture with Latency Optimization on Small Packet Transfer in PCIe-based FPGA Systems
[IEEE] 2026-7-13 | AI-Based Detection of Psychological Disorders using EEG Signals and Deep Learning
[ACM] 2026-7-14 | LLM-Driven Usefulness Judgment for Web Search Evaluation
[ACM] 2026-7-13 | The Blooming Archive
[IEEE] 2026-7-13 | LAMC2026 CFP
[IEEE] 2026-7-13 | CResPIE-ViT: A Compact Vision Transformer-based Framework for COVID-19 Lesion Segmentation and Severity Prediction
[IEEE] 2026-7-13 | A Convenient Modeling Approach for Heavy-Haul Train Traction and Dynamic Braking in Longitudinal Train Dynamics Simulation
[IEEE] 2026-7-13 | Detection and Classification of Foreign Objects in Aqueous Food based on Multi-sensor Surface Electric Potential Sensing with Matched Filtering
[IEEE] 2026-7-13 | Influence of Gate Insulator Modulation on the Electrical and Material Properties of Dual-Gate InGaZnO Thin-Film Transistors
[IEEE] 2026-7-13 | AttGTS: A Lightweight Contrastive-Free Grid-Tagging Model with Scheduled Token-Level Attention for Aspect Sentiment Triplet Extraction
[IEEE] 2026-7-13 | A Psychometrically Optimized Imagery Approach for the Chinese Multifaceted Empathy Test
[IEEE] 2026-7-13 | Sleeper-Encoded Localization Method: A Mileage Precision Localization Approach for Railway Maintenance
[IEEE] 2026-7-13 | Multi-Criteria Optimization of Cu-Modified Screen-Printed Carbon Electrodes Towards Salivary Creatinine PoC Monitoring
[IEEE] 2026-7-13 | Design Optimization of Hemispherical Conformal Phased Array Based on Partitioning and Hybrid Grouping Strategies
[IEEE] 2026-7-13 | Secure Split Offloading and Trajectory Design for UAV-Assisted Multi-Exit Collaborative DNN Inference_supp2-3708394.pdf
[IEEE] 2026-7-13 | Single-Stage Graph-Based Floorplan Generation
[IEEE] 2026-7-13 | RA-SCIC: Region-Aware Screen Content Image Coding Towards Fidelity and Efficiency
[ACM] 2026-7-14 | Automated Contract Negotiation in Data Spaces: Practitioner Needs Assessment and Negotiation Framework
[ACM] 2026-7-13 | Linea Viva: A Single-Line Live Score for Embodied Drawing-and-Sound Performance
[ACM] 2026-7-13 | How Creative Design Teams Make Sense of Contrasting AI Personas
[ACM] 2026-7-13 | "Illustration of the subconscious mind": Reinterpreting Dream Material as Artistic Creative Workflows Supported by Generative AI
[ACM] 2026-7-13 | From Answer-First to Decision-First: An Interaction Pattern for Creative Judgment in AI Chat
[ACM] 2026-7-13 | Language as a Material Interface for Creative LLM Interaction
[ACM] 2026-7-13 | Cute for Good
[ACM] 2026-7-13 | Tagus Multispecies Atlas: Fostering affective multispecies interactions through counter-mapping.
[IEEE] 2026-7-14 | Hybrid Precoding for Multi-User MIMO-OFDM Systems with Phase Shifter Impairments
[IEEE] 2026-7-14 | Hybrid Quantum-Classical Coverage Optimization for User-Centric 6G Movable Antenna Systems
[IEEE] 2026-7-14 | Trajectory and Latency-Aware DNN Task Offloading in Vehicular Edge Computing: A Deep Reinforcement Learning Approach
[IEEE] 2026-7-14 | Joint Random Access and MIMO Downlink Optimization via Threshold-Based User Detection
[IEEE] 2026-7-14 | Methods to Reduce AC Loss of ReBCO HTS Coils in Linear Motors for High-Dynamic Motion Applications
[IEEE] 2026-7-14 | A Data-Driven Magnetic Field Model for Halbach Arrays of the Magnetically Levitated Planar Motor with Variable Harmonic Coefficients
[IEEE] 2026-7-14 | A Causal-Interventional and Physics-Disentangled Graph Neural Network Surrogate Model for Dynamic Optimization of Variable Gear Ratio Magnetic Gears
[IEEE] 2026-7-14 | Multiphysics Design Optimization of a Motor-Planetary Gear Integrated Transmission System
[IEEE] 2026-7-14 | Energy-Constrained Rescue Planning for Electric Vehicle and Mobile Charging Station in Charging-Desert Regions
[IEEE] 2026-7-14 | Digital Analytical Model for Management of Comprehensive Utilization of Limestone Screenings in Road Construction
[IEEE] 2026-7-14 | Prototype Implementation and Adaptive PID-Based Precision Position Control of a High-Torque Density Limited Angle Torque Motor
[IEEE] 2026-7-14 | Machine Learning-Driven UEBA for Behavioral Access Control in Zero Trust Client Ecosystems
[IEEE] 2026-7-14 | A Distributed V2X Communication Architecture for Delay-Resilient Route Guidance Systems
[IEEE] 2026-7-14 | Gesture-Based Natural User Interface for Formation Control of Multi-UAV Systems
[IEEE] 2026-7-14 | Low-Latency Federated Learning via Adaptive Batch-Size Control under Device Heterogeneity
[IEEE] 2026-7-14 | Evaluating Class Imbalance Handling Methods for Multi-Class IoT Intrusion Detection: A Comparative Study on the CIC-IoT 2023 Dataset
[IEEE] 2026-7-14 | Hardware-Aware $S E(3)$ Control Barrier Functions for Counter-UAS Interceptors with Directed Energy Payloads
[IEEE] 2026-7-14 | Impact of Hardware Impairments in Multi-Cell Massive MIMO for 5G Networks
[IEEE] 2026-7-14 | Privacy-Preserving Verification of Secure Aggregation for Hierarchical Peer-to-Peer Federated Learning
[IEEE] 2026-7-13 | Applicability of Displacement Damage Equivalence Method in InP/InGaAs Avalanche Photodiodes Under Various Particle Irradiations
[IEEE] 2026-7-14 | Evaluating AFDM-Based Integrated Sensing and Communication in Vehicular Scenarios
[IEEE] 2026-7-13 | A Comprehensive Framework for Robust Laser Stripe Extraction and Restoration on Highly Reflective Metal Surfaces
[IEEE] 2026-7-14 | SENTRY: Saving Energy through Neural Network-based Receiver Systems
[IEEE] 2026-7-13 | Fast and Flexible FEM-Tensor Model for Inter-Turn Short-Circuit Faults in Induction Machines
[IEEE] 2026-7-14 | Visual Analysis of Dynamic Multi-objective Optimisation Problems and Algorithms_supp1-3712491.pdf
[IEEE] 2026-7-13 | HQDL: A Hybrid Quantum-Deep Learning Framework for Real-Time Fire Detection Using UAV Remote Sensing
[IEEE] 2026-7-13 | A Plug-and-Play Data-Centric Training Framework for Efficient Hyperspectral Image Classification
[IEEE] 2026-7-14 | IEEE Potentials Reviewer Appreciation
[IEEE] 2026-7-14 | Adaptive Coded Modulation Assisted ISAC Based AFDM Communication In SAGIN Networks
[IEEE] 2026-7-14 | Randomized Scheduling for PAoI Violation Guarantees in Periodic Multi-Source Systems
[IEEE] 2026-7-14 | A Practical AI-Driven Strategy for Cell On/Off Switching under Adaptable QoS Constraints
[IEEE] 2026-7-14 | AI-Assisted Next-Gen Outdoor Optical Networks: Camera Sensing for Monitoring and User Localization
[IEEE] 2026-7-14 | TTD3-Enhanced Reliable Downlink Communication in Multi-UAV Networks Supported by 6DMA-Assisted Symbiotic Radio
[IEEE] 2026-7-14 | Wi-Fi-based Detection of GNSS Spoofing Attacks
[IEEE] 2026-7-14 | Unlocking Bistatic Target Detection for ISAC: Synergizing Deterministic Pilots and Unknown Random Data Payloads
[IEEE] 2026-7-14 | Language Model-Enhanced Geometric Learning for Metalloprotein Pathogenic Mutations
[IEEE] 2026-7-13 | Internal-Dynamics-Guided Stabilization Framework for MMC-Based Systems
[IEEE] 2026-7-14 | Hybrid Scalar-Product Compression (HSPC): Optimizing Quantization in Vector Retrieval via Hot-Cold Separation
[IEEE] 2026-7-14 | FedAR: Adaptive Client Selection Strategy for Heterogeneous Federated Learning
[IEEE] 2026-7-14 | Edge-Cloud Pulse Diagnosis Platform: Automated Diagnosis through Mechanized Sampling and Deep Time Series Modelling
[IEEE] 2026-7-14 | Strategic Decoy Deployment for Mitigating Poisoning Attacks in Federated Learning
[IEEE] 2026-7-14 | Onboard Power Conversion for Smart Sustainable Propulsion Systems: Architecture, applications, and trends
[IEEE] 2026-7-14 | DualSense: WiFi Sensing and Segmentation of Signal Scatterers For Object Reconstruction
[IEEE] 2026-7-14 | Arena: A Kubernetes-based Testbed for Evaluating Application Deployment across the Computing Continuum
[IEEE] 2026-7-13 | Censored Regression Over Route-Constrained Incremental Adaptive Networks
[IEEE] 2026-7-14 | Physics-Informed AI-driven Cross-Frequency Channel Knowledge Map Construction
[IEEE] 2026-7-13 | An Edge Intelligence Gateway for Smart Metering Nodes with Event-Driven Control and On-Device Optimization
[IEEE] 2026-7-14 | Research on a High-Precision Localization Method for Radiation Sources Based on Heterogeneous Probability Distribution Map Fusion
[IEEE] 2026-7-14 | Impact of Rotor Saliency on Air-Gap Flux Density Distribution and Subsequent Electromagnetic Stress of Permanent Magnet Motors
[IEEE] 2026-7-14 | Reinforcement Learning-based User Association in Sustainable Terrestrial Non-Terrestrial 6G Networks
[IEEE] 2026-7-14 | Direct Measurement of Geometry-Dependent Stress Sensitivity in Near-Zero-Magnetostriction Glass-Coated Microwires
[IEEE] 2026-7-14 | Mechanism of Mortarless ISSB Technology for Sustainable Housing in Lagos State
[IEEE] 2026-7-14 | Few-Shot Transfer Learning for Pneumonia Detection From Chest X-Ray Images
[IEEE] 2026-7-14 | Design of an Electromagnetic Tracking System Using Tunnel Magnetoresistive Sensors
[IEEE] 2026-7-14 | Cryogenically Cooled Stator Design for NASA-CHEETA Motor
[IEEE] 2026-7-14 | A Novel Transcranial Magnetic Stimulation Coil with Bistable Compliant Mechanism Windings for Field Focality Reconfiguration
[IEEE] 2026-7-14 | Serial Magnetic Force Microscopy of Skyrmion Nucleation in Multilayers
[IEEE] 2026-7-14 | Magnetic and Structural Tuning in Nanocrystalline Ni-Zn Ferrites with Potential Biomedical Applications
[IEEE] 2026-7-14 | Intra-Particle Eddy Current Losses in Powder Cores: Comparison Between Analytical Models and Experimental Data
[IEEE] 2026-7-14 | Improvements in CEM's Primary Magnetics Laboratory
[IEEE] 2026-7-14 | Electrical Parameter Estimation of Electrically Excited Synchronous Machine With a Physics Informed Neural Network
[IEEE] 2026-7-14 | A Review of the Impact of Environmental Factors on the Performance of Power Cables
[IEEE] 2026-7-14 | In low altitude range, the study of the de-rated DC link and power for SiC MOSFET-based propulsion inverter in electrical unmanned aerial vehicles
[IEEE] 2026-7-14 | UPS-Powered Wi-Fi System with Authentication and Payment Integration for Campus Networks
[IEEE] 2026-7-14 | Fuzzy Logic Simulation of Temporary Retail Structures: Modeling Economic Resilience in Urban Systems
[IEEE] 2026-7-14 | Phonon-Driven Ultrafast Spin Dynamics in Rare-Earth Orthoferrites Across Spin Reorientation Temperatures
[IEEE] 2026-7-14 | Data-Driven State-of-Charge Prediction Using GPS and Environmental Parameters for Personal Mobility Devices
[IEEE] 2026-7-14 | Doppler-Aware Dynamic Spectral-Correlation Framework for Passive Radio Emitter Tracking
[IEEE] 2026-7-14 | Oblivious Transfer over Discrete Memoryless Broadcast Channels
[IEEE] 2026-7-14 | Dual-Tier IRS-Assisted Mid-Band 6G Mobile Networks: Robust Beamforming and User Association
[IEEE] 2026-7-13 | QLIMB: End-to-End Whole-Body Control for Quadruped Loco-Manipulation and Balance on Complex Terrains
[IEEE] 2026-7-13 | A2-D Broadband Fixed-Beam Leaky-WaveAntenna with Customizable Tilted Beam Directions
[IEEE] 2026-7-14 | Analyzing Performance Limits on Polarization-Specific Gain for UAV Conformal Antennas Using Polarization Decomposition
[IEEE] 2026-7-13 | Anti-Vulnerability Topology Design of LEO Satellite Networks With Node/Link Failure_supp1-3709644.pdf
[IEEE] 2026-7-14 | AI-Generated Fingerprint Forgery Detection for Tiny Partial Fingerprint Sensors Using Multi-Generative Model Framework with Feature Augmentation
[IEEE] 2026-7-14 | Experimental Evaluation of Blockchain-Based Collaborative Intrusion Detection on a Virtual 5G Testbed
[IEEE] 2026-7-13 | Amplitude-Aided PHD Filtering for Unresolved Swarm Tracking
[IEEE] 2026-7-14 | SCALER: Self-Consistent Assessment for SLA Explanation and Resolution in 6G Networks
[IEEE] 2026-7-13 | SAND: The Challenge on Speech Analysis for Neurodegenerative Disease Assessment
[IEEE] 2026-7-14 | Unsupervised Out-of-Distribution Sample Selection for Reliable ML in Wireless Systems
[IEEE] 2026-7-13 | Tobit Recursive Filtering for Networked Nonlinear Systems Against Random Man-in-the-Middle Attacks: An Attack Detection Mechanism
[IEEE] 2026-7-13 | Robotic Compliant Disassembly Strategy for Disassembling Dual Peg-hole with Uncertain Incomplete State: Mathematical Model and Optimization Methods
[IEEE] 2026-7-13 | Temporal Risk Forecasting of Infrastructural Health Using Deep Learning with Attention Mechanism
[IEEE] 2026-7-14 | Diffusion Posterior Sampling with Channel Feedback for Adaptive Semantic Communication
[IEEE] 2026-7-13 | An Energy-Efficient Channel-Wise Segmented Sparse BNN Accelerator With Algorithm–Hardware Co-Optimization for Gesture Recognition
[IEEE] 2026-7-14 | Learning-Based Joint Channel Acquisition and Communication Optimization for Movable Antennas
[IEEE] 2026-7-14 | Towed Movable Antenna Array for Airborne Secure Communications
[IEEE] 2026-7-14 | Non-Contact Broadband Microwave Sensing of Temperature Variations in Biological Tissues Using PCA-Based Feature Analysis
[IEEE] 2026-7-14 | Comparative Study of Textile Based Wearable Antenna Designs for IoT Applications
[IEEE] 2026-7-14 | AI-Driven Turbulence Compensation in Free-Space Optical Links for Sustainable Digital Infrastructure
[IEEE] 2026-7-14 | High Torque-Density Axial-Flux Machine Using Inclined Permanent Magnet Design
[IEEE] 2026-7-14 | A Multi-Phase Deep Learning Framework for Skin Lesion Classification Via Transfer Learning
[IEEE] 2026-7-14 | SiLine: An Intelligent Telemetry-Driven Endurance Line-Following Robot
[IEEE] 2026-7-14 | Evaluating Physics-Informed and Data-Driven Recurrent Networks for Heatwave Prediction
[IEEE] 2026-7-14 | DRAD-AIM: Dynamic Region Anomaly Detection Based on Intersection-Level Anomaly Mining
[IEEE] 2026-7-14 | Electrical Impact of Winding Material Selection on Transformer Design: A Comparison of TEDAŞ and Tier 2 Specifications
[IEEE] 2026-7-14 | Robust $\mathcal{H}_{\infty}$ Controller Design for INDI-Controlled Quadrotor Using Online Parameter Identification
[IEEE] 2026-7-14 | Deep Q-Learning-Based Gain Scheduling for Nonlinear Quadcopter Dynamics
[IEEE] 2026-7-14 | Attribute-Based Bilateral Access Control With Privacy Preservation for IIoT
[IEEE] 2026-7-14 | Intercepting an Agile Target with Net-Carrying Drones Using Competitive Multi-Agent Reinforcement Learning
[IEEE] 2026-7-14 | Energy-Efficient Power Control in Single-User M-MIMO-OFDM System with PA Nonlinearity
[IEEE] 2026-7-14 | How innovativeness of supply chain ecosystem members affects firm standard-setting performance: The moderating role of market competition
[ACM] 2026-7-13 | “I Value LeetCode Over My Coursework”: CS Students’ Preparation Strategies and Perceptions of Technical Interviews
[IEEE] 2026-7-13 | Integrated Multi-Omics Modeling for Drug Toxicity and Side-Effect Prediction
[IEEE] 2026-7-13 | Performance Analysis of Channel Modeling for 5G Networks
[IEEE] 2026-7-13 | Flexible UWB Antenna for WBAN Applications
[IEEE] 2026-7-13 | XGBoost Classifier Framework for Detection of Multi-Level Vehicle Noise and Emission Violations
[IEEE] 2026-7-13 | Improving CT-Free PET Attenuation Correction via Stable Wasserstein GAN Training and Detection-Based Validation
[IEEE] 2026-7-13 | Predictive Maintenance of Launch Pads Using Machine Learning
[IEEE] 2026-7-13 | Digital Energy Adaptive Twin Ook Transmitter For Uwb Applications
[IEEE] 2026-7-13 | EEG-Based Stress Analysis in Students During Skill Assessment Using Machine Learning Algorithms
[IEEE] 2026-7-13 | QPS-SPS: A Decentralized Reinforcement Learning Framework for Adaptive Semi-Persistent Scheduling in NR-V2X Mode-2 Communication
[IEEE] 2026-7-13 | Toward a Combined View of Intrusion and Evasion: an Adversary-Aware IDS
