[2026-07-30 23:07:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[IEEE] 2026-7-30 | Advanced Multilayer Neurolearning of Disturbed Nonlinear Systems With State Safety Constraints
[IEEE] 2026-7-30 | Examining the effectiveness of traffic-smoothing autonomous vehicle controllers in the presence of lane-changing maneuvers
[IEEE] 2026-7-30 | Immersive Micromanipulation Integrating Pipette and Injector Operations with McKibben-Based Haptic Sensations for Workload Reduction
[IEEE] 2026-7-30 | Hand Motion-Based Interaction with Miniature Autonomous Blimps
[IEEE] 2026-7-29 | An Integrated GUM-MCM Framework for Estimating CMCs for Anemometer Calibration in Wind Tunnel
[IEEE] 2026-7-29 | Structure-Aware Attention Prototype Network for Cross-Modality Few-Shot Brain Tumor Segmentation
[IEEE] 2026-7-29 | The Interface Charge Accumulation Characteristics of Factory Joints for Cable under DC Voltage
[IEEE] 2026-7-29 | An Embedded Depthwise-Separable Convolutional Network for Surface Tilt Prediction in Space Robotics Using Capacitive Proximity Sensors
[IEEE] 2026-7-29 | Investigating Mask-Aware Prototype Learning for Tabular Anomaly Detection
[IEEE] 2026-7-29 | High Capacity Bitrate-Preserving Video Steganography for HEVC Via Codeword Mapping of CABAC Bypass-Coded Sign Flags
[IEEE] 2026-7-30 | Tutorial: Fundamentals of Compute-in-Memory: From Circuits to Systems
[IEEE] 2026-7-29 | 90° Broadband Phase Shifter on Weakly Coupled Line Loaded With L-Shaped Networks
[IEEE] 2026-7-30 | Active-Enrollment Enhanced Passive RF Fingerprint Identification for LoRa Devices
[IEEE] 2026-7-30 | Taming Perception Jitter: Uncertainty-Aware LiDAR Object Detection for Reliable Motion Classification
[IEEE] 2026-7-30 | SourceFabric: Consistent and Scalable Security Policies for Git Repositories
[IEEE] 2026-7-29 | Socially-Aware Collaborative Task Allocation Algorithms for Mobile Crowdsensing
[IEEE] 2026-7-30 | DRL-Based Adaptive Beam Tracking for Vehicular Phased Array Terminals in LEO Satellite NTN Links
[IEEE] 2026-7-30 | Message from Program Chairs: WoWMoM 2026
[IEEE] 2026-7-30 | DTCCL: Disengagement-Triggerd Contrastive Continual Learning for Autonomous Bus Planners
[IEEE] 2026-7-30 | A Multi-Modal Synchronized Dataset for Benchmarking ADAS Responses to Traffic Control Devices
[IEEE] 2026-7-30 | Physics-Informed Dataset Optimization for CNC Axis-Current Prediction
[IEEE] 2026-7-29 | Environment-Aware Generalized Wireless Localization via Transformer
[IEEE] 2026-7-30 | ARISE – Adaptive Refinement and Iterative Scenario Engineering
[IEEE] 2026-7-30 | nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation
[IEEE] 2026-7-30 | Proceedings
[IEEE] 2026-7-29 | Table of Contents
[IEEE] 2026-7-29 | IMS RFSA 2026 Index
[IEEE] 2026-7-29 | Research on Smart Rural Security Governance System Based on Multi-Modal Perception: A Case Study of Longtou Community in Shantou City
[IEEE] 2026-7-29 | E-Band 2×2 Unit Phased Array with Die-to-Die Stitching Scalability for Wafer-Scale Phased Array Systems
[IEEE] 2026-7-29 | Financial Risk Prediction using LASSO-GBDT Hybrid Modeling with TOPSIS-based Multi-Criteria Evaluation
[IEEE] 2026-7-29 | Automatic Image Captioning for Project Documentation at the ITE
[IEEE] 2026-7-29 | A 4.7 mW, 57–64 GHz Mixer-First Receiver in 22 nm FDSOI for Green Cognitive Radios
[ACM] 2026-7-29 | LLMs for Qualitative Data Analysis Fail on Security-specific Comments in Human Experiments
[ACM] 2026-7-29 | Federated Synthetic Data Generation for Hepatology Research: A UNOS based Evaluation
[ACM] 2026-7-29 | SLAMR: LLM-Augmented Multimodal Learning for Cold-Start Synthetic Lethality Recommendation in Cancer Cell Lines
[ACM] 2026-7-29 | ppLM-CO: Parameter-Efficient Codon Optimization with Frozen Pre-trained Protein Language Model and Guaranteed Translation Fidelity
[IEEE] 2026-7-29 | Autonomous Generative AI Agent for Stock Market Trend Forecasting in Retail Investment Systems
[IEEE] 2026-7-29 | Research on SSVEP Signal Classification Based on CNN-Mamba
[IEEE] 2026-7-29 | Energy-Efficient Federated Learning Approaches for Orbital Edge Computing
[IEEE] 2026-7-29 | EduAI: An Multimodel AI Powered Adaptive Tutoring Platform for Personalized and Inclusive Learning
[IEEE] 2026-7-29 | AI Video Summarization and Content Moderation using Deep Learning
[IEEE] 2026-7-29 | SABER: A Novel Hybrid Model to Detect Stress in Youngsters
[IEEE] 2026-7-29 | Secure and Adaptive Task Offloading in Mobile Cloud Computing: A Blockchain-Enabled Federated Deep Learning Framework with hybrid Optimization
[ACM] 2026-7-30 | Toward a Standardized Collation Sequence for Arabic Words with Special Characters: A Comparative Study of Digital Sorting Systems
[IEEE] 2026-7-29 | Optimized Parallel Computing Framework for Real-Time IoT Data Processing
[IEEE] 2026-7-29 | Attention-Driven Deep Learning Approach for Autism Spectrum Disorder Detection using Eye-Tracking Scanpath Representation
[IEEE] 2026-7-29 | Growing Domain-Specific LLMs Through Federated Split-Phase Learning: System Design and Analysis
[IEEE] 2026-7-29 | Merit-based Club Management Platform: A Transparent System for Student Club Administration
[IEEE] 2026-7-29 | A Lightweight Detection Model of Defect Detection of Wind turbine blades
[IEEE] 2026-7-29 | From Factory of the World to Innovation Powerhouse: A Computational Linguistics Analysis of China’s Manufacturing Policy Attention
[IEEE] 2026-7-29 | Low-Latency Hybrid Post-Quantum Secure Access Protocol for Resource-Constrained Terminals
[IEEE] 2026-7-29 | Graph-Enhanced Mamba for Multivariate Time Series Anomaly Detection
[IEEE] 2026-7-29 | Iteratively Calibrated S
                    <sub>11</sub>
                    Thermometry for Microsecond-Scale Intra-Pulse Heating in 96-Well Plates
[IEEE] 2026-7-29 | Streaming Video QoE Prediction using Key Quality Indicators from Screen Recordings
[IEEE] 2026-7-30 | SODBoost: Density-Guided Zoom-In Mosaic for Small Object Detection
[IEEE] 2026-7-30 | Data-Driven Pose Estimation for Robotic Connector Assembly: A Transformer-Based Approach using Force/Torque Time-Series
[IEEE] 2026-7-30 | Tutorial: Clocking and CDR Techniques for High-Performance Wireline Transceiver
[IEEE] 2026-7-30 | Sample-Efficient Robot Preference Learning under Forced-Choice Feedback
[IEEE] 2026-7-30 | Tutorial: Fundamentals of Image Sensors: From Photon to Image
[IEEE] 2026-7-30 | SandVenture: Escaping JavaScript Sandboxes with Objective-driven Input Generation
[IEEE] 2026-7-30 | Consistency-Enhanced Tightly Coupled Visual-Inertial Odometry via Bounded Double Window Optimization
[IEEE] 2026-7-30 | SoK: Honeypots &amp; LLMs, More Than the Sum of Their Parts?
[IEEE] 2026-7-30 | FedS2R: One-Shot Federated Domain Generalization for Synthetic-to-Real Semantic Segmentation in Autonomous Driving
[IEEE] 2026-7-29 | Spatiotemporal Feature Alignment and Weighted Fusion in Collaborative Perception Enabled by Network Synchronization and Age of Information
[IEEE] 2026-7-30 | Using Big Data in Labor Productivity Analysis
[IEEE] 2026-7-30 | Creation of a Layout for Measuring the Parameters of a Pulsed Magnetic Field
[IEEE] 2026-7-30 | GNSS Time is Fragile: A Large-Scale Measurement Study Under Mobility and Intentional Interference
[IEEE] 2026-7-30 | 6G Privacy-Preserving Proximity Services: Zero-Trust Multi-Stakeholder Access with Attribute-Based Credentials over PC5
[IEEE] 2026-7-30 | Decision letter for "A Stepwise Fusion Network for Semi-supervised Remote Sensing Change Detection"
[IEEE] 2026-7-30 | Syncube: A Modular and Scalable Hardware Synchronization Architecture for Multi-Sensor Fusion
[IEEE] 2026-7-30 | 2026 XXIX International Conference on Soft Computing and Measurements (SCM)
[IEEE] 2026-7-30 | When Agreement Fails: Visual Anchoring and Multimodal Pseudo-Label Reliability in Classroom Behavior Recognition
[IEEE] 2026-7-30 | Say the Mission, Execute the Swarm: Agent-Enhanced LLM Reasoning in the Web-of-Drones
[IEEE] 2026-7-30 | CaLiV: LiDAR-to-Vehicle Calibration of Arbitrary Sensor Setups
[IEEE] 2026-7-30 | Agentic AI for Trip Planning Optimization Application
[IEEE] 2026-7-30 | Comprehensive Analysis of Technologies for Extracting Rare and Rare Earth Metals from Associated and Mine Waters Using Artificial Intelligence
[IEEE] 2026-7-30 | ViNET: Connecting the Unconnected using Video over LTE
[IEEE] 2026-7-30 | Formal Security Analysis of Swedish BankID
[IEEE] 2026-7-30 | Multi-TAB: Multi-View Inference at the Edge with Resource-Aware Split Computing
[IEEE] 2026-7-29 | Length-Based Dispatching of Small Language Models On Heterogeneous On-Device Platforms
[IEEE] 2026-7-29 | Feature Selection Approach Based on Stacked Density Granulation With Principle of Justifiable Granularity
[IEEE] 2026-7-30 | Robust 3D-Aware Video Object Tracking for Mobile Robots Based on 2D Vision Foundation Models
[IEEE] 2026-7-30 | GO: The Great Outdoors Multimodal Dataset
[IEEE] 2026-7-30 | SoK: The Next Frontier in AV Security: Systematizing Perception Attacks and the Emerging Threat of Multi-Sensor Fusion
[IEEE] 2026-7-30 | Domain Adaptive Weakly Supervised Learning Based Drivable Area Detection in Snowy Environments via Ego-Trajectory
[IEEE] 2026-7-30 | Evaluation of 5G Communication for Real Time Monitoring of Power System Using PMUs
[IEEE] 2026-7-30 | SPACE: Smart Priority-Aware Congestion Elimination in Urban Traffic Systems
[IEEE] 2026-7-30 | Robust LIDAR Sensor-to-Sensor Domain Generalization via Accumulated-Point Scene Completion
[IEEE] 2026-7-29 | Multi-scale Spectral Local Contrast Meets 3–D Residual Saliency for Hyperspectral Anomaly Detection
[IEEE] 2026-7-30 | Dual-Quaternion-Based Multiplicative Extended Kalman Filtering (DQ-MEKF) for Relative Navigation in Small Groups of Interacting Objects
[IEEE] 2026-7-29 | TMESurv: a Tumor Microenvironment-informed Interpretable Neural Network for Survival Analysis across Multiple Cancer Types
[IEEE] 2026-7-29 | Approximate Analytical Method of Streamer Discharge: Corona Equation and Its State Function
[IEEE] 2026-7-30 | DU-CRG: Deep Unfolding for Consensus Representation and Graph Learning in Incomplete Multi-view Clustering
[IEEE] 2026-7-29 | Exploratory Q-Network: A DRL Framework for MOP-based GB-SAR Deployment in Open-Pit Coal Mine Slope Monitoring
[IEEE] 2026-7-30 | Neural-Lifting-Based Model Predictive Control of a Piezo-Actuated Fast Steering Mirror for High-Precision Scanning
[IEEE] 2026-7-30 | RingMo-Agent: A Unified Remote Sensing Foundation Model for Multi-Platform and Multi-Modal Reasoning
[IEEE] 2026-7-30 | From Physics to Surrogate Intelligence: A Unified Electro-Thermo-Optimization Framework for TSV Networks
[IEEE] 2026-7-30 | Geometry-Semantics Co-Regularization for Gaussian Splatting in Indoor Reconstruction
[IEEE] 2026-7-30 | Proceedings
[IEEE] 2026-7-30 | Multi-Opponent Tracking with Dual Stage Association for Autonomous Racing
[IEEE] 2026-7-29 | Centimeter-Accurate Tunnel Positioning Using an LCX-Based Multimodal Fusion Method
[IEEE] 2026-7-29 | Multi-Platform Bias-Mitigation Pseudolinear Kalman Filter for Bearings-Only Target Tracking under Measurement Constraints
[IEEE] 2026-7-29 | How Accurate are Video Quality Models for Diffusion-Based Video Super-Resolution?
[IEEE] 2026-7-29 | Verilog-Based Verification and Analysis of a Two-Step Nonlinear ADC
[IEEE] 2026-7-29 | Nonlinear Kinematic Analysis of Tensioning Integrated Mechanism Based on AFSA and PID Control Technology
[IEEE] 2026-7-29 | Work-in-Progress on Federated and Cluster-Aware Wi-Fi Fingerprinting for Indoor Localisation
[IEEE] 2026-7-29 | RootLogic: An AI-Powered Bilingual Decision Support System for Sustainable Crop and Soil Management
[IEEE] 2026-7-29 | Budget-aware Test-Sufficient Context Selection for Java Unit Test Generation
[IEEE] 2026-7-29 | CPTF-DAN: A Class-Balanced Prototype-Guided Time–Frequency Domain Adaptation Network for Bearing Fault Diagnosis
[IEEE] 2026-7-29 | SEEing Together: Synthetic Presence and Ethics in AI/XR
[IEEE] 2026-7-29 | A Cross-Attention based Multimodal Transformer for Explainable Early Alzheimer’s Disease Detection
[IEEE] 2026-7-29 | HAFNet: A Deep Learning-based Hybrid Attention Fusion Framework for Deepfake Image Detection
[IEEE] 2026-7-29 | Hybrid Intelligent Architecture for Accurate Breast Cancer Detection and Classification from Multimodal Medical Imaging
[IEEE] 2026-7-29 | Research on Method of Multi-Level Parallel Computation on Embedded VSIPL
[IEEE] 2026-7-29 | From Model Comparison to Heterogeneous Fusion: A Gated Residual Framework for Brain Tumor MRI Segmentation
[IEEE] 2026-7-29 | Range-Profile-Aware and Null-Protected Hybrid Precoding for Finite-Bit Near-Field Wideband OFDM-ISAC
[IEEE] 2026-7-29 | Multi-Track Audio Main Melody Extraction Using Skyline-Based Melody Extraction and Clustering Algorithm
[IEEE] 2026-7-29 | Sustainable Hemp-based Polycarbonate Substrates Enabling Low-Loss 5G and mmWave Electronic Systems
[IEEE] 2026-7-29 | Accurate Synthetic Tasks for Scientific Workflow Benchmarks
[IEEE] 2026-7-29 | M3DGCQA: A Quality Assessment Dataset for Multi-Object 3D Generated Contents
[IEEE] 2026-7-29 | Battery State of Health Estimation via Federated Learning on Diverse Data from Multiple Sources
[IEEE] 2026-7-29 | A G-Band SAR System for Non-Destructive Inspection of Packaged Products
[IEEE] 2026-7-29 | Characterization of Traffic Flows in a Low-Resource Community Wireless Network
[IEEE] 2026-7-29 | Stochastic Differential Equation Diffusion for Conditional Molecular Generation in Multi-scale Latent Spaces
[ACM] 2026-7-30 | Fairness Optimization of Data Collection Volume for STAR-RIS-Assisted UAV-Enabled IoT
[IEEE] 2026-7-29 | ICBASE 2026 Breaker Page
[IEEE] 2026-7-29 | The Impact of Posture on the Coupling Between Cerebral Blood Flow and Cortical Activity Evaluated via Mutual Information_supp1-3717604.docx
[ACM] 2026-7-29 | Auditing Retrieval-Augmented LLM Hypotheses for Longitudinal Cell Painting Morphology
[ACM] 2026-7-29 | CIERTe: Continuous Inter-Event Relative Temporal Anchoring for Anxiety Detection from Social Media Posts
[ACM] 2026-7-29 | Integrated virtual and wet-lab screening to identify ligands of a SLC benchmark, SLC25A20.
[ACM] 2026-7-29 | CSTATE: Predicting cellular responses to perturbations
[ACM] 2026-7-29 | Stochastic Retrieval for Fairness–Accuracy Trade-offs in Clinical RAG
[ACM] 2026-7-29 | To GOTO or Not to GOTO: Measuring Structural Complexity of (Decompiled) Code
[ACM] 2026-7-29 | Understanding Codebase like a Professional! Human–AI Collaboration for Code Comprehension
[ACM] 2026-7-29 | Test Behaviors, Not Methods! Detecting Tests Obsessed by Methods
[ACM] 2026-7-29 | Automated Test Suite Enhancement Using Large Language Models with Few-shot Prompting
[ACM] 2026-7-29 | The Way of Types: A Report on Developer Experience with Type-Driven Development
[ACM] 2026-7-30 | Mapperoni: A Tool for Teaching the Basics of Level Design
[ACM] 2026-7-30 | Representing and Generating Levels Over Time through Playtrace Reconstructive Partitioning
[IEEE] 2026-7-30 | Design of Tensegrity-based Humanoid Robot
[IEEE] 2026-7-30 | Realistic and Controllable 3D Gaussian-Guided Object Editing for Driving Video Generation
[IEEE] 2026-7-29 | Online Li-ion Battery State of Health Estimation during Electric Vehicles Fast Charging: A Comparative Analysis of Advanced Data-Driven Techniques
[IEEE] 2026-7-30 | Neural-Network-Based Optimization of Power Consumption in Electric Submersible Pump Systems
[IEEE] 2026-7-30 | Corrections to “FCTformer: Fusing Convolutional Operations and Transformer for 3D Rectal Tumor Segmentation in MR Images”
[IEEE] 2026-7-30 | Multi-Agent Connected Autonomous Driving with Infrastructure Perception
[IEEE] 2026-7-30 | ParCo-SDF: Learning Prior-Free Partial-to-Complete Signed Distance Fields of Deformable Objects
[IEEE] 2026-7-30 | LIF-Net: LiDAR-Camera Fusion for 3D Human Pose in Urban Scenes
[IEEE] 2026-7-30 | Sponsors and Supporters
[IEEE] 2026-7-29 | CMMS-DETR: Cross-Modal Multi-Scale Feature Fusion Network for UAV Remote Sensing Detection
[IEEE] 2026-7-30 | A PSO-Optimized ANFIS-Based Control Strategy for DC Bus Voltage Regulation in PV-Battery DC Microgrids
[IEEE] 2026-7-30 | Inertia Regional Clustering Based on PMU Measurements
[IEEE] 2026-7-30 | Road-Aware Anomaly Segmentation with Query-Guided Polygons and CLIP in Autonomous Driving
[IEEE] 2026-7-30 | Improved Compression of Smart Grid Timeseries Data with Rolling Window Statistical Analytics
[IEEE] 2026-7-29 | A 20–47-GHz 1°-Phase-Variation 23-dB-Range VGA With 180°-Phase Shift and 138-Gbps Data Rate for 5G and SATCOM in 40-nm CMOS
[IEEE] 2026-7-29 | A Latent Diffusion for Stable Frame Interpolation
[IEEE] 2026-7-30 | Predicting Vendor and Supply Chain Disruptions using AI and Machine Learning in ERP Sourcing and Procurement for Optimized Business Processes
