[2026-08-07 22:34:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-06
正在获取论文...
[arXiv] 2026-08-06 | Periods of E-operators
[IEEE] 2026-8-6 | FPGA-Enabled Design for per-Stream Processing in Asynchronous Traffic Shaping for TSN
[IEEE] 2026-8-6 | A Stability-Driven Clustering Scheme for Uninterrupted Federated Learning in UAV Networks
[IEEE] 2026-8-6 | TATM: A Proactive Flow-Aware Buffer Allocation Framework for Efficient Micro-Burst Absorption in Commodity Switches of 5G Networks
[IEEE] 2026-8-6 | CCGP: A Cooperative Coevolutionary Cartesian Genetic Programming Algorithm for Finite State Machine Synthesis
[IEEE] 2026-8-6 | Edge-AI Enabled Real-Time Multi-Camera Casualty Detection and Tracking for Military IoT
[IEEE] 2026-8-6 | An Efficient Image Dehazing Algorithm using Wavelength-Based Transmission Rate Estimation for Edge Applications
[IEEE] 2026-8-6 | Cross-Modal Gated Fusion for Joint Anomaly Detection and Fault Category Diagnosis in Distributed Systems
[IEEE] 2026-8-6 | Enhanced Contention-Based Random Access for 5G NR and Beyond: Supporting NES
[IEEE] 2026-8-6 | Adaptive PSO Algorithm for Cooperative Multi-UAV Path Planning in Disaster Relief
[IEEE] 2026-8-6 | GATv2+LP: GATv2-Based WSS Topology Design with Link Pruner for Datacenter Network
[IEEE] 2026-8-6 | From Synchronized Testbed to MaskForceNet: End-to-End Force Estimation for Neurovascular Guidewires
[IEEE] 2026-8-6 | Holographic-ELAA-Enabled Near-Field ISAC: A Sensing-Centric Beamforming Design
[IEEE] 2026-8-6 | Energy-Aware Online Fog Scheduling for Mixed Agricultural Sensing Platforms
[IEEE] 2026-8-6 | Implementation of a ZSM-Based Network Agent for Automated Traffic Detection and Unified Data Collection in Multi-Generation Networks
[ACM] 2026-8-6 | OOD-GraphLLM: Graph Large Language Model for Out-of-Distribution Generalized Drug Synergy Prediction
[ACM] 2026-8-7 | OneLive: Dynamically Unified Generative Framework for Live-Streaming Recommendation
[ACM] 2026-8-6 | DEGR: Dual Exploration-Driven Generative Re-Ranking for Adaptive Cross-Request Context Bridging
[ACM] 2026-8-6 | ThermEval: A Structured Benchmark for Evaluation of Vision-Language Models on Thermal Imagery
[ACM] 2026-8-6 | Learning to Evaluate: Cost-Effective Model Evaluation on Unlabeled Data with Meta-Learning
[ACM] 2026-8-7 | From Latent to Observable Position-Based Click Models in Carousel Interfaces
[ACM] 2026-8-6 | The KDD 2026 Panel Beyond Scaling---What Will Define the Next Decade of AI? New Frontiers in Knowledge Discovery from Data
[ACM] 2026-8-6 | Rewarding the Scientific Process: Process-Level Reward Modeling for Agentic Data Analysis
[ACM] 2026-8-6 | AI-Assisted Variance Reduction in Randomized Experiments
[ACM] 2026-8-6 | Experimentation for Different Scheduling Policies on Queues: Mixed Differences-in-Q Estimators Based on Little's Law
[ACM] 2026-8-6 | HeimdaLLM: Efficient Cloud-assisted Federated Fine-tuning with Zeroth-Order Rectification for LLMs
[ACM] 2026-8-7 | FOUNDv2: Learning Unified User Quantized Tokenizers for User Representation
[ACM] 2026-8-7 | MEMTS: Internalizing Domain Knowledge via Parameterized Memory for Retrieval-Free Domain Adaptation of Time Series Foundation Models
[ACM] 2026-8-6 | Chem-R: Learning to Reason as a Chemist
[ACM] 2026-8-6 | Atomic Intent Reasoning: Bringing LLM Semantics to Industrial Cross-Domain Recommendations
[ACM] 2026-8-6 | Revisiting Graph Autoencoders as Implicit Contrastive Learners
[ACM] 2026-8-6 | RoDAC: A Robust Data-centric Anti-Cheat Framework for Fair Online Competitive Gaming
[ACM] 2026-8-6 | FlightGen: Controllable Flight Trajectory Generation with Physics-Constrained Diffusion
[ACM] 2026-8-6 | Tensor Methods: A Unified and Interpretable Approach for Material Design
[ACM] 2026-8-6 | SAGEO Arena: A Realistic Environment for Evaluating Search-Augmented Generative Engine Optimization
[ACM] 2026-8-6 | Multi-TAP: Multi-criteria Target Adaptive Persona Modeling for Cross-domain Recommendation
[ACM] 2026-8-7 | Artificial Social Intelligence
[ACM] 2026-8-6 | Driving Reaction Trajectories via Latent Flow Matching
[ACM] 2026-8-6 | <scp>Optimas</scp>
                    : An Intelligent Analytics-Informed Generative AI Framework for Performance Optimization
[ACM] 2026-8-6 | StaR: Stateful Dynamic-Graph Root Cause Analysis through Memory-Enhanced Causality Discovery
[ACM] 2026-8-6 | <scp>DDIAgents:</scp>
                    Mechanism-Conditioned Context Flow for Drug-Drug Interaction Prediction
[ACM] 2026-8-6 | Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2
[ACM] 2026-8-6 | AFLiP: An Access-Recomputation Decoupling Framework for Efficient and Structure-Preserving GNN-based Link Prediction
[ACM] 2026-8-6 | Structured Task Alignment for Multi-Objective Learning to Rank
[ACM] 2026-8-6 | MOSIC: Model-Agnostic Optimal Subgroup Identification with Multi-Constraint for Improved Reliability
[ACM] 2026-8-6 | CR-Aug: Community Risk-Guided Adaptive Augmentation for Semi-supervised Graph Anomaly Detection
[ACM] 2026-8-6 | A Data-Centric Decomposition of Estimator Performance in Continuous Treatment Effect Estimation
[ACM] 2026-8-6 | <scp>Kairos:</scp>
                    Time-Sensitive Scheduling for Ad-Oriented ML Workloads with Heterogeneous Time-Utility Functions
[ACM] 2026-8-7 | Generalizing GNNs with Tokenized Mixture of Experts
[ACM] 2026-8-6 | Scalable and Traceable Joint Uplift Modeling for Multi-Lever Online Marketing
[ACM] 2026-8-6 | Self-Regulating Prompt Expansion for Continual Learning
[ACM] 2026-8-6 | The International Workshop on AI for Cognitive and Mental Health Support
[ACM] 2026-8-6 | CanonFedRec: A Canonical Geometric Framework for Personalized Federated Recommendation
[ACM] 2026-8-6 | Take Control of Censoring, Generate Real-World Like Synthetic Data
[ACM] 2026-8-6 | FuXi-Linear: Unleashing the Power of Linear Attention in Long-term Time-aware Sequential Recommendation
[ACM] 2026-8-6 | BatteryMFormer: Multi-level Learning for Battery Degradation Trajectory Forecasting
[ACM] 2026-8-6 | Towards Universal Spatial Transcriptomics Super-Resolution: A Generalist Physically Consistent Flow Matching Framework
[ACM] 2026-8-6 | TCRTSdesign: End-to-End Co-Design of Antigen-Specific TCR Sequences and Structures
[ACM] 2026-8-7 | EHRBench: An Automated and Reliable EHR-based Benchmark for Clinical Decision Making with LLMs
[ACM] 2026-8-6 | Relaxed Bipartite Matching with Structural Inertia for Efficient Diffusion
[ACM] 2026-8-6 | CaCuTe: Casual Cubic-Model Technique for Faster Optimization
[IEEE] 2026-8-6 | CTLSL: A Robust Underwater Target Localization in Stratified and Perturbed UIoT Environments_supp1-3720542.pdf
[IEEE] 2026-8-6 | Author Index
[IEEE] 2026-8-6 | Distributed Fixed-Time Cooperative Transport of Multiscene Aero-Disturbed UAVs-Payload Systems Via a Predefined-Time Collision Strategy
[IEEE] 2026-8-7 | Contributors
[IEEE] 2026-8-6 | ReCIL: Rehearsal-Based Class Incremental Learning for Cross-Subject Motor Imagery Classification
[IEEE] 2026-8-6 | High-sensitivity seawater temperature measurement based on core-offset microchannel sensing structure
[IEEE] 2026-8-6 | Wavelet Decoupling and Fusion Network for Aero-Engine Blade Defect Detection
[IEEE] 2026-8-6 | An O-RAN-Assisted MARL Approach for Dynamic Sidelink and Infrastructure Selection in V2X Communications
[IEEE] 2026-8-7 | Optimal DC Fault Ride-Through Control for Crossing Thyristor Branches-Based Hybrid MMCs Under UFB-SM Failures
[IEEE] 2026-8-7 | Optimization and Electricity Substitution Study of Alumina Industrial Hybrid System Considering Reliable Wind Power Forecasting
[IEEE] 2026-8-6 | Minimum Rate Maximization for BD-RIS Networks with Time-Varying Channels
[IEEE] 2026-8-7 | RouteFormer: A Transformer-Based Routing Framework for Autonomous Vehicles
[IEEE] 2026-8-6 | Spatio-Temporal Kernel Density Estimation for Streaming Time-Varying Data
[IEEE] 2026-8-7 | Automated Detection and Classification of Epileptic Seizure using Hybrid Feature-Optimized Machine Learning Model
[IEEE] 2026-8-7 | Tunable Energy Transfer in MEMS Resonators with Electrostatic Coupling under Parametric Excitation
[IEEE] 2026-8-7 | IEEE Feedback
[IEEE] 2026-8-6 | LMI Synthesis of Multivariable Current Controllers for AC/AC Modular Multilevel Converters
[IEEE] 2026-8-6 | SM-FSL: Similarity Guided Multi-Source Few-Shot Learning for Lung Ultrasound Diagnosis
[IEEE] 2026-8-6 | CDNet:Cascade decoupled network for end to end Person Search
[IEEE] 2026-8-7 | Deterministic Ambiguity Regions in TDOA Multilateration_supp2-3721450.pdf
[IEEE] 2026-8-7 | Human-VLM Collaborative Labeling Framework with Consistency-Guided Viewpoint Optimization for Preference-Based Reinforcement Learning
[IEEE] 2026-8-6 | Few-Sample GNSS Environment Recognition via LLM-Based Physical-Semantic Distillation and Test-Time Adaptation
[IEEE] 2026-8-6 | Bias-Aware FP8 Format for Efficient Weight Representation in Post-Training Quantization
[IEEE] 2026-8-6 | Evolution of Curing Induced Stress in Cycloaliphatic Epoxy Composite Insulators: Comparative Insights from Linear Elastic and Viscoelastic Models_supp1-3720347.pdf
[IEEE] 2026-8-6 | S2R-LiteInfer: A Lightweight Inference-Driven Sim2Real Domain Adaptation Framework for Distributed Cooperative Perception
[IEEE] 2026-8-7 | Eddy Current Compensation Design for Robust Indoor Navigation in Magnetic Field Distortion Environment
[IEEE] 2026-8-6 | Towards Intelligent and Adaptive Multi-Agent Slicing in Maritime Networks
[IEEE] 2026-8-7 | Parametric Lattices Are Better Quantizers in Dimensions 13 and 14_supp1-3721285.pdf
[IEEE] 2026-8-7 | Joint Optimization of Hyperspectral Band Selection and Computation Offloading in LEO–GEO Collaborative Satellite Networks
[IEEE] 2026-8-6 | Adaptive Kinematic Masking for Urban Human Activity Recognition Using UWB Radar: A Sim2Real Approach
[IEEE] 2026-8-7 | Multimodal Analysis of Performance Resilience Under Increasing Cognitive Load Using Eye-Tracking and Behavioral Measures
[IEEE] 2026-8-7 | A Verification and Harmonic Reference Kit for RF Contact Harmonic Test Setup Characterization
[IEEE] 2026-8-6 | A Multi-Modal Seismic Attenuation Compensation Based on Shallow-Dominant Attenuation Collaborative Mapping
[IEEE] 2026-8-6 | Corrections to “A Systematic Open Source Modeling Method for Energy and Power Systems: Solar PV Application”
[IEEE] 2026-8-7 | SecureInsight: A Privacy-Preserving Offline Document Intelligence Assistant
[IEEE] 2026-8-7 | Direct Acoustic Cross-Medium Communication in Misaligned Scenarios: Channel Modeling and Experimental Validation
[IEEE] 2026-8-7 | A Self-Determination Theory-Based Gamified Cognitive Bias Modification Training for AI Anxiety
[IEEE] 2026-8-7 | Multi-Modal Digital Representation of Architectural Facades of Chaoshan Traditional Ancestral Halls: Proposal and Application of an AI-Based Methodological Framework
[IEEE] 2026-8-7 | Event-Triggered Adaptive Cooperative Control for Multiple Underwater Vehicle-Manipulator Systems with Communication Constraints and Disturbances
[IEEE] 2026-8-7 | A Study on Digital Bio-Color Design Based on Pheasant Feather Coloration
[IEEE] 2026-8-7 | Scheduling with Minimum Unproductive Energy in Job-Shops
[IEEE] 2026-8-7 | Analyzing the Role of Digital Interaction Design in Hubei Provincial Museums
[IEEE] 2026-8-7 | Narrative of Rural Cultural Tourism Scene Based on AR Technology Digital Display Design Research
[IEEE] 2026-8-7 | Terrain traversability calculation using visual friction estimation and geometric information fusion for sloped terrains
[IEEE] 2026-8-7 | Automatic Generation and Aesthetic Constraint Optimization Model of Building Facade Patterns
[IEEE] 2026-8-7 | AI-Empowered Cultural Heritage Preservation and Museum Public Engagement: A Case Study Approach from an Interaction Design Perspective
[IEEE] 2026-8-7 | A Virtual Special Exhibition of Chinese Spring Festival Culture Based on Interactive Digital Narratives
[IEEE] 2026-8-7 | Autonomous Exploration of Polar Ice Shelves Using an Improved Next-Best-View Planner
[IEEE] 2026-8-7 | A Preliminary Discussion on the Digital Protection Path of Jinzhou Folk Painting, a County-Level Intangible Cultural Heritage, Under the Background of New Cultural Productivity
[IEEE] 2026-8-7 | Research on the High-Quality Development of Prepared Dishes Packaging Enabled by New Productivity
[IEEE] 2026-8-6 | On Investigation of Interference and its Cancellation Using Statistical Embedding in cGAN Architecture for Rate Splitting Mixed RF/FSO Relaying Systems
[IEEE] 2026-8-7 | Porous sandwich-like structured composite film for electromagnetic interference shielding
[IEEE] 2026-8-7 | A Deep Decomposition Prediction Model Integrating CEEMDAN and VMD
[IEEE] 2026-8-7 | Predictive Analytics Framework for Long COVID Healthcare Resource Forecasting Using Ensemble Learning
[IEEE] 2026-8-7 | Research on the Value Enhancement of Museum Digital Collections and Derivatives by NFT Technology——Take Liaoning Provincial Museum Digital Cultural and Creative Experience Cabin Design as an Example
[IEEE] 2026-8-7 | Efficient Three-Dimensional Acoustic Field Compression and Dimensionality Reduction in Complex Terrain Environments
[IEEE] 2026-8-7 | Subspace-Based Phase Self-Calibration for Robust DOA Estimation with MEMS Vector Hydrophones
[IEEE] 2026-8-7 | A Lean-Guided Micro-Credential Framework for Optimizing Decision Support and Process Efficiency in Public Governance
[IEEE] 2026-8-7 | Vision-Based Lightweight Recognition Method for AUV Propeller Fault Diagnosis
[IEEE] 2026-8-7 | Non-Destructive Identification of Wheat Seed Varieties Using Hyperspectral Imaging and Swarm Intelligence Optimized SVM
[IEEE] 2026-8-7 | High-Precision Gas Content Detection in Microfluidic Chips Based on PMUTs and Machine Learning
[IEEE] 2026-8-7 | USIS-PGM: Photometric Gaussian Mixtures for Underwater Salient Instance Segmentation
[IEEE] 2026-8-7 | Toward Just-In-Time Production Scheduling Using Masked Actor-Critic Reinforcement Learning and Colored Timed Petri Nets
[IEEE] 2026-8-7 | AFS-BERTweet: An Adaptive Feature-Selection Framework for Robust Sentiment Analysis under Sarcasm and Irony in Noisy Social Media Data
[IEEE] 2026-8-7 | Research on Optimizing User Experience of Shared Mobility in the Context of Cultural Heritage
[IEEE] 2026-8-7 | An Intelligent Computing Framework for Smart Healthcare Applications
[IEEE] 2026-8-7 | TransparentCube: A Dynamic, Explainable, and Actionable Data Model for AI Governance
[IEEE] 2026-8-7 | Research on User Experience Design of Shared Orchard Based on Perceived Value Model and IPA Analysis
[IEEE] 2026-8-7 | Anchor Box RCNN for Accurate Prediction of Consumer Price Indices in Rural and Agricultural Sectors
[IEEE] 2026-8-7 | Numerical Investigation and Comparison of Flow Noise and Flow-Induced Vibration Noise for a Submarine Model
[IEEE] 2026-8-7 | Fair Charging under Grid Constraints: A Receding-Horizon Game Approach for Electric Vehicle Charging Parks
[IEEE] 2026-8-7 | Traditional Culture Inheritance and Innovation Strategy Based on Digital Technology—The China Grand Canal Museum as an Example
[IEEE] 2026-8-7 | AI Capabilities Driving Sustainable Organizational Performance Through Training Development and Organizational Agility Under Leadership Influence
[IEEE] 2026-8-7 | A general approach for the optimization of power distribution architectures of hydraulic Off-Road Vehicles
[IEEE] 2026-8-7 | A Real-Time Integrated Hauling Information System for Optimized Cost and Inventory Management in Mining Corporation
[IEEE] 2026-8-7 | Autonomous Acoustic and Optical Guided Recovery Method for Underwater Robots in Polar Ice-Covered Regions
[IEEE] 2026-8-7 | An Examination of Sustainable Travel in Remote Urban Communities Through the Lens of Service Design
[IEEE] 2026-8-7 | Enhancing Human-Computer Interaction in General Aviation Self-Service Refueling: A Design Methodology Study
[IEEE] 2026-8-7 | A Legendre-Corrected Analytical Model for Modal Coupling in LiNbO
                    <sub>3</sub>
                    XBAR Resonators
[IEEE] 2026-8-6 | Vibration Based Condition Classification of ASTM C93900 Bronze Plain Bearing Bushings Using Deep Learning
[IEEE] 2026-8-7 | A Wearable sEMG–PMUT Sensor Fusion Approach for Hand Gesture Recognition Based on Machine Learning
[IEEE] 2026-8-7 | Order Sensitivity of Integrated Electronics Supply Networks in Emergent Customer and Market Conditions
[IEEE] 2026-8-7 | Research on the Modular Design of Huai Flower Lamp Based on Fractal Method
[IEEE] 2026-8-7 | Safety-Aware A* Based Path Planning for Autonomous Quadrotor Navigation in Dynamic Wildfire Environments
