[2026-09-02 23:53:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-01
正在获取论文...
[arXiv] 2026-09-01 | It Takes Two to Match: Co-Evolving Generative Retriever with Reinforcement Learning
[IEEE] 2026-9-2 | Layout-Waveform Joint Optimization Method for Millimeter-Wave Sparse MIMO Imaging
[IEEE] 2026-9-2 | Millimeter-Wave Achromatic Metalens with Ultrahigh Numerical Aperture
[IEEE] 2026-9-2 | Real-Time Instruction-Level Anomaly Detection for Embedded Applications Using AI
[IEEE] 2026-9-2 | Measurement of Reconfigurable Intelligent Surface Assisted Non-Line-of-Sight Links Based on Software-Defined Radio
[IEEE] 2026-9-2 | Design of a Compact Sub-6 GHz Tri-Band Bandpass Filter Using Hybrid Lumped-LC and Microstrip Line Resonant Networks
[IEEE] 2026-9-2 | A Fully Integrated 3.5-/4.9-GHz GaN Dual-band Filtering PA Design
[IEEE] 2026-9-2 | Author Index
[IEEE] 2026-9-2 | Research on Fast Prediction Methods for Electromagnetic Scattering Based on Deep Learning Assistance
[IEEE] 2026-9-2 | Prospects for Drone-Based Last-Mile Delivery in Major Urban Centres: Empirical Evidence from Can Tho City
[IEEE] 2026-9-2 | Design and Simulation of a Low-Trigger-Voltage SCR-Type ESD Protection Device in Deep Submicron CMOS Technology
[IEEE] 2026-9-2 | Dual-Polarized Broadband Absorptive Frequency Selective Surface with Dual-Passbands and a High Passband Ratio
[IEEE] 2026-9-2 | Measurement Method for Radiation Characteristics of Conformal Array Antenna
[IEEE] 2026-9-2 | DEM-Constrained Constellation Optimization for Lunar South Pole Navigation
[IEEE] 2026-9-2 | Lightweight Direction-Aware Feature Learning for Class-Imbalanced Retinal Image Analysis
[IEEE] 2026-9-2 | Monte Carlo-Based Interference Analysis of LPWAN Technologies for Smart Agriculture
[IEEE] 2026-9-2 | Robust, Nonlinear Motion Control Under Piecewise-Defined Tracking Error Constraints
[IEEE] 2026-9-2 | Enhancing Arabic Sentiment Analysis of Yemeni Delivery Applications Using Auto-Labeling and Fine-Tuned BERT-Based Models
[ACM] 2026-9-2 | Report on CHIIR 2026 Workshop on Generative AI and Academic Search (GAI&amp;AS)
[IEEE] 2026-9-1 | Deep Learning-Based 3D Object Detection for Autonomous Driving: A Review
[IEEE] 2026-9-1 | Few to Big: Prototype Expansion Network via Diffusion Learner for Few-shot 3D Point Cloud Semantic Segmentation
[IEEE] 2026-9-1 | CIS-RAM 2026 Keynote
[IEEE] 2026-9-1 | Distributed Model Predictive Control with Vulnerability-Aware Consensus for Optimal Load Curtailment and Cascading Failure Risk Mitigation in Heterogeneous Industrial Networks
[IEEE] 2026-9-1 | 2026 IEEE International Conference on Cybernetics and Intelligent Systems (CIS) and IEEE International Conference on Robotics, Automation and Mechatronics (RAM)
[IEEE] 2026-9-1 | Runtime Monitoring of Observation-Delay Tolerant Reinforcement Learning Policies in Lingua Franca_supp1-3726815.mp4
[IEEE] 2026-9-1 | Compact Vibrotactile Impact Actuator With Compliant Structures and Magnetic Springs for Directional Haptic Feedback_supp2-3722170.mp4
[IEEE] 2026-9-1 | Never-Ending Behavior-Cloning Agent for Robotic Manipulation
[IEEE] 2026-9-1 | CIS-RAM 2026 Organizers, Sponsors, Partners
[ACM] 2026-9-1 | Fundamental Ideas as a Basis for Designing Coherent Competence Progressions in K-12 Computing Curricula
[IEEE] 2026-9-1 | Differential Evolution Optimized Adaptive Backstepping Control for DC-DC Buck Converter with Enhanced Disturbance Rejection
[IEEE] 2026-9-1 | Economic Analysis of a Floating PV System Integrated with Pumped Storage Hydroelectric Plant – A Critical Review in Indian Context
[IEEE] 2026-9-1 | Spatio-Temporal Characteristics and Driving Factors of Illegal and Irregular Anthropogenic Soil and Water Loss in Hubei Province
[IEEE] 2026-9-1 | Multi-Source Remote Sensing and Machine Learning Framework for Agricultural Crop Yield Prediction in Kazakhstan: A District-Level Analysis (2000-2024)
[IEEE] 2026-9-1 | Federated Modularized Vector-Quantized Variational Autoencoder Framework for Energy-Efficient Edge–Cloud Industrial IoT Systems
[IEEE] 2026-9-1 | Robust Optimal Distributed Generation Sizing Under Stochastic Renewable Uncertainty
[IEEE] 2026-9-1 | Fault Detection in Solar Panels using Efficient Transfer Learning Technique
[IEEE] 2026-9-1 | A Sampling Bag-Based Dehumidification System for Electronic Nose Analysis
[IEEE] 2026-9-1 | Model-Based Calibration Transfer for Interpretable Machine Learning in MOS Gas Sensing
[IEEE] 2026-9-1 | A Calibration Method for Serial Robots Based on an Improved Bald Eagle Search Algorithm
[IEEE] 2026-9-1 | TranSplat: Instant Object Relighting in Gaussian Splatting via Spherical Harmonic Radiance Transfer
[IEEE] 2026-9-1 | Design of a PIDD
                    <sup>2</sup>
                    Control Law for Frequency Regulation in Fuel Cell-powered Nano Grid
[IEEE] 2026-9-1 | Discrimination of Homologous Fruit Odors and Mixture Ratio Prediction for Scent Recreation
[IEEE] 2026-9-1 | Comparative Study of LC and TC INS/GNSS Integration for Vehicle-Mounted SOTM Antenna Pointing
[IEEE] 2026-9-1 | Real-time Performance Analysis of Model Independent Solar MPPT Techniques
[IEEE] 2026-9-1 | The Challenges in Developing Screening Tools for Genitourinary Cancers Using Potentiometric “Electronic Tongues”
[IEEE] 2026-9-1 | Robust Sheet-Material Identification via Dual-Press Thickness Estimation and Tactile Mixture-of-Experts
[IEEE] 2026-9-1 | A Dual Drift Compensation Framework for Electronic Nose
[IEEE] 2026-9-1 | Satellite-Independent Hybrid Modeling for Continuous Reference Evapotranspiration Mapping Using Machine Learning and Terrain-Aware Interpolation
[IEEE] 2026-9-1 | Comparative Analysis of Soft Computing Techniques for Remnant Life Estimation of Power Transformers
[ACM] 2026-9-2 | Astrolabe: Balancing Load in LLM Serving with Randomized Prediction-Guided Scheduling
[ACM] 2026-9-2 | To Keep or Not to Keep: Learning KV Cache Retention in Disaggregated LLM Serving Systems
[ACM] 2026-9-2 | PostgresRocks: Exploring a RocksDB-Backed Storage Format for PostgreSQL
[ACM] 2026-9-1 | Dynamic Pollution Characteristics and Source Apportionment of Atmospheric micro-plastics Based on Real-Time IoT Monitoring
[ACM] 2026-9-1 | Analysis of Communication Effect of Ideological and Political Discourse Based on Transformer Architecture
[ACM] 2026-9-1 | Predicting the Evolution of Video Editors' Professional Niche Under AI Impact: Evolution of Video Editors' Professional Niche--A Lotka-Volterra Modeling Approach
[ACM] 2026-9-1 | Network Traffic Anomaly Detection Method Based on LSTM-GRU Hybrid Model
[ACM] 2026-9-1 | Multi-Period Difference-in-Differences with Group-Specific Odds Ratio Equi-Confounding and Its Application to the Broadband China Policy
[ACM] 2026-9-1 | Android-based malicious application detection model based on permission
[ACM] 2026-9-1 | Pumping kite flight control based on deep learning
[ACM] 2026-9-1 | Cross-lingual Metaphor Recognition Algorithm Integrating GCN with Phenomenological Semantic Space
[ACM] 2026-9-1 | Predicting Audience Participation Willingness in the Cross-Cultural Communication of Northern Shaanxi Folk Songs Using Random Forests
[ACM] 2026-9-2 | The Impact of Digital Information Systems on Operational Performance Evidence from Service Sector Firms
[ACM] 2026-9-2 | The “Dual Logic” of Green Innovation: Evidence from Supply Chain Heterogeneity in the Low-Altitude Economy
[ACM] 2026-9-2 | GCN-Integrated Deep Q-Network for Dynamic Pricing Strategy in Cross-Border E-commerce
[ACM] 2026-9-2 | Impact of University Continuing Education on Regional Innovation Capacity: Evidence from XGBoost and SHAP Analysis under the Knowledge Capital Perspective
[ACM] 2026-9-2 | AccrualNet: Industry-Aware Temporal Attention Network for Corporate Financial Distress Prediction via Multi-Period Financial Statement Analysis
[ACM] 2026-9-2 | Intelligent Identification and Early Warning of Risk Clauses in Engineering Tender Documents
[ACM] 2026-9-1 | Analysis of the Talent Demand of “Digital Operation” Based on LDA Recruitment Text Big Data--Digital Operation Talent Demand Analysis via LDA
[ACM] 2026-9-2 | Image Style Transfer and Effect Optimization of Documentary Based on Deep Learning
[IEEE] 2026-9-2 | IEEE Transactions on Very Large Scale Integration (VLSI) Systems
[IEEE] 2026-9-2 | Harnessing Free-electron and Surface Plasmon Interactions: Towards Compact Radiation Sources
[IEEE] 2026-9-2 | Author Index
[IEEE] 2026-9-2 | A Dual-Frequency Dual-Circularly Polarized Shared-Aperture Phased Array Antenna Based on Impedance Matching Layer
[IEEE] 2026-9-2 | Attribute Scattering-center Extraction Driven by the Difference Radar Scattering Cross Section in a Rough-surface Background
[IEEE] 2026-9-2 | Dual-band Shared Aperture Radiation and Scattering Synergetic Array based on Hyperuniform Dielectric Resonator Antennas
[IEEE] 2026-9-2 | Improving the Quality of Low-Resolution Face Images Using the Super-Resolution Convolutional Neural Network (SRCNN)
[IEEE] 2026-9-2 | Metaheuristic Parameter Optimization for Ghost Imaging Reconstruction: A Comparative Study on EuroSAT Remote Sensing Data
[IEEE] 2026-9-2 | A Longitudinal Analysis of IoT Device Usage of Internet Infrastructure
[IEEE] 2026-9-2 | Planning Unmanned Aerial Vehicles with Immune Plasma Algorithm: A Literature Summary
[IEEE] 2026-9-2 | CL-SARA: Cross-Layer Resource Allocation for DVB-S2X VL-SNR Satellite Downlink Under Reactive Load-Aware Jamming
[IEEE] 2026-9-2 | Wide Axial-Ratio Circularly Polarized Magnetoelectric Dipole Antenna with Modified Horizontal Dipole Arms
[IEEE] 2026-9-2 | Measuring the Operational Impact of Minimizing DNS Queries on Real-World Data
[IEEE] 2026-9-2 | Design of a Novel Widely Tunable Frequency Selective Reflector
[IEEE] 2026-9-2 | Kinematic Modelling of Five-Bar Bipedal Locomotion: An Analytical Approach
[IEEE] 2026-9-2 | Scattered Field Leapfrog CDI–FDTD Method for Drude Dispersive Media
[IEEE] 2026-9-2 | Evaluating the Asymmetric Jamming Effectiveness of Low-Cost CubeSat Swarms Against LEO Satellite GNSS Receivers
[IEEE] 2026-9-2 | Gradient-Based Analysis of the Planar Trend Model for the Southern Hemisphere
[IEEE] 2026-9-2 | PRNU Stability Analysis of Göktürk-2 Satellite
[IEEE] 2026-9-2 | A Geometric Approach to Instrument Landing System Modeling and Simulation
[IEEE] 2026-9-2 | Sub-THz Bandpass Filter Based on Deformed Substrate Integrated Waveguide
[IEEE] 2026-9-2 | On Reliability Divergence in Multimodal Bearing Fault Diagnosis Under Noise
[IEEE] 2026-9-2 | A 7-bit 4-13 GHz Eight-Phase-Output Phase Interpolator with INL Reduction Using AM-to-PM Conversion and Two-Stage Phase Combining
[IEEE] 2026-9-2 | Low-Profile Wideband Dual-Sleeve Quadrifilar Helix Antenna Featuring Wide Axial-Ratio Beamwidth for GNSS Applications
[IEEE] 2026-9-2 | Performance Enhancement of IGZO Thin-Film Transistors by Ultrathin Te Back-Channel Heterojunction Capping
[IEEE] 2026-9-2 | WAND: Learning Robust Navigation Under Complex Wind Disturbances and Dense Obstacles for Quadrotors
[IEEE] 2026-9-2 | Angular Momentum LIP Guided Reinforcement Learning With Step Duration Modulation for Dynamic Locomotion of Bipedal Robots
[IEEE] 2026-9-2 | BAPE:A Binary or Ternary-Weights Transformer Accelerator Based on Precomputation at the Edge
[IEEE] 2026-9-2 | On an Efficient Task Offloading Scheme for Space-Air-Ground Integrated Vehicle Networks
[IEEE] 2026-9-2 | Design and Validation of a High-Resolution FBG Triaxial Force Sensor Fabricated via Projection Micro Stereolithography for Guidewire Tips
[IEEE] 2026-9-2 | Robust Beamforming Design for Cell-Free MIMO ISAC Systems with Imperfect CSI
[IEEE] 2026-9-2 | FreqNet: A Lightweight and Interpretable Frequency-Domain Network with Adaptive Cross-Channel Gating for Time Series Forecasting
[IEEE] 2026-9-1 | ${Mg_{2}Si}$ Source-Based SOI Heterojunction TFET Biosensor With Nanocavity for Ultrasensitive Detection of Lung Cancer Biomarkers
[IEEE] 2026-9-2 | Practical Consensus Among Heterogeneous Decision-Makers: Experimental and Theoretical Analyses
[IEEE] 2026-9-2 | Variable-Stiffness Joint Enabling Multiple Adhesion and Detachment Strategies for Climbing Robots_supp1-3729470.mp4
[IEEE] 2026-9-1 | LSTM-Attention Based Hybrid SAC-DDPG with Experience Replay for Resource Scheduling in Vehicle-Road-Cloud VEC Systems
[IEEE] 2026-9-1 | M3S-UPD: Efficient Multi-Stage Self-Supervised Learning for Fine-Grained Encrypted Traffic Classification with Unknown Pattern Discovery
[IEEE] 2026-9-2 | A Low-SRAM Fully Streaming Accelerator for Real-Time Speech Enhancement
[IEEE] 2026-9-2 | When DNS Tunnels Learn to Hide: Seeing Through Evasive Covert Channels in Real Time
[IEEE] 2026-9-2 | Hierarchical Stochastic Optimization for Integrated Signal Priority and Speed Control to Enhance Route-Level Schedule Adherence Considering Stochastic Bus Operations
[IEEE] 2026-9-1 | Rethinking Separability Map: A Target-Specified Separability Map for Hyperspectral Target Detection
[IEEE] 2026-9-2 | IEEE Southern Power Electronics Conference
[IEEE] 2026-9-1 | TrafficBASS: A Boundary-Aware Active Learning Framework for Endpoint Advanced Persistent Threat Detection_supp1-3723137.pdf
[IEEE] 2026-9-2 | What Happens When You Follow the Link? Cross-Platform Content Alignment in the X-to-Telegram Referral Ecosystem
[IEEE] 2026-9-2 | Outage Analysis and Fairness Design for Spatially Correlated FAS-Enabled RSMA Systems
[IEEE] 2026-9-1 | Appendage-inspired Soft Overturning Robot with Tactile-driven Navigation in Confined Channels
[IEEE] 2026-9-2 | Augmented Edge Sensing Intelligence: A Federated Learning Framework for Resource-Efficient Beam Alignment
[IEEE] 2026-9-2 | Physics-Aware Vision Transformer for Steady-State Ferrite Core Temperature Estimation Via Time-Density Hysteresis Imaging
[IEEE] 2026-9-2 | Title Page
[IEEE] 2026-9-2 | Design of a Ku-Band Integrated Module with Filter, Limiter and Low-Noise Amplifier
[IEEE] 2026-9-2 | A Full Space High Scanning Rate Leaky Wave Antenna Based on Odd Mode SSPPs
[IEEE] 2026-9-2 | CE-S-ALOHA: A Cognitive-Enhanced Slotted ALOHA Protocol for UWSNs
[IEEE] 2026-9-2 | Design of a Broadband Periodic Patch Antenna Based on Characteristic Mode Analysis
[IEEE] 2026-9-2 | Trim-Point Stability Assessment and Fault-Tolerant Control Validation of a FW-eVTOL Aircraft
[IEEE] 2026-9-2 | Two-Level Physics-Informed Design of a Wideband Resistive-Film Absorber
[IEEE] 2026-9-2 | Solving the Dynamic Role Assignment with Boredom Problem via Extended Group Multirole Assignment
[IEEE] 2026-9-2 | Design of Segmented Figure of 8 Coil for High Focality in TMS
[IEEE] 2026-9-2 | Design of a dual-lens compact antenna test range in W-band based on amplitude and phase control
[IEEE] 2026-9-2 | Grey Wolf Optimization Based System Identification of a Supersonic Free Jet Facility
[IEEE] 2026-9-2 | A Low-Insertion-Loss SP5T Switch Operating from DC to 13 GHz Using L-Type Topology
[IEEE] 2026-9-2 | Probabilistic Model Checking for Robust and Secure Autonomous Cyber Defense
[IEEE] 2026-9-2 | A Coupled Field Learning Method based on ResMLP for Multi-Target Scattering
[IEEE] 2026-9-2 | Robust Acoustic Detection of Urban Far-Field UAVs Based on Spectral-Temporal Dual Attention
[IEEE] 2026-9-2 | LCTexture-GS: Localized Custom Texture for Gaussian Splatting
[IEEE] 2026-9-2 | Deployable Hierarchical ML Traffic Steering for O-RAN RICS
[IEEE] 2026-9-2 | Sparse Input Convolutional Neural Network Digital Predistortion for Wideband Power Amplifiers
[IEEE] 2026-9-2 | Research on Intelligent Innovations in Wireless RF Circuit Modules and Systems
[IEEE] 2026-9-2 | Time-Domain Measurement Method of Site Voltage Standing Wave Ratio for OATS
[IEEE] 2026-9-2 | Trade-Off Analysis of Single and Multi-Temperature Zone Heat Pipe Networks for GEO Spacecraft Radiators
[IEEE] 2026-9-2 | Study on the Spatial Resolution Enhancing Technology of FengYun Satellite Microwave Remote Sensing with Wavelet Transform
[IEEE] 2026-9-2 | A Multiband High-Gain Space-Fed Antenna
[IEEE] 2026-9-2 | RAST 2026 Breaker Page
[IEEE] 2026-9-1 | A Unified Forward and Inverse Scattering Model for Metasurfaces with Finite Dimensions
[IEEE] 2026-9-1 | Green credit financing in supply chains compliant with carbon emission regulations_supp1-3729095.docx
[IEEE] 2026-9-1 | IGPA: Indirect Gradient Poisoning Attack on Federated Graph Learning in Decentralized Multimedia Networks
[ACM] 2026-9-1 | Fast and Accurate Random Walk Index Maintenance for Graph Merging
[IEEE] 2026-9-1 | Stacked Intelligent Metasurfaces for Next-Generation Wireless Signal Processing: A Comprehensive Survey
[IEEE] 2026-9-1 | A Minimum-Order Complex Vector Observer-Based Back-EMF Harmonic Suppression Method for Sensorless PMSM Drives
[IEEE] 2026-9-1 | Learning Generalizable Human Motion Generator with Reinforcement Learning
[IEEE] 2026-9-1 | Semantic Alignment With an AI-Derived Reference in Relation to Children's Scientific Creativity
[ACM] 2026-9-1 | ACM TechBrief: Artificial Intelligence’s Effects on Open Source TechBrief
[ACM] 2026-9-1 | Research on High-Frequency Trading Flow Computation Optimization Based on Transformer-RL Fusion
[ACM] 2026-9-1 | Research on Fabric Defect Detection Method Based on Improved YOLOv8
